pp_no,condition,trial,muscle,bin,Zdiff
pp481,429,trial6,brow,diff_bin20,-0.14806342949892
pp481,429,trial6,cheek,diff_bin1,0.044847812573764
pp481,429,trial6,cheek,diff_bin2,0.106458414109525
pp481,429,trial6,cheek,diff_bin3,0.0126823732278266
pp481,429,trial6,cheek,diff_bin4,0.135627872533527
pp481,429,trial6,cheek,diff_bin5,-0.0377162751644934
pp481,429,trial6,cheek,diff_bin6,0.00599196184387174
pp481,429,trial6,cheek,diff_bin7,-0.106017288084209
pp481,429,trial6,cheek,diff_bin8,-0.0509500559239647
pp481,429,trial6,cheek,diff_bin9,0.0690178427108541
pp481,429,trial6,cheek,diff_bin10,0.407085800362183
pp481,429,trial6,cheek,diff_bin11,0.183306243769733
pp481,429,trial6,cheek,diff_bin12,0.2767698203835
pp481,429,trial6,cheek,diff_bin13,0.364829603187148
pp481,429,trial6,cheek,diff_bin14,0.255908235436277
pp481,429,trial6,cheek,diff_bin15,0.365233968710355
pp481,429,trial6,cheek,diff_bin16,0.0716829791138032
pp481,429,trial6,cheek,diff_bin17,0.166230990539804
pp481,429,trial6,cheek,diff_bin18,0.0167995494641068
pp481,429,trial6,cheek,diff_bin19,0.25611041819788
pp481,429,trial6,cheek,diff_bin20,-0.0068925941455581
pp481,429,trial7,brow,diff_bin1,-0.221032857707493
pp481,429,trial7,brow,diff_bin2,-0.028456403095279
pp481,429,trial7,brow,diff_bin3,0.172026038621234
pp481,429,trial7,brow,diff_bin4,0.171343599994967
pp481,429,trial7,brow,diff_bin5,0.0777336223919454
pp481,429,trial7,brow,diff_bin6,0.154836310959606
pp481,429,trial7,brow,diff_bin7,-0.367628400349915
pp481,429,trial7,brow,diff_bin8,-0.064831669495353
pp481,429,trial7,brow,diff_bin9,-0.204126406456768
pp481,429,trial7,brow,diff_bin10,-0.102365793940031
pp481,429,trial7,brow,diff_bin11,-0.167454987445296
pp481,429,trial7,brow,diff_bin12,0.0562174913637954
pp481,429,trial7,brow,diff_bin13,-0.328665017650225
pp481,429,trial7,brow,diff_bin14,-0.226582500121097
pp481,429,trial7,brow,diff_bin15,-0.204190787459247
pp481,429,trial7,brow,diff_bin16,0.0228423796791966
pp481,429,trial7,brow,diff_bin17,-0.468642193237907
pp481,429,trial7,brow,diff_bin18,0.207306827979182
pp481,429,trial7,brow,diff_bin19,-0.198641145045642
pp481,429,trial7,brow,diff_bin20,-0.433786318496314
pp481,429,trial7,cheek,diff_bin1,NA
pp481,429,trial7,cheek,diff_bin2,NA
pp481,429,trial7,cheek,diff_bin3,NA
pp481,429,trial7,cheek,diff_bin4,NA
pp481,429,trial7,cheek,diff_bin5,NA
pp481,429,trial7,cheek,diff_bin6,NA
pp481,429,trial7,cheek,diff_bin7,NA
pp481,429,trial7,cheek,diff_bin8,NA
pp481,429,trial7,cheek,diff_bin9,NA
pp481,429,trial7,cheek,diff_bin10,NA
pp481,429,trial7,cheek,diff_bin11,NA
pp481,429,trial7,cheek,diff_bin12,NA
pp481,429,trial7,cheek,diff_bin13,NA
pp481,429,trial7,cheek,diff_bin14,NA
pp481,429,trial7,cheek,diff_bin15,NA
pp481,429,trial7,cheek,diff_bin16,NA
pp481,429,trial7,cheek,diff_bin17,NA
pp481,429,trial7,cheek,diff_bin18,NA
pp481,429,trial7,cheek,diff_bin19,NA
pp481,429,trial7,cheek,diff_bin20,NA
pp481,429,trial8,brow,diff_bin1,0.171549619202897
pp481,429,trial8,brow,diff_bin2,0.140183194795612
pp481,429,trial8,brow,diff_bin3,-0.141226167035756
pp481,429,trial8,brow,diff_bin4,-0.118692816168453
pp481,429,trial8,brow,diff_bin5,0.0945499402392007
pp481,429,trial8,brow,diff_bin6,0.0766648977508105
pp481,429,trial8,brow,diff_bin7,0.0198293487632261
pp481,429,trial8,brow,diff_bin8,0.0599773419085111
pp481,429,trial8,brow,diff_bin9,0.155389987580917
pp481,429,trial8,brow,diff_bin10,0.121371065871538
pp481,429,trial8,brow,diff_bin11,-0.0143569635525957
pp481,429,trial8,brow,diff_bin12,0.5266237240696
pp481,429,trial8,brow,diff_bin13,0.625989363294156
pp481,429,trial8,brow,diff_bin14,1.82951494741752
pp481,429,trial8,brow,diff_bin15,NA
pp481,429,trial8,brow,diff_bin16,1.11273549442888
pp481,429,trial8,brow,diff_bin17,1.32655767985883
pp481,429,trial8,brow,diff_bin18,1.29700679972143
pp481,429,trial8,brow,diff_bin19,0.962985282665035
pp481,429,trial8,brow,diff_bin20,0.816080711210719
pp481,429,trial8,cheek,diff_bin1,-0.020163135407139
pp481,429,trial8,cheek,diff_bin2,-0.225819764459535
pp481,429,trial8,cheek,diff_bin3,-0.122265430016672
pp481,429,trial8,cheek,diff_bin4,-0.555818791897797
pp481,429,trial8,cheek,diff_bin5,-0.417341980450773
pp481,429,trial8,cheek,diff_bin6,-0.636158869258421
pp481,429,trial8,cheek,diff_bin7,-0.32560614743616
pp481,429,trial8,cheek,diff_bin8,-0.413849732750357
pp481,429,trial8,cheek,diff_bin9,-0.336781340077491
pp481,429,trial8,cheek,diff_bin10,0.00420907749155407
pp481,429,trial8,cheek,diff_bin11,-0.119765715873216
pp481,429,trial8,cheek,diff_bin12,-0.533854391887285
pp481,429,trial8,cheek,diff_bin13,-0.231150037265433
pp481,429,trial8,cheek,diff_bin14,-0.309413146256862
pp481,429,trial8,cheek,diff_bin15,-0.559678644619309
pp481,429,trial8,cheek,diff_bin16,-0.2083401457064
pp481,429,trial8,cheek,diff_bin17,-0.67328697638916
pp481,429,trial8,cheek,diff_bin18,-0.783605243220197
pp481,429,trial8,cheek,diff_bin19,-0.706996356823702
pp481,429,trial8,cheek,diff_bin20,-0.758791904296189
pp481,673,trial1,brow,diff_bin1,0.236278279094285
pp481,673,trial1,brow,diff_bin2,-0.0660420323419394
pp481,673,trial1,brow,diff_bin3,0.193207388436498
pp481,673,trial1,brow,diff_bin4,-0.156613226627999
pp481,673,trial1,brow,diff_bin5,-0.344167963046929
pp481,673,trial1,brow,diff_bin6,-0.0836824270209133
pp481,673,trial1,brow,diff_bin7,-0.207113684971748
pp481,673,trial1,brow,diff_bin8,0.0770254313646874
pp481,673,trial1,brow,diff_bin9,-0.143106092308114
pp481,673,trial1,brow,diff_bin10,0.156458712222052
pp481,673,trial1,brow,diff_bin11,-0.34290609539836
pp481,673,trial1,brow,diff_bin12,-0.41120146282703
pp481,673,trial1,brow,diff_bin13,-0.296822173824603
pp481,673,trial1,brow,diff_bin14,-0.139784032580248
pp481,673,trial1,brow,diff_bin15,-0.0749266106839045
pp481,673,trial1,brow,diff_bin16,-0.293603123700702
pp481,673,trial1,brow,diff_bin17,-0.256352275666928
pp481,673,trial1,brow,diff_bin18,-0.687035429843802
pp481,673,trial1,brow,diff_bin19,-0.623787533009408
pp481,673,trial1,brow,diff_bin20,-0.588532496052452
pp481,673,trial1,cheek,diff_bin1,-0.0236737633586099
pp481,673,trial1,cheek,diff_bin2,-0.0694773489872247
pp481,673,trial1,cheek,diff_bin3,-0.0822148629682158
pp481,673,trial1,cheek,diff_bin4,-0.143880605257141
pp481,673,trial1,cheek,diff_bin5,-0.0226077087974302
pp481,673,trial1,cheek,diff_bin6,-0.0969006835610181
pp481,673,trial1,cheek,diff_bin7,-0.126088522236074
pp481,673,trial1,cheek,diff_bin8,-0.043524434497817
pp481,673,trial1,cheek,diff_bin9,-0.0531373057994885
pp481,673,trial1,cheek,diff_bin10,-0.127963307843666
pp481,673,trial1,cheek,diff_bin11,-0.0186743350716986
pp481,673,trial1,cheek,diff_bin12,0.263297096360315
pp481,673,trial1,cheek,diff_bin13,1.74423068434938
pp481,673,trial1,cheek,diff_bin14,NA
pp481,673,trial1,cheek,diff_bin15,1.56217429765137
pp481,673,trial1,cheek,diff_bin16,1.40528047464742
pp481,673,trial1,cheek,diff_bin17,1.53109329311767
pp481,673,trial1,cheek,diff_bin18,2.24387942902364
pp481,673,trial1,cheek,diff_bin19,2.83735935533277
pp481,673,trial1,cheek,diff_bin20,3.4144808582031
pp481,673,trial2,brow,diff_bin1,NA
pp481,673,trial2,brow,diff_bin2,0.099777677640415
pp481,673,trial2,brow,diff_bin3,0.0398260881328951
pp481,673,trial2,brow,diff_bin4,-0.185069629723278
pp481,673,trial2,brow,diff_bin5,-0.279812712969913
pp481,673,trial2,brow,diff_bin6,-0.260240888216599
pp481,673,trial2,brow,diff_bin7,-0.514339828796797
pp481,673,trial2,brow,diff_bin8,-0.325188443516413
pp481,673,trial2,brow,diff_bin9,-0.175219336344143
pp481,673,trial2,brow,diff_bin10,-0.320565887538491
pp481,673,trial2,brow,diff_bin11,-0.510863254662984
pp481,673,trial2,brow,diff_bin12,-0.364344969223536
pp481,673,trial2,brow,diff_bin13,-0.461019482544511
pp481,673,trial2,brow,diff_bin14,-0.401196655041947
pp481,673,trial2,brow,diff_bin15,-0.704109271700969
pp481,673,trial2,brow,diff_bin16,-0.644093301190971
pp481,673,trial2,brow,diff_bin17,-0.591635660371892
pp481,673,trial2,brow,diff_bin18,-0.369843106835158
pp481,673,trial2,brow,diff_bin19,-0.457826184821602
pp481,673,trial2,brow,diff_bin20,-0.430013591751103
pp481,673,trial2,cheek,diff_bin1,-0.168804225687479
pp481,673,trial2,cheek,diff_bin2,-0.209755425037621
pp481,673,trial2,cheek,diff_bin3,-0.156691640242352
pp481,673,trial2,cheek,diff_bin4,-0.122118388008233
pp481,673,trial2,cheek,diff_bin5,-0.0362458550801077
pp481,673,trial2,cheek,diff_bin6,-0.146288418145323
pp481,673,trial2,cheek,diff_bin7,-0.0607834902382941
pp481,673,trial2,cheek,diff_bin8,-0.100981099295188
pp481,673,trial2,cheek,diff_bin9,0.609195040960998
pp481,673,trial2,cheek,diff_bin10,0.292007048507946
pp481,673,trial2,cheek,diff_bin11,0.814042938966982
pp481,673,trial2,cheek,diff_bin12,0.336910001834875
pp481,673,trial2,cheek,diff_bin13,0.945424973506844
pp481,673,trial2,cheek,diff_bin14,NA
pp481,673,trial2,cheek,diff_bin15,1.25467269750421
pp481,673,trial2,cheek,diff_bin16,1.03157321020079
pp481,673,trial2,cheek,diff_bin17,1.09636359516904
pp481,673,trial2,cheek,diff_bin18,1.45981467952707
pp481,673,trial2,cheek,diff_bin19,1.64128289819132
pp481,673,trial2,cheek,diff_bin20,1.72290959312579
pp481,673,trial3,brow,diff_bin1,-0.131981055079914
pp481,673,trial3,brow,diff_bin2,-0.342944723999847
pp481,673,trial3,brow,diff_bin3,-0.404338447962874
pp481,673,trial3,brow,diff_bin4,-0.636702362106496
pp481,673,trial3,brow,diff_bin5,-0.397372423494754
pp481,673,trial3,brow,diff_bin6,-0.250944271458775
pp481,673,trial3,brow,diff_bin7,-0.508622795776749
pp481,673,trial3,brow,diff_bin8,-0.370268021451513
pp481,673,trial3,brow,diff_bin9,-0.152788995080806
pp481,673,trial3,brow,diff_bin10,-0.343434019618679
pp481,673,trial3,brow,diff_bin11,-0.231745856519833
pp481,673,trial3,brow,diff_bin12,-0.510798873660506
pp481,673,trial3,brow,diff_bin13,-0.436619082605347
pp481,673,trial3,brow,diff_bin14,-0.439065560699511
pp481,673,trial3,brow,diff_bin15,-0.189576299896739
pp481,673,trial3,brow,diff_bin16,-0.532842928908976
pp481,673,trial3,brow,diff_bin17,-0.260730183835432
pp481,673,trial3,brow,diff_bin18,-0.052354631215115
pp481,673,trial3,brow,diff_bin19,NA
pp481,673,trial3,brow,diff_bin20,-0.0552904049281122
pp481,673,trial3,cheek,diff_bin1,NA
pp481,673,trial3,cheek,diff_bin2,NA
pp481,673,trial3,cheek,diff_bin3,NA
pp481,673,trial3,cheek,diff_bin4,NA
pp481,673,trial3,cheek,diff_bin5,NA
pp481,673,trial3,cheek,diff_bin6,NA
pp481,673,trial3,cheek,diff_bin7,NA
pp481,673,trial3,cheek,diff_bin8,NA
pp481,673,trial3,cheek,diff_bin9,NA
pp481,673,trial3,cheek,diff_bin10,NA
pp481,673,trial3,cheek,diff_bin11,NA
pp481,673,trial3,cheek,diff_bin12,NA
pp481,673,trial3,cheek,diff_bin13,NA
pp481,673,trial3,cheek,diff_bin14,NA
pp481,673,trial3,cheek,diff_bin15,NA
pp481,673,trial3,cheek,diff_bin16,NA
pp481,673,trial3,cheek,diff_bin17,NA
pp481,673,trial3,cheek,diff_bin18,NA
pp481,673,trial3,cheek,diff_bin19,NA
pp481,673,trial3,cheek,diff_bin20,NA
pp481,673,trial4,brow,diff_bin1,-0.386543538877953
pp481,673,trial4,brow,diff_bin2,-0.379307114199425
pp481,673,trial4,brow,diff_bin3,-0.324789281301049
pp481,673,trial4,brow,diff_bin4,-0.510953388066453
pp481,673,trial4,brow,diff_bin5,NA
pp481,673,trial4,brow,diff_bin6,-0.811329393227842
pp481,673,trial4,brow,diff_bin7,-0.655025195411737
pp481,673,trial4,brow,diff_bin8,-0.481325250726074
pp481,673,trial4,brow,diff_bin9,0.0200611203721468
pp481,673,trial4,brow,diff_bin10,-0.512421274922952
pp481,673,trial4,brow,diff_bin11,-0.50136061869723
pp481,673,trial4,brow,diff_bin12,-0.540774668414266
pp481,673,trial4,brow,diff_bin13,-0.890389264270834
pp481,673,trial4,brow,diff_bin14,-0.640294822044769
pp481,673,trial4,brow,diff_bin15,-0.736467163546416
pp481,673,trial4,brow,diff_bin16,-0.605374566300698
pp481,673,trial4,brow,diff_bin17,-0.776074356270885
pp481,673,trial4,brow,diff_bin18,-0.52009549041833
pp481,673,trial4,brow,diff_bin19,-0.502236200330931
pp481,673,trial4,brow,diff_bin20,-0.740896576516902
pp481,673,trial4,cheek,diff_bin1,-0.283956498545935
pp481,673,trial4,cheek,diff_bin2,-0.372861772898105
pp481,673,trial4,cheek,diff_bin3,-0.431899139286191
pp481,673,trial4,cheek,diff_bin4,-0.210821479598801
pp481,673,trial4,cheek,diff_bin5,1.5050852378751
pp481,673,trial4,cheek,diff_bin6,2.41038612332927
pp481,673,trial4,cheek,diff_bin7,3.19825558479418
pp481,673,trial4,cheek,diff_bin8,2.81228869289399
pp481,673,trial4,cheek,diff_bin9,1.6286005249635
pp481,673,trial4,cheek,diff_bin10,1.67390784381363
pp481,673,trial4,cheek,diff_bin11,1.79154145056449
pp481,673,trial4,cheek,diff_bin12,1.23941708912871
pp481,673,trial4,cheek,diff_bin13,1.34480944867706
pp481,673,trial4,cheek,diff_bin14,3.01380976545905
pp481,673,trial4,cheek,diff_bin15,1.54592615571891
pp481,673,trial4,cheek,diff_bin16,1.56101634183492
pp481,673,trial4,cheek,diff_bin17,1.70153336114903
pp481,673,trial4,cheek,diff_bin18,1.50497495636877
pp481,673,trial4,cheek,diff_bin19,1.24676918955064
pp481,673,trial4,cheek,diff_bin20,1.16970079687777
pp481,673,trial5,brow,diff_bin1,0.0378946580585548
pp481,673,trial5,brow,diff_bin2,-0.458573004450347
pp481,673,trial5,brow,diff_bin3,-0.446739776194889
pp481,673,trial5,brow,diff_bin4,-0.314179292092673
pp481,673,trial5,brow,diff_bin5,0.324196976078251
pp481,673,trial5,brow,diff_bin6,-0.143634016528433
pp481,673,trial5,brow,diff_bin7,0.235930621680904
pp481,673,trial5,brow,diff_bin8,-0.0736003620328574
