pp_no,condition,bin,bin_no,trial,muscle,rms,meanRMS,sdRMS,outlier2SD,outlier1.5SD
pp482,673,bin_0,0,trial6,cheek,11.022,6.897937499999999,4.046418655671245,FALSE,FALSE
pp482,673,bin_0,0,trial7,cheek,11.9362,6.897937499999999,4.046418655671245,FALSE,FALSE
pp482,673,bin_0,0,trial8,cheek,11.0679,6.897937499999999,4.046418655671245,FALSE,FALSE
pp483,429,bin_0,0,trial1,brow,19.6962,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial2,brow,23.0993,16.7205875,4.035955006275289,FALSE,TRUE
pp483,429,bin_0,0,trial3,brow,14.8655,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial4,brow,17.4648,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial5,brow,17.1947,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial6,brow,15.9567,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial7,brow,16.4885,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial8,brow,8.999,16.7205875,4.035955006275289,FALSE,FALSE
pp483,429,bin_0,0,trial1,cheek,5.4505,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial2,cheek,4.5982,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial3,cheek,4.5208,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial4,cheek,4.11,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial5,cheek,4.764,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial6,cheek,7.0829,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial7,cheek,7.3819,5.64045,1.366951071336707,FALSE,FALSE
pp483,429,bin_0,0,trial8,cheek,7.2153,5.64045,1.366951071336707,FALSE,FALSE
pp483,673,bin_0,0,trial1,brow,13.4291,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial2,brow,12.8063,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial3,brow,19.7083,12.8750125,3.056918700931895,TRUE,TRUE
pp483,673,bin_0,0,trial4,brow,12.2884,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial5,brow,13.2684,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial6,brow,9.9935,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial7,brow,11.3009,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial8,brow,10.2052,12.8750125,3.056918700931895,FALSE,FALSE
pp483,673,bin_0,0,trial1,cheek,4.9248,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial2,cheek,4.449,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial3,cheek,12.9659,6.46075,3.0453702538208947,TRUE,TRUE
pp483,673,bin_0,0,trial4,cheek,5.5674,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial5,cheek,6.8031,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial6,cheek,5.0204,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial7,cheek,3.4538,6.46075,3.0453702538208947,FALSE,FALSE
pp483,673,bin_0,0,trial8,cheek,8.5016,6.46075,3.0453702538208947,FALSE,FALSE
pp484,429,bin_0,0,trial1,brow,11.1237,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial2,brow,7.6563,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial3,brow,6.6227,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial4,brow,9.3496,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial5,brow,9.2112,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial6,brow,5.0079,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial7,brow,7.9226,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial8,brow,3.9321,7.6032625,2.369697711244742,FALSE,FALSE
pp484,429,bin_0,0,trial1,cheek,7.2804,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial2,cheek,5.6566,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial3,cheek,5.5278,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial4,cheek,3.9929,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial5,cheek,3.777,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial6,cheek,8.7548,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial7,cheek,4.2917,6.6655,3.435138211817061,FALSE,FALSE
pp484,429,bin_0,0,trial8,cheek,14.0428,6.6655,3.435138211817061,TRUE,TRUE
pp484,673,bin_0,0,trial1,brow,5.6919,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial2,brow,6.4511,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial3,brow,4.8809,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial4,brow,5.8571,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial5,brow,9.8282,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial6,brow,7.7413,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial7,brow,10.9906,7.2866875,2.126251540983737,FALSE,TRUE
pp484,673,bin_0,0,trial8,brow,6.8524,7.2866875,2.126251540983737,FALSE,FALSE
pp484,673,bin_0,0,trial1,cheek,11.2905,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial2,cheek,8.0059,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial3,cheek,7.3176,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial4,cheek,15.3955,8.714425,3.431103335142877,FALSE,TRUE
pp484,673,bin_0,0,trial5,cheek,5.667,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial6,cheek,8.731,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial7,cheek,8.9888,8.714425,3.431103335142877,FALSE,FALSE
pp484,673,bin_0,0,trial8,cheek,4.3191,8.714425,3.431103335142877,FALSE,FALSE
pp485,429,bin_0,0,trial1,brow,9.3697,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial2,brow,13.3681,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial3,brow,16.7015,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial4,brow,16.1185,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial5,brow,13.539,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial6,brow,13.367,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial7,brow,17.9861,15.084375,3.3694476082883384,FALSE,FALSE
pp485,429,bin_0,0,trial8,brow,20.2251,15.084375,3.3694476082883384,FALSE,TRUE
pp485,429,bin_0,0,trial1,cheek,3.7226,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial2,cheek,3.9603,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial3,cheek,4.2311,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial4,cheek,4.5049,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial5,cheek,4.5664,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial6,cheek,3.5647,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial7,cheek,4.9329,5.865375,4.699038692191658,FALSE,FALSE
pp485,429,bin_0,0,trial8,cheek,17.4401,5.865375,4.699038692191658,TRUE,TRUE
pp485,673,bin_0,0,trial1,brow,14.7351,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial2,brow,15.6763,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial3,brow,16.3135,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial4,brow,14.2676,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial5,brow,17.3631,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial6,brow,16.5172,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial7,brow,15.0275,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial8,brow,16.5441,15.80555,1.0602626224532432,FALSE,FALSE
pp485,673,bin_0,0,trial1,cheek,6.7666,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial2,cheek,5.672,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial3,cheek,5.7601,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial4,cheek,4.1222,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial5,cheek,5.0338,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial6,cheek,4.6612,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial7,cheek,6.7196,5.3615625,1.0459804640862085,FALSE,FALSE
pp485,673,bin_0,0,trial8,cheek,4.157,5.3615625,1.0459804640862085,FALSE,FALSE
pp486,429,bin_0,0,trial1,brow,8.4801,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial2,brow,10.7091,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial3,brow,9.3126,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial4,brow,15.607,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial5,brow,17.292,12.1240375,2.9904374190014895,FALSE,TRUE
pp486,429,bin_0,0,trial6,brow,12.3112,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial7,brow,11.8303,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial8,brow,11.45,12.1240375,2.9904374190014895,FALSE,FALSE
pp486,429,bin_0,0,trial1,cheek,4.02,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial2,cheek,3.3711,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial3,cheek,5.5212,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial4,cheek,3.958,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial5,cheek,3.6363,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial6,cheek,5.3228,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial7,cheek,4.893,4.457925,0.8105706750714057,FALSE,FALSE
pp486,429,bin_0,0,trial8,cheek,4.941,4.457925,0.8105706750714057,FALSE,FALSE
pp486,673,bin_0,0,trial1,brow,2.284,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial2,brow,11.0389,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial3,brow,8.8765,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial4,brow,7.8796,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial5,brow,7.8719,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial6,brow,11.268,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial7,brow,10.6464,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial8,brow,10.6627,8.816,2.9797676678368257,FALSE,FALSE
pp486,673,bin_0,0,trial1,cheek,22.3782,6.972175,6.508728184028844,TRUE,TRUE
pp486,673,bin_0,0,trial2,cheek,5.7991,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial3,cheek,3.6473,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial4,cheek,3.9975,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial5,cheek,9.0647,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial6,cheek,3.6036,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial7,cheek,3.5141,6.972175,6.508728184028844,FALSE,FALSE
pp486,673,bin_0,0,trial8,cheek,3.7729,6.972175,6.508728184028844,FALSE,FALSE
pp488,429,bin_0,0,trial1,brow,14.932,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial2,brow,18.7648,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial3,brow,19.362,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial4,brow,22.4438,17.406775,2.9526445138214656,FALSE,TRUE
pp488,429,bin_0,0,trial5,brow,13.1538,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial6,brow,15.1399,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial7,brow,18.1923,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial8,brow,17.2656,17.406775,2.9526445138214656,FALSE,FALSE
pp488,429,bin_0,0,trial1,cheek,4.1925,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial2,cheek,3.3264,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial3,cheek,2.6095,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial4,cheek,3.038,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial5,cheek,3.4535,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial6,cheek,18.0345,5.2624375,5.192925631207326,TRUE,TRUE
pp488,429,bin_0,0,trial7,cheek,3.1119,5.2624375,5.192925631207326,FALSE,FALSE
pp488,429,bin_0,0,trial8,cheek,4.3332,5.2624375,5.192925631207326,FALSE,FALSE
pp488,673,bin_0,0,trial1,brow,15.8256,13.8287625,3.524404542994259,FALSE,FALSE
pp488,673,bin_0,0,trial2,brow,14.6158,13.8287625,3.524404542994259,FALSE,FALSE
pp488,673,bin_0,0,trial3,brow,12.1975,13.8287625,3.524404542994259,FALSE,FALSE
pp488,673,bin_0,0,trial4,brow,11.6492,13.8287625,3.524404542994259,FALSE,FALSE
pp488,673,bin_0,0,trial5,brow,15.0979,13.8287625,3.524404542994259,FALSE,FALSE
pp488,673,bin_0,0,trial6,brow,19.0861,13.8287625,3.524404542994259,FALSE,FALSE
