pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp4811,285,bin_14,14,trial7,cheek,25.1737,TRUE
pp4811,285,bin_15,15,trial7,cheek,9.4382,TRUE
pp4811,285,bin_16,16,trial7,cheek,5.4024,TRUE
pp4811,285,bin_17,17,trial7,cheek,13.1732,TRUE
pp4811,285,bin_18,18,trial7,cheek,21.6507,TRUE
pp4811,285,bin_19,19,trial7,cheek,11.515,TRUE
pp4811,285,bin_20,20,trial7,cheek,5.9968,TRUE
pp4811,913,bin_0,0,trial7,cheek,4.5647,TRUE
pp4811,913,bin_1,1,trial7,cheek,5.6159,TRUE
pp4811,913,bin_2,2,trial7,cheek,3.3171,TRUE
pp4811,913,bin_3,3,trial7,cheek,3.4252,TRUE
pp4811,913,bin_4,4,trial7,cheek,4.6794,TRUE
pp4811,913,bin_5,5,trial7,cheek,3.8958,TRUE
pp4811,913,bin_6,6,trial7,cheek,3.5157,TRUE
pp4811,913,bin_7,7,trial7,cheek,3.3889,TRUE
pp4811,913,bin_8,8,trial7,cheek,2.4917,TRUE
pp4811,913,bin_9,9,trial7,cheek,2.9423,TRUE
pp4811,913,bin_10,10,trial7,cheek,2.8514,TRUE
pp4811,913,bin_11,11,trial7,cheek,2.7706,TRUE
pp4811,913,bin_12,12,trial7,cheek,2.9296,TRUE
pp4811,913,bin_13,13,trial7,cheek,2.7058,TRUE
pp4811,913,bin_14,14,trial7,cheek,2.8611,TRUE
pp4811,913,bin_15,15,trial7,cheek,3.0739,TRUE
pp4811,913,bin_16,16,trial7,cheek,2.2409,TRUE
pp4811,913,bin_17,17,trial7,cheek,2.4881,TRUE
pp4811,913,bin_18,18,trial7,cheek,4.3104,TRUE
pp4811,913,bin_19,19,trial7,cheek,2.9758,TRUE
pp4811,913,bin_20,20,trial7,cheek,5.1405,TRUE
pp4812,285,bin_0,0,trial7,cheek,3.6295,TRUE
pp4812,285,bin_1,1,trial7,cheek,2.6139,TRUE
pp4812,285,bin_2,2,trial7,cheek,2.2084,TRUE
pp4812,285,bin_3,3,trial7,cheek,2.605,TRUE
pp4812,285,bin_4,4,trial7,cheek,2.728,TRUE
pp4812,285,bin_5,5,trial7,cheek,2.6441,TRUE
pp4812,285,bin_6,6,trial7,cheek,2.1594,TRUE
pp4812,285,bin_7,7,trial7,cheek,2.1658,TRUE
pp4812,285,bin_8,8,trial7,cheek,2.2359,TRUE
pp4812,285,bin_9,9,trial7,cheek,2.5407,TRUE
pp4812,285,bin_10,10,trial7,cheek,2.3359,TRUE
pp4812,285,bin_11,11,trial7,cheek,2.2347,TRUE
pp4812,285,bin_12,12,trial7,cheek,2.3069,TRUE
pp4812,285,bin_13,13,trial7,cheek,2.2543,TRUE
pp4812,285,bin_14,14,trial7,cheek,2.3062,TRUE
pp4812,285,bin_15,15,trial7,cheek,1.9778,TRUE
pp4812,285,bin_16,16,trial7,cheek,2.5895,TRUE
pp4812,285,bin_17,17,trial7,cheek,2.2921,TRUE
pp4812,285,bin_18,18,trial7,cheek,2.6079,TRUE
pp4812,285,bin_19,19,trial7,cheek,2.4098,TRUE
pp4812,285,bin_20,20,trial7,cheek,2.5625,TRUE
pp4812,913,bin_0,0,trial1,brow,17.9674,TRUE
pp4812,913,bin_1,1,trial1,brow,16.1113,TRUE
pp4812,913,bin_2,2,trial1,brow,12.517,TRUE
pp4812,913,bin_3,3,trial1,brow,20.2387,TRUE
pp4812,913,bin_4,4,trial1,brow,13.3676,TRUE
pp4812,913,bin_5,5,trial1,brow,17.7256,TRUE
pp4812,913,bin_6,6,trial1,brow,14.9457,TRUE
pp4812,913,bin_7,7,trial1,brow,11.4861,TRUE
pp4812,913,bin_8,8,trial1,brow,16.253,TRUE
pp4812,913,bin_9,9,trial1,brow,8.8542,TRUE
pp4812,913,bin_10,10,trial1,brow,5.3936,TRUE
pp4812,913,bin_11,11,trial1,brow,6.702,TRUE
pp4812,913,bin_12,12,trial1,brow,7.6013,TRUE
pp4812,913,bin_13,13,trial1,brow,8.5139,TRUE
pp4812,913,bin_14,14,trial1,brow,7.5359,TRUE
pp4812,913,bin_15,15,trial1,brow,9.2946,TRUE
pp4812,913,bin_16,16,trial1,brow,10.3032,TRUE
pp4812,913,bin_17,17,trial1,brow,9.1779,TRUE
pp4812,913,bin_18,18,trial1,brow,7.7016,TRUE
pp4812,913,bin_19,19,trial1,brow,8.7782,TRUE
