pp_no,condition,bin,bin_no,trial,muscle,rms,meanRMS,sdRMS,outlier2SD,outlier1.5SD
pp544,285,bin_0,0,trial8,brow,10.6323,13.863175,8.434815199897894,FALSE,FALSE
pp544,913,bin_0,0,trial8,brow,18.4447,14.441875,6.724479463178864,FALSE,FALSE
pp545,285,bin_0,0,trial8,brow,14.1849,13.5709,1.2898778613275201,FALSE,FALSE
pp545,913,bin_0,0,trial8,brow,14.8801,14.469025,1.0916350250230813,FALSE,FALSE
pp546,285,bin_0,0,trial8,brow,5.6145,5.63855,1.019840477721884,FALSE,FALSE
pp546,913,bin_0,0,trial8,brow,10.0805,9.4140125,2.559617228324523,FALSE,FALSE
pp548,285,bin_0,0,trial8,brow,8.568,7.480375,1.070653138109097,FALSE,FALSE
pp548,913,bin_0,0,trial8,brow,8.4565,8.5118375,0.8419947674379321,FALSE,FALSE
pp549,285,bin_0,0,trial8,brow,12.4143,11.3555125,1.1828248432550899,FALSE,FALSE
pp549,913,bin_0,0,trial8,brow,10.9378,11.2072375,1.4836215862712436,FALSE,FALSE
pp601,285,bin_0,0,trial8,brow,26.4325,16.1186,4.889240965046182,TRUE,TRUE
pp601,913,bin_0,0,trial8,brow,13.4038,13.013125,2.136172795144223,FALSE,FALSE
pp602,285,bin_0,0,trial8,brow,26.1665,22.86225,1.6807239571089596,FALSE,TRUE
pp602,913,bin_0,0,trial8,brow,22.5111,18.5896375,4.7070192102365285,FALSE,FALSE
pp603,285,bin_0,0,trial8,brow,8.273,11.1251125,4.606716003351597,FALSE,FALSE
pp603,913,bin_0,0,trial8,brow,19.03,12.959675,3.2164152906835364,FALSE,TRUE
pp604,285,bin_0,0,trial8,brow,2.0136,2.1715875,0.7000601513696622,FALSE,FALSE
pp604,913,bin_0,0,trial8,brow,1.9824,2.091125,0.4530462661646316,FALSE,FALSE
pp605,285,bin_0,0,trial8,brow,3.3605,4.6893375,0.6308146590775636,FALSE,FALSE
pp605,913,bin_0,0,trial8,brow,5.5585,6.34175,4.958304522141184,FALSE,FALSE
pp606,285,bin_0,0,trial8,brow,7.2946,8.1531375,2.0358431948721254,FALSE,FALSE
pp606,913,bin_0,0,trial8,brow,8.8031,12.3601375,8.605314902171548,FALSE,FALSE
pp607,285,bin_0,0,trial8,brow,5.8833,9.052175,6.097174668354892,FALSE,FALSE
pp607,913,bin_0,0,trial8,brow,4.887,10.3415,5.762584947746975,FALSE,FALSE
pp608,285,bin_0,0,trial8,brow,12.0528,11.0788,0.935176175915533,FALSE,FALSE
pp608,913,bin_0,0,trial8,brow,10.8939,11.17725,0.8322289382821805,FALSE,FALSE
pp609,285,bin_0,0,trial8,brow,8.7988,7.9703,1.2380029586855943,FALSE,FALSE
pp609,913,bin_0,0,trial8,brow,5.8749,7.5412375,2.9934777127889705,FALSE,FALSE
5410,285,bin_0,0,trial1,cheek,4.982,5.6276875,2.3206735595127177,FALSE,FALSE
p488,285,bin_0,0,trial1,cheek,2.6303,3.3384125,1.5159914119974427,FALSE,FALSE
pp481,285,bin_0,0,trial1,cheek,23.2327,7.5505375,6.507171680744144,TRUE,TRUE
pp4810,285,bin_0,0,trial1,cheek,4.6831,6.4496125,3.5237995461220546,FALSE,FALSE
pp4810,913,bin_0,0,trial1,cheek,5.0819,13.3114125,15.6467268709956,FALSE,FALSE
pp4811,285,bin_0,0,trial1,cheek,2.601,2.681175,0.446894863794287,FALSE,FALSE
pp4811,913,bin_0,0,trial1,cheek,2.7217,3.041,0.7097139604899186,FALSE,FALSE
pp4812,285,bin_0,0,trial1,cheek,2.3949,2.4791125000000003,0.47532258951910006,FALSE,FALSE
pp4812,913,bin_0,0,trial1,cheek,2.2573,3.37295,3.0800525334109854,FALSE,FALSE
pp482,285,bin_0,0,trial1,cheek,27.9887,12.7260625,11.009604596498914,FALSE,FALSE
pp482,913,bin_0,0,trial1,cheek,10.298400000000001,7.095375000000001,3.262977599305798,FALSE,FALSE
pp483,285,bin_0,0,trial1,cheek,10.1339,11.017900000000001,3.356397342815231,FALSE,FALSE
pp483,913,bin_0,0,trial1,cheek,12.6642,16.78825,10.702848186881312,FALSE,FALSE
pp485,285,bin_0,0,trial1,cheek,12.9145,9.8637625,2.694307103578368,FALSE,FALSE
pp485,913,bin_0,0,trial1,cheek,6.3121,10.0220125,4.636742632322054,FALSE,FALSE
pp486,285,bin_0,0,trial1,cheek,5.9092,5.000875000000001,0.7590418767856527,FALSE,FALSE
pp486,913,bin_0,0,trial1,cheek,5.7215,6.1855375,4.006181882304789,FALSE,FALSE
pp488,913,bin_0,0,trial1,cheek,2.6608,5.2112625,6.610561146040155,FALSE,FALSE
pp489,285,bin_0,0,trial1,cheek,45.6106,11.91115,13.864035435203252,TRUE,TRUE
pp489,913,bin_0,0,trial1,cheek,6.9511,16.0717125,9.411134579154856,FALSE,FALSE
pp541,285,bin_0,0,trial1,cheek,2.2573,3.37295,3.0800525334109854,FALSE,FALSE
pp541,913,bin_0,0,trial1,cheek,9.0392,9.1144625,7.96710008578807,FALSE,FALSE
pp5410,913,bin_0,0,trial1,cheek,4.1153,6.563125,4.399892407694274,FALSE,FALSE
pp5411,285,bin_0,0,trial1,cheek,2.2054,3.407925,2.13854258633571,FALSE,FALSE
pp5411,913,bin_0,0,trial1,cheek,5.2778,2.867025,1.1373508464221331,TRUE,TRUE
pp5412,285,bin_0,0,trial1,cheek,3.5617,4.0451875,1.0137643209310816,FALSE,FALSE
pp5412,913,bin_0,0,trial1,cheek,3.8206,3.2732,0.38427011704937836,FALSE,FALSE
pp5413,285,bin_0,0,trial1,cheek,2.5101,3.7196875,2.5426055002342434,FALSE,FALSE
pp5413,913,bin_0,0,trial1,cheek,3.0462,3.3126249999999997,0.8195208334316896,FALSE,FALSE
pp5414,285,bin_0,0,trial1,cheek,13.6532,5.8795875,4.399241721815737,FALSE,TRUE
pp5414,913,bin_0,0,trial1,cheek,3.05,7.7408,13.215968144634731,FALSE,FALSE
pp5416,285,bin_0,0,trial1,cheek,9.1218,6.8543875,1.0095970362157936,TRUE,TRUE
pp5416,913,bin_0,0,trial1,cheek,6.0599,6.591725,1.0491507650748502,FALSE,FALSE
pp5417,285,bin_0,0,trial1,cheek,9.4656,9.315125,6.488285696490693,FALSE,FALSE
pp5417,913,bin_0,0,trial1,cheek,4.5518,6.0807125,3.436350315767962,FALSE,FALSE
pp5418,285,bin_0,0,trial1,cheek,5.3091,5.0930375,0.308759360471179,FALSE,FALSE
pp5418,913,bin_0,0,trial1,cheek,5.2277,4.852975,0.27309627161759,FALSE,FALSE
pp5419,285,bin_0,0,trial1,cheek,3.8899,4.1532,0.4794816129351126,FALSE,FALSE
pp5419,913,bin_0,0,trial1,cheek,3.3026,3.5201124999999998,0.31791223154242704,FALSE,FALSE
pp542,285,bin_0,0,trial1,cheek,4.9592,8.707875,9.57162399606999,FALSE,FALSE
pp542,913,bin_0,0,trial1,cheek,4.8712,7.507475,3.0269185395381886,FALSE,FALSE
pp5421,285,bin_0,0,trial1,cheek,3.5513,3.2717375,0.3642117984183693,FALSE,FALSE
pp5421,913,bin_0,0,trial1,cheek,2.7069,3.020275,0.2746143932862952,FALSE,FALSE
pp5422,285,bin_0,0,trial1,cheek,2.9193,6.584675,8.679310287237278,FALSE,FALSE
pp5422,913,bin_0,0,trial1,cheek,3.1373,4.9105875,3.5053961791327626,FALSE,FALSE
pp5423,285,bin_0,0,trial1,cheek,3.0059,2.4738625,0.2253807567999413,TRUE,TRUE
pp5423,913,bin_0,0,trial1,cheek,4.794,2.9602375,0.8692194527070166,TRUE,TRUE
pp5424,285,bin_0,0,trial1,cheek,3.6478,6.4906125,3.8649497370368775,FALSE,FALSE
pp5424,913,bin_0,0,trial1,cheek,2.8097,3.1216125,0.37438378489573654,FALSE,FALSE
pp543,285,bin_0,0,trial1,cheek,7.8132,14.6514125,9.658845112336524,FALSE,FALSE
pp543,913,bin_0,0,trial1,cheek,19.6909,11.554775,6.798084971887303,FALSE,FALSE
pp544,285,bin_0,0,trial1,cheek,6.7128,7.7204125,3.4877611641843904,FALSE,FALSE
pp544,913,bin_0,0,trial1,cheek,5.9367,7.418025,1.6085139323966968,FALSE,FALSE
pp545,285,bin_0,0,trial1,cheek,6.1267,3.3380125,1.344982748097005,TRUE,TRUE
pp545,913,bin_0,0,trial1,cheek,2.8024,4.8255875,3.8746732442647893,FALSE,FALSE
pp546,285,bin_0,0,trial1,cheek,2.7906,3.7103875,0.563958659674119,FALSE,FALSE
pp546,913,bin_0,0,trial1,cheek,3.4568,5.3634875,2.898896459707925,FALSE,FALSE
pp548,285,bin_0,0,trial1,cheek,3.3672,4.6373375,0.7917376873281418,FALSE,FALSE
pp548,913,bin_0,0,trial1,cheek,3.5931,4.063675,0.8752518539581293,FALSE,FALSE
pp549,285,bin_0,0,trial1,cheek,2.6628,3.183,0.45932660026857325,FALSE,FALSE
pp549,913,bin_0,0,trial1,cheek,3.9132,3.661675,1.3120283051715875,FALSE,FALSE
pp601,285,bin_0,0,trial1,cheek,3.6019,5.1558875,2.112930241859462,FALSE,FALSE
pp601,913,bin_0,0,trial1,cheek,5.6408,6.2021375,1.9981755585229672,FALSE,FALSE
pp602,285,bin_0,0,trial1,cheek,3.2353,2.7731624999999998,0.4479049323158399,FALSE,FALSE
pp602,913,bin_0,0,trial1,cheek,5.4621,3.8338375,1.0646294673164798,FALSE,TRUE
pp603,285,bin_0,0,trial1,cheek,3.6075,8.8210875,10.276555539456583,FALSE,FALSE
pp603,913,bin_0,0,trial1,cheek,18.4035,5.0070125,5.413514235539874,TRUE,TRUE
pp604,285,bin_0,0,trial1,cheek,4.9171,4.2968125,1.367514276172543,FALSE,FALSE
pp604,913,bin_0,0,trial1,cheek,2.9311,5.067775,3.463230618017146,FALSE,FALSE
pp605,285,bin_0,0,trial1,cheek,2.4725,5.036725,3.263360926910432,FALSE,FALSE
pp605,913,bin_0,0,trial1,cheek,8.1544,7.1431875,5.941066802817127,FALSE,FALSE
pp606,285,bin_0,0,trial1,cheek,7.6804,6.4715,1.383506596607744,FALSE,FALSE
pp606,913,bin_0,0,trial1,cheek,5.1331,6.532525,2.096907705408132,FALSE,FALSE
pp607,285,bin_0,0,trial1,cheek,7.1554,12.101325000000001,9.958102459340047,FALSE,FALSE
pp607,913,bin_0,0,trial1,cheek,6.8632,13.3595375,12.585045392952644,FALSE,FALSE
pp608,285,bin_0,0,trial1,cheek,7.3642,7.8314375,1.9123378548912324,FALSE,FALSE
pp608,913,bin_0,0,trial1,cheek,6.0196,8.0226625,4.192614880933071,FALSE,FALSE
pp609,285,bin_0,0,trial1,cheek,3.4005,4.765175,1.869427847344896,FALSE,FALSE
pp609,913,bin_0,0,trial1,cheek,3.3873,4.8208625000000005,1.5307106714926333,FALSE,FALSE
5410,285,bin_0,0,trial2,cheek,4.6485,5.6276875,2.3206735595127177,FALSE,FALSE
p488,285,bin_0,0,trial2,cheek,2.6891,3.3384125,1.5159914119974427,FALSE,FALSE
pp481,285,bin_0,0,trial2,cheek,5.7501,7.5505375,6.507171680744144,FALSE,FALSE
pp4810,285,bin_0,0,trial2,cheek,4.3167,6.4496125,3.5237995461220546,FALSE,FALSE
pp4810,913,bin_0,0,trial2,cheek,6.7045,13.3114125,15.6467268709956,FALSE,FALSE
pp4811,285,bin_0,0,trial2,cheek,2.1952,2.681175,0.446894863794287,FALSE,FALSE
pp4811,913,bin_0,0,trial2,cheek,2.3841,3.041,0.7097139604899186,FALSE,FALSE
pp4812,285,bin_0,0,trial2,cheek,2.1879,2.4791125000000003,0.47532258951910006,FALSE,FALSE
pp4812,913,bin_0,0,trial2,cheek,2.3925,3.37295,3.0800525334109854,FALSE,FALSE
pp482,285,bin_0,0,trial2,cheek,5.9718,12.7260625,11.009604596498914,FALSE,FALSE
pp482,913,bin_0,0,trial2,cheek,4.7101,7.095375000000001,3.262977599305798,FALSE,FALSE
pp483,285,bin_0,0,trial2,cheek,7.5503,11.017900000000001,3.356397342815231,FALSE,FALSE
pp483,913,bin_0,0,trial2,cheek,8.8011,16.78825,10.702848186881312,FALSE,FALSE
pp485,285,bin_0,0,trial2,cheek,8.7469,9.8637625,2.694307103578368,FALSE,FALSE
pp485,913,bin_0,0,trial2,cheek,4.5052,10.0220125,4.636742632322054,FALSE,FALSE
pp486,285,bin_0,0,trial2,cheek,4.5892,5.000875000000001,0.7590418767856527,FALSE,FALSE
pp486,913,bin_0,0,trial2,cheek,5.4281,6.1855375,4.006181882304789,FALSE,FALSE
pp488,913,bin_0,0,trial2,cheek,2.4251,5.2112625,6.610561146040155,FALSE,FALSE
pp489,285,bin_0,0,trial2,cheek,9.0259,11.91115,13.864035435203252,FALSE,FALSE
pp489,913,bin_0,0,trial2,cheek,5.6794,16.0717125,9.411134579154856,FALSE,FALSE
pp541,285,bin_0,0,trial2,cheek,2.3925,3.37295,3.0800525334109854,FALSE,FALSE
pp541,913,bin_0,0,trial2,cheek,2.804,9.1144625,7.96710008578807,FALSE,FALSE
pp5410,913,bin_0,0,trial2,cheek,5.3978,6.563125,4.399892407694274,FALSE,FALSE
pp5411,285,bin_0,0,trial2,cheek,2.3206,3.407925,2.13854258633571,FALSE,FALSE
pp5411,913,bin_0,0,trial2,cheek,2.7064,2.867025,1.1373508464221331,FALSE,FALSE
pp5412,285,bin_0,0,trial2,cheek,3.0131,4.0451875,1.0137643209310816,FALSE,FALSE
pp5412,913,bin_0,0,trial2,cheek,3.2976,3.2732,0.38427011704937836,FALSE,FALSE
pp5413,285,bin_0,0,trial2,cheek,9.9874,3.7196875,2.5426055002342434,TRUE,TRUE
pp5413,913,bin_0,0,trial2,cheek,3.4928,3.3126249999999997,0.8195208334316896,FALSE,FALSE
pp5414,285,bin_0,0,trial2,cheek,3.8229,5.8795875,4.399241721815737,FALSE,FALSE
pp5414,913,bin_0,0,trial2,cheek,3.0368,7.7408,13.215968144634731,FALSE,FALSE
pp5416,285,bin_0,0,trial2,cheek,6.435,6.8543875,1.0095970362157936,FALSE,FALSE
pp5416,913,bin_0,0,trial2,cheek,8.0898,6.591725,1.0491507650748502,FALSE,FALSE
pp5417,285,bin_0,0,trial2,cheek,19.5829,9.315125,6.488285696490693,FALSE,TRUE
pp5417,913,bin_0,0,trial2,cheek,4.5791,6.0807125,3.436350315767962,FALSE,FALSE
pp5418,285,bin_0,0,trial2,cheek,5.6816,5.0930375,0.308759360471179,FALSE,TRUE
pp5418,913,bin_0,0,trial2,cheek,4.527,4.852975,0.27309627161759,FALSE,FALSE
pp5419,285,bin_0,0,trial2,cheek,3.6971,4.1532,0.4794816129351126,FALSE,FALSE
pp5419,913,bin_0,0,trial2,cheek,3.3055,3.5201124999999998,0.31791223154242704,FALSE,FALSE
pp542,285,bin_0,0,trial2,cheek,5.1619,8.707875,9.57162399606999,FALSE,FALSE
pp542,913,bin_0,0,trial2,cheek,8.3817,7.507475,3.0269185395381886,FALSE,FALSE
pp5421,285,bin_0,0,trial2,cheek,2.6938,3.2717375,0.3642117984183693,FALSE,FALSE
pp5421,913,bin_0,0,trial2,cheek,3.2612,3.020275,0.2746143932862952,FALSE,FALSE
pp5422,285,bin_0,0,trial2,cheek,3.9877,6.584675,8.679310287237278,FALSE,FALSE
pp5422,913,bin_0,0,trial2,cheek,2.7541,4.9105875,3.5053961791327626,FALSE,FALSE
pp5423,285,bin_0,0,trial2,cheek,2.5404,2.4738625,0.2253807567999413,FALSE,FALSE
pp5423,913,bin_0,0,trial2,cheek,2.8362,2.9602375,0.8692194527070166,FALSE,FALSE
pp5424,285,bin_0,0,trial2,cheek,3.7262,6.4906125,3.8649497370368775,FALSE,FALSE
pp5424,913,bin_0,0,trial2,cheek,3.1549,3.1216125,0.37438378489573654,FALSE,FALSE
pp543,285,bin_0,0,trial2,cheek,33.6225,14.6514125,9.658845112336524,FALSE,TRUE
pp543,913,bin_0,0,trial2,cheek,4.7422,11.554775,6.798084971887303,FALSE,FALSE
pp544,285,bin_0,0,trial2,cheek,16.2075,7.7204125,3.4877611641843904,TRUE,TRUE
pp544,913,bin_0,0,trial2,cheek,7.295,7.418025,1.6085139323966968,FALSE,FALSE
pp545,285,bin_0,0,trial2,cheek,4.4978,3.3380125,1.344982748097005,FALSE,FALSE
pp545,913,bin_0,0,trial2,cheek,2.9179,4.8255875,3.8746732442647893,FALSE,FALSE
pp546,285,bin_0,0,trial2,cheek,3.7423,3.7103875,0.563958659674119,FALSE,FALSE
pp546,913,bin_0,0,trial2,cheek,5.5325,5.3634875,2.898896459707925,FALSE,FALSE
pp548,285,bin_0,0,trial2,cheek,3.5923,4.6373375,0.7917376873281418,FALSE,FALSE
pp548,913,bin_0,0,trial2,cheek,3.4053,4.063675,0.8752518539581293,FALSE,FALSE
pp549,285,bin_0,0,trial2,cheek,3.1785,3.183,0.45932660026857325,FALSE,FALSE
pp549,913,bin_0,0,trial2,cheek,3.0224,3.661675,1.3120283051715875,FALSE,FALSE
pp601,285,bin_0,0,trial2,cheek,6.4785,5.1558875,2.112930241859462,FALSE,FALSE
pp601,913,bin_0,0,trial2,cheek,10.2406,6.2021375,1.9981755585229672,TRUE,TRUE
pp602,285,bin_0,0,trial2,cheek,3.622,2.7731624999999998,0.4479049323158399,FALSE,TRUE
pp602,913,bin_0,0,trial2,cheek,3.7947,3.8338375,1.0646294673164798,FALSE,FALSE
pp603,285,bin_0,0,trial2,cheek,5.9597,8.8210875,10.276555539456583,FALSE,FALSE
pp603,913,bin_0,0,trial2,cheek,3.1421,5.0070125,5.413514235539874,FALSE,FALSE
pp604,285,bin_0,0,trial2,cheek,2.8181,4.2968125,1.367514276172543,FALSE,FALSE
pp604,913,bin_0,0,trial2,cheek,4.4284,5.067775,3.463230618017146,FALSE,FALSE
pp605,285,bin_0,0,trial2,cheek,2.9674,5.036725,3.263360926910432,FALSE,FALSE
pp605,913,bin_0,0,trial2,cheek,8.7028,7.1431875,5.941066802817127,FALSE,FALSE
pp606,285,bin_0,0,trial2,cheek,6.396,6.4715,1.383506596607744,FALSE,FALSE
pp606,913,bin_0,0,trial2,cheek,9.8667,6.532525,2.096907705408132,FALSE,TRUE
pp607,285,bin_0,0,trial2,cheek,4.3118,12.101325000000001,9.958102459340047,FALSE,FALSE
pp607,913,bin_0,0,trial2,cheek,4.9431,13.3595375,12.585045392952644,FALSE,FALSE
pp608,285,bin_0,0,trial2,cheek,6.7337,7.8314375,1.9123378548912324,FALSE,FALSE
pp608,913,bin_0,0,trial2,cheek,4.5705,8.0226625,4.192614880933071,FALSE,FALSE
pp609,285,bin_0,0,trial2,cheek,4.1465,4.765175,1.869427847344896,FALSE,FALSE
pp609,913,bin_0,0,trial2,cheek,3.5297,4.8208625000000005,1.5307106714926333,FALSE,FALSE
5410,285,bin_0,0,trial3,cheek,3.3241,5.6276875,2.3206735595127177,FALSE,FALSE
p488,285,bin_0,0,trial3,cheek,2.317,3.3384125,1.5159914119974427,FALSE,FALSE
pp481,285,bin_0,0,trial3,cheek,5.0833,7.5505375,6.507171680744144,FALSE,FALSE
pp4810,285,bin_0,0,trial3,cheek,11.7348,6.4496125,3.5237995461220546,FALSE,FALSE
pp4810,913,bin_0,0,trial3,cheek,6.5644,13.3114125,15.6467268709956,FALSE,FALSE
pp4811,285,bin_0,0,trial3,cheek,2.3634,2.681175,0.446894863794287,FALSE,FALSE
pp4811,913,bin_0,0,trial3,cheek,2.5501,3.041,0.7097139604899186,FALSE,FALSE
pp4812,285,bin_0,0,trial3,cheek,2.1735,2.4791125000000003,0.47532258951910006,FALSE,FALSE
pp4812,913,bin_0,0,trial3,cheek,2.108,3.37295,3.0800525334109854,FALSE,FALSE
pp482,285,bin_0,0,trial3,cheek,2.6964,12.7260625,11.009604596498914,FALSE,FALSE
pp482,913,bin_0,0,trial3,cheek,4.9682,7.095375000000001,3.262977599305798,FALSE,FALSE
pp483,285,bin_0,0,trial3,cheek,15.2759,11.017900000000001,3.356397342815231,FALSE,FALSE
pp483,913,bin_0,0,trial3,cheek,11.8525,16.78825,10.702848186881312,FALSE,FALSE
pp485,285,bin_0,0,trial3,cheek,10.6009,9.8637625,2.694307103578368,FALSE,FALSE
pp485,913,bin_0,0,trial3,cheek,3.8079,10.0220125,4.636742632322054,FALSE,FALSE
pp486,285,bin_0,0,trial3,cheek,5.0067,5.000875000000001,0.7590418767856527,FALSE,FALSE
pp486,913,bin_0,0,trial3,cheek,4.596,6.1855375,4.006181882304789,FALSE,FALSE
pp488,913,bin_0,0,trial3,cheek,2.6999,5.2112625,6.610561146040155,FALSE,FALSE
pp489,285,bin_0,0,trial3,cheek,12.7083,11.91115,13.864035435203252,FALSE,FALSE
pp489,913,bin_0,0,trial3,cheek,15.6443,16.0717125,9.411134579154856,FALSE,FALSE
pp541,285,bin_0,0,trial3,cheek,2.108,3.37295,3.0800525334109854,FALSE,FALSE
pp541,913,bin_0,0,trial3,cheek,4.1705,9.1144625,7.96710008578807,FALSE,FALSE
pp5410,913,bin_0,0,trial3,cheek,2.924,6.563125,4.399892407694274,FALSE,FALSE
pp5411,285,bin_0,0,trial3,cheek,2.1502,3.407925,2.13854258633571,FALSE,FALSE
pp5411,913,bin_0,0,trial3,cheek,2.1357,2.867025,1.1373508464221331,FALSE,FALSE
pp5412,285,bin_0,0,trial3,cheek,3.6387,4.0451875,1.0137643209310816,FALSE,FALSE
pp5412,913,bin_0,0,trial3,cheek,2.574,3.2732,0.38427011704937836,FALSE,FALSE
pp5413,285,bin_0,0,trial3,cheek,3.3063,3.7196875,2.5426055002342434,FALSE,FALSE
pp5413,913,bin_0,0,trial3,cheek,5.2467,3.3126249999999997,0.8195208334316896,TRUE,TRUE
pp5414,285,bin_0,0,trial3,cheek,3.5723,5.8795875,4.399241721815737,FALSE,FALSE
pp5414,913,bin_0,0,trial3,cheek,3.0263,7.7408,13.215968144634731,FALSE,FALSE
pp5416,285,bin_0,0,trial3,cheek,7.3383,6.8543875,1.0095970362157936,FALSE,FALSE
pp5416,913,bin_0,0,trial3,cheek,6.0062,6.591725,1.0491507650748502,FALSE,FALSE
pp5417,285,bin_0,0,trial3,cheek,3.505,9.315125,6.488285696490693,FALSE,FALSE
pp5417,913,bin_0,0,trial3,cheek,3.7321,6.0807125,3.436350315767962,FALSE,FALSE
pp5418,285,bin_0,0,trial3,cheek,4.9975,5.0930375,0.308759360471179,FALSE,FALSE
pp5418,913,bin_0,0,trial3,cheek,4.6948,4.852975,0.27309627161759,FALSE,FALSE
pp5419,285,bin_0,0,trial3,cheek,3.6418,4.1532,0.4794816129351126,FALSE,FALSE
pp5419,913,bin_0,0,trial3,cheek,3.2755,3.5201124999999998,0.31791223154242704,FALSE,FALSE
pp542,285,bin_0,0,trial3,cheek,4.8583,8.707875,9.57162399606999,FALSE,FALSE
pp542,913,bin_0,0,trial3,cheek,4.6004,7.507475,3.0269185395381886,FALSE,FALSE
pp5421,285,bin_0,0,trial3,cheek,3.6925,3.2717375,0.3642117984183693,FALSE,FALSE
pp5421,913,bin_0,0,trial3,cheek,3.2157,3.020275,0.2746143932862952,FALSE,FALSE
pp5422,285,bin_0,0,trial3,cheek,2.5999,6.584675,8.679310287237278,FALSE,FALSE
pp5422,913,bin_0,0,trial3,cheek,2.8274,4.9105875,3.5053961791327626,FALSE,FALSE
pp5423,285,bin_0,0,trial3,cheek,2.3946,2.4738625,0.2253807567999413,FALSE,FALSE
pp5423,913,bin_0,0,trial3,cheek,2.6304,2.9602375,0.8692194527070166,FALSE,FALSE
pp5424,285,bin_0,0,trial3,cheek,3.5061,6.4906125,3.8649497370368775,FALSE,FALSE
pp5424,913,bin_0,0,trial3,cheek,2.9195,3.1216125,0.37438378489573654,FALSE,FALSE
pp543,285,bin_0,0,trial3,cheek,5.4261,14.6514125,9.658845112336524,FALSE,FALSE
pp543,913,bin_0,0,trial3,cheek,11.2649,11.554775,6.798084971887303,FALSE,FALSE
pp544,285,bin_0,0,trial3,cheek,7.2738,7.7204125,3.4877611641843904,FALSE,FALSE
pp544,913,bin_0,0,trial3,cheek,8.0277,7.418025,1.6085139323966968,FALSE,FALSE
pp545,285,bin_0,0,trial3,cheek,2.3954,3.3380125,1.344982748097005,FALSE,FALSE
pp545,913,bin_0,0,trial3,cheek,2.0777,4.8255875,3.8746732442647893,FALSE,FALSE
pp546,285,bin_0,0,trial3,cheek,4.0118,3.7103875,0.563958659674119,FALSE,FALSE
pp546,913,bin_0,0,trial3,cheek,5.1566,5.3634875,2.898896459707925,FALSE,FALSE
pp548,285,bin_0,0,trial3,cheek,5.3179,4.6373375,0.7917376873281418,FALSE,FALSE
pp548,913,bin_0,0,trial3,cheek,3.7292,4.063675,0.8752518539581293,FALSE,FALSE
pp549,285,bin_0,0,trial3,cheek,3.862,3.183,0.45932660026857325,FALSE,FALSE
pp549,913,bin_0,0,trial3,cheek,3.1345,3.661675,1.3120283051715875,FALSE,FALSE
pp601,285,bin_0,0,trial3,cheek,4.6047,5.1558875,2.112930241859462,FALSE,FALSE
pp601,913,bin_0,0,trial3,cheek,4.1976,6.2021375,1.9981755585229672,FALSE,FALSE
pp602,285,bin_0,0,trial3,cheek,2.9027,2.7731624999999998,0.4479049323158399,FALSE,FALSE
pp602,913,bin_0,0,trial3,cheek,4.3873,3.8338375,1.0646294673164798,FALSE,FALSE
pp603,285,bin_0,0,trial3,cheek,5.4857,8.8210875,10.276555539456583,FALSE,FALSE
pp603,913,bin_0,0,trial3,cheek,3.0578,5.0070125,5.413514235539874,FALSE,FALSE
pp604,285,bin_0,0,trial3,cheek,2.7562,4.2968125,1.367514276172543,FALSE,FALSE
pp604,913,bin_0,0,trial3,cheek,13.5308,5.067775,3.463230618017146,TRUE,TRUE
pp605,285,bin_0,0,trial3,cheek,4.0632,5.036725,3.263360926910432,FALSE,FALSE
pp605,913,bin_0,0,trial3,cheek,6.7704,7.1431875,5.941066802817127,FALSE,FALSE
pp606,285,bin_0,0,trial3,cheek,5.4585,6.4715,1.383506596607744,FALSE,FALSE
pp606,913,bin_0,0,trial3,cheek,3.8486,6.532525,2.096907705408132,FALSE,FALSE
pp607,285,bin_0,0,trial3,cheek,34.5491,12.101325000000001,9.958102459340047,TRUE,TRUE
pp607,913,bin_0,0,trial3,cheek,21.6635,13.3595375,12.585045392952644,FALSE,FALSE
pp608,285,bin_0,0,trial3,cheek,8.9536,7.8314375,1.9123378548912324,FALSE,FALSE
pp608,913,bin_0,0,trial3,cheek,17.0461,8.0226625,4.192614880933071,TRUE,TRUE
pp609,285,bin_0,0,trial3,cheek,5.4584,4.765175,1.869427847344896,FALSE,FALSE
pp609,913,bin_0,0,trial3,cheek,3.4454,4.8208625000000005,1.5307106714926333,FALSE,FALSE
pp481,913,bin_0,0,trial3,cheek,4.0856,9.45885,7.598923024021233,FALSE,FALSE
5410,285,bin_0,0,trial4,cheek,3.5039,5.6276875,2.3206735595127177,FALSE,FALSE
p488,285,bin_0,0,trial4,cheek,6.3902,3.3384125,1.5159914119974427,TRUE,TRUE
pp481,285,bin_0,0,trial4,cheek,3.241,7.5505375,6.507171680744144,FALSE,FALSE
pp4810,285,bin_0,0,trial4,cheek,4.5161,6.4496125,3.5237995461220546,FALSE,FALSE
pp4810,913,bin_0,0,trial4,cheek,8.3437,13.3114125,15.6467268709956,FALSE,FALSE
pp4811,285,bin_0,0,trial4,cheek,3.3566,2.681175,0.446894863794287,FALSE,TRUE
pp4811,913,bin_0,0,trial4,cheek,2.4697,3.041,0.7097139604899186,FALSE,FALSE
pp4812,285,bin_0,0,trial4,cheek,2.2895,2.4791125000000003,0.47532258951910006,FALSE,FALSE
pp4812,913,bin_0,0,trial4,cheek,2.7998,3.37295,3.0800525334109854,FALSE,FALSE
pp482,285,bin_0,0,trial4,cheek,2.6351,12.7260625,11.009604596498914,FALSE,FALSE
