"","pp_no","condition","trial","muscle","bin","Zdiff"
"306","pp481","429","trial8","cheek","diff_bin6",-0.636158869258421
"307","pp481","429","trial8","cheek","diff_bin7",-0.32560614743616
"308","pp481","429","trial8","cheek","diff_bin8",-0.413849732750357
"309","pp481","429","trial8","cheek","diff_bin9",-0.336781340077491
"310","pp481","429","trial8","cheek","diff_bin10",0.00420907749155407
"311","pp481","429","trial8","cheek","diff_bin11",-0.119765715873216
"312","pp481","429","trial8","cheek","diff_bin12",-0.533854391887285
"313","pp481","429","trial8","cheek","diff_bin13",-0.231150037265433
"314","pp481","429","trial8","cheek","diff_bin14",-0.309413146256862
"315","pp481","429","trial8","cheek","diff_bin15",-0.559678644619309
"316","pp481","429","trial8","cheek","diff_bin16",-0.2083401457064
"317","pp481","429","trial8","cheek","diff_bin17",-0.67328697638916
"318","pp481","429","trial8","cheek","diff_bin18",-0.783605243220197
"319","pp481","429","trial8","cheek","diff_bin19",-0.706996356823702
"320","pp481","429","trial8","cheek","diff_bin20",-0.758791904296189
"321","pp481","673","trial1","brow","diff_bin1",0.236278279094285
"322","pp481","673","trial1","brow","diff_bin2",-0.0660420323419394
"323","pp481","673","trial1","brow","diff_bin3",0.193207388436498
"324","pp481","673","trial1","brow","diff_bin4",-0.156613226627999
"325","pp481","673","trial1","brow","diff_bin5",-0.344167963046929
"326","pp481","673","trial1","brow","diff_bin6",-0.0836824270209133
"327","pp481","673","trial1","brow","diff_bin7",-0.207113684971748
"328","pp481","673","trial1","brow","diff_bin8",0.0770254313646874
"329","pp481","673","trial1","brow","diff_bin9",-0.143106092308114
"330","pp481","673","trial1","brow","diff_bin10",0.156458712222052
"331","pp481","673","trial1","brow","diff_bin11",-0.34290609539836
"332","pp481","673","trial1","brow","diff_bin12",-0.41120146282703
"333","pp481","673","trial1","brow","diff_bin13",-0.296822173824603
"334","pp481","673","trial1","brow","diff_bin14",-0.139784032580248
"335","pp481","673","trial1","brow","diff_bin15",-0.0749266106839045
"336","pp481","673","trial1","brow","diff_bin16",-0.293603123700702
"337","pp481","673","trial1","brow","diff_bin17",-0.256352275666928
"338","pp481","673","trial1","brow","diff_bin18",-0.687035429843802
"339","pp481","673","trial1","brow","diff_bin19",-0.623787533009408
"340","pp481","673","trial1","brow","diff_bin20",-0.588532496052452
