"","pp_no","condition","trial","muscle","bin","Zdiff"
"209","pp481","673","trial3","brow","diff_bin9",-0.194602319195707
"210","pp481","673","trial3","brow","diff_bin10",-0.437420618370798
"211","pp481","673","trial3","cheek","diff_bin1",NA
"212","pp481","673","trial3","cheek","diff_bin2",NA
"213","pp481","673","trial3","cheek","diff_bin3",NA
"214","pp481","673","trial3","cheek","diff_bin4",NA
"215","pp481","673","trial3","cheek","diff_bin5",NA
"216","pp481","673","trial3","cheek","diff_bin6",NA
"217","pp481","673","trial3","cheek","diff_bin7",NA
"218","pp481","673","trial3","cheek","diff_bin8",NA
"219","pp481","673","trial3","cheek","diff_bin9",NA
"220","pp481","673","trial3","cheek","diff_bin10",NA
"221","pp481","673","trial4","brow","diff_bin1",-0.492327795571812
"222","pp481","673","trial4","brow","diff_bin2",-0.483110999398882
"223","pp481","673","trial4","brow","diff_bin3",-0.413673428231292
"224","pp481","673","trial4","brow","diff_bin4",-0.650784529776171
"225","pp481","673","trial4","brow","diff_bin5",0.34966425480968
"226","pp481","673","trial4","brow","diff_bin6",-1.03336357091872
"227","pp481","673","trial4","brow","diff_bin7",-0.834284053582067
"228","pp481","673","trial4","brow","diff_bin8",-0.613048145445366
"229","pp481","673","trial4","brow","diff_bin9",0.0255511893904357
"230","pp481","673","trial4","brow","diff_bin10",-0.652654128999861
"231","pp481","673","trial4","cheek","diff_bin1",-0.377778885005479
"232","pp481","673","trial4","cheek","diff_bin2",-0.496059451176202
"233","pp481","673","trial4","cheek","diff_bin3",-0.574603420276959
"234","pp481","673","trial4","cheek","diff_bin4",-0.280479242087698
"235","pp481","673","trial4","cheek","diff_bin5",2.00238214625922
"236","pp481","673","trial4","cheek","diff_bin6",3.20680451677251
"237","pp481","673","trial4","cheek","diff_bin7",4.25499481425195
"238","pp481","673","trial4","cheek","diff_bin8",3.74150016694597
"239","pp481","673","trial4","cheek","diff_bin9",2.16670825845009
"240","pp481","673","trial4","cheek","diff_bin10",2.22698561954392
"241","pp481","673","trial5","brow","diff_bin1",0.0482651799589554
"242","pp481","673","trial5","brow","diff_bin2",-0.584069357478165
"243","pp481","673","trial5","brow","diff_bin3",-0.568997763736309
"244","pp481","673","trial5","brow","diff_bin4",-0.400159833842512
"245","pp481","673","trial5","brow","diff_bin5",0.412919028544539
"246","pp481","673","trial5","brow","diff_bin6",-0.182941924037427
