pp_no,condition,trial,muscle,bin,Zdiff
pp481,913,trial6,cheek,diff_bin2,NA
pp481,913,trial6,cheek,diff_bin3,NA
pp481,913,trial6,cheek,diff_bin4,NA
pp481,913,trial6,cheek,diff_bin5,NA
pp481,913,trial6,cheek,diff_bin6,NA
pp481,913,trial6,cheek,diff_bin7,NA
pp481,913,trial6,cheek,diff_bin8,NA
pp481,913,trial6,cheek,diff_bin9,NA
pp481,913,trial6,cheek,diff_bin10,NA
pp481,913,trial7,brow,diff_bin1,-0.286736128417411
pp481,913,trial7,brow,diff_bin2,-0.536737379172806
pp481,913,trial7,brow,diff_bin3,-0.462470425982842
pp481,913,trial7,brow,diff_bin4,-0.751024165534573
pp481,913,trial7,brow,diff_bin5,0.127169003573025
pp481,913,trial7,brow,diff_bin6,-0.148629570123838
pp481,913,trial7,brow,diff_bin7,-0.878065617449049
pp481,913,trial7,brow,diff_bin8,-0.341232574532331
pp481,913,trial7,brow,diff_bin9,-0.603701999910858
pp481,913,trial7,brow,diff_bin10,-0.698855537188166
pp481,913,trial7,cheek,diff_bin1,0.0648231802147197
pp481,913,trial7,cheek,diff_bin2,0.141183975643301
pp481,913,trial7,cheek,diff_bin3,0.209802424020475
pp481,913,trial7,cheek,diff_bin4,0.180654764532826
pp481,913,trial7,cheek,diff_bin5,0.482720157582565
pp481,913,trial7,cheek,diff_bin6,0.23800126646751
pp481,913,trial7,cheek,diff_bin7,0.0807633064970279
pp481,913,trial7,cheek,diff_bin8,-0.0525644640499924
pp481,913,trial7,cheek,diff_bin9,0.569631798502769
pp481,913,trial7,cheek,diff_bin10,-0.23724221283502
pp481,913,trial8,brow,diff_bin1,0.38064603702387
pp481,913,trial8,brow,diff_bin2,-2.17823156095029
pp481,913,trial8,brow,diff_bin3,-1.98059026602912
pp481,913,trial8,brow,diff_bin4,-2.72788354555114
pp481,913,trial8,brow,diff_bin5,-1.63769951993566
pp481,913,trial8,brow,diff_bin6,2.71905059319665
pp481,913,trial8,brow,diff_bin7,-0.0411991857112204
pp481,913,trial8,brow,diff_bin8,-0.999271580984923
pp481,913,trial8,brow,diff_bin9,2.43633234202352
pp481,913,trial8,brow,diff_bin10,3.51239002145474
pp481,913,trial8,cheek,diff_bin1,-3.73871866683375
pp481,913,trial8,cheek,diff_bin2,-3.04900458367093
pp481,913,trial8,cheek,diff_bin3,-3.68550900719614
pp481,913,trial8,cheek,diff_bin4,-3.22468754691094
pp481,913,trial8,cheek,diff_bin5,-2.73206173942437
pp481,913,trial8,cheek,diff_bin6,-1.58623232849778
pp481,913,trial8,cheek,diff_bin7,-1.80043726358671
pp481,913,trial8,cheek,diff_bin8,-2.33405196722778
pp481,913,trial8,cheek,diff_bin9,NA
pp481,913,trial8,cheek,diff_bin10,-1.46876877886982
pp4810,285,trial1,brow,diff_bin1,0.25377721541418
pp4810,285,trial1,brow,diff_bin2,0.56994011527693
pp4810,285,trial1,brow,diff_bin3,0.747565308069359
pp4810,285,trial1,brow,diff_bin4,NA
pp4810,285,trial1,brow,diff_bin5,0.203717803875343
pp4810,285,trial1,brow,diff_bin6,-0.0664487257275797
pp4810,285,trial1,brow,diff_bin7,-0.112685106864649
pp4810,285,trial1,brow,diff_bin8,0.532944152913639
pp4810,285,trial1,brow,diff_bin9,0.0741976483356459
pp4810,285,trial1,brow,diff_bin10,0.00966900962599454
pp4810,285,trial1,cheek,diff_bin1,-0.184142413726754
pp4810,285,trial1,cheek,diff_bin2,-0.033781745834103503
pp4810,285,trial1,cheek,diff_bin3,0.132046013426165
pp4810,285,trial1,cheek,diff_bin4,-0.128327064898136
pp4810,285,trial1,cheek,diff_bin5,-0.0432425019221437
pp4810,285,trial1,cheek,diff_bin6,0.212322396087676
pp4810,285,trial1,cheek,diff_bin7,0.142642682662934
pp4810,285,trial1,cheek,diff_bin8,0.399405735637851
pp4810,285,trial1,cheek,diff_bin9,NA
pp4810,285,trial1,cheek,diff_bin10,2.29986623573109
pp4810,285,trial2,brow,diff_bin1,-0.127291483108173
pp4810,285,trial2,brow,diff_bin2,-0.239359419145631
pp4810,285,trial2,brow,diff_bin3,-0.454512026958098
pp4810,285,trial2,brow,diff_bin4,0.115890966439226
pp4810,285,trial2,brow,diff_bin5,-0.0322128884525597
pp4810,285,trial2,brow,diff_bin6,-0.233479152653227
pp4810,285,trial2,brow,diff_bin7,-0.188374251366007
pp4810,285,trial2,brow,diff_bin8,-0.521166476294742
pp4810,285,trial2,brow,diff_bin9,-8.40038070343357e-4
pp4810,285,trial2,brow,diff_bin10,NA
pp4810,285,trial2,cheek,diff_bin1,-0.190428837179991
pp4810,285,trial2,cheek,diff_bin2,-0.0279776964577239
pp4810,285,trial2,cheek,diff_bin3,-0.00244299129247083
pp4810,285,trial2,cheek,diff_bin4,-0.217644071387199
pp4810,285,trial2,cheek,diff_bin5,-0.214703145563778
pp4810,285,trial2,cheek,diff_bin6,-0.168768685083689
pp4810,285,trial2,cheek,diff_bin7,-0.156802695886809
pp4810,285,trial2,cheek,diff_bin8,-0.0609658591331268
pp4810,285,trial2,cheek,diff_bin9,0.424224659914864
pp4810,285,trial2,cheek,diff_bin10,NA
pp4810,285,trial3,brow,diff_bin1,-0.192145850865509
pp4810,285,trial3,brow,diff_bin2,0.838529430543698
pp4810,285,trial3,brow,diff_bin3,0.418956129858254
pp4810,285,trial3,brow,diff_bin4,-0.00582883559013839
