pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp4811,429,bin_10,10,trial7,brow,20.6018,FALSE
pp4811,429,bin_0,0,trial8,brow,19.4363,FALSE
pp4811,429,bin_1,1,trial8,brow,19.5942,FALSE
pp4811,429,bin_2,2,trial8,brow,20.9907,FALSE
pp4811,429,bin_3,3,trial8,brow,18.9254,FALSE
pp4811,429,bin_4,4,trial8,brow,17.7486,FALSE
pp4811,429,bin_5,5,trial8,brow,24.7763,FALSE
pp4811,429,bin_6,6,trial8,brow,14.9794,FALSE
pp4811,429,bin_7,7,trial8,brow,25.2687,FALSE
pp4811,429,bin_8,8,trial8,brow,24.9401,FALSE
pp4811,429,bin_9,9,trial8,brow,18.1441,FALSE
pp4811,429,bin_10,10,trial8,brow,25.9039,FALSE
pp4811,429,bin_0,0,trial1,cheek,2.0407,FALSE
pp4811,429,bin_1,1,trial1,cheek,2.328,FALSE
pp4811,429,bin_2,2,trial1,cheek,1.9861,FALSE
pp4811,429,bin_3,3,trial1,cheek,1.615,FALSE
pp4811,429,bin_4,4,trial1,cheek,1.8969,FALSE
pp4811,429,bin_5,5,trial1,cheek,1.7213,FALSE
pp4811,429,bin_6,6,trial1,cheek,1.7144,FALSE
pp4811,429,bin_7,7,trial1,cheek,2.1983,FALSE
pp4811,429,bin_8,8,trial1,cheek,3.3399,FALSE
pp4811,429,bin_9,9,trial1,cheek,2.2332,FALSE
pp4811,429,bin_10,10,trial1,cheek,2.4347,FALSE
pp4811,429,bin_0,0,trial2,cheek,2.5839,FALSE
pp4811,429,bin_1,1,trial2,cheek,2.2383,FALSE
pp4811,429,bin_2,2,trial2,cheek,1.9613,FALSE
pp4811,429,bin_3,3,trial2,cheek,2.5885,FALSE
pp4811,429,bin_4,4,trial2,cheek,2.1702,FALSE
pp4811,429,bin_5,5,trial2,cheek,2.2171,FALSE
pp4811,429,bin_6,6,trial2,cheek,3.1861,FALSE
pp4811,429,bin_7,7,trial2,cheek,2.3361,FALSE
pp4811,429,bin_8,8,trial2,cheek,3.067,FALSE
pp4811,429,bin_9,9,trial2,cheek,2.4658,FALSE
pp4811,429,bin_10,10,trial2,cheek,2.4828,FALSE
pp4811,429,bin_0,0,trial3,cheek,2.2254,FALSE
pp4811,429,bin_1,1,trial3,cheek,2.4299,FALSE
pp4811,429,bin_2,2,trial3,cheek,2.0243,FALSE
pp4811,429,bin_3,3,trial3,cheek,3.6187,FALSE
pp4811,429,bin_4,4,trial3,cheek,2.2962,FALSE
pp4811,429,bin_5,5,trial3,cheek,2.8328,FALSE
pp4811,429,bin_6,6,trial3,cheek,2.2902,FALSE
pp4811,429,bin_7,7,trial3,cheek,2.1743,FALSE
pp4811,429,bin_8,8,trial3,cheek,2.9814,FALSE
pp4811,429,bin_9,9,trial3,cheek,2.0557,FALSE
pp4811,429,bin_10,10,trial3,cheek,2.6388,FALSE
pp4811,429,bin_0,0,trial4,cheek,2.9347,FALSE
pp4811,429,bin_1,1,trial4,cheek,2.3468,FALSE
pp4811,429,bin_2,2,trial4,cheek,3.6152,FALSE
pp4811,429,bin_3,3,trial4,cheek,2.6458,FALSE
pp4811,429,bin_4,4,trial4,cheek,2.5171,FALSE
pp4811,429,bin_5,5,trial4,cheek,2.9379,FALSE
pp4811,429,bin_6,6,trial4,cheek,3.0392,FALSE
pp4811,429,bin_7,7,trial4,cheek,2.509,FALSE
pp4811,429,bin_8,8,trial4,cheek,2.3392,FALSE
pp4811,429,bin_9,9,trial4,cheek,3.1151,FALSE
pp4811,429,bin_10,10,trial4,cheek,3.0613,FALSE
pp4811,429,bin_0,0,trial5,cheek,2.435,FALSE
