pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp481,285,bin_5,5,trial4,cheek,3.9614,FALSE
pp481,285,bin_6,6,trial4,cheek,5.2694,FALSE
pp481,285,bin_7,7,trial4,cheek,4.7231,FALSE
pp481,285,bin_8,8,trial4,cheek,4.4437,FALSE
pp481,285,bin_9,9,trial4,cheek,3.0486,FALSE
pp481,285,bin_10,10,trial4,cheek,5.4034,FALSE
pp481,285,bin_0,0,trial5,cheek,7.5924,FALSE
pp481,285,bin_1,1,trial5,cheek,10.0967,FALSE
pp481,285,bin_2,2,trial5,cheek,6.3453,FALSE
pp481,285,bin_3,3,trial5,cheek,6.9256,FALSE
pp481,285,bin_4,4,trial5,cheek,6.4945,FALSE
pp481,285,bin_5,5,trial5,cheek,8.0889,FALSE
pp481,285,bin_6,6,trial5,cheek,8.9349,FALSE
pp481,285,bin_7,7,trial5,cheek,10.1715,FALSE
pp481,285,bin_8,8,trial5,cheek,13.5069,FALSE
pp481,285,bin_9,9,trial5,cheek,15.0056,FALSE
pp481,285,bin_10,10,trial5,cheek,10.3172,FALSE
pp481,285,bin_0,0,trial6,cheek,7.0753,FALSE
pp481,285,bin_1,1,trial6,cheek,7.2857,FALSE
pp481,285,bin_2,2,trial6,cheek,7.7362,FALSE
pp481,285,bin_3,3,trial6,cheek,8.531,FALSE
pp481,285,bin_4,4,trial6,cheek,6.6821,FALSE
pp481,285,bin_5,5,trial6,cheek,9.7672,FALSE
pp481,285,bin_6,6,trial6,cheek,6.2822,FALSE
pp481,285,bin_7,7,trial6,cheek,8.4927,FALSE
pp481,285,bin_8,8,trial6,cheek,6.8409,FALSE
pp481,285,bin_9,9,trial6,cheek,6.7022,FALSE
pp481,285,bin_10,10,trial6,cheek,7.3228,FALSE
pp481,285,bin_0,0,trial7,cheek,4.426,FALSE
pp481,285,bin_1,1,trial7,cheek,3.7461,FALSE
pp481,285,bin_2,2,trial7,cheek,4.3464,FALSE
pp481,285,bin_3,3,trial7,cheek,4.6006,FALSE
pp481,285,bin_4,4,trial7,cheek,4.2308,FALSE
pp481,285,bin_5,5,trial7,cheek,4.2213,FALSE
pp481,285,bin_6,6,trial7,cheek,4.0431,FALSE
pp481,285,bin_7,7,trial7,cheek,4.2801,FALSE
pp481,285,bin_8,8,trial7,cheek,4.1725,FALSE
pp481,285,bin_9,9,trial7,cheek,5.5913,FALSE
pp481,285,bin_10,10,trial7,cheek,9.5736,FALSE
pp481,285,bin_0,0,trial8,cheek,4.0035,FALSE
pp481,285,bin_1,1,trial8,cheek,2.8729,FALSE
pp481,285,bin_2,2,trial8,cheek,3.9128,FALSE
pp481,285,bin_3,3,trial8,cheek,3.1515,FALSE
pp481,285,bin_4,4,trial8,cheek,4.314,FALSE
pp481,285,bin_5,5,trial8,cheek,3.6004,FALSE
pp481,285,bin_6,6,trial8,cheek,3.6915,FALSE
pp481,285,bin_7,7,trial8,cheek,4.4159,FALSE
pp481,285,bin_8,8,trial8,cheek,7.4415,FALSE
pp481,285,bin_9,9,trial8,cheek,5.3733,FALSE
pp481,285,bin_10,10,trial8,cheek,5.2908,FALSE
pp481,913,bin_0,0,trial1,brow,7.302,FALSE
pp481,913,bin_1,1,trial1,brow,7.4461,FALSE
pp481,913,bin_2,2,trial1,brow,7.9961,FALSE
pp481,913,bin_3,3,trial1,brow,8.9169,FALSE
pp481,913,bin_4,4,trial1,brow,10.7588,FALSE
pp481,913,bin_5,5,trial1,brow,8.4423,FALSE
pp481,913,bin_6,6,trial1,brow,6.1158,FALSE
pp481,913,bin_7,7,trial1,brow,10.0808,FALSE
pp481,913,bin_8,8,trial1,brow,7.6194,FALSE
pp481,913,bin_9,9,trial1,brow,8.8972,FALSE
pp481,913,bin_10,10,trial1,brow,7.9732,FALSE
pp481,913,bin_0,0,trial2,brow,12.611,FALSE
pp481,913,bin_1,1,trial2,brow,7.7293,FALSE
pp481,913,bin_2,2,trial2,brow,6.5443,FALSE
pp481,913,bin_3,3,trial2,brow,6.8686,FALSE
pp481,913,bin_4,4,trial2,brow,6.5886,FALSE
pp481,913,bin_5,5,trial2,brow,7.4421,FALSE
pp481,913,bin_6,6,trial2,brow,6.1661,FALSE
pp481,913,bin_7,7,trial2,brow,7.3055,FALSE
pp481,913,bin_8,8,trial2,brow,14.2235,FALSE
pp481,913,bin_9,9,trial2,brow,10.3891,FALSE
pp481,913,bin_10,10,trial2,brow,7.7974,FALSE
pp481,913,bin_0,0,trial3,brow,9.7493,FALSE
pp481,913,bin_1,1,trial3,brow,9.9201,FALSE
pp481,913,bin_2,2,trial3,brow,8.6359,FALSE
pp481,913,bin_3,3,trial3,brow,10.1059,FALSE
pp481,913,bin_4,4,trial3,brow,12.3173,FALSE
pp481,913,bin_5,5,trial3,brow,10.3649,FALSE
pp481,913,bin_6,6,trial3,brow,12.6905,FALSE
pp481,913,bin_7,7,trial3,brow,11.8695,FALSE
pp481,913,bin_8,8,trial3,brow,9.788,FALSE
pp481,913,bin_9,9,trial3,brow,10.6159,FALSE
pp481,913,bin_10,10,trial3,brow,13.5253,FALSE
pp481,913,bin_0,0,trial4,brow,8.9569,FALSE
pp481,913,bin_1,1,trial4,brow,8.9929,FALSE
pp481,913,bin_2,2,trial4,brow,9.1798,FALSE
pp481,913,bin_3,3,trial4,brow,10.0826,FALSE
pp481,913,bin_4,4,trial4,brow,7.681,FALSE
pp481,913,bin_5,5,trial4,brow,6.0072,FALSE
pp481,913,bin_6,6,trial4,brow,8.6741,FALSE
pp481,913,bin_7,7,trial4,brow,6.6103,FALSE
pp481,913,bin_8,8,trial4,brow,7.41,FALSE
pp481,913,bin_9,9,trial4,brow,6.573,FALSE
pp481,913,bin_10,10,trial4,brow,8.0156,FALSE
pp481,913,bin_0,0,trial6,brow,14.3958,FALSE
pp481,913,bin_1,1,trial6,brow,11.9558,FALSE
pp481,913,bin_2,2,trial6,brow,10.6988,FALSE
pp481,913,bin_3,3,trial6,brow,10.7277,FALSE
pp481,913,bin_4,4,trial6,brow,9.3479,FALSE
pp481,913,bin_5,5,trial6,brow,6.8732,FALSE
pp481,913,bin_6,6,trial6,brow,7.1038,FALSE
pp481,913,bin_7,7,trial6,brow,9.4628,FALSE
pp481,913,bin_8,8,trial6,brow,9.8203,FALSE
pp481,913,bin_9,9,trial6,brow,8.2097,FALSE
pp481,913,bin_10,10,trial6,brow,6.726,FALSE
pp481,913,bin_0,0,trial7,brow,8.3036,FALSE
pp481,913,bin_1,1,trial7,brow,7.4044,FALSE
pp481,913,bin_2,2,trial7,brow,6.6204,FALSE
pp481,913,bin_3,3,trial7,brow,6.8533,FALSE
pp481,913,bin_4,4,trial7,brow,5.9484,FALSE
pp481,913,bin_5,5,trial7,brow,8.7024,FALSE
pp481,913,bin_6,6,trial7,brow,7.8375,FALSE
pp481,913,bin_7,7,trial7,brow,5.55,FALSE
pp481,913,bin_8,8,trial7,brow,7.2335,FALSE
pp481,913,bin_9,9,trial7,brow,6.4104,FALSE
pp481,913,bin_10,10,trial7,brow,6.112,FALSE
pp481,913,bin_0,0,trial8,brow,15.1983,FALSE
pp481,913,bin_1,1,trial8,brow,16.392,FALSE
pp481,913,bin_2,2,trial8,brow,8.3674,FALSE
pp481,913,bin_3,3,trial8,brow,8.9872,FALSE
pp481,913,bin_4,4,trial8,brow,6.6437,FALSE
pp481,913,bin_5,5,trial8,brow,10.0625,FALSE
pp481,913,bin_6,6,trial8,brow,23.7252,FALSE
pp481,913,bin_7,7,trial8,brow,15.0691,FALSE
pp481,913,bin_8,8,trial8,brow,12.0646,FALSE
pp481,913,bin_9,9,trial8,brow,22.8386,FALSE
pp481,913,bin_10,10,trial8,brow,26.2131,FALSE
pp481,913,bin_0,0,trial1,cheek,5.3904,FALSE
pp481,913,bin_1,1,trial1,cheek,4.6007,FALSE
pp481,913,bin_2,2,trial1,cheek,5.033,FALSE
pp481,913,bin_3,3,trial1,cheek,4.7013,FALSE
pp481,913,bin_4,4,trial1,cheek,3.7192,FALSE
pp481,913,bin_5,5,trial1,cheek,5.7367,FALSE
pp481,913,bin_6,6,trial1,cheek,4.1982,FALSE
pp481,913,bin_7,7,trial1,cheek,4.4441,FALSE
pp481,913,bin_8,8,trial1,cheek,6.1097,FALSE
pp481,913,bin_9,9,trial1,cheek,5.3821,FALSE
pp481,913,bin_10,10,trial1,cheek,5.2385,FALSE
pp481,913,bin_0,0,trial2,cheek,3.4185,FALSE
pp481,913,bin_1,1,trial2,cheek,2.9421,FALSE
pp481,913,bin_2,2,trial2,cheek,3.2576,FALSE
pp481,913,bin_3,3,trial2,cheek,2.96,FALSE
pp481,913,bin_4,4,trial2,cheek,3.295,FALSE
pp481,913,bin_5,5,trial2,cheek,2.927,FALSE
pp481,913,bin_6,6,trial2,cheek,3.1964,FALSE
pp481,913,bin_7,7,trial2,cheek,3.9779,FALSE
pp481,913,bin_8,8,trial2,cheek,4.0112,FALSE
pp481,913,bin_9,9,trial2,cheek,6.0076,FALSE
pp481,913,bin_10,10,trial2,cheek,4.036,FALSE
pp481,913,bin_0,0,trial3,cheek,3.8621,FALSE
pp481,913,bin_1,1,trial3,cheek,3.1623,FALSE
pp481,913,bin_2,2,trial3,cheek,3.311,FALSE
pp481,913,bin_3,3,trial3,cheek,3.6544,FALSE
pp481,913,bin_4,4,trial3,cheek,4.3761,FALSE
pp481,913,bin_5,5,trial3,cheek,4.6462,FALSE
pp481,913,bin_6,6,trial3,cheek,5.6731,FALSE
pp481,913,bin_7,7,trial3,cheek,5.0542,FALSE
pp481,913,bin_8,8,trial3,cheek,4.4962,FALSE
pp481,913,bin_9,9,trial3,cheek,3.7217,FALSE
pp481,913,bin_10,10,trial3,cheek,3.8941,FALSE
pp481,913,bin_0,0,trial4,cheek,4.0856,FALSE
pp481,913,bin_1,1,trial4,cheek,3.4763,FALSE
pp481,913,bin_2,2,trial4,cheek,3.2095,FALSE
pp481,913,bin_3,3,trial4,cheek,3.5916,FALSE
pp481,913,bin_4,4,trial4,cheek,3.7296,FALSE
pp481,913,bin_5,5,trial4,cheek,2.4882,FALSE
pp481,913,bin_6,6,trial4,cheek,2.6326,FALSE
pp481,913,bin_7,7,trial4,cheek,3.6511,FALSE
pp481,913,bin_8,8,trial4,cheek,2.746,FALSE
pp481,913,bin_9,9,trial4,cheek,2.9475,FALSE
pp481,913,bin_10,10,trial4,cheek,2.8696,FALSE
pp481,913,bin_0,0,trial5,cheek,8.3956,FALSE
pp481,913,bin_1,1,trial5,cheek,7.4376,FALSE
pp481,913,bin_2,2,trial5,cheek,7.3969,FALSE
pp481,913,bin_3,3,trial5,cheek,6.6655,FALSE
pp481,913,bin_4,4,trial5,cheek,6.9498,FALSE
pp481,913,bin_5,5,trial5,cheek,5.8069,FALSE
pp481,913,bin_6,6,trial5,cheek,4.9536,FALSE
pp481,913,bin_7,7,trial5,cheek,3.9384,FALSE
pp481,913,bin_8,8,trial5,cheek,4.9839,FALSE
pp481,913,bin_9,9,trial5,cheek,4.7261,FALSE
pp481,913,bin_10,10,trial5,cheek,4.2054,FALSE
pp481,913,bin_0,0,trial7,cheek,3.6486,FALSE
pp481,913,bin_1,1,trial7,cheek,3.8194,FALSE
pp481,913,bin_2,2,trial7,cheek,4.0206,FALSE
pp481,913,bin_3,3,trial7,cheek,4.2014,FALSE
pp481,913,bin_4,4,trial7,cheek,4.1246,FALSE
pp481,913,bin_5,5,trial7,cheek,4.9205,FALSE
pp481,913,bin_6,6,trial7,cheek,4.2757,FALSE
pp481,913,bin_7,7,trial7,cheek,3.8614,FALSE
pp481,913,bin_8,8,trial7,cheek,3.5101,FALSE
pp481,913,bin_9,9,trial7,cheek,5.1495,FALSE
pp481,913,bin_10,10,trial7,cheek,3.0235,FALSE
pp481,913,bin_0,0,trial8,cheek,14.8321,FALSE
pp481,913,bin_1,1,trial8,cheek,4.9811,FALSE
pp481,913,bin_2,2,trial8,cheek,6.7984,FALSE
pp481,913,bin_3,3,trial8,cheek,5.1213,FALSE
pp481,913,bin_4,4,trial8,cheek,6.3355,FALSE
pp481,913,bin_5,5,trial8,cheek,7.6335,FALSE
pp481,913,bin_6,6,trial8,cheek,10.6526,FALSE
pp481,913,bin_7,7,trial8,cheek,10.0882,FALSE
pp481,913,bin_8,8,trial8,cheek,8.6822,FALSE
pp481,913,bin_9,9,trial8,cheek,14.943,FALSE
pp481,913,bin_10,10,trial8,cheek,10.9621,FALSE
pp4810,285,bin_0,0,trial1,brow,9.1277,FALSE
pp4810,285,bin_1,1,trial1,brow,10.608,FALSE
pp4810,285,bin_2,2,trial1,brow,12.4522,FALSE
pp4810,285,bin_3,3,trial1,brow,13.4883,FALSE
pp4810,285,bin_4,4,trial1,brow,17.7617,FALSE
pp4810,285,bin_5,5,trial1,brow,10.316,FALSE
pp4810,285,bin_6,6,trial1,brow,8.7401,FALSE
pp4810,285,bin_7,7,trial1,brow,8.4704,FALSE
pp4810,285,bin_8,8,trial1,brow,12.2364,FALSE
pp4810,285,bin_9,9,trial1,brow,9.5605,FALSE
pp4810,285,bin_10,10,trial1,brow,9.1841,FALSE
pp4810,285,bin_0,0,trial2,brow,8.9003,FALSE
pp4810,285,bin_1,1,trial2,brow,8.1578,FALSE
pp4810,285,bin_2,2,trial2,brow,7.5041,FALSE
pp4810,285,bin_3,3,trial2,brow,6.2491,FALSE
pp4810,285,bin_4,4,trial2,brow,9.5763,FALSE
pp4810,285,bin_5,5,trial2,brow,8.7124,FALSE
pp4810,285,bin_6,6,trial2,brow,7.5384,FALSE
pp4810,285,bin_7,7,trial2,brow,7.8015,FALSE
pp4810,285,bin_8,8,trial2,brow,5.8603,FALSE
pp4810,285,bin_9,9,trial2,brow,8.8954,FALSE
pp4810,285,bin_10,10,trial2,brow,23.8233,FALSE
pp4810,285,bin_0,0,trial3,brow,8.533,FALSE
pp4810,285,bin_1,1,trial3,brow,7.4122,FALSE
pp4810,285,bin_2,2,trial3,brow,13.4242,FALSE
pp4810,285,bin_3,3,trial3,brow,10.9768,FALSE
pp4810,285,bin_4,4,trial3,brow,8.499,FALSE
pp4810,285,bin_5,5,trial3,brow,9.1192,FALSE
pp4810,285,bin_6,6,trial3,brow,9.223,FALSE
pp4810,285,bin_7,7,trial3,brow,7.9384,FALSE
pp4810,285,bin_8,8,trial3,brow,7.0752,FALSE
pp4810,285,bin_9,9,trial3,brow,13.6028,FALSE
pp4810,285,bin_10,10,trial3,brow,9.616,FALSE
pp4810,285,bin_0,0,trial4,brow,8.002,FALSE
pp4810,285,bin_1,1,trial4,brow,8.5087,FALSE
pp4810,285,bin_2,2,trial4,brow,7.6204,FALSE
pp4810,285,bin_3,3,trial4,brow,6.7376,FALSE
pp4810,285,bin_4,4,trial4,brow,5.9662,FALSE
pp4810,285,bin_5,5,trial4,brow,7.6015,FALSE
pp4810,285,bin_6,6,trial4,brow,6.8223,FALSE
pp4810,285,bin_7,7,trial4,brow,6.8966,FALSE
pp4810,285,bin_8,8,trial4,brow,6.0307,FALSE
pp4810,285,bin_9,9,trial4,brow,8.3408,FALSE
pp4810,285,bin_10,10,trial4,brow,5.3863,FALSE
pp4810,285,bin_0,0,trial5,brow,7.3228,FALSE
pp4810,285,bin_1,1,trial5,brow,7.3574,FALSE
pp4810,285,bin_2,2,trial5,brow,7.4043,FALSE
pp4810,285,bin_3,3,trial5,brow,4.8743,FALSE
pp4810,285,bin_4,4,trial5,brow,5.9641,FALSE
pp4810,285,bin_5,5,trial5,brow,7.6538,FALSE
pp4810,285,bin_6,6,trial5,brow,6.2276,FALSE
pp4810,285,bin_7,7,trial5,brow,4.9195,FALSE
pp4810,285,bin_8,8,trial5,brow,7.3966,FALSE
pp4810,285,bin_9,9,trial5,brow,5.916,FALSE
pp4810,285,bin_10,10,trial5,brow,6.6126,FALSE
pp4810,285,bin_0,0,trial6,brow,6.7892,FALSE
pp4810,285,bin_1,1,trial6,brow,6.9678,FALSE
pp4810,285,bin_2,2,trial6,brow,8.4065,FALSE
pp4810,285,bin_3,3,trial6,brow,8.3018,FALSE
pp4810,285,bin_4,4,trial6,brow,15.4389,FALSE
pp4810,285,bin_5,5,trial6,brow,14.9383,FALSE
pp4810,285,bin_6,6,trial6,brow,5.6161,FALSE
pp4810,285,bin_7,7,trial6,brow,7.166,FALSE
pp4810,285,bin_8,8,trial6,brow,5.927,FALSE
pp4810,285,bin_9,9,trial6,brow,5.7502,FALSE
pp4810,285,bin_10,10,trial6,brow,4.7573,FALSE
pp4810,285,bin_0,0,trial7,brow,7.4077,FALSE
pp4810,285,bin_1,1,trial7,brow,7.7451,FALSE
pp4810,285,bin_2,2,trial7,brow,7.1409,FALSE
pp4810,285,bin_3,3,trial7,brow,6.3373,FALSE
pp4810,285,bin_4,4,trial7,brow,7.3681,FALSE
pp4810,285,bin_5,5,trial7,brow,8.3029,FALSE
pp4810,285,bin_6,6,trial7,brow,8.4171,FALSE
pp4810,285,bin_7,7,trial7,brow,9.4552,FALSE
pp4810,285,bin_8,8,trial7,brow,7.8529,FALSE
pp4810,285,bin_9,9,trial7,brow,16.2326,FALSE
pp4810,285,bin_10,10,trial7,brow,12.8935,FALSE
pp4810,285,bin_0,0,trial8,brow,3.0727,FALSE
pp4810,285,bin_1,1,trial8,brow,2.7854,FALSE
pp4810,285,bin_2,2,trial8,brow,4.3181,FALSE
pp4810,285,bin_3,3,trial8,brow,10.1772,FALSE
pp4810,285,bin_4,4,trial8,brow,6.4492,FALSE
pp4810,285,bin_5,5,trial8,brow,2.4665,FALSE
pp4810,285,bin_6,6,trial8,brow,3.4709,FALSE
pp4810,285,bin_7,7,trial8,brow,5.0783,FALSE
pp4810,285,bin_8,8,trial8,brow,5.0164,FALSE
pp4810,285,bin_9,9,trial8,brow,6.4082,FALSE
pp4810,285,bin_10,10,trial8,brow,14.9042,FALSE
pp4810,285,bin_0,0,trial1,cheek,4.6831,FALSE
pp4810,285,bin_1,1,trial1,cheek,3.4997,FALSE
pp4810,285,bin_2,2,trial1,cheek,4.466,FALSE
pp4810,285,bin_3,3,trial1,cheek,5.5317,FALSE
pp4810,285,bin_4,4,trial1,cheek,3.8584,FALSE
pp4810,285,bin_5,5,trial1,cheek,4.4052,FALSE
pp4810,285,bin_6,6,trial1,cheek,6.0476,FALSE
pp4810,285,bin_7,7,trial1,cheek,5.5998,FALSE
pp4810,285,bin_8,8,trial1,cheek,7.2499,FALSE
pp4810,285,bin_9,9,trial1,cheek,21.6174,FALSE
pp4810,285,bin_10,10,trial1,cheek,19.4633,FALSE
pp4810,285,bin_0,0,trial2,cheek,4.3167,FALSE
pp4810,285,bin_1,1,trial2,cheek,3.0929,FALSE
pp4810,285,bin_2,2,trial2,cheek,4.1369,FALSE
pp4810,285,bin_3,3,trial2,cheek,4.301,FALSE
pp4810,285,bin_4,4,trial2,cheek,2.918,FALSE
pp4810,285,bin_5,5,trial2,cheek,2.9369,FALSE
pp4810,285,bin_6,6,trial2,cheek,3.2321,FALSE
pp4810,285,bin_7,7,trial2,cheek,3.309,FALSE
pp4810,285,bin_8,8,trial2,cheek,3.9249,FALSE
pp4810,285,bin_9,9,trial2,cheek,7.043,FALSE
pp4810,285,bin_10,10,trial2,cheek,9.0725,FALSE
pp4810,285,bin_0,0,trial3,cheek,11.7348,FALSE
pp4810,285,bin_1,1,trial3,cheek,10.3997,FALSE
pp4810,285,bin_2,2,trial3,cheek,7.8158,FALSE
pp4810,285,bin_3,3,trial3,cheek,9.8305,FALSE
pp4810,285,bin_4,4,trial3,cheek,10.5543,FALSE
pp4810,285,bin_5,5,trial3,cheek,14.0447,FALSE
pp4810,285,bin_6,6,trial3,cheek,8.6681,FALSE
pp4810,285,bin_7,7,trial3,cheek,10.7504,FALSE
pp4810,285,bin_8,8,trial3,cheek,10.4629,FALSE
pp4810,285,bin_9,9,trial3,cheek,12.9497,FALSE
pp4810,285,bin_10,10,trial3,cheek,12.036,FALSE
pp4810,285,bin_0,0,trial4,cheek,4.5161,FALSE
pp4810,285,bin_1,1,trial4,cheek,9.714,FALSE
pp4810,285,bin_2,2,trial4,cheek,3.5541,FALSE
pp4810,285,bin_3,3,trial4,cheek,5.2025,FALSE
pp4810,285,bin_4,4,trial4,cheek,3.3585,FALSE
pp4810,285,bin_5,5,trial4,cheek,4.6074,FALSE
pp4810,285,bin_6,6,trial4,cheek,4.6256,FALSE
pp4810,285,bin_7,7,trial4,cheek,5.5778,FALSE
pp4810,285,bin_8,8,trial4,cheek,3.6567,FALSE
pp4810,285,bin_9,9,trial4,cheek,7.6734,FALSE
pp4810,285,bin_10,10,trial4,cheek,13.0685,FALSE
pp4810,285,bin_0,0,trial5,cheek,4.8223,FALSE
pp4810,285,bin_1,1,trial5,cheek,3.4947,FALSE
pp4810,285,bin_2,2,trial5,cheek,3.5568,FALSE
pp4810,285,bin_3,3,trial5,cheek,3.1519,FALSE
pp4810,285,bin_4,4,trial5,cheek,2.9942,FALSE
pp4810,285,bin_5,5,trial5,cheek,3.4522,FALSE
pp4810,285,bin_6,6,trial5,cheek,3.698,FALSE
pp4810,285,bin_7,7,trial5,cheek,4.7069,FALSE
pp4810,285,bin_8,8,trial5,cheek,3.5368,FALSE
pp4810,285,bin_9,9,trial5,cheek,3.4904,FALSE
pp4810,285,bin_10,10,trial5,cheek,6.2297,FALSE
pp4810,285,bin_0,0,trial7,cheek,3.416,FALSE
pp4810,285,bin_1,1,trial7,cheek,3.485,FALSE
