"","pp_no","condition","trial","muscle","bin","Zdiff"
"3196","pp541","285","trial2","cheek","diff_bin6",NA
"3197","pp541","285","trial2","cheek","diff_bin7",NA
"3198","pp541","285","trial2","cheek","diff_bin8",NA
"3199","pp541","285","trial2","cheek","diff_bin9",NA
"3200","pp541","285","trial2","cheek","diff_bin10",NA
"3201","pp541","285","trial3","brow","diff_bin1",0.191849649202841
"3202","pp541","285","trial3","brow","diff_bin2",-0.0851663191517961
"3203","pp541","285","trial3","brow","diff_bin3",0.253052900339673
"3204","pp541","285","trial3","brow","diff_bin4",0.068271941615295
"3205","pp541","285","trial3","brow","diff_bin5",-0.10410253250099
"3206","pp541","285","trial3","brow","diff_bin6",0.0985989039906334
"3207","pp541","285","trial3","brow","diff_bin7",1.69792640101352
"3208","pp541","285","trial3","brow","diff_bin8",1.12096786116882
"3209","pp541","285","trial3","brow","diff_bin9",4.05975001596754
"3210","pp541","285","trial3","brow","diff_bin10",1.67338291266601
"3211","pp541","285","trial3","cheek","diff_bin1",0.0349977147701019
"3212","pp541","285","trial3","cheek","diff_bin2",-0.0821667896162301
"3213","pp541","285","trial3","cheek","diff_bin3",0.196069423417403
"3214","pp541","285","trial3","cheek","diff_bin4",0.243791129230439
"3215","pp541","285","trial3","cheek","diff_bin5",0.170581004919324
"3216","pp541","285","trial3","cheek","diff_bin6",1.88060991978676
"3217","pp541","285","trial3","cheek","diff_bin7",10.096756468649
"3218","pp541","285","trial3","cheek","diff_bin8",2.27205460821191
"3219","pp541","285","trial3","cheek","diff_bin9",3.39899719837408
"3220","pp541","285","trial3","cheek","diff_bin10",0.656006654728857
"3221","pp541","285","trial4","brow","diff_bin1",-0.0409714566882133
"3222","pp541","285","trial4","brow","diff_bin2",0.15314805060082
"3223","pp541","285","trial4","brow","diff_bin3",0.0124686725008654
"3224","pp541","285","trial4","brow","diff_bin4",-0.0445679898202169
"3225","pp541","285","trial4","brow","diff_bin5",0.445172030411195
"3226","pp541","285","trial4","brow","diff_bin6",0.0019589186223305
"3227","pp541","285","trial4","brow","diff_bin7",0.0777555952630855
"3228","pp541","285","trial4","brow","diff_bin8",0.289412088313934
"3229","pp541","285","trial4","brow","diff_bin9",0.147706609983235
"3230","pp541","285","trial4","brow","diff_bin10",0.0642815518290663
"3231","pp541","285","trial4","cheek","diff_bin1",-0.0446957142991173
"3232","pp541","285","trial4","cheek","diff_bin2",-0.0440689499098203
"3233","pp541","285","trial4","cheek","diff_bin3",-0.0493795987137564
"3234","pp541","285","trial4","cheek","diff_bin4",-0.054562198879019
"3235","pp541","285","trial4","cheek","diff_bin5",0.0723879172627893
"3236","pp541","285","trial4","cheek","diff_bin6",0.049420035125969
"3237","pp541","285","trial4","cheek","diff_bin7",-0.0714780979880034
"3238","pp541","285","trial4","cheek","diff_bin8",0.0102438910938869
"3239","pp541","285","trial4","cheek","diff_bin9",-0.020892146309901
"3240","pp541","285","trial4","cheek","diff_bin10",-0.0145301507884344
"3241","pp541","285","trial5","brow","diff_bin1",-0.0297880006379775
"3242","pp541","285","trial5","brow","diff_bin2",-0.250565384628778
"3243","pp541","285","trial5","brow","diff_bin3",0.139445984893302
"3244","pp541","285","trial5","brow","diff_bin4",0.0678469910146837
"3245","pp541","285","trial5","brow","diff_bin5",0.220528632419711
"3246","pp541","285","trial5","brow","diff_bin6",0.0047988323922698
"3247","pp541","285","trial5","brow","diff_bin7",0.174561415012115
"3248","pp541","285","trial5","brow","diff_bin8",0.0908668759892655
"3249","pp541","285","trial5","brow","diff_bin9",0.13303026728895
"3250","pp541","285","trial5","brow","diff_bin10",0.00778385124534486
"3251","pp541","285","trial5","cheek","diff_bin1",-0.0329624153553955
"3252","pp541","285","trial5","cheek","diff_bin2",-0.0605198302783585
"3253","pp541","285","trial5","cheek","diff_bin3",0.0503231149987196
"3254","pp541","285","trial5","cheek","diff_bin4",0.258125837359845
"3255","pp541","285","trial5","cheek","diff_bin5",0.0243561989561233
"3256","pp541","285","trial5","cheek","diff_bin6",0.00704267512704726
"3257","pp541","285","trial5","cheek","diff_bin7",0.162668946929703
"3258","pp541","285","trial5","cheek","diff_bin8",0.17275109237474
"3259","pp541","285","trial5","cheek","diff_bin9",0.0864395705067065
"3260","pp541","285","trial5","cheek","diff_bin10",0.215283458620477
"3261","pp541","285","trial6","brow","diff_bin1",-0.0717440989617538
"3262","pp541","285","trial6","brow","diff_bin2",-0.0422152145436614
"3263","pp541","285","trial6","brow","diff_bin3",-0.207002765741715
"3264","pp541","285","trial6","brow","diff_bin4",0.491667844907356
"3265","pp541","285","trial6","brow","diff_bin5",3.01761567353652
"3266","pp541","285","trial6","brow","diff_bin6",4.55170807104116
"3267","pp541","285","trial6","brow","diff_bin7",1.27431284009675
"3268","pp541","285","trial6","brow","diff_bin8",0.459672174075958
"3269","pp541","285","trial6","brow","diff_bin9",0.251239086800479
"3270","pp541","285","trial6","brow","diff_bin10",0.0771026223889753
"3271","pp541","285","trial6","cheek","diff_bin1",0.159454252158793
"3272","pp541","285","trial6","cheek","diff_bin2",0.0843301376696101
"3273","pp541","285","trial6","cheek","diff_bin3",0.0958073393359848
"3274","pp541","285","trial6","cheek","diff_bin4",0.256818393364967
"3275","pp541","285","trial6","cheek","diff_bin5",3.04997030636006
"3276","pp541","285","trial6","cheek","diff_bin6",4.38185811242032
"3277","pp541","285","trial6","cheek","diff_bin7",0.766088047575929
"3278","pp541","285","trial6","cheek","diff_bin8",0.289491014432838
"3279","pp541","285","trial6","cheek","diff_bin9",0.265444827970346
"3280","pp541","285","trial6","cheek","diff_bin10",0.0750701992728992
"3281","pp541","285","trial7","brow","diff_bin1",-0.139238691917394
"3282","pp541","285","trial7","brow","diff_bin2",-0.345059887696433
"3283","pp541","285","trial7","brow","diff_bin3",-0.296864270797826
"3284","pp541","285","trial7","brow","diff_bin4",0.0345039158398841
"3285","pp541","285","trial7","brow","diff_bin5",0.113264882036123
"3286","pp541","285","trial7","brow","diff_bin6",1.54641596492237
"3287","pp541","285","trial7","brow","diff_bin7",0.44765954612209
"3288","pp541","285","trial7","brow","diff_bin8",0.546641942118153
"3289","pp541","285","trial7","brow","diff_bin9",0.444788538405765
"3290","pp541","285","trial7","brow","diff_bin10",0.41663815227746
"3291","pp541","285","trial7","cheek","diff_bin1",-0.0000134788040708766
"3292","pp541","285","trial7","cheek","diff_bin2",0.041871904846263
"3293","pp541","285","trial7","cheek","diff_bin3",0.030152084706612
"3294","pp541","285","trial7","cheek","diff_bin4",-0.0181559490835074
"3295","pp541","285","trial7","cheek","diff_bin5",0.0166395836255309
"3296","pp541","285","trial7","cheek","diff_bin6",0.0200901574676823
"3297","pp541","285","trial7","cheek","diff_bin7",-0.0112413225951338
"3298","pp541","285","trial7","cheek","diff_bin8",-0.00498041810419897
"3299","pp541","285","trial7","cheek","diff_bin9",0.0194499142743144
"3300","pp541","285","trial7","cheek","diff_bin10",0.0472229900624118
"3301","pp541","285","trial8","brow","diff_bin1",0.0164383329895033
"3302","pp541","285","trial8","brow","diff_bin2",-0.18989073058051
"3303","pp541","285","trial8","brow","diff_bin3",-0.116695580787401
"3304","pp541","285","trial8","brow","diff_bin4",-0.172001346759651
"3305","pp541","285","trial8","brow","diff_bin5",-0.114840308653024
"3306","pp541","285","trial8","brow","diff_bin6",-0.0402252019749447
"3307","pp541","285","trial8","brow","diff_bin7",-0.136865187343248
"3308","pp541","285","trial8","brow","diff_bin8",-0.0108206933423969
"3309","pp541","285","trial8","brow","diff_bin9",0.03322906403805
"3310","pp541","285","trial8","brow","diff_bin10",-0.156941512059936
"3311","pp541","285","trial8","cheek","diff_bin1",0.315269227218442
"3312","pp541","285","trial8","cheek","diff_bin2",0.141446569920065
"3313","pp541","285","trial8","cheek","diff_bin3",-0.00272271842232258
"3314","pp541","285","trial8","cheek","diff_bin4",-0.04935938050765
"3315","pp541","285","trial8","cheek","diff_bin5",-0.0185872708137765
"3316","pp541","285","trial8","cheek","diff_bin6",-0.0465692680649729
"3317","pp541","285","trial8","cheek","diff_bin7",-0.0549396053930042
"3318","pp541","285","trial8","cheek","diff_bin8",-0.0110256617299994
"3319","pp541","285","trial8","cheek","diff_bin9",-0.0085523011829885
"3320","pp541","285","trial8","cheek","diff_bin10",-0.0722935656342929
"3321","pp541","913","trial1","brow","diff_bin1",-0.244346595351538
"3322","pp541","913","trial1","brow","diff_bin2",-0.157034793899094
"3323","pp541","913","trial1","brow","diff_bin3",-0.106838799782976
"3324","pp541","913","trial1","brow","diff_bin4",-0.22647794082827
"3325","pp541","913","trial1","brow","diff_bin5",0.08526996563975
"3326","pp541","913","trial1","brow","diff_bin6",0.127485180183411
"3327","pp541","913","trial1","brow","diff_bin7",0.0954065921616505
"3328","pp541","913","trial1","brow","diff_bin8",-0.0498643253546659
"3329","pp541","913","trial1","brow","diff_bin9",0.201820441344015
"3330","pp541","913","trial1","brow","diff_bin10",0.217978928816042
"3331","pp541","913","trial1","cheek","diff_bin1",0.0636266946167018
"3332","pp541","913","trial1","cheek","diff_bin2",0.359472965168971
"3333","pp541","913","trial1","cheek","diff_bin3",0.559639945023929
"3334","pp541","913","trial1","cheek","diff_bin4",0.59283150004853
"3335","pp541","913","trial1","cheek","diff_bin5",0.485048243295547
"3336","pp541","913","trial1","cheek","diff_bin6",0.378902661237179
"3337","pp541","913","trial1","cheek","diff_bin7",0.0270721779764104
"3338","pp541","913","trial1","cheek","diff_bin8",0.00164441409665027
"3339","pp541","913","trial1","cheek","diff_bin9",-0.128830409309699
"3340","pp541","913","trial1","cheek","diff_bin10",0.211145465770709
"3341","pp541","913","trial2","brow","diff_bin1",-0.250990335229389
"3342","pp541","913","trial2","brow","diff_bin2",-0.0186356385341279
"3343","pp541","913","trial2","brow","diff_bin3",-0.328517908218976
"3344","pp541","913","trial2","brow","diff_bin4",0.133082090532927
"3345","pp541","913","trial2","brow","diff_bin5",0.0414585951815972
"3346","pp541","913","trial2","brow","diff_bin6",0.0286789832168698
"3347","pp541","913","trial2","brow","diff_bin7",0.0653698399525833
"3348","pp541","913","trial2","brow","diff_bin8",0.0257457876077719
"3349","pp541","913","trial2","brow","diff_bin9",0.126749290118938
"3350","pp541","913","trial2","brow","diff_bin10",-0.0844615230337087
"3351","pp541","913","trial2","cheek","diff_bin1",-0.0146447206230371
"3352","pp541","913","trial2","cheek","diff_bin2",-0.0322412993376022
"3353","pp541","913","trial2","cheek","diff_bin3",-0.020042981653434
"3354","pp541","913","trial2","cheek","diff_bin4",0.0325647906353038
"3355","pp541","913","trial2","cheek","diff_bin5",0.0345192172255848
"3356","pp541","913","trial2","cheek","diff_bin6",0.0401870543373999
"3357","pp541","913","trial2","cheek","diff_bin7",-0.0245044658009033
"3358","pp541","913","trial2","cheek","diff_bin8",0.0392772350626139
"3359","pp541","913","trial2","cheek","diff_bin9",0.061348776728719
"3360","pp541","913","trial2","cheek","diff_bin10",0.12242797737602
"3361","pp541","913","trial3","brow","diff_bin1",0.116633392894628
"3362","pp541","913","trial3","brow","diff_bin2",-0.212371653817731
"3363","pp541","913","trial3","brow","diff_bin3",-0.0139819112249936
"3364","pp541","913","trial3","brow","diff_bin4",-0.0382559187038188
"3365","pp541","913","trial3","brow","diff_bin5",0.148857085999525
"3366","pp541","913","trial3","brow","diff_bin6",0.0482992633865607
"3367","pp541","913","trial3","brow","diff_bin7",-0.00941110110622256
"3368","pp541","913","trial3","brow","diff_bin8",-0.00147178012894672
"3369","pp541","913","trial3","brow","diff_bin9",-0.0112974671869852
"3370","pp541","913","trial3","brow","diff_bin10",0.21284842766232
"3371","pp541","913","trial3","cheek","diff_bin1",0.0553304907110605
"3372","pp541","913","trial3","cheek","diff_bin2",0.0218895778111479
"3373","pp541","913","trial3","cheek","diff_bin3",-0.00140179562337395
"3374","pp541","913","trial3","cheek","diff_bin4",-0.00102438910938862
"3375","pp541","913","trial3","cheek","diff_bin5",0.00303947031798885
"3376","pp541","913","trial3","cheek","diff_bin6",-0.073607749031206
"3377","pp541","913","trial3","cheek","diff_bin7",-0.0193690414498888
"3378","pp541","913","trial3","cheek","diff_bin8",-0.0217480503684034
"3379","pp541","913","trial3","cheek","diff_bin9",-0.0678186026827529
"3380","pp541","913","trial3","cheek","diff_bin10",-0.095706248305453
"3381","pp541","913","trial4","brow","diff_bin1",0.098484892853884
"3382","pp541","913","trial4","brow","diff_bin2",0.134180743305239
"3383","pp541","913","trial4","brow","diff_bin3",-0.00388674329827471
"3384","pp541","913","trial4","brow","diff_bin4",-0.033488180257935
"3385","pp541","913","trial4","brow","diff_bin5",0.105418842898006
"3386","pp541","913","trial4","brow","diff_bin6",0.0910741689651735
"3387","pp541","913","trial4","brow","diff_bin7",0.259831380651865
"3388","pp541","913","trial4","brow","diff_bin8",1.12823347997439
"3389","pp541","913","trial4","brow","diff_bin9",1.01479239890875
"3390","pp541","913","trial4","brow","diff_bin10",0.777327930357355
"3391","pp541","913","trial4","cheek","diff_bin1",0.00510172734083714
"3392","pp541","913","trial4","cheek","diff_bin2",-0.0724553112831438
"3393","pp541","913","trial4","cheek","diff_bin3",-0.0709456852272026
"3394","pp541","913","trial4","cheek","diff_bin4",-0.0262971467423335
"3395","pp541","913","trial4","cheek","diff_bin5",-0.0227117848594731
"3396","pp541","913","trial4","cheek","diff_bin6",-0.0194566536763497
"3397","pp541","913","trial4","cheek","diff_bin7",-0.00758856669191882
"3398","pp541","913","trial4","cheek","diff_bin8",0.0526482087009506
"3399","pp541","913","trial4","cheek","diff_bin9",0.274778899789447
"3400","pp541","913","trial4","cheek","diff_bin10",0.438883339352701
"3401","pp541","913","trial6","brow","diff_bin1",-0.171876970974106
"3402","pp541","913","trial6","brow","diff_bin2",-0.0851352252054097
"3403","pp541","913","trial6","brow","diff_bin3",-0.173162187424736
"3404","pp541","913","trial6","brow","diff_bin4",0.0187081910756957
"3405","pp541","913","trial6","brow","diff_bin5",-0.16042403405519
"3406","pp541","913","trial6","brow","diff_bin6",-0.232385790641647
"3407","pp541","913","trial6","brow","diff_bin7",0.740523062484893
"3408","pp541","913","trial6","brow","diff_bin8",0.0845858988192535
"3409","pp541","913","trial6","brow","diff_bin9",-0.11124377552102
"3410","pp541","913","trial6","brow","diff_bin10",-0.0262329261011556
"3411","pp541","913","trial6","cheek","diff_bin1",-0.0054858732568579
"3412","pp541","913","trial6","cheek","diff_bin2",0.19832712309928
"3413","pp541","913","trial6","cheek","diff_bin3",0.256939702601605
"3414","pp541","913","trial6","cheek","diff_bin4",0.0610320248330528
"3415","pp541","913","trial6","cheek","diff_bin5",-0.00663157160288476
"3416","pp541","913","trial6","cheek","diff_bin6",-0.00987996338397262
"3417","pp541","913","trial6","cheek","diff_bin7",0.622666832859476
"3418","pp541","913","trial6","cheek","diff_bin8",0.21384122658489
"3419","pp541","913","trial6","cheek","diff_bin9",0.651767570848557
"3420","pp541","913","trial6","cheek","diff_bin10",1.38651739895963
"3421","pp541","913","trial7","brow","diff_bin1",0.203789724615141
"3422","pp541","913","trial7","brow","diff_bin2",0.0296325309060466
"3423","pp541","913","trial7","brow","diff_bin3",0.0120748158466401
"3424","pp541","913","trial7","brow","diff_bin4",-0.00605295489651325
"3425","pp541","913","trial7","brow","diff_bin5",-0.119369660176614
"3426","pp541","913","trial7","brow","diff_bin6",0.63701131496524
"3427","pp541","913","trial7","brow","diff_bin7",0.590494771171488
"3428","pp541","913","trial7","brow","diff_bin8",7.2421843346485
"3429","pp541","913","trial7","brow","diff_bin9",7.28189130418367
"3430","pp541","913","trial7","brow","diff_bin10",1.56858594869573
"3431","pp541","913","trial7","cheek","diff_bin1",0.10363852450118
"3432","pp541","913","trial7","cheek","diff_bin2",-0.0298353328109458
"3433","pp541","913","trial7","cheek","diff_bin3",-0.110566629793625
"3434","pp541","913","trial7","cheek","diff_bin4",-0.0651093630645012
"3435","pp541","913","trial7","cheek","diff_bin5",0.0723070444383638
"3436","pp541","913","trial7","cheek","diff_bin6",0.141487006332278
"3437","pp541","913","trial7","cheek","diff_bin7",0.307855884979445
"3438","pp541","913","trial7","cheek","diff_bin8",0.187584516254769
"3439","pp541","913","trial7","cheek","diff_bin9",0.647825020657818
"3440","pp541","913","trial7","cheek","diff_bin10",1.06896351445117
"3441","pp541","913","trial8","brow","diff_bin1",-0.405941834720608
"3442","pp541","913","trial8","brow","diff_bin2",-0.53344774420161
"3443","pp541","913","trial8","brow","diff_bin3",-0.698732798541843
"3444","pp541","913","trial8","brow","diff_bin4",0.00497503142179168
"3445","pp541","913","trial8","brow","diff_bin5",-0.565184298813123
"3446","pp541","913","trial8","brow","diff_bin6",0.0948469011266987
"3447","pp541","913","trial8","brow","diff_bin7",-0.305580940434757
"3448","pp541","913","trial8","brow","diff_bin8",-0.567495615494497
"3449","pp541","913","trial8","brow","diff_bin9",-0.547305279641059
"3450","pp541","913","trial8","brow","diff_bin10",-0.447732098663658
"3451","pp541","913","trial8","cheek","diff_bin1",0.363894012904228
"3452","pp541","913","trial8","cheek","diff_bin2",-0.152802462349802
"3453","pp541","913","trial8","cheek","diff_bin3",-0.355712378833189
"3454","pp541","913","trial8","cheek","diff_bin4",-0.391390773208872
"3455","pp541","913","trial8","cheek","diff_bin5",-0.316381228554291
"3456","pp541","913","trial8","cheek","diff_bin6",-0.398184090460607
"3457","pp541","913","trial8","cheek","diff_bin7",0.023904659019748
"3458","pp541","913","trial8","cheek","diff_bin8",-0.406958791910765
"3459","pp541","913","trial8","cheek","diff_bin9",-0.419851268004585
"3460","pp541","913","trial8","cheek","diff_bin10",-0.428086817291907
"3461","pp5410","285","trial1","brow","diff_bin1",0.151497672894651
"3462","pp5410","285","trial1","brow","diff_bin2",0.169897088152551
"3463","pp5410","285","trial1","brow","diff_bin3",2.5693089929139
"3464","pp5410","285","trial1","brow","diff_bin4",2.25853279987623
"3465","pp5410","285","trial1","brow","diff_bin5",1.23045402991863
"3466","pp5410","285","trial1","brow","diff_bin6",0.948457817761971
"3467","pp5410","285","trial1","brow","diff_bin7",0.619794829991
"3468","pp5410","285","trial1","brow","diff_bin8",0.810379817886266
"3469","pp5410","285","trial1","brow","diff_bin9",1.06312004438906
"3470","pp5410","285","trial1","brow","diff_bin10",0.67733648387715
"3471","pp5410","285","trial1","cheek","diff_bin1",0.494683811164795
"3472","pp5410","285","trial1","cheek","diff_bin2",0.547214132557488
"3473","pp5410","285","trial1","cheek","diff_bin3",0.309593596293109
"3474","pp5410","285","trial1","cheek","diff_bin4",1.07733728288881
"3475","pp5410","285","trial1","cheek","diff_bin5",0.516245459041406
"3476","pp5410","285","trial1","cheek","diff_bin6",0.464669811042817
"3477","pp5410","285","trial1","cheek","diff_bin7",0.732094784976809
"3478","pp5410","285","trial1","cheek","diff_bin8",0.651157108930265
"3479","pp5410","285","trial1","cheek","diff_bin9",0.377119275388327
"3480","pp5410","285","trial1","cheek","diff_bin10",-0.0591198962837097
"3481","pp5410","285","trial2","brow","diff_bin1",-0.441494426810214
"3482","pp5410","285","trial2","brow","diff_bin2",0.0703022433734697
"3483","pp5410","285","trial2","brow","diff_bin3",-0.3614340855935
"3484","pp5410","285","trial2","brow","diff_bin4",0.438034238269176
"3485","pp5410","285","trial2","brow","diff_bin5",-0.160157298185186
"3486","pp5410","285","trial2","brow","diff_bin6",-0.130004226613283
"3487","pp5410","285","trial2","brow","diff_bin7",0.0899649020669867
"3488","pp5410","285","trial2","brow","diff_bin8",0.472709355183069
"3489","pp5410","285","trial2","brow","diff_bin9",-0.276027844620261
"3490","pp5410","285","trial2","brow","diff_bin10",0.0425658114175305
"3491","pp5410","285","trial2","cheek","diff_bin1",-0.153236722112286
"3492","pp5410","285","trial2","cheek","diff_bin2",-0.137146982714081
"3493","pp5410","285","trial2","cheek","diff_bin3",-0.206907994634519
"3494","pp5410","285","trial2","cheek","diff_bin4",0.108390357306289
"3495","pp5410","285","trial2","cheek","diff_bin5",1.20784812127801
"3496","pp5410","285","trial2","cheek","diff_bin6",1.11475582299433
"3497","pp5410","285","trial2","cheek","diff_bin7",1.44139383207975
"3498","pp5410","285","trial2","cheek","diff_bin8",0.958096247493424
"3499","pp5410","285","trial2","cheek","diff_bin9",0.586379026432715
"3500","pp5410","285","trial2","cheek","diff_bin10",0.201273093137608
"3501","pp5410","285","trial3","brow","diff_bin1",-0.577045939814685
"3502","pp5410","285","trial3","brow","diff_bin2",0.373462360045679
"3503","pp5410","285","trial3","brow","diff_bin3",0.0273153508107336
"3504","pp5410","285","trial3","brow","diff_bin4",0.618055581782543
"3505","pp5410","285","trial3","brow","diff_bin5",0.255175173994641
"3506","pp5410","285","trial3","brow","diff_bin6",0.0790351001675182
"3507","pp5410","285","trial3","brow","diff_bin7",0.499878242986775
"3508","pp5410","285","trial3","brow","diff_bin8",1.08891584150188
"3509","pp5410","285","trial3","brow","diff_bin9",0.277785400704598
"3510","pp5410","285","trial3","brow","diff_bin10",0.341936197782889
"3511","pp5410","285","trial3","cheek","diff_bin1",-0.281768359562494
"3512","pp5410","285","trial3","cheek","diff_bin2",1.55465069522428
"3513","pp5410","285","trial3","cheek","diff_bin3",0.0364638667114177
"3514","pp5410","285","trial3","cheek","diff_bin4",-0.174938078290473
"3515","pp5410","285","trial3","cheek","diff_bin5",-0.223882553276041
"3516","pp5410","285","trial3","cheek","diff_bin6",-0.231845926465891
"3517","pp5410","285","trial3","cheek","diff_bin7",-0.191796213347348
"3518","pp5410","285","trial3","cheek","diff_bin8",0.144621376848413
"3519","pp5410","285","trial3","cheek","diff_bin9",3.9059181260367
"3520","pp5410","285","trial3","cheek","diff_bin10",7.31661689241922
"3521","pp5410","285","trial4","brow","diff_bin1",-0.211748892410821
"3522","pp5410","285","trial4","brow","diff_bin2",-0.292688011669703
"3523","pp5410","285","trial4","brow","diff_bin3",-0.27886556538143
"3524","pp5410","285","trial4","brow","diff_bin4",-0.23199740313245
"3525","pp5410","285","trial4","brow","diff_bin5",0.274398443667074
"3526","pp5410","285","trial4","brow","diff_bin6",-0.218266496223569
"3527","pp5410","285","trial4","brow","diff_bin7",-0.573036514997292
"3528","pp5410","285","trial4","brow","diff_bin8",-0.515915942256348
"3529","pp5410","285","trial4","brow","diff_bin9",-0.647366491064034
"3530","pp5410","285","trial4","brow","diff_bin10",-0.341112343368356
"3531","pp5410","285","trial4","cheek","diff_bin1",-0.27508564580376
"3532","pp5410","285","trial4","cheek","diff_bin2",-0.326218884180691
"3533","pp5410","285","trial4","cheek","diff_bin3",-0.334741090576846
"3534","pp5410","285","trial4","cheek","diff_bin4",-0.285167928234184
"3535","pp5410","285","trial4","cheek","diff_bin5",-0.242906167007349
"3536","pp5410","285","trial4","cheek","diff_bin6",-0.294574953873656
"3537","pp5410","285","trial4","cheek","diff_bin7",-0.225279636291804
"3538","pp5410","285","trial4","cheek","diff_bin8",-0.268170084875733
"3539","pp5410","285","trial4","cheek","diff_bin9",-0.243604708515231
"3540","pp5410","285","trial4","cheek","diff_bin10",-0.15344628456465
"3541","pp5410","285","trial5","brow","diff_bin1",0.433036188154344
"3542","pp5410","285","trial5","brow","diff_bin2",0.0514451312186068
"3543","pp5410","285","trial5","brow","diff_bin3",-0.250817899535556
"3544","pp5410","285","trial5","brow","diff_bin4",-1.02738307067422
"3545","pp5410","285","trial5","brow","diff_bin5",-0.537555851544744
"3546","pp5410","285","trial5","brow","diff_bin6",-0.953510791504439
"3547","pp5410","285","trial5","brow","diff_bin7",-1.57326900574368
"3548","pp5410","285","trial5","brow","diff_bin8",-1.5425850057713
"3549","pp5410","285","trial5","brow","diff_bin9",-1.49837148552471
"3550","pp5410","285","trial5","brow","diff_bin10",-0.34363883023959
"3551","pp5410","285","trial5","cheek","diff_bin1",NA
"3552","pp5410","285","trial5","cheek","diff_bin2",NA
"3553","pp5410","285","trial5","cheek","diff_bin3",NA
"3554","pp5410","285","trial5","cheek","diff_bin4",NA
"3555","pp5410","285","trial5","cheek","diff_bin5",NA
"3556","pp5410","285","trial5","cheek","diff_bin6",NA
"3557","pp5410","285","trial5","cheek","diff_bin7",NA
"3558","pp5410","285","trial5","cheek","diff_bin8",NA
"3559","pp5410","285","trial5","cheek","diff_bin9",NA
"3560","pp5410","285","trial5","cheek","diff_bin10",NA
"3561","pp5410","285","trial6","brow","diff_bin1",-0.585833720236369
"3562","pp5410","285","trial6","brow","diff_bin2",-0.659907386040811
"3563","pp5410","285","trial6","brow","diff_bin3",-1.12053354314407
"3564","pp5410","285","trial6","brow","diff_bin4",-1.25751307046706
"3565","pp5410","285","trial6","brow","diff_bin5",-1.10788280091202
"3566","pp5410","285","trial6","brow","diff_bin6",-0.750696142522331
"3567","pp5410","285","trial6","brow","diff_bin7",0.866328686570986
"3568","pp5410","285","trial6","brow","diff_bin8",0.624536569843534
"3569","pp5410","285","trial6","brow","diff_bin9",-0.17949041511289
"3570","pp5410","285","trial6","brow","diff_bin10",-0.760637319124361
"3571","pp5410","285","trial6","cheek","diff_bin1",0.977143145941661
"3572","pp5410","285","trial6","cheek","diff_bin2",-0.138287933843621
"3573","pp5410","285","trial6","cheek","diff_bin3",0.569683884394345
"3574","pp5410","285","trial6","cheek","diff_bin4",-0.334135687936682
"3575","pp5410","285","trial6","cheek","diff_bin5",0.0386293453858502
"3576","pp5410","285","trial6","cheek","diff_bin6",0.800319005579908
"3577","pp5410","285","trial6","cheek","diff_bin7",1.56445356105155
"3578","pp5410","285","trial6","cheek","diff_bin8",1.66862938459362
"3579","pp5410","285","trial6","cheek","diff_bin9",0.728229521966531
"3580","pp5410","285","trial6","cheek","diff_bin10",1.7949955433694
"3581","pp5410","285","trial7","brow","diff_bin1",-0.0432432028250353
"3582","pp5410","285","trial7","brow","diff_bin2",-0.119184271969086
"3583","pp5410","285","trial7","brow","diff_bin3",0.318996429307119
"3584","pp5410","285","trial7","brow","diff_bin4",-0.442940749004616
"3585","pp5410","285","trial7","brow","diff_bin5",0.407350238296797
"3586","pp5410","285","trial7","brow","diff_bin6",0.115614236172776
"3587","pp5410","285","trial7","brow","diff_bin7",0.64581032161436
"3588","pp5410","285","trial7","brow","diff_bin8",0.37578746028225
"3589","pp5410","285","trial7","brow","diff_bin9",0.338805551007664
"3590","pp5410","285","trial7","brow","diff_bin10",-0.00194063484312185
"3591","pp5410","285","trial7","cheek","diff_bin1",0.0579556604372404
"3592","pp5410","285","trial7","cheek","diff_bin2",-0.00922074790403671
"3593","pp5410","285","trial7","cheek","diff_bin3",-0.0423316153776228
"3594","pp5410","285","trial7","cheek","diff_bin4",0.0146926563824421
"3595","pp5410","285","trial7","cheek","diff_bin5",-0.142525752324769
"3596","pp5410","285","trial7","cheek","diff_bin6",-0.139219322520796
"3597","pp5410","285","trial7","cheek","diff_bin7",0.00398168659492493
"3598","pp5410","285","trial7","cheek","diff_bin8",0.460129291241587
"3599","pp5410","285","trial7","cheek","diff_bin9",0.025077640132948
"3600","pp5410","285","trial7","cheek","diff_bin10",0.133072157251438
"3601","pp5410","285","trial8","brow","diff_bin1",-0.261528006924482
"3602","pp5410","285","trial8","brow","diff_bin2",-0.275533531971541
"3603","pp5410","285","trial8","brow","diff_bin3",-0.737239853751627
"3604","pp5410","285","trial8","brow","diff_bin4",-0.968431710345423
"3605","pp5410","285","trial8","brow","diff_bin5",-0.742842063770451
"3606","pp5410","285","trial8","brow","diff_bin6",-0.859573080371816
"3607","pp5410","285","trial8","brow","diff_bin7",-1.14967968154265
"3608","pp5410","285","trial8","brow","diff_bin8",-0.862648803519405
"3609","pp5410","285","trial8","brow","diff_bin9",-1.15354264335301
"3610","pp5410","285","trial8","brow","diff_bin10",-1.01962053130173
"3611","pp5410","285","trial8","cheek","diff_bin1",-0.104688087314517
"3612","pp5410","285","trial8","cheek","diff_bin2",-0.385944183104565
"3613","pp5410","285","trial8","cheek","diff_bin3",-0.529797164294308
