pp_no,condition,emotion,trial,muscle,bin,Zdiff
pp406,dyn,828,trial1,cheek,diff_bin2,-1.9584574031622182
pp406,dyn,828,trial1,cheek,diff_bin3,-1.6146281250928836
pp406,dyn,828,trial1,cheek,diff_bin4,-1.4236854199755662
pp406,dyn,828,trial1,cheek,diff_bin5,-0.6977880987637854
pp406,dyn,828,trial1,cheek,diff_bin6,0.26473298363175823
pp406,dyn,828,trial2,brow,diff_bin1,0.8892547532279866
pp406,dyn,828,trial2,brow,diff_bin2,0.8595701638198968
pp406,dyn,828,trial2,brow,diff_bin3,1.807400787056273
pp406,dyn,828,trial2,brow,diff_bin4,0.5777068507824025
pp406,dyn,828,trial2,brow,diff_bin5,0.32906334290481165
pp406,dyn,828,trial2,brow,diff_bin6,0.3454487873417914
pp406,dyn,828,trial2,cheek,diff_bin1,NA
pp406,dyn,828,trial2,cheek,diff_bin2,NA
pp406,dyn,828,trial2,cheek,diff_bin3,NA
pp406,dyn,828,trial2,cheek,diff_bin4,NA
pp406,dyn,828,trial2,cheek,diff_bin5,NA
pp406,dyn,828,trial2,cheek,diff_bin6,NA
pp406,dyn,828,trial3,brow,diff_bin1,0.9362226521844925
pp406,dyn,828,trial3,brow,diff_bin2,0.9429563964736619
pp406,dyn,828,trial3,brow,diff_bin3,2.7983274062828825
pp406,dyn,828,trial3,brow,diff_bin4,0.4857351592390403
pp406,dyn,828,trial3,brow,diff_bin5,0.40947550516419384
pp406,dyn,828,trial3,brow,diff_bin6,0.6702958672980327
pp406,dyn,828,trial3,cheek,diff_bin1,-2.894194293380462
pp406,dyn,828,trial3,cheek,diff_bin2,-3.2031178569442513
pp406,dyn,828,trial3,cheek,diff_bin3,-3.0217177212601047
pp406,dyn,828,trial3,cheek,diff_bin4,-1.940142812084694
pp406,dyn,828,trial3,cheek,diff_bin5,-1.7644956129966212
pp406,dyn,828,trial3,cheek,diff_bin6,-1.8804218512302102
pp406,dyn,828,trial4,brow,diff_bin1,0.7400321296242018
pp406,dyn,828,trial4,brow,diff_bin2,0.5356068759121588
pp406,dyn,828,trial4,brow,diff_bin3,0.551038373241506
pp406,dyn,828,trial4,brow,diff_bin4,0.797100612474915
pp406,dyn,828,trial4,brow,diff_bin5,0.5986796140873816
pp406,dyn,828,trial4,brow,diff_bin6,0.6786989420570146
pp406,dyn,828,trial4,cheek,diff_bin1,-0.0687853009579874
pp406,dyn,828,trial4,cheek,diff_bin2,0.3984809936786994
pp406,dyn,828,trial4,cheek,diff_bin3,0.8887362055862064
pp406,dyn,828,trial4,cheek,diff_bin4,0.04819107649551968
pp406,dyn,828,trial4,cheek,diff_bin5,0.167724314658393
pp406,dyn,828,trial4,cheek,diff_bin6,-0.6080089612725538
pp406,dyn,828,trial5,brow,diff_bin1,0.4265701392389933
pp406,dyn,828,trial5,brow,diff_bin2,-0.23591806974381707
pp406,dyn,828,trial5,brow,diff_bin3,0.3221971027568632
pp406,dyn,828,trial5,brow,diff_bin4,0.24010153696473657
pp406,dyn,828,trial5,brow,diff_bin5,0.08595490727849378
pp406,dyn,828,trial5,brow,diff_bin6,0.8273962680518192
pp406,dyn,828,trial5,cheek,diff_bin1,-0.2047792996294802
pp406,dyn,828,trial5,cheek,diff_bin2,0.4636571429619893
pp406,dyn,828,trial5,cheek,diff_bin3,-0.3057068103090186
pp406,dyn,828,trial5,cheek,diff_bin4,-0.14791197795955696
pp406,dyn,828,trial5,cheek,diff_bin5,-0.37969596708630515
pp406,dyn,828,trial5,cheek,diff_bin6,-0.2849779752723706
pp406,dyn,828,trial6,brow,diff_bin1,0.2742191591776681
pp406,dyn,828,trial6,brow,diff_bin2,0.4845925536784778
pp406,dyn,828,trial6,brow,diff_bin3,0.023050497191639097
pp406,dyn,828,trial6,brow,diff_bin4,0.2567675385615703
pp406,dyn,828,trial6,brow,diff_bin5,0.08791890051064025
pp406,dyn,828,trial6,brow,diff_bin6,0.39273305866705444
pp406,dyn,828,trial6,cheek,diff_bin1,-0.7177856418136216
pp406,dyn,828,trial6,cheek,diff_bin2,-0.7532392550426021
pp406,dyn,828,trial6,cheek,diff_bin3,-0.5326871897462844
pp406,dyn,828,trial6,cheek,diff_bin4,-0.7353640591905147
pp406,dyn,828,trial6,cheek,diff_bin5,-0.3498259907996426
pp406,dyn,828,trial6,cheek,diff_bin6,-0.762987286497061
pp406,dyn,828,trial7,brow,diff_bin1,0.0456365950748831
pp406,dyn,828,trial7,brow,diff_bin2,0.0987770604235803
pp406,dyn,828,trial7,brow,diff_bin3,-0.07338233523619131
pp406,dyn,828,trial7,brow,diff_bin4,1.0094598609980374
pp406,dyn,828,trial7,brow,diff_bin5,-0.4585525085766972
pp406,dyn,828,trial7,brow,diff_bin6,0.7463949174344751
pp406,dyn,828,trial7,cheek,diff_bin1,-1.2346033381032353
pp406,dyn,828,trial7,cheek,diff_bin2,-0.8734467629052487
pp406,dyn,828,trial7,cheek,diff_bin3,-1.0072253678774485
pp406,dyn,828,trial7,cheek,diff_bin4,-0.9033529015594436
pp406,dyn,828,trial7,cheek,diff_bin5,-0.9744655900386933
pp406,dyn,828,trial7,cheek,diff_bin6,-1.3228606908033247
pp406,dyn,828,trial8,brow,diff_bin1,0.416613853441043
pp406,dyn,828,trial8,brow,diff_bin2,0.26785421918613583
pp406,dyn,828,trial8,brow,diff_bin3,0.5948336189610671
pp406,dyn,828,trial8,brow,diff_bin4,0.147095738267026
pp406,dyn,828,trial8,brow,diff_bin5,0.37789482377831735
pp406,dyn,828,trial8,brow,diff_bin6,0.48995555165724947
pp406,dyn,828,trial8,cheek,diff_bin1,0.008649477380326953
pp406,dyn,828,trial8,cheek,diff_bin2,-0.012627256379756702
pp406,dyn,828,trial8,cheek,diff_bin3,0.0023258129473406886
pp406,dyn,828,trial8,cheek,diff_bin4,0.047093704474726994
pp406,dyn,828,trial8,cheek,diff_bin5,-0.009476838720001934
pp406,dyn,828,trial8,cheek,diff_bin6,-0.048172186062643285
pp406,dyn,929,trial1,brow,diff_bin1,-1.1131107407629335
pp406,dyn,929,trial1,brow,diff_bin2,1.3984075354901297
pp406,dyn,929,trial1,brow,diff_bin3,-1.0911138427516458
pp406,dyn,929,trial1,brow,diff_bin4,-1.0935267677885983
pp406,dyn,929,trial1,brow,diff_bin5,-0.699827185015144
pp406,dyn,929,trial1,brow,diff_bin6,-0.8479695593768771
pp406,dyn,929,trial1,cheek,diff_bin1,0.19428539196678118
pp406,dyn,929,trial1,cheek,diff_bin2,0.4751063168410184
pp406,dyn,929,trial1,cheek,diff_bin3,0.26265858682885257
pp406,dyn,929,trial1,cheek,diff_bin4,0.2449431947711005
pp406,dyn,929,trial1,cheek,diff_bin5,0.22521884072741782
pp406,dyn,929,trial1,cheek,diff_bin6,0.676481926817089
pp406,dyn,929,trial2,brow,diff_bin1,-0.39668030276592336
pp406,dyn,929,trial2,brow,diff_bin2,-0.26329605130462036
pp406,dyn,929,trial2,brow,diff_bin3,0.2225997136947154
pp406,dyn,929,trial2,brow,diff_bin4,-0.1921428199823944
pp406,dyn,929,trial2,brow,diff_bin5,-0.13383981734533337
pp406,dyn,929,trial2,brow,diff_bin6,-0.12452480441198174
pp406,dyn,929,trial2,cheek,diff_bin1,NA
pp406,dyn,929,trial2,cheek,diff_bin2,NA
pp406,dyn,929,trial2,cheek,diff_bin3,NA
pp406,dyn,929,trial2,cheek,diff_bin4,NA
pp406,dyn,929,trial2,cheek,diff_bin5,NA
pp406,dyn,929,trial2,cheek,diff_bin6,NA
pp406,dyn,929,trial3,brow,diff_bin1,-0.020502475643359427
pp406,dyn,929,trial3,brow,diff_bin2,0.29547847512592773
pp406,dyn,929,trial3,brow,diff_bin3,-0.5684609171745428
pp406,dyn,929,trial3,brow,diff_bin4,-0.41986962652686505
pp406,dyn,929,trial3,brow,diff_bin5,-0.6235092767385049
pp406,dyn,929,trial3,brow,diff_bin6,-0.19776829405575141
pp406,dyn,929,trial3,cheek,diff_bin1,-0.20065263059750926
pp406,dyn,929,trial3,cheek,diff_bin2,-0.19588134588092398
pp406,dyn,929,trial3,cheek,diff_bin3,-0.061532013071812094
pp406,dyn,929,trial3,cheek,diff_bin4,-0.01893288732469174
pp406,dyn,929,trial3,cheek,diff_bin5,0.09843158505791562
pp406,dyn,929,trial3,cheek,diff_bin6,-0.13157173321766685
pp406,dyn,929,trial4,brow,diff_bin1,1.16527802790167
pp406,dyn,929,trial4,brow,diff_bin2,0.7092913104533962
pp406,dyn,929,trial4,brow,diff_bin3,0.5586237819832243
pp406,dyn,929,trial4,brow,diff_bin4,0.5153594749253092
pp406,dyn,929,trial4,brow,diff_bin5,0.21817689362995363
pp406,dyn,929,trial4,brow,diff_bin6,0.49914237409555884
pp406,dyn,929,trial4,cheek,diff_bin1,0.07079336645589124
pp406,dyn,929,trial4,cheek,diff_bin2,0.2720091726376266
pp406,dyn,929,trial4,cheek,diff_bin3,0.34024539281883903
pp406,dyn,929,trial4,cheek,diff_bin4,0.22883931905359423
pp406,dyn,929,trial4,cheek,diff_bin5,2.2220035584585123
pp406,dyn,929,trial4,cheek,diff_bin6,0.3118231465406158
pp406,dyn,929,trial5,brow,diff_bin1,-0.10434156199961825
pp406,dyn,929,trial5,brow,diff_bin2,-0.05310899086618534
pp406,dyn,929,trial5,brow,diff_bin3,-0.41392545569419414
pp406,dyn,929,trial5,brow,diff_bin4,-0.06320960729993975
pp406,dyn,929,trial5,brow,diff_bin5,-0.1384030851956681
pp406,dyn,929,trial5,brow,diff_bin6,-0.2516422183252047
pp406,dyn,929,trial5,cheek,diff_bin1,0.22412550695746736
pp406,dyn,929,trial5,cheek,diff_bin2,0.2586659556473886
pp406,dyn,929,trial5,cheek,diff_bin3,0.49647683073192883
pp406,dyn,929,trial5,cheek,diff_bin4,0.3231353721049811
pp406,dyn,929,trial5,cheek,diff_bin5,0.14910904007373904
pp406,dyn,929,trial5,cheek,diff_bin6,0.35217400444706953
pp406,dyn,929,trial6,brow,diff_bin1,0.1816661626197846
pp406,dyn,929,trial6,brow,diff_bin2,-0.46028412628105875
pp406,dyn,929,trial6,brow,diff_bin3,-0.17617623181384087
pp406,dyn,929,trial6,brow,diff_bin4,-0.39081433103112473
pp406,dyn,929,trial6,brow,diff_bin5,1.8485484468679971
pp406,dyn,929,trial6,brow,diff_bin6,-0.08083763558634717
pp406,dyn,929,trial6,cheek,diff_bin1,0.13555251728224982
pp406,dyn,929,trial6,cheek,diff_bin2,-0.04822184620345127
pp406,dyn,929,trial6,cheek,diff_bin3,-0.0013080180092753801
pp406,dyn,929,trial6,cheek,diff_bin4,0.05268283536261059
pp406,dyn,929,trial6,cheek,diff_bin5,0.34642503846453815
pp406,dyn,929,trial6,cheek,diff_bin6,0.004787355288945971
pp406,dyn,929,trial7,brow,diff_bin1,-0.5887004493355966
pp406,dyn,929,trial7,brow,diff_bin2,-1.2661151248260667
pp406,dyn,929,trial7,brow,diff_bin3,-0.4907805844639208
pp406,dyn,929,trial7,brow,diff_bin4,5.0294307547259
pp406,dyn,929,trial7,brow,diff_bin5,-0.3125608189438962
pp406,dyn,929,trial7,brow,diff_bin6,1.9385298969255293
pp406,dyn,929,trial7,cheek,diff_bin1,0.3223907790897156
pp406,dyn,929,trial7,cheek,diff_bin2,0.3662226769645661
pp406,dyn,929,trial7,cheek,diff_bin3,0.4215832771450412
pp406,dyn,929,trial7,cheek,diff_bin4,0.6186898429010094
pp406,dyn,929,trial7,cheek,diff_bin5,0.49968167434809513
pp406,dyn,929,trial7,cheek,diff_bin6,0.5683973059123137
pp406,dyn,929,trial8,brow,diff_bin1,NA
pp406,dyn,929,trial8,brow,diff_bin2,NA
pp406,dyn,929,trial8,brow,diff_bin3,NA
pp406,dyn,929,trial8,brow,diff_bin4,NA
pp406,dyn,929,trial8,brow,diff_bin5,NA
pp406,dyn,929,trial8,brow,diff_bin6,NA
pp406,dyn,929,trial8,cheek,diff_bin1,-0.236057543406963
pp406,dyn,929,trial8,cheek,diff_bin2,-0.2752551312460872
pp406,dyn,929,trial8,cheek,diff_bin3,-0.4494640961851411
pp406,dyn,929,trial8,cheek,diff_bin4,-0.42458036249577286
pp406,dyn,929,trial8,cheek,diff_bin5,-0.30764964326921873
pp406,dyn,929,trial8,cheek,diff_bin6,-0.3894920150824161
pp407,dyn,626,trial1,brow,diff_bin1,-0.14555890670234528
pp407,dyn,626,trial1,brow,diff_bin2,-0.06871564580023742
pp407,dyn,626,trial1,brow,diff_bin3,-0.2745024139755521
pp407,dyn,626,trial1,brow,diff_bin4,-0.1472710349399824
pp407,dyn,626,trial1,brow,diff_bin5,-0.0501583849019801
pp407,dyn,626,trial1,brow,diff_bin6,-0.2858429623022648
pp407,dyn,626,trial1,cheek,diff_bin1,0.10136538843203025
pp407,dyn,626,trial1,cheek,diff_bin2,0.1043000917259585
pp407,dyn,626,trial1,cheek,diff_bin3,0.06446282846692575
pp407,dyn,626,trial1,cheek,diff_bin4,0.05944715374639392
pp407,dyn,626,trial1,cheek,diff_bin5,0.09151545701277308
pp407,dyn,626,trial1,cheek,diff_bin6,0.08420537789880639
pp407,dyn,626,trial2,brow,diff_bin1,-0.9037584895298532
pp407,dyn,626,trial2,brow,diff_bin2,-1.1807366544249696
pp407,dyn,626,trial2,brow,diff_bin3,-1.1677760277658695
pp407,dyn,626,trial2,brow,diff_bin4,-1.1781408470969397
pp407,dyn,626,trial2,brow,diff_bin5,-0.9391608830887306
pp407,dyn,626,trial2,brow,diff_bin6,-1.282580669592785
pp407,dyn,626,trial2,cheek,diff_bin1,0.6672862880625192
pp407,dyn,626,trial2,cheek,diff_bin2,0.5990731118632862
pp407,dyn,626,trial2,cheek,diff_bin3,0.5763425008957694
pp407,dyn,626,trial2,cheek,diff_bin4,0.5421932262027866
pp407,dyn,626,trial2,cheek,diff_bin5,0.6170868542638346
pp407,dyn,626,trial2,cheek,diff_bin6,0.6504891135729083
pp407,dyn,626,trial3,brow,diff_bin1,-0.8617050357784471
pp407,dyn,626,trial3,brow,diff_bin2,-0.8781819688180701
pp407,dyn,626,trial3,brow,diff_bin3,-1.0377965045203403
pp407,dyn,626,trial3,brow,diff_bin4,-0.7584434520697926
pp407,dyn,626,trial3,brow,diff_bin5,-0.7089758329888235
pp407,dyn,626,trial3,brow,diff_bin6,-1.103041477361038
pp407,dyn,626,trial3,cheek,diff_bin1,0.687005327098489
pp407,dyn,626,trial3,cheek,diff_bin2,-0.08187626426236028
pp407,dyn,626,trial3,cheek,diff_bin3,0.28426799033646466
pp407,dyn,626,trial3,cheek,diff_bin4,0.32999600348003694
pp407,dyn,626,trial3,cheek,diff_bin5,0.3103281555865471
pp407,dyn,626,trial3,cheek,diff_bin6,0.4333615893163592
pp407,dyn,626,trial4,brow,diff_bin1,-1.9900957912322488
pp407,dyn,626,trial4,brow,diff_bin2,-1.9485996939458683
pp407,dyn,626,trial4,brow,diff_bin3,-1.930336992744409
pp407,dyn,626,trial4,brow,diff_bin4,-1.69003151010061
pp407,dyn,626,trial4,brow,diff_bin5,-1.6777704627214045
pp407,dyn,626,trial4,brow,diff_bin6,-2.151127895475358
pp407,dyn,626,trial4,cheek,diff_bin1,0.6775425346835061
pp407,dyn,626,trial4,cheek,diff_bin2,0.5544450710636447
pp407,dyn,626,trial4,cheek,diff_bin3,0.5063799669332714
pp407,dyn,626,trial4,cheek,diff_bin4,0.7829997635947736
pp407,dyn,626,trial4,cheek,diff_bin5,1.3890320012634612
pp407,dyn,626,trial4,cheek,diff_bin6,1.129614901728549
pp407,dyn,626,trial5,brow,diff_bin1,0.5323586068849893
pp407,dyn,626,trial5,brow,diff_bin2,2.1193726133069646
pp407,dyn,626,trial5,brow,diff_bin3,2.294543582996365
pp407,dyn,626,trial5,brow,diff_bin4,1.3066824098420247
pp407,dyn,626,trial5,brow,diff_bin5,0.6754593895855371
pp407,dyn,626,trial5,brow,diff_bin6,0.3154338001745103
pp407,dyn,626,trial5,cheek,diff_bin1,-1.0515419667293173
pp407,dyn,626,trial5,cheek,diff_bin2,-0.76013126546641685
pp407,dyn,626,trial5,cheek,diff_bin3,-0.5152809659177303
pp407,dyn,626,trial5,cheek,diff_bin4,-0.6100238598940745
pp407,dyn,626,trial5,cheek,diff_bin5,-1.0687873504492735
pp407,dyn,626,trial5,cheek,diff_bin6,-1.2309857335926004
pp407,dyn,626,trial7,brow,diff_bin1,-1.789874527754071
pp407,dyn,626,trial7,brow,diff_bin2,-1.7810929667932887
pp407,dyn,626,trial7,brow,diff_bin3,-2.7438613357766726
pp407,dyn,626,trial7,brow,diff_bin4,-2.733901536028699
pp407,dyn,626,trial7,brow,diff_bin5,-2.046933093153241
pp407,dyn,626,trial7,brow,diff_bin6,-2.079629219497789
pp407,dyn,626,trial7,cheek,diff_bin1,0.38538503275491803
pp407,dyn,626,trial7,cheek,diff_bin2,0.46671366476592485
pp407,dyn,626,trial7,cheek,diff_bin3,0.4355417799602365
pp407,dyn,626,trial7,cheek,diff_bin4,0.42560647535424684
pp407,dyn,626,trial7,cheek,diff_bin5,0.41500952855108064
pp407,dyn,626,trial7,cheek,diff_bin6,0.4798824788194064
pp407,dyn,626,trial8,brow,diff_bin1,-0.5869585645853364
pp407,dyn,626,trial8,brow,diff_bin2,-0.7983971969429576
pp407,dyn,626,trial8,brow,diff_bin3,-1.506242558328955
pp407,dyn,626,trial8,brow,diff_bin4,-0.9098880421808987
pp407,dyn,626,trial8,brow,diff_bin5,-0.6092162316746146
pp407,dyn,626,trial8,brow,diff_bin6,-0.43549965048815276
pp407,dyn,626,trial8,cheek,diff_bin1,-1.5968465448443574
pp407,dyn,626,trial8,cheek,diff_bin2,-1.6698939777423158
pp407,dyn,626,trial8,cheek,diff_bin3,-1.663170839287135
pp407,dyn,626,trial8,cheek,diff_bin4,-1.7175642308840515
pp407,dyn,626,trial8,cheek,diff_bin5,-1.5324324754547187
pp407,dyn,626,trial8,cheek,diff_bin6,-1.5503608446685344
pp407,dyn,727,trial1,brow,diff_bin1,NA
pp407,dyn,727,trial1,brow,diff_bin2,NA
pp407,dyn,727,trial1,brow,diff_bin3,NA
pp407,dyn,727,trial1,brow,diff_bin4,NA
pp407,dyn,727,trial1,brow,diff_bin5,NA
pp407,dyn,727,trial1,brow,diff_bin6,NA
pp407,dyn,727,trial1,cheek,diff_bin1,0.035992090679805244
pp407,dyn,727,trial1,cheek,diff_bin2,2.2354401571714115
pp407,dyn,727,trial1,cheek,diff_bin3,-0.8649404772594718
pp407,dyn,727,trial1,cheek,diff_bin4,-1.1764138774044994
pp407,dyn,727,trial1,cheek,diff_bin5,-1.4393419492437838
pp407,dyn,727,trial1,cheek,diff_bin6,-1.3450472644977851
pp407,dyn,727,trial2,brow,diff_bin1,1.0269123333029597
pp407,dyn,727,trial2,brow,diff_bin2,0.9617410003864619
pp407,dyn,727,trial2,brow,diff_bin3,1.344281996621465
pp407,dyn,727,trial2,brow,diff_bin4,6.074505707609927
pp407,dyn,727,trial2,brow,diff_bin5,2.626132157160991
pp407,dyn,727,trial2,brow,diff_bin6,11.80700560691477
pp407,dyn,727,trial2,cheek,diff_bin1,-1.044041158893141
pp407,dyn,727,trial2,cheek,diff_bin2,-1.3861315181300964
pp407,dyn,727,trial2,cheek,diff_bin3,-0.03528225611077107
pp407,dyn,727,trial2,cheek,diff_bin4,2.737852281926264
pp407,dyn,727,trial2,cheek,diff_bin5,2.7290161570994544
pp407,dyn,727,trial2,cheek,diff_bin6,9.107727162056687
pp407,dyn,727,trial3,brow,diff_bin1,-1.0707509673625046
pp407,dyn,727,trial3,brow,diff_bin2,-0.6560109142712993
pp407,dyn,727,trial3,brow,diff_bin3,-0.8129928226834402
pp407,dyn,727,trial3,brow,diff_bin4,-0.8113359243889529
pp407,dyn,727,trial3,brow,diff_bin5,-1.1428444531537494
pp407,dyn,727,trial3,brow,diff_bin6,-0.7728406540136994
pp407,dyn,727,trial3,cheek,diff_bin1,NA
pp407,dyn,727,trial3,cheek,diff_bin2,NA
pp407,dyn,727,trial3,cheek,diff_bin3,NA
pp407,dyn,727,trial3,cheek,diff_bin4,NA
pp407,dyn,727,trial3,cheek,diff_bin5,NA
pp407,dyn,727,trial3,cheek,diff_bin6,NA
pp407,dyn,727,trial4,brow,diff_bin1,1.9974649352003817
pp407,dyn,727,trial4,brow,diff_bin2,1.37452640641633
pp407,dyn,727,trial4,brow,diff_bin3,1.1646342124668971
pp407,dyn,727,trial4,brow,diff_bin4,0.6439447184337579
pp407,dyn,727,trial4,brow,diff_bin5,0.33747376389676875
pp407,dyn,727,trial4,brow,diff_bin6,0.30958264260623347
pp407,dyn,727,trial4,cheek,diff_bin1,-0.02348113293331111
pp407,dyn,727,trial4,cheek,diff_bin2,-0.3318597550592874
pp407,dyn,727,trial4,cheek,diff_bin3,-0.14832874688118794
pp407,dyn,727,trial4,cheek,diff_bin4,-0.4450539290181838
pp407,dyn,727,trial4,cheek,diff_bin5,-0.616035078746612
pp407,dyn,727,trial4,cheek,diff_bin6,-0.68784460043695
pp407,dyn,727,trial5,brow,diff_bin1,0.4544367975866832
pp407,dyn,727,trial5,brow,diff_bin2,0.061438932115360556
pp407,dyn,727,trial5,brow,diff_bin3,0.5774891109239353
pp407,dyn,727,trial5,brow,diff_bin4,0.14975161121153024
pp407,dyn,727,trial5,brow,diff_bin5,0.6672745885040939
pp407,dyn,727,trial5,brow,diff_bin6,0.28985156700095116
pp407,dyn,727,trial5,cheek,diff_bin1,0.23429006135492428
pp407,dyn,727,trial5,cheek,diff_bin2,0.11207834454741206
pp407,dyn,727,trial5,cheek,diff_bin3,0.28341165867111173
pp407,dyn,727,trial5,cheek,diff_bin4,0.22909296861258593
pp407,dyn,727,trial5,cheek,diff_bin5,0.35895625728099456
pp407,dyn,727,trial5,cheek,diff_bin6,0.30877816677899295
pp407,dyn,727,trial6,brow,diff_bin1,0.3427889092720652
pp407,dyn,727,trial6,brow,diff_bin2,0.9484956957934493
pp407,dyn,727,trial6,brow,diff_bin3,0.5462007898919482
pp407,dyn,727,trial6,brow,diff_bin4,0.5218443849629859
pp407,dyn,727,trial6,brow,diff_bin5,0.16307067426334942
pp407,dyn,727,trial6,brow,diff_bin6,0.327361345152284
pp407,dyn,727,trial6,cheek,diff_bin1,-1.8458437527828166
pp407,dyn,727,trial6,cheek,diff_bin2,-2.3247873303519
pp407,dyn,727,trial6,cheek,diff_bin3,-2.422987838390909
pp407,dyn,727,trial6,cheek,diff_bin4,-2.4443524783707065
pp407,dyn,727,trial6,cheek,diff_bin5,-2.5081796071015594
pp407,dyn,727,trial6,cheek,diff_bin6,-2.561857998259592
pp407,dyn,727,trial7,brow,diff_bin1,0.6273785212150295
pp407,dyn,727,trial7,brow,diff_bin2,1.567981273014384
pp407,dyn,727,trial7,brow,diff_bin3,2.0189153488496103
pp407,dyn,727,trial7,brow,diff_bin4,1.0242240727257725
pp407,dyn,727,trial7,brow,diff_bin5,1.165539087264484
pp407,dyn,727,trial7,brow,diff_bin6,1.1229199811340624
pp407,dyn,727,trial7,cheek,diff_bin1,-0.38363811177431006
pp407,dyn,727,trial7,cheek,diff_bin2,-0.41804350602749024
pp407,dyn,727,trial7,cheek,diff_bin3,-0.16946880120760022
pp407,dyn,727,trial7,cheek,diff_bin4,-1.0325703757760571
pp407,dyn,727,trial7,cheek,diff_bin5,-1.0957465339580754
pp407,dyn,727,trial7,cheek,diff_bin6,-1.0577127792687657
pp407,dyn,727,trial8,brow,diff_bin1,-0.17224365651866397
pp407,dyn,727,trial8,brow,diff_bin2,0.46163040100900316
pp407,dyn,727,trial8,brow,diff_bin3,-0.33519039879095885
pp407,dyn,727,trial8,brow,diff_bin4,0.4510814818674345
pp407,dyn,727,trial8,brow,diff_bin5,2.274571694874838
pp407,dyn,727,trial8,brow,diff_bin6,0.4594948432072197
pp407,dyn,727,trial8,cheek,diff_bin1,-0.4702933730554386
pp407,dyn,727,trial8,cheek,diff_bin2,-0.45060418186526574
pp407,dyn,727,trial8,cheek,diff_bin3,-0.38559250016849966
pp407,dyn,727,trial8,cheek,diff_bin4,-0.2869864694925119
pp407,dyn,727,trial8,cheek,diff_bin5,0.46563152979580436
pp407,dyn,727,trial8,cheek,diff_bin6,0.3416589910119353
pp407,dyn,828,trial2,brow,diff_bin1,0.7331210344454514
pp407,dyn,828,trial2,brow,diff_bin2,0.7110106472045717
pp407,dyn,828,trial2,brow,diff_bin3,0.7650623515669553
pp407,dyn,828,trial2,brow,diff_bin4,0.46718885818025
pp407,dyn,828,trial2,brow,diff_bin5,0.47711183796612344
pp407,dyn,828,trial2,brow,diff_bin6,0.7166072814437288
pp407,dyn,828,trial2,cheek,diff_bin1,0.19502384442802526
pp407,dyn,828,trial2,cheek,diff_bin2,0.20183235606993877
pp407,dyn,828,trial2,cheek,diff_bin3,0.16665860313616648
pp407,dyn,828,trial2,cheek,diff_bin4,0.1792938347725701
pp407,dyn,828,trial2,cheek,diff_bin5,0.21582288704572014
pp407,dyn,828,trial2,cheek,diff_bin6,0.24028230504456904
pp407,dyn,828,trial3,brow,diff_bin1,0.3278931757237502
pp407,dyn,828,trial3,brow,diff_bin2,0.4894223494552059
pp407,dyn,828,trial3,brow,diff_bin3,0.16697153136693976
pp407,dyn,828,trial3,brow,diff_bin4,2.605999460776352
pp407,dyn,828,trial3,brow,diff_bin5,0.5153988327165557
pp407,dyn,828,trial3,brow,diff_bin6,0.6727121207875939
pp407,dyn,828,trial3,cheek,diff_bin1,0.7499173400668764
pp407,dyn,828,trial3,cheek,diff_bin2,0.6900707361674239
pp407,dyn,828,trial3,cheek,diff_bin3,0.8957881012476206
pp407,dyn,828,trial3,cheek,diff_bin4,0.7662022754360924
pp407,dyn,828,trial3,cheek,diff_bin5,0.6303842069930949
pp407,dyn,828,trial3,cheek,diff_bin6,0.7734910112533759
pp407,dyn,828,trial4,brow,diff_bin1,0.27366435478001894
pp407,dyn,828,trial4,brow,diff_bin2,0.07566500858879399
pp407,dyn,828,trial4,brow,diff_bin3,-0.3131353812031609
pp407,dyn,828,trial4,brow,diff_bin4,-0.2125984746898854
pp407,dyn,828,trial4,brow,diff_bin5,-0.20238093520721417
pp407,dyn,828,trial4,brow,diff_bin6,0.04922827580119776
pp407,dyn,828,trial4,cheek,diff_bin1,0.8690498984537358
pp407,dyn,828,trial4,cheek,diff_bin2,0.8953661832640156
pp407,dyn,828,trial4,cheek,diff_bin3,1.2385343789834682
pp407,dyn,828,trial4,cheek,diff_bin4,1.1213703518415126
pp407,dyn,828,trial4,cheek,diff_bin5,1.127261101726052
pp407,dyn,828,trial4,cheek,diff_bin6,1.145093426104794
pp407,dyn,828,trial5,brow,diff_bin1,0.20309808682942654
pp407,dyn,828,trial5,brow,diff_bin2,0.32552446081098346
pp407,dyn,828,trial5,brow,diff_bin3,0.413745090001904
pp407,dyn,828,trial5,brow,diff_bin4,0.30166512537036727
pp407,dyn,828,trial5,brow,diff_bin5,0.13615939573214214
pp407,dyn,828,trial5,brow,diff_bin6,-0.011138862647773085
pp407,dyn,828,trial5,cheek,diff_bin1,-0.4549709858377228
pp407,dyn,828,trial5,cheek,diff_bin2,-0.09651031804481894
pp407,dyn,828,trial5,cheek,diff_bin3,-0.5573867949716466
pp407,dyn,828,trial5,cheek,diff_bin4,-0.2556352664657773
pp407,dyn,828,trial5,cheek,diff_bin5,-0.42520775861311993
pp407,dyn,828,trial5,cheek,diff_bin6,-0.5977469689994155
pp407,dyn,828,trial6,brow,diff_bin1,0.3347706945118065
pp407,dyn,828,trial6,brow,diff_bin2,0.40739806975349707
pp407,dyn,828,trial6,brow,diff_bin3,0.2837198170605497
pp407,dyn,828,trial6,brow,diff_bin4,0.05306116448687659
pp407,dyn,828,trial6,brow,diff_bin5,0.6595964001555042
