pp_no,condition,emotion,bin,bin_no,trial,muscle,rms
pp443,dyn,626,bin_3,3,trial3,brow,3.2577
pp443,dyn,626,bin_3,3,trial3,cheek,3.8439
pp443,dyn,626,bin_4,4,trial3,brow,3.0322
pp443,dyn,626,bin_4,4,trial3,cheek,3.7414
pp443,dyn,626,bin_5,5,trial3,brow,4.1576
pp443,dyn,626,bin_5,5,trial3,cheek,3.6674
pp443,dyn,626,bin_6,6,trial3,brow,6.2859
pp443,dyn,626,bin_6,6,trial3,cheek,3.8955
pp443,dyn,626,bin_0,0,trial4,brow,5.6667
pp443,dyn,626,bin_0,0,trial4,cheek,3.9556
pp443,dyn,626,bin_1,1,trial4,brow,5.1633
pp443,dyn,626,bin_1,1,trial4,cheek,3.5885
pp443,dyn,626,bin_2,2,trial4,brow,4.4301
pp443,dyn,626,bin_2,2,trial4,cheek,3.9109
pp443,dyn,626,bin_3,3,trial4,brow,2.8661
pp443,dyn,626,bin_3,3,trial4,cheek,3.6998
pp443,dyn,626,bin_4,4,trial4,brow,2.9667
pp443,dyn,626,bin_4,4,trial4,cheek,4.6817
pp443,dyn,626,bin_5,5,trial4,brow,2.9867
pp443,dyn,626,bin_5,5,trial4,cheek,4.4306
pp443,dyn,626,bin_6,6,trial4,brow,2.7584
pp443,dyn,626,bin_6,6,trial4,cheek,4.0751
pp443,dyn,626,bin_0,0,trial5,brow,3.3662
pp443,dyn,626,bin_0,0,trial5,cheek,7.149
pp443,dyn,626,bin_1,1,trial5,brow,3.6718
pp443,dyn,626,bin_1,1,trial5,cheek,7.1026
pp443,dyn,626,bin_2,2,trial5,brow,3.4218
pp443,dyn,626,bin_2,2,trial5,cheek,4.6997
pp443,dyn,626,bin_3,3,trial5,brow,3.0112
pp443,dyn,626,bin_3,3,trial5,cheek,4.2147
pp443,dyn,626,bin_4,4,trial5,brow,4.132
pp443,dyn,626,bin_4,4,trial5,cheek,4.1521
pp443,dyn,626,bin_5,5,trial5,brow,14.4187
pp443,dyn,626,bin_5,5,trial5,cheek,11.8071
pp443,dyn,626,bin_6,6,trial5,brow,4.0686
pp443,dyn,626,bin_6,6,trial5,cheek,4.3646
pp443,dyn,626,bin_0,0,trial6,brow,3.3877
pp443,dyn,626,bin_0,0,trial6,cheek,3.7249
pp443,dyn,626,bin_1,1,trial6,brow,3.4065
pp443,dyn,626,bin_1,1,trial6,cheek,4.2524
pp443,dyn,626,bin_2,2,trial6,brow,3.4659
pp443,dyn,626,bin_2,2,trial6,cheek,3.9931
pp443,dyn,626,bin_3,3,trial6,brow,3.4822
pp443,dyn,626,bin_3,3,trial6,cheek,4.1313
pp443,dyn,626,bin_4,4,trial6,brow,3.479
pp443,dyn,626,bin_4,4,trial6,cheek,3.8479
pp443,dyn,626,bin_5,5,trial6,brow,3.3402
pp443,dyn,626,bin_5,5,trial6,cheek,3.9414
pp443,dyn,626,bin_6,6,trial6,brow,3.3599
pp443,dyn,626,bin_6,6,trial6,cheek,3.7678
pp443,dyn,626,bin_0,0,trial7,brow,5.4436
pp443,dyn,626,bin_0,0,trial7,cheek,3.8029
pp443,dyn,626,bin_1,1,trial7,brow,5.243
pp443,dyn,626,bin_1,1,trial7,cheek,3.7244
pp443,dyn,626,bin_2,2,trial7,brow,4.6356
pp443,dyn,626,bin_2,2,trial7,cheek,3.8598
pp443,dyn,626,bin_3,3,trial7,brow,4.1571
pp443,dyn,626,bin_3,3,trial7,cheek,3.9404
pp443,dyn,626,bin_4,4,trial7,brow,4.2954
pp443,dyn,626,bin_4,4,trial7,cheek,3.7813
pp443,dyn,626,bin_5,5,trial7,brow,4.3435
pp443,dyn,626,bin_5,5,trial7,cheek,4.0614
pp443,dyn,626,bin_6,6,trial7,brow,3.8095
pp443,dyn,626,bin_6,6,trial7,cheek,3.7911
pp443,dyn,626,bin_0,0,trial8,brow,3.8517
pp443,dyn,626,bin_0,0,trial8,cheek,4.2939
pp443,dyn,626,bin_1,1,trial8,brow,4.7738
pp443,dyn,626,bin_1,1,trial8,cheek,5.1033
pp443,dyn,626,bin_2,2,trial8,brow,4.0385
pp443,dyn,626,bin_2,2,trial8,cheek,12.5153
pp443,dyn,626,bin_3,3,trial8,brow,2.8555
pp443,dyn,626,bin_3,3,trial8,cheek,8.5161
pp443,dyn,626,bin_4,4,trial8,brow,6.3354
pp443,dyn,626,bin_4,4,trial8,cheek,6.8416
pp443,dyn,626,bin_5,5,trial8,brow,2.83
pp443,dyn,626,bin_5,5,trial8,cheek,3.5939
pp443,dyn,626,bin_6,6,trial8,brow,2.9665
pp443,dyn,626,bin_6,6,trial8,cheek,3.5676
pp443,dyn,727,bin_0,0,trial1,brow,3.525
pp443,dyn,727,bin_0,0,trial1,cheek,9.4576
pp443,dyn,727,bin_1,1,trial1,brow,3.5554
pp443,dyn,727,bin_1,1,trial1,cheek,3.8484
pp443,dyn,727,bin_2,2,trial1,brow,3.5428
pp443,dyn,727,bin_2,2,trial1,cheek,4.2053
pp443,dyn,727,bin_3,3,trial1,brow,3.5759
pp443,dyn,727,bin_3,3,trial1,cheek,3.5596
pp443,dyn,727,bin_4,4,trial1,brow,3.6393
pp443,dyn,727,bin_4,4,trial1,cheek,3.649
pp443,dyn,727,bin_5,5,trial1,brow,12.5465
pp443,dyn,727,bin_5,5,trial1,cheek,3.7054
pp443,dyn,727,bin_6,6,trial1,brow,20.8937
pp443,dyn,727,bin_6,6,trial1,cheek,3.6074
pp443,dyn,727,bin_0,0,trial2,brow,4.442
pp443,dyn,727,bin_0,0,trial2,cheek,3.804
pp443,dyn,727,bin_1,1,trial2,brow,3.9413
pp443,dyn,727,bin_1,1,trial2,cheek,3.8168
pp443,dyn,727,bin_2,2,trial2,brow,3.9306
pp443,dyn,727,bin_2,2,trial2,cheek,3.9238
pp443,dyn,727,bin_3,3,trial2,brow,4.2232
pp443,dyn,727,bin_3,3,trial2,cheek,3.8408
pp443,dyn,727,bin_4,4,trial2,brow,3.6716
pp443,dyn,727,bin_4,4,trial2,cheek,3.3805
pp443,dyn,727,bin_5,5,trial2,brow,3.9479
pp443,dyn,727,bin_5,5,trial2,cheek,3.5166
pp443,dyn,727,bin_6,6,trial2,brow,3.9797
pp443,dyn,727,bin_6,6,trial2,cheek,9.2108
pp443,dyn,727,bin_0,0,trial3,brow,6.5253
pp443,dyn,727,bin_0,0,trial3,cheek,6.7261
pp443,dyn,727,bin_1,1,trial3,brow,9.0117
pp443,dyn,727,bin_1,1,trial3,cheek,10.7559
pp443,dyn,727,bin_2,2,trial3,brow,10.8285
pp443,dyn,727,bin_2,2,trial3,cheek,12.6113
pp443,dyn,727,bin_3,3,trial3,brow,15.2517
pp443,dyn,727,bin_3,3,trial3,cheek,11.8519
pp443,dyn,727,bin_4,4,trial3,brow,10.2452
pp443,dyn,727,bin_4,4,trial3,cheek,9.4782
pp443,dyn,727,bin_5,5,trial3,brow,14.4297
pp443,dyn,727,bin_5,5,trial3,cheek,6.7229
pp443,dyn,727,bin_6,6,trial3,brow,5.3126
pp443,dyn,727,bin_6,6,trial3,cheek,3.7997
pp443,dyn,727,bin_0,0,trial4,brow,4.4788
pp443,dyn,727,bin_0,0,trial4,cheek,4.0434
pp443,dyn,727,bin_1,1,trial4,brow,6.5354
pp443,dyn,727,bin_1,1,trial4,cheek,3.4838
pp443,dyn,727,bin_2,2,trial4,brow,5.4489
pp443,dyn,727,bin_2,2,trial4,cheek,3.7443
pp443,dyn,727,bin_3,3,trial4,brow,5.4365
pp443,dyn,727,bin_3,3,trial4,cheek,3.5638
pp443,dyn,727,bin_4,4,trial4,brow,5.0296
pp443,dyn,727,bin_4,4,trial4,cheek,3.6661
pp443,dyn,727,bin_5,5,trial4,brow,5.3154
pp443,dyn,727,bin_5,5,trial4,cheek,3.5734
pp443,dyn,727,bin_6,6,trial4,brow,5.023
pp443,dyn,727,bin_6,6,trial4,cheek,3.5668
pp443,dyn,727,bin_0,0,trial5,brow,5.4379
pp443,dyn,727,bin_0,0,trial5,cheek,5.1236
pp443,dyn,727,bin_1,1,trial5,brow,5.2234
pp443,dyn,727,bin_1,1,trial5,cheek,3.4644
pp443,dyn,727,bin_2,2,trial5,brow,7.4155
pp443,dyn,727,bin_2,2,trial5,cheek,5.9812
pp443,dyn,727,bin_3,3,trial5,brow,6.2637
pp443,dyn,727,bin_3,3,trial5,cheek,7.1092
pp443,dyn,727,bin_4,4,trial5,brow,7.1525
pp443,dyn,727,bin_4,4,trial5,cheek,6.4162
pp443,dyn,727,bin_5,5,trial5,brow,5.3674
pp443,dyn,727,bin_5,5,trial5,cheek,4.2047
pp443,dyn,727,bin_6,6,trial5,brow,5.1304
pp443,dyn,727,bin_6,6,trial5,cheek,4.0429
pp443,dyn,727,bin_0,0,trial6,brow,5.2669
pp443,dyn,727,bin_0,0,trial6,cheek,3.78
pp443,dyn,727,bin_1,1,trial6,brow,5.519
pp443,dyn,727,bin_1,1,trial6,cheek,4.2382
pp443,dyn,727,bin_2,2,trial6,brow,5.5241
pp443,dyn,727,bin_2,2,trial6,cheek,3.7023
pp443,dyn,727,bin_3,3,trial6,brow,5.3299
pp443,dyn,727,bin_3,3,trial6,cheek,3.8879
pp443,dyn,727,bin_4,4,trial6,brow,4.4494
pp443,dyn,727,bin_4,4,trial6,cheek,3.7629
pp443,dyn,727,bin_5,5,trial6,brow,5.1129
pp443,dyn,727,bin_5,5,trial6,cheek,4.0194
pp443,dyn,727,bin_6,6,trial6,brow,4.8594
pp443,dyn,727,bin_6,6,trial6,cheek,3.9927
pp443,dyn,727,bin_0,0,trial7,brow,5.9916
pp443,dyn,727,bin_0,0,trial7,cheek,3.5257
pp443,dyn,727,bin_1,1,trial7,brow,6.0051
pp443,dyn,727,bin_1,1,trial7,cheek,3.6821
pp443,dyn,727,bin_2,2,trial7,brow,4.7579
pp443,dyn,727,bin_2,2,trial7,cheek,3.8462
pp443,dyn,727,bin_3,3,trial7,brow,5.0073
pp443,dyn,727,bin_3,3,trial7,cheek,3.9184
pp443,dyn,727,bin_4,4,trial7,brow,5.2594
pp443,dyn,727,bin_4,4,trial7,cheek,3.582
pp443,dyn,727,bin_5,5,trial7,brow,6.1127
pp443,dyn,727,bin_5,5,trial7,cheek,3.7284
pp443,dyn,727,bin_6,6,trial7,brow,6.3771
pp443,dyn,727,bin_6,6,trial7,cheek,3.845
pp443,dyn,727,bin_0,0,trial8,brow,4.0397
pp443,dyn,727,bin_0,0,trial8,cheek,3.6996000000000002
pp443,dyn,727,bin_1,1,trial8,brow,4.0314
pp443,dyn,727,bin_1,1,trial8,cheek,3.8408
pp443,dyn,727,bin_2,2,trial8,brow,3.4486
pp443,dyn,727,bin_2,2,trial8,cheek,4.0026
pp443,dyn,727,bin_3,3,trial8,brow,6.0722
pp443,dyn,727,bin_3,3,trial8,cheek,3.8971
pp443,dyn,727,bin_4,4,trial8,brow,5.4683
pp443,dyn,727,bin_4,4,trial8,cheek,3.9333
pp443,dyn,727,bin_5,5,trial8,brow,18.6953
pp443,dyn,727,bin_5,5,trial8,cheek,5.6252
pp443,dyn,727,bin_6,6,trial8,brow,11.9627
pp443,dyn,727,bin_6,6,trial8,cheek,4.1138
pp443,dyn,828,bin_0,0,trial1,brow,10.8552
pp443,dyn,828,bin_0,0,trial1,cheek,3.5773
pp443,dyn,828,bin_1,1,trial1,brow,7.8576
pp443,dyn,828,bin_1,1,trial1,cheek,4.3217
pp443,dyn,828,bin_2,2,trial1,brow,7.5336
pp443,dyn,828,bin_2,2,trial1,cheek,3.9251
pp443,dyn,828,bin_3,3,trial1,brow,8.0762
pp443,dyn,828,bin_3,3,trial1,cheek,3.5323
pp443,dyn,828,bin_4,4,trial1,brow,5.1499
pp443,dyn,828,bin_4,4,trial1,cheek,3.2887
pp443,dyn,828,bin_5,5,trial1,brow,5.3475
pp443,dyn,828,bin_5,5,trial1,cheek,3.0557
pp443,dyn,828,bin_6,6,trial1,brow,6.1613
pp443,dyn,828,bin_6,6,trial1,cheek,3.0964
pp443,dyn,828,bin_0,0,trial2,brow,6.2608
pp443,dyn,828,bin_0,0,trial2,cheek,3.4081
pp443,dyn,828,bin_1,1,trial2,brow,13.1005
pp443,dyn,828,bin_1,1,trial2,cheek,8.525
pp443,dyn,828,bin_2,2,trial2,brow,11.9291
pp443,dyn,828,bin_2,2,trial2,cheek,4.1098
pp443,dyn,828,bin_3,3,trial2,brow,11.7495
pp443,dyn,828,bin_3,3,trial2,cheek,5.028
pp443,dyn,828,bin_4,4,trial2,brow,9.4853
pp443,dyn,828,bin_4,4,trial2,cheek,4.856
pp443,dyn,828,bin_5,5,trial2,brow,8.0852
pp443,dyn,828,bin_5,5,trial2,cheek,4.5877
pp443,dyn,828,bin_6,6,trial2,brow,8.0224
pp443,dyn,828,bin_6,6,trial2,cheek,3.6109
pp443,dyn,828,bin_0,0,trial3,brow,8.3764
pp443,dyn,828,bin_0,0,trial3,cheek,2.9067
pp443,dyn,828,bin_1,1,trial3,brow,8.2966
pp443,dyn,828,bin_1,1,trial3,cheek,3.2239
pp443,dyn,828,bin_2,2,trial3,brow,8.9732
pp443,dyn,828,bin_2,2,trial3,cheek,3.5847
pp443,dyn,828,bin_3,3,trial3,brow,7.5594
pp443,dyn,828,bin_3,3,trial3,cheek,3.8537
pp443,dyn,828,bin_4,4,trial3,brow,7.8592
pp443,dyn,828,bin_4,4,trial3,cheek,3.765
pp443,dyn,828,bin_5,5,trial3,brow,7.9399
pp443,dyn,828,bin_5,5,trial3,cheek,3.3425
pp443,dyn,828,bin_6,6,trial3,brow,9.5218
pp443,dyn,828,bin_6,6,trial3,cheek,3.2492
pp443,dyn,828,bin_0,0,trial4,brow,8.7823
pp443,dyn,828,bin_0,0,trial4,cheek,2.989
pp443,dyn,828,bin_1,1,trial4,brow,10.1161
pp443,dyn,828,bin_1,1,trial4,cheek,3.1586
pp443,dyn,828,bin_2,2,trial4,brow,9.2932
pp443,dyn,828,bin_2,2,trial4,cheek,3.6167
pp443,dyn,828,bin_3,3,trial4,brow,7.7392
pp443,dyn,828,bin_3,3,trial4,cheek,4.2237
pp443,dyn,828,bin_4,4,trial4,brow,8.3354
pp443,dyn,828,bin_4,4,trial4,cheek,3.8442
pp443,dyn,828,bin_5,5,trial4,brow,12.0221
pp443,dyn,828,bin_5,5,trial4,cheek,3.6055
pp443,dyn,828,bin_6,6,trial4,brow,11.8276
pp443,dyn,828,bin_6,6,trial4,cheek,3.5617
pp443,dyn,828,bin_0,0,trial5,brow,8.1702
pp443,dyn,828,bin_0,0,trial5,cheek,5.4715
pp443,dyn,828,bin_1,1,trial5,brow,8.0987
pp443,dyn,828,bin_1,1,trial5,cheek,3.2389
pp443,dyn,828,bin_2,2,trial5,brow,8.2959
pp443,dyn,828,bin_2,2,trial5,cheek,3.4907
pp443,dyn,828,bin_3,3,trial5,brow,8.4012
pp443,dyn,828,bin_3,3,trial5,cheek,3.599
pp443,dyn,828,bin_4,4,trial5,brow,7.6173
pp443,dyn,828,bin_4,4,trial5,cheek,3.3167
pp443,dyn,828,bin_5,5,trial5,brow,7.1837
pp443,dyn,828,bin_5,5,trial5,cheek,4.8234
pp443,dyn,828,bin_6,6,trial5,brow,7.9519
pp443,dyn,828,bin_6,6,trial5,cheek,4.372
pp443,dyn,828,bin_0,0,trial6,brow,8.1317
pp443,dyn,828,bin_0,0,trial6,cheek,3.6015
pp443,dyn,828,bin_1,1,trial6,brow,8.4745
pp443,dyn,828,bin_1,1,trial6,cheek,3.5921
pp443,dyn,828,bin_2,2,trial6,brow,7.2187
pp443,dyn,828,bin_2,2,trial6,cheek,3.818
pp443,dyn,828,bin_3,3,trial6,brow,8.7233
pp443,dyn,828,bin_3,3,trial6,cheek,6.1823
pp443,dyn,828,bin_4,4,trial6,brow,7.9549
pp443,dyn,828,bin_4,4,trial6,cheek,3.4335
pp443,dyn,828,bin_5,5,trial6,brow,7.6312
pp443,dyn,828,bin_5,5,trial6,cheek,3.7014
pp443,dyn,828,bin_6,6,trial6,brow,8.1322
pp443,dyn,828,bin_6,6,trial6,cheek,5.1807
pp443,dyn,828,bin_0,0,trial7,brow,10.2428
pp443,dyn,828,bin_0,0,trial7,cheek,7.4323
pp443,dyn,828,bin_1,1,trial7,brow,7.9072
pp443,dyn,828,bin_1,1,trial7,cheek,3.0873
pp443,dyn,828,bin_2,2,trial7,brow,6.5965
pp443,dyn,828,bin_2,2,trial7,cheek,3.1659
pp443,dyn,828,bin_3,3,trial7,brow,7.2777
pp443,dyn,828,bin_3,3,trial7,cheek,2.9004
pp443,dyn,828,bin_4,4,trial7,brow,7.093
pp443,dyn,828,bin_4,4,trial7,cheek,2.797
pp443,dyn,828,bin_5,5,trial7,brow,6.9746
pp443,dyn,828,bin_5,5,trial7,cheek,2.9676
pp443,dyn,828,bin_6,6,trial7,brow,6.0901
pp443,dyn,828,bin_6,6,trial7,cheek,2.9811
pp443,dyn,828,bin_0,0,trial8,brow,7.1348
pp443,dyn,828,bin_0,0,trial8,cheek,2.8939
pp443,dyn,828,bin_1,1,trial8,brow,9.7828
pp443,dyn,828,bin_1,1,trial8,cheek,3.4579
pp443,dyn,828,bin_2,2,trial8,brow,8.4575
pp443,dyn,828,bin_2,2,trial8,cheek,3.2261
pp443,dyn,828,bin_3,3,trial8,brow,8.4476
pp443,dyn,828,bin_3,3,trial8,cheek,3.5514
pp443,dyn,828,bin_4,4,trial8,brow,7.4531
pp443,dyn,828,bin_4,4,trial8,cheek,3.5909
pp443,dyn,828,bin_5,5,trial8,brow,7.6474
pp443,dyn,828,bin_5,5,trial8,cheek,4.1075
pp443,dyn,828,bin_6,6,trial8,brow,8.266
pp443,dyn,828,bin_6,6,trial8,cheek,3.7093
pp443,dyn,929,bin_0,0,trial1,brow,7.1055
pp443,dyn,929,bin_0,0,trial1,cheek,3.2726
pp443,dyn,929,bin_1,1,trial1,brow,7.7428
pp443,dyn,929,bin_1,1,trial1,cheek,2.9326
pp443,dyn,929,bin_2,2,trial1,brow,7.5445
pp443,dyn,929,bin_2,2,trial1,cheek,4.5762
pp443,dyn,929,bin_3,3,trial1,brow,7.2288
pp443,dyn,929,bin_3,3,trial1,cheek,3.3366
pp443,dyn,929,bin_4,4,trial1,brow,6.6921
pp443,dyn,929,bin_4,4,trial1,cheek,5.0155
pp443,dyn,929,bin_5,5,trial1,brow,5.6057
pp443,dyn,929,bin_5,5,trial1,cheek,3.4413
pp443,dyn,929,bin_6,6,trial1,brow,8.5071
pp443,dyn,929,bin_6,6,trial1,cheek,3.9868
pp443,dyn,929,bin_0,0,trial2,brow,6.5961
pp443,dyn,929,bin_0,0,trial2,cheek,3.3273
pp443,dyn,929,bin_1,1,trial2,brow,14.5322
pp443,dyn,929,bin_1,1,trial2,cheek,6.2462
pp443,dyn,929,bin_2,2,trial2,brow,11.5775
pp443,dyn,929,bin_2,2,trial2,cheek,9.9946
pp443,dyn,929,bin_3,3,trial2,brow,14.6972
pp443,dyn,929,bin_3,3,trial2,cheek,9.6565
pp443,dyn,929,bin_4,4,trial2,brow,7.9621
pp443,dyn,929,bin_4,4,trial2,cheek,8.0408
pp443,dyn,929,bin_5,5,trial2,brow,7.2968
pp443,dyn,929,bin_5,5,trial2,cheek,4.6694
pp443,dyn,929,bin_6,6,trial2,brow,6.776
pp443,dyn,929,bin_6,6,trial2,cheek,4.7861
pp443,dyn,929,bin_0,0,trial3,brow,8.4712
pp443,dyn,929,bin_0,0,trial3,cheek,3.9547
pp443,dyn,929,bin_1,1,trial3,brow,12.3385
pp443,dyn,929,bin_1,1,trial3,cheek,4.4338
pp443,dyn,929,bin_2,2,trial3,brow,8.9858
pp443,dyn,929,bin_2,2,trial3,cheek,3.0553
pp443,dyn,929,bin_3,3,trial3,brow,8.476
pp443,dyn,929,bin_3,3,trial3,cheek,3.1715
pp443,dyn,929,bin_4,4,trial3,brow,7.6708
pp443,dyn,929,bin_4,4,trial3,cheek,3.1664
pp443,dyn,929,bin_5,5,trial3,brow,9.3861
pp443,dyn,929,bin_5,5,trial3,cheek,3.1494
pp443,dyn,929,bin_6,6,trial3,brow,11.173400000000001
pp443,dyn,929,bin_6,6,trial3,cheek,5.5242000000000004
pp443,dyn,929,bin_0,0,trial4,brow,12.528
pp443,dyn,929,bin_0,0,trial4,cheek,6.5364
pp443,dyn,929,bin_1,1,trial4,brow,7.5191
pp443,dyn,929,bin_1,1,trial4,cheek,3.7088
pp443,dyn,929,bin_2,2,trial4,brow,11.6616
pp443,dyn,929,bin_2,2,trial4,cheek,14.4956
pp443,dyn,929,bin_3,3,trial4,brow,6.7902
pp443,dyn,929,bin_3,3,trial4,cheek,5.3458
pp443,dyn,929,bin_4,4,trial4,brow,11.3131
pp443,dyn,929,bin_4,4,trial4,cheek,6.8022
pp443,dyn,929,bin_5,5,trial4,brow,7.4499
pp443,dyn,929,bin_5,5,trial4,cheek,5.3949
pp443,dyn,929,bin_6,6,trial4,brow,12.3712
pp443,dyn,929,bin_6,6,trial4,cheek,10.7151
pp443,dyn,929,bin_0,0,trial5,brow,5.9384
pp443,dyn,929,bin_0,0,trial5,cheek,3.828
pp443,dyn,929,bin_1,1,trial5,brow,7.318
pp443,dyn,929,bin_1,1,trial5,cheek,3.861
pp443,dyn,929,bin_2,2,trial5,brow,4.3364
pp443,dyn,929,bin_2,2,trial5,cheek,3.2167
pp443,dyn,929,bin_3,3,trial5,brow,3.5249
pp443,dyn,929,bin_3,3,trial5,cheek,3.2298
pp443,dyn,929,bin_4,4,trial5,brow,6.6143
pp443,dyn,929,bin_4,4,trial5,cheek,3.3403
pp443,dyn,929,bin_5,5,trial5,brow,7.5083
pp443,dyn,929,bin_5,5,trial5,cheek,3.0017
pp443,dyn,929,bin_6,6,trial5,brow,11.6171
pp443,dyn,929,bin_6,6,trial5,cheek,3.5972
pp443,dyn,929,bin_0,0,trial6,brow,8.4342
pp443,dyn,929,bin_0,0,trial6,cheek,5.2187
pp443,dyn,929,bin_1,1,trial6,brow,7.7843
pp443,dyn,929,bin_1,1,trial6,cheek,3.174
pp443,dyn,929,bin_2,2,trial6,brow,7.8192
pp443,dyn,929,bin_2,2,trial6,cheek,3.3217
pp443,dyn,929,bin_3,3,trial6,brow,7.4165
pp443,dyn,929,bin_3,3,trial6,cheek,3.5407
pp443,dyn,929,bin_4,4,trial6,brow,6.8491
pp443,dyn,929,bin_4,4,trial6,cheek,3.5747
pp443,dyn,929,bin_5,5,trial6,brow,7.5444
pp443,dyn,929,bin_5,5,trial6,cheek,3.1938
pp443,dyn,929,bin_6,6,trial6,brow,7.8153
pp443,dyn,929,bin_6,6,trial6,cheek,3.674
pp443,dyn,929,bin_0,0,trial7,brow,7.7213
pp443,dyn,929,bin_0,0,trial7,cheek,7.204
pp443,dyn,929,bin_1,1,trial7,brow,6.9007
pp443,dyn,929,bin_1,1,trial7,cheek,7.789
pp443,dyn,929,bin_2,2,trial7,brow,6.4422
pp443,dyn,929,bin_2,2,trial7,cheek,5.092
pp443,dyn,929,bin_3,3,trial7,brow,6.733
pp443,dyn,929,bin_3,3,trial7,cheek,4.3377
pp443,dyn,929,bin_4,4,trial7,brow,7.3217
pp443,dyn,929,bin_4,4,trial7,cheek,4.2982
pp443,dyn,929,bin_5,5,trial7,brow,8.203
pp443,dyn,929,bin_5,5,trial7,cheek,4.3328
pp443,dyn,929,bin_6,6,trial7,brow,13.5458
pp443,dyn,929,bin_6,6,trial7,cheek,8.887
pp443,dyn,929,bin_0,0,trial8,brow,5.0422
pp443,dyn,929,bin_0,0,trial8,cheek,3.5461
pp443,dyn,929,bin_1,1,trial8,brow,7.1318
pp443,dyn,929,bin_1,1,trial8,cheek,3.5032
pp443,dyn,929,bin_2,2,trial8,brow,11.1539
pp443,dyn,929,bin_2,2,trial8,cheek,11.5328
pp443,dyn,929,bin_3,3,trial8,brow,6.5393
pp443,dyn,929,bin_3,3,trial8,cheek,5.1655
pp443,dyn,929,bin_4,4,trial8,brow,5.0618
pp443,dyn,929,bin_4,4,trial8,cheek,4.851
pp443,dyn,929,bin_5,5,trial8,brow,4.5697
pp443,dyn,929,bin_5,5,trial8,cheek,3.9467
pp443,dyn,929,bin_6,6,trial8,brow,4.5425
pp443,dyn,929,bin_6,6,trial8,cheek,6.5966
pp444,dyn,626,bin_0,0,trial1,brow,10.585
pp444,dyn,626,bin_0,0,trial1,cheek,13.0335
pp444,dyn,626,bin_1,1,trial1,brow,12.0682
pp444,dyn,626,bin_1,1,trial1,cheek,16.3227
pp444,dyn,626,bin_2,2,trial1,brow,12.9598
pp444,dyn,626,bin_2,2,trial1,cheek,12.0012
pp444,dyn,626,bin_3,3,trial1,brow,13.0526
pp444,dyn,626,bin_3,3,trial1,cheek,21.3667
pp444,dyn,626,bin_4,4,trial1,brow,11.4705
pp444,dyn,626,bin_4,4,trial1,cheek,11.1127
pp444,dyn,626,bin_5,5,trial1,brow,12.2225
pp444,dyn,626,bin_5,5,trial1,cheek,10.0315
pp444,dyn,626,bin_6,6,trial1,brow,12.2985
pp444,dyn,626,bin_6,6,trial1,cheek,4.9378
pp444,dyn,626,bin_0,0,trial2,brow,15.332
pp444,dyn,626,bin_0,0,trial2,cheek,3.0112
pp444,dyn,626,bin_1,1,trial2,brow,15.2226
pp444,dyn,626,bin_1,1,trial2,cheek,2.8252
pp444,dyn,626,bin_2,2,trial2,brow,12.6502
pp444,dyn,626,bin_2,2,trial2,cheek,4.0254
pp444,dyn,626,bin_3,3,trial2,brow,10.1559
pp444,dyn,626,bin_3,3,trial2,cheek,2.951
pp444,dyn,626,bin_4,4,trial2,brow,10.1887
pp444,dyn,626,bin_4,4,trial2,cheek,3.0294
pp444,dyn,626,bin_5,5,trial2,brow,10.1209
pp444,dyn,626,bin_5,5,trial2,cheek,8.0609
pp444,dyn,626,bin_6,6,trial2,brow,10.6645
pp444,dyn,626,bin_6,6,trial2,cheek,3.4009
pp444,dyn,626,bin_0,0,trial3,brow,15.3159
pp444,dyn,626,bin_0,0,trial3,cheek,6.9049
pp444,dyn,626,bin_1,1,trial3,brow,17.7916
pp444,dyn,626,bin_1,1,trial3,cheek,15.1583
pp444,dyn,626,bin_2,2,trial3,brow,15.6875
pp444,dyn,626,bin_2,2,trial3,cheek,12.7249
pp444,dyn,626,bin_3,3,trial3,brow,16.6866
pp444,dyn,626,bin_3,3,trial3,cheek,24.2139
pp444,dyn,626,bin_4,4,trial3,brow,21.1944
pp444,dyn,626,bin_4,4,trial3,cheek,3.1406
pp444,dyn,626,bin_5,5,trial3,brow,23.5694
pp444,dyn,626,bin_5,5,trial3,cheek,3.7683
pp444,dyn,626,bin_6,6,trial3,brow,17.5597
pp444,dyn,626,bin_6,6,trial3,cheek,3.1478
pp444,dyn,626,bin_0,0,trial4,brow,19.2569
pp444,dyn,626,bin_0,0,trial4,cheek,2.6907
pp444,dyn,626,bin_1,1,trial4,brow,17.0868
pp444,dyn,626,bin_1,1,trial4,cheek,2.5455
pp444,dyn,626,bin_2,2,trial4,brow,18.4715
pp444,dyn,626,bin_2,2,trial4,cheek,2.6109
pp444,dyn,626,bin_3,3,trial4,brow,17.4808
pp444,dyn,626,bin_3,3,trial4,cheek,2.8662
pp444,dyn,626,bin_4,4,trial4,brow,15.601
pp444,dyn,626,bin_4,4,trial4,cheek,3.0193
pp444,dyn,626,bin_5,5,trial4,brow,15.2942
pp444,dyn,626,bin_5,5,trial4,cheek,3.0758
pp444,dyn,626,bin_6,6,trial4,brow,15.8004
pp444,dyn,626,bin_6,6,trial4,cheek,3.3621
pp444,dyn,626,bin_0,0,trial5,brow,13.7091
pp444,dyn,626,bin_0,0,trial5,cheek,3.9524
pp444,dyn,626,bin_1,1,trial5,brow,16.501
pp444,dyn,626,bin_1,1,trial5,cheek,3.0444
