pp_no,condition,emotion,bin,bin_no,trial,muscle,rms
pp416,dyn,828,bin_3,3,trial5,cheek,71.4781
pp416,dyn,828,bin_4,4,trial5,brow,103.9423
pp416,dyn,828,bin_4,4,trial5,cheek,72.3419
pp416,dyn,828,bin_5,5,trial5,brow,80.7047
pp416,dyn,828,bin_5,5,trial5,cheek,90.5358
pp416,dyn,828,bin_6,6,trial5,brow,160.7729
pp416,dyn,828,bin_6,6,trial5,cheek,111.2676
pp416,dyn,828,bin_0,0,trial6,brow,8.0409
pp416,dyn,828,bin_0,0,trial6,cheek,12.2979
pp416,dyn,828,bin_1,1,trial6,brow,16.1366
pp416,dyn,828,bin_1,1,trial6,cheek,21.5413
pp416,dyn,828,bin_2,2,trial6,brow,12.2889
pp416,dyn,828,bin_2,2,trial6,cheek,25.9148
pp416,dyn,828,bin_3,3,trial6,brow,13.4717
pp416,dyn,828,bin_3,3,trial6,cheek,43.3548
pp416,dyn,828,bin_4,4,trial6,brow,89.8005
pp416,dyn,828,bin_4,4,trial6,cheek,53.0416
pp416,dyn,828,bin_5,5,trial6,brow,128.1188
pp416,dyn,828,bin_5,5,trial6,cheek,74.2728
pp416,dyn,828,bin_6,6,trial6,brow,188.8702
pp416,dyn,828,bin_6,6,trial6,cheek,114.205
pp416,dyn,828,bin_0,0,trial7,brow,25.6799
pp416,dyn,828,bin_0,0,trial7,cheek,4.4873
pp416,dyn,828,bin_1,1,trial7,brow,33.4495
pp416,dyn,828,bin_1,1,trial7,cheek,4.3524
pp416,dyn,828,bin_2,2,trial7,brow,18.6173
pp416,dyn,828,bin_2,2,trial7,cheek,6.2797
pp416,dyn,828,bin_3,3,trial7,brow,27.9414
pp416,dyn,828,bin_3,3,trial7,cheek,12.5794
pp416,dyn,828,bin_4,4,trial7,brow,13.4258
pp416,dyn,828,bin_4,4,trial7,cheek,21.4087
pp416,dyn,828,bin_5,5,trial7,brow,94.3333
pp416,dyn,828,bin_5,5,trial7,cheek,44.1887
pp416,dyn,828,bin_6,6,trial7,brow,82.0483
pp416,dyn,828,bin_6,6,trial7,cheek,48.6348
pp416,dyn,828,bin_0,0,trial8,brow,89.0986
pp416,dyn,828,bin_0,0,trial8,cheek,60.4939
pp416,dyn,828,bin_1,1,trial8,brow,29.7605
pp416,dyn,828,bin_1,1,trial8,cheek,40.8107
pp416,dyn,828,bin_2,2,trial8,brow,112.0079
pp416,dyn,828,bin_2,2,trial8,cheek,99.1166
pp416,dyn,828,bin_3,3,trial8,brow,97.8853
pp416,dyn,828,bin_3,3,trial8,cheek,17.0014
pp416,dyn,828,bin_4,4,trial8,brow,57.06
pp416,dyn,828,bin_4,4,trial8,cheek,6.277
pp416,dyn,828,bin_5,5,trial8,brow,58.4466
pp416,dyn,828,bin_5,5,trial8,cheek,18.3979
pp416,dyn,828,bin_6,6,trial8,brow,128.3657
pp416,dyn,828,bin_6,6,trial8,cheek,48.6615
pp416,dyn,929,bin_0,0,trial1,brow,13.4523
pp416,dyn,929,bin_0,0,trial1,cheek,13.5805
pp416,dyn,929,bin_1,1,trial1,brow,21.196
pp416,dyn,929,bin_1,1,trial1,cheek,7.6313
pp416,dyn,929,bin_2,2,trial1,brow,11.4432
pp416,dyn,929,bin_2,2,trial1,cheek,5.1104
pp416,dyn,929,bin_3,3,trial1,brow,10.548
pp416,dyn,929,bin_3,3,trial1,cheek,4.1932
pp416,dyn,929,bin_4,4,trial1,brow,9.5177
pp416,dyn,929,bin_4,4,trial1,cheek,4.069
pp416,dyn,929,bin_5,5,trial1,brow,8.1245
pp416,dyn,929,bin_5,5,trial1,cheek,3.4364
pp416,dyn,929,bin_6,6,trial1,brow,6.6456
pp416,dyn,929,bin_6,6,trial1,cheek,14.5443
pp416,dyn,929,bin_0,0,trial2,brow,10.1738
pp416,dyn,929,bin_0,0,trial2,cheek,8.0704
pp416,dyn,929,bin_1,1,trial2,brow,6.7749
pp416,dyn,929,bin_1,1,trial2,cheek,5.4223
pp416,dyn,929,bin_2,2,trial2,brow,14.5628
pp416,dyn,929,bin_2,2,trial2,cheek,5.1912
pp416,dyn,929,bin_3,3,trial2,brow,5.6554
pp416,dyn,929,bin_3,3,trial2,cheek,5.0263
pp416,dyn,929,bin_4,4,trial2,brow,4.6463
pp416,dyn,929,bin_4,4,trial2,cheek,19.3897
pp416,dyn,929,bin_5,5,trial2,brow,8.323
pp416,dyn,929,bin_5,5,trial2,cheek,22.3078
pp416,dyn,929,bin_6,6,trial2,brow,8.1377
pp416,dyn,929,bin_6,6,trial2,cheek,21.6281
pp416,dyn,929,bin_0,0,trial3,brow,7.2411
pp416,dyn,929,bin_0,0,trial3,cheek,16.2256
pp416,dyn,929,bin_1,1,trial3,brow,11.9545
pp416,dyn,929,bin_1,1,trial3,cheek,10.9149
pp416,dyn,929,bin_2,2,trial3,brow,8.2405
pp416,dyn,929,bin_2,2,trial3,cheek,15.0883
pp416,dyn,929,bin_3,3,trial3,brow,6.4198
pp416,dyn,929,bin_3,3,trial3,cheek,9.9019
pp416,dyn,929,bin_4,4,trial3,brow,7.2253
pp416,dyn,929,bin_4,4,trial3,cheek,8.2261
pp416,dyn,929,bin_5,5,trial3,brow,11.1816
pp416,dyn,929,bin_5,5,trial3,cheek,8.5905
pp416,dyn,929,bin_6,6,trial3,brow,6.3443
pp416,dyn,929,bin_6,6,trial3,cheek,9.2324
pp416,dyn,929,bin_0,0,trial4,brow,48.8396
pp416,dyn,929,bin_0,0,trial4,cheek,46.3018
pp416,dyn,929,bin_1,1,trial4,brow,75.8707
pp416,dyn,929,bin_1,1,trial4,cheek,43.808
pp416,dyn,929,bin_2,2,trial4,brow,14.3103
pp416,dyn,929,bin_2,2,trial4,cheek,18.5534
pp416,dyn,929,bin_3,3,trial4,brow,7.0865
pp416,dyn,929,bin_3,3,trial4,cheek,9.7484
pp416,dyn,929,bin_4,4,trial4,brow,10.0831
pp416,dyn,929,bin_4,4,trial4,cheek,31.8817
pp416,dyn,929,bin_5,5,trial4,brow,8.5852
pp416,dyn,929,bin_5,5,trial4,cheek,34.4367
pp416,dyn,929,bin_6,6,trial4,brow,20.6702
pp416,dyn,929,bin_6,6,trial4,cheek,36.3172
pp416,dyn,929,bin_0,0,trial5,brow,8.6143
pp416,dyn,929,bin_0,0,trial5,cheek,35.1779
pp416,dyn,929,bin_1,1,trial5,brow,8.6848
pp416,dyn,929,bin_1,1,trial5,cheek,25.2585
pp416,dyn,929,bin_2,2,trial5,brow,5.6902
pp416,dyn,929,bin_2,2,trial5,cheek,18.6414
pp416,dyn,929,bin_3,3,trial5,brow,5.1131
pp416,dyn,929,bin_3,3,trial5,cheek,7.9836
pp416,dyn,929,bin_4,4,trial5,brow,6.0065
pp416,dyn,929,bin_4,4,trial5,cheek,13.4954
pp416,dyn,929,bin_5,5,trial5,brow,4.6756
pp416,dyn,929,bin_5,5,trial5,cheek,31.6615
pp416,dyn,929,bin_6,6,trial5,brow,27.7967
pp416,dyn,929,bin_6,6,trial5,cheek,51.7886
pp416,dyn,929,bin_0,0,trial6,brow,9.9938
pp416,dyn,929,bin_0,0,trial6,cheek,6.0291
pp416,dyn,929,bin_1,1,trial6,brow,12.4164
pp416,dyn,929,bin_1,1,trial6,cheek,9.1686
pp416,dyn,929,bin_2,2,trial6,brow,13.2463
pp416,dyn,929,bin_2,2,trial6,cheek,5.4234
pp416,dyn,929,bin_3,3,trial6,brow,5.7742000000000004
pp416,dyn,929,bin_3,3,trial6,cheek,5.5349
pp416,dyn,929,bin_4,4,trial6,brow,7.3477
pp416,dyn,929,bin_4,4,trial6,cheek,5.9241
pp416,dyn,929,bin_5,5,trial6,brow,5.4745
pp416,dyn,929,bin_5,5,trial6,cheek,31.3331
pp416,dyn,929,bin_6,6,trial6,brow,7.8475
pp416,dyn,929,bin_6,6,trial6,cheek,33.1099
pp416,dyn,929,bin_0,0,trial7,brow,13.9668
pp416,dyn,929,bin_0,0,trial7,cheek,4.8126
pp416,dyn,929,bin_1,1,trial7,brow,28.1351
pp416,dyn,929,bin_1,1,trial7,cheek,7.9036
pp416,dyn,929,bin_2,2,trial7,brow,13.6111
pp416,dyn,929,bin_2,2,trial7,cheek,5.3927
pp416,dyn,929,bin_3,3,trial7,brow,15.4842
pp416,dyn,929,bin_3,3,trial7,cheek,11.3354
pp416,dyn,929,bin_4,4,trial7,brow,8.4798
pp416,dyn,929,bin_4,4,trial7,cheek,19.3846
pp416,dyn,929,bin_5,5,trial7,brow,8.4313
pp416,dyn,929,bin_5,5,trial7,cheek,35.3746
pp416,dyn,929,bin_6,6,trial7,brow,8.8102
pp416,dyn,929,bin_6,6,trial7,cheek,48.2022
pp416,dyn,929,bin_0,0,trial8,brow,7.8777
pp416,dyn,929,bin_0,0,trial8,cheek,5.4381
pp416,dyn,929,bin_1,1,trial8,brow,11.3164
pp416,dyn,929,bin_1,1,trial8,cheek,4.5528
pp416,dyn,929,bin_2,2,trial8,brow,7.8898
pp416,dyn,929,bin_2,2,trial8,cheek,7.1879
pp416,dyn,929,bin_3,3,trial8,brow,8.8835
pp416,dyn,929,bin_3,3,trial8,cheek,12.1389
pp416,dyn,929,bin_4,4,trial8,brow,11.1189
pp416,dyn,929,bin_4,4,trial8,cheek,13.8499
pp416,dyn,929,bin_5,5,trial8,brow,6.3456
pp416,dyn,929,bin_5,5,trial8,cheek,10.3512
pp416,dyn,929,bin_6,6,trial8,brow,3.8173
pp416,dyn,929,bin_6,6,trial8,cheek,18.9043
pp417,dyn,626,bin_0,0,trial1,brow,17.2128
pp417,dyn,626,bin_0,0,trial1,cheek,3.1096
pp417,dyn,626,bin_1,1,trial1,brow,23.2759
pp417,dyn,626,bin_1,1,trial1,cheek,3.0951
pp417,dyn,626,bin_2,2,trial1,brow,19.3
pp417,dyn,626,bin_2,2,trial1,cheek,2.8249
pp417,dyn,626,bin_3,3,trial1,brow,14.1087
pp417,dyn,626,bin_3,3,trial1,cheek,3.0058
pp417,dyn,626,bin_4,4,trial1,brow,26.3929
pp417,dyn,626,bin_4,4,trial1,cheek,3.3253
pp417,dyn,626,bin_5,5,trial1,brow,12.2078
pp417,dyn,626,bin_5,5,trial1,cheek,2.8546
pp417,dyn,626,bin_6,6,trial1,brow,22.27
pp417,dyn,626,bin_6,6,trial1,cheek,4.4259
pp417,dyn,626,bin_0,0,trial2,brow,10.4754
pp417,dyn,626,bin_0,0,trial2,cheek,2.6786
pp417,dyn,626,bin_1,1,trial2,brow,11.9844
pp417,dyn,626,bin_1,1,trial2,cheek,2.8389
pp417,dyn,626,bin_2,2,trial2,brow,7.3014
pp417,dyn,626,bin_2,2,trial2,cheek,2.7838
pp417,dyn,626,bin_3,3,trial2,brow,11.9513
pp417,dyn,626,bin_3,3,trial2,cheek,2.8631
pp417,dyn,626,bin_4,4,trial2,brow,9.5582
pp417,dyn,626,bin_4,4,trial2,cheek,2.9751
pp417,dyn,626,bin_5,5,trial2,brow,20.9465
pp417,dyn,626,bin_5,5,trial2,cheek,3.5311
pp417,dyn,626,bin_6,6,trial2,brow,11.173
pp417,dyn,626,bin_6,6,trial2,cheek,2.9237
pp417,dyn,626,bin_0,0,trial3,brow,16.2655
pp417,dyn,626,bin_0,0,trial3,cheek,2.9634
pp417,dyn,626,bin_1,1,trial3,brow,12.0762
pp417,dyn,626,bin_1,1,trial3,cheek,2.7239
pp417,dyn,626,bin_2,2,trial3,brow,9.6224
pp417,dyn,626,bin_2,2,trial3,cheek,2.8415
pp417,dyn,626,bin_3,3,trial3,brow,12.313
pp417,dyn,626,bin_3,3,trial3,cheek,2.9573
pp417,dyn,626,bin_4,4,trial3,brow,6.9104
pp417,dyn,626,bin_4,4,trial3,cheek,2.7329
pp417,dyn,626,bin_5,5,trial3,brow,10.4973
pp417,dyn,626,bin_5,5,trial3,cheek,2.7159
pp417,dyn,626,bin_6,6,trial3,brow,19.6103
pp417,dyn,626,bin_6,6,trial3,cheek,3.2267
pp417,dyn,626,bin_0,0,trial4,brow,5.8251
pp417,dyn,626,bin_0,0,trial4,cheek,2.6437
pp417,dyn,626,bin_1,1,trial4,brow,7.8939
pp417,dyn,626,bin_1,1,trial4,cheek,2.5883
pp417,dyn,626,bin_2,2,trial4,brow,7.1182
pp417,dyn,626,bin_2,2,trial4,cheek,3.0398
pp417,dyn,626,bin_3,3,trial4,brow,8.8596
pp417,dyn,626,bin_3,3,trial4,cheek,3.2726
pp417,dyn,626,bin_4,4,trial4,brow,10.5243
pp417,dyn,626,bin_4,4,trial4,cheek,3.0539
pp417,dyn,626,bin_5,5,trial4,brow,7.2077
pp417,dyn,626,bin_5,5,trial4,cheek,3.1351
pp417,dyn,626,bin_6,6,trial4,brow,8.5762
pp417,dyn,626,bin_6,6,trial4,cheek,3.116
pp417,dyn,626,bin_0,0,trial5,brow,28.9007
pp417,dyn,626,bin_0,0,trial5,cheek,3.3676
pp417,dyn,626,bin_1,1,trial5,brow,21.9963
pp417,dyn,626,bin_1,1,trial5,cheek,2.9645
pp417,dyn,626,bin_2,2,trial5,brow,7.0808
pp417,dyn,626,bin_2,2,trial5,cheek,3.3648
pp417,dyn,626,bin_3,3,trial5,brow,6.1737
pp417,dyn,626,bin_3,3,trial5,cheek,3.3138
pp417,dyn,626,bin_4,4,trial5,brow,9.1946
pp417,dyn,626,bin_4,4,trial5,cheek,4.3299
pp417,dyn,626,bin_5,5,trial5,brow,10.5833
pp417,dyn,626,bin_5,5,trial5,cheek,3.4206
pp417,dyn,626,bin_6,6,trial5,brow,13.1829
pp417,dyn,626,bin_6,6,trial5,cheek,3.0877
pp417,dyn,626,bin_0,0,trial6,brow,7.9719
pp417,dyn,626,bin_0,0,trial6,cheek,2.5256
pp417,dyn,626,bin_1,1,trial6,brow,6.9357
pp417,dyn,626,bin_1,1,trial6,cheek,2.8222
pp417,dyn,626,bin_2,2,trial6,brow,7.286
pp417,dyn,626,bin_2,2,trial6,cheek,2.8547
pp417,dyn,626,bin_3,3,trial6,brow,7.2124
pp417,dyn,626,bin_3,3,trial6,cheek,2.8802
pp417,dyn,626,bin_4,4,trial6,brow,5.9639
pp417,dyn,626,bin_4,4,trial6,cheek,3.0854
pp417,dyn,626,bin_5,5,trial6,brow,7.7302
pp417,dyn,626,bin_5,5,trial6,cheek,2.9882
pp417,dyn,626,bin_6,6,trial6,brow,9.9819
pp417,dyn,626,bin_6,6,trial6,cheek,2.6729
pp417,dyn,626,bin_0,0,trial7,brow,13.5884
pp417,dyn,626,bin_0,0,trial7,cheek,3.427
pp417,dyn,626,bin_1,1,trial7,brow,8.7222
pp417,dyn,626,bin_1,1,trial7,cheek,2.8051
pp417,dyn,626,bin_2,2,trial7,brow,8.3039
pp417,dyn,626,bin_2,2,trial7,cheek,2.5332
pp417,dyn,626,bin_3,3,trial7,brow,8.0549
pp417,dyn,626,bin_3,3,trial7,cheek,2.9764
pp417,dyn,626,bin_4,4,trial7,brow,7.0714
pp417,dyn,626,bin_4,4,trial7,cheek,2.7544
pp417,dyn,626,bin_5,5,trial7,brow,8.0621
pp417,dyn,626,bin_5,5,trial7,cheek,3.2889
pp417,dyn,626,bin_6,6,trial7,brow,39.2533
pp417,dyn,626,bin_6,6,trial7,cheek,4.0915
pp417,dyn,626,bin_0,0,trial8,brow,9.8589
pp417,dyn,626,bin_0,0,trial8,cheek,2.5747
pp417,dyn,626,bin_1,1,trial8,brow,7.2289
pp417,dyn,626,bin_1,1,trial8,cheek,3.0525
pp417,dyn,626,bin_2,2,trial8,brow,5.8528
pp417,dyn,626,bin_2,2,trial8,cheek,2.9996
pp417,dyn,626,bin_3,3,trial8,brow,31.9576
pp417,dyn,626,bin_3,3,trial8,cheek,4.2776
pp417,dyn,626,bin_4,4,trial8,brow,17.3182
pp417,dyn,626,bin_4,4,trial8,cheek,3.5909
pp417,dyn,626,bin_5,5,trial8,brow,11.1827
pp417,dyn,626,bin_5,5,trial8,cheek,3.702
pp417,dyn,626,bin_6,6,trial8,brow,8.8838
pp417,dyn,626,bin_6,6,trial8,cheek,2.9454
pp417,dyn,727,bin_0,0,trial1,brow,12.6003
pp417,dyn,727,bin_0,0,trial1,cheek,3.0537
pp417,dyn,727,bin_1,1,trial1,brow,14.3706
pp417,dyn,727,bin_1,1,trial1,cheek,3.0004
pp417,dyn,727,bin_2,2,trial1,brow,17.5945
pp417,dyn,727,bin_2,2,trial1,cheek,3.8116
pp417,dyn,727,bin_3,3,trial1,brow,13.2955
pp417,dyn,727,bin_3,3,trial1,cheek,2.9062
pp417,dyn,727,bin_4,4,trial1,brow,11.5625
pp417,dyn,727,bin_4,4,trial1,cheek,2.4118
pp417,dyn,727,bin_5,5,trial1,brow,15.9055
pp417,dyn,727,bin_5,5,trial1,cheek,2.6449
pp417,dyn,727,bin_6,6,trial1,brow,14.3646
pp417,dyn,727,bin_6,6,trial1,cheek,2.5901
pp417,dyn,727,bin_0,0,trial2,brow,20.3906
pp417,dyn,727,bin_0,0,trial2,cheek,2.8758
pp417,dyn,727,bin_1,1,trial2,brow,10.8587
pp417,dyn,727,bin_1,1,trial2,cheek,2.7835
pp417,dyn,727,bin_2,2,trial2,brow,12.6918
pp417,dyn,727,bin_2,2,trial2,cheek,2.7788
pp417,dyn,727,bin_3,3,trial2,brow,6.9982
pp417,dyn,727,bin_3,3,trial2,cheek,2.9572
pp417,dyn,727,bin_4,4,trial2,brow,10.7537
pp417,dyn,727,bin_4,4,trial2,cheek,2.6093
pp417,dyn,727,bin_5,5,trial2,brow,10.0309
pp417,dyn,727,bin_5,5,trial2,cheek,2.6397
pp417,dyn,727,bin_6,6,trial2,brow,21.8187
pp417,dyn,727,bin_6,6,trial2,cheek,2.7295
pp417,dyn,727,bin_0,0,trial3,brow,38.1539
pp417,dyn,727,bin_0,0,trial3,cheek,2.8603
pp417,dyn,727,bin_1,1,trial3,brow,19.1323
pp417,dyn,727,bin_1,1,trial3,cheek,3.1236
pp417,dyn,727,bin_2,2,trial3,brow,7.121
pp417,dyn,727,bin_2,2,trial3,cheek,3.2486
pp417,dyn,727,bin_3,3,trial3,brow,5.5207
pp417,dyn,727,bin_3,3,trial3,cheek,2.5956
pp417,dyn,727,bin_4,4,trial3,brow,6.7458
pp417,dyn,727,bin_4,4,trial3,cheek,2.5644
pp417,dyn,727,bin_5,5,trial3,brow,6.6905
pp417,dyn,727,bin_5,5,trial3,cheek,2.4192
pp417,dyn,727,bin_6,6,trial3,brow,10.0535
pp417,dyn,727,bin_6,6,trial3,cheek,2.6272
pp417,dyn,727,bin_0,0,trial4,brow,36.3388
pp417,dyn,727,bin_0,0,trial4,cheek,4.5564
pp417,dyn,727,bin_1,1,trial4,brow,32.7555
pp417,dyn,727,bin_1,1,trial4,cheek,3.1865
pp417,dyn,727,bin_2,2,trial4,brow,23.8226
pp417,dyn,727,bin_2,2,trial4,cheek,3.357
pp417,dyn,727,bin_3,3,trial4,brow,25.6829
pp417,dyn,727,bin_3,3,trial4,cheek,3.109
pp417,dyn,727,bin_4,4,trial4,brow,30.9448
pp417,dyn,727,bin_4,4,trial4,cheek,2.558
pp417,dyn,727,bin_5,5,trial4,brow,9.8879
pp417,dyn,727,bin_5,5,trial4,cheek,2.7979
pp417,dyn,727,bin_6,6,trial4,brow,11.8439
pp417,dyn,727,bin_6,6,trial4,cheek,2.581
pp417,dyn,727,bin_0,0,trial5,brow,13.8879
pp417,dyn,727,bin_0,0,trial5,cheek,2.7352
pp417,dyn,727,bin_1,1,trial5,brow,13.6927
pp417,dyn,727,bin_1,1,trial5,cheek,2.6885
pp417,dyn,727,bin_2,2,trial5,brow,8.6267
pp417,dyn,727,bin_2,2,trial5,cheek,2.9199
pp417,dyn,727,bin_3,3,trial5,brow,15.0502
pp417,dyn,727,bin_3,3,trial5,cheek,2.8659
pp417,dyn,727,bin_4,4,trial5,brow,10.5183
pp417,dyn,727,bin_4,4,trial5,cheek,2.9514
pp417,dyn,727,bin_5,5,trial5,brow,15.7435
pp417,dyn,727,bin_5,5,trial5,cheek,2.8958
pp417,dyn,727,bin_6,6,trial5,brow,10.8266
pp417,dyn,727,bin_6,6,trial5,cheek,2.5808
pp417,dyn,727,bin_0,0,trial6,brow,9.0654
pp417,dyn,727,bin_0,0,trial6,cheek,2.4524
pp417,dyn,727,bin_1,1,trial6,brow,13.3563
pp417,dyn,727,bin_1,1,trial6,cheek,2.7556
pp417,dyn,727,bin_2,2,trial6,brow,9.6742
pp417,dyn,727,bin_2,2,trial6,cheek,2.6874
pp417,dyn,727,bin_3,3,trial6,brow,16.8883
pp417,dyn,727,bin_3,3,trial6,cheek,2.8212
pp417,dyn,727,bin_4,4,trial6,brow,13.1789
pp417,dyn,727,bin_4,4,trial6,cheek,2.7789
pp417,dyn,727,bin_5,5,trial6,brow,19.8287
pp417,dyn,727,bin_5,5,trial6,cheek,2.6222
pp417,dyn,727,bin_6,6,trial6,brow,9.7218
pp417,dyn,727,bin_6,6,trial6,cheek,2.4845
pp417,dyn,727,bin_0,0,trial7,brow,18.8397
pp417,dyn,727,bin_0,0,trial7,cheek,2.7711
pp417,dyn,727,bin_1,1,trial7,brow,28.0306
pp417,dyn,727,bin_1,1,trial7,cheek,3.0915
pp417,dyn,727,bin_2,2,trial7,brow,17.1899
pp417,dyn,727,bin_2,2,trial7,cheek,2.5663
pp417,dyn,727,bin_3,3,trial7,brow,11.3804
pp417,dyn,727,bin_3,3,trial7,cheek,2.8268
pp417,dyn,727,bin_4,4,trial7,brow,9.1401
pp417,dyn,727,bin_4,4,trial7,cheek,2.6612
pp417,dyn,727,bin_5,5,trial7,brow,19.7896
pp417,dyn,727,bin_5,5,trial7,cheek,2.9852
pp417,dyn,727,bin_6,6,trial7,brow,30.3742
pp417,dyn,727,bin_6,6,trial7,cheek,2.6716
pp417,dyn,727,bin_0,0,trial8,brow,13.7575
pp417,dyn,727,bin_0,0,trial8,cheek,3.038
pp417,dyn,727,bin_1,1,trial8,brow,18.5271
pp417,dyn,727,bin_1,1,trial8,cheek,2.9718
pp417,dyn,727,bin_2,2,trial8,brow,21.769
pp417,dyn,727,bin_2,2,trial8,cheek,2.7794
pp417,dyn,727,bin_3,3,trial8,brow,16.4519
pp417,dyn,727,bin_3,3,trial8,cheek,2.525
pp417,dyn,727,bin_4,4,trial8,brow,23.7066
pp417,dyn,727,bin_4,4,trial8,cheek,3.2084
pp417,dyn,727,bin_5,5,trial8,brow,31.8761
pp417,dyn,727,bin_5,5,trial8,cheek,3.5038
pp417,dyn,727,bin_6,6,trial8,brow,26.0674
pp417,dyn,727,bin_6,6,trial8,cheek,3.2692
pp417,dyn,828,bin_0,0,trial1,brow,7.8731
pp417,dyn,828,bin_0,0,trial1,cheek,2.4886
pp417,dyn,828,bin_1,1,trial1,brow,7.8689
pp417,dyn,828,bin_1,1,trial1,cheek,2.4429
pp417,dyn,828,bin_2,2,trial1,brow,7.9358
pp417,dyn,828,bin_2,2,trial1,cheek,2.5435
pp417,dyn,828,bin_3,3,trial1,brow,13.7512
pp417,dyn,828,bin_3,3,trial1,cheek,2.6399
pp417,dyn,828,bin_4,4,trial1,brow,15.6202
pp417,dyn,828,bin_4,4,trial1,cheek,2.9899
pp417,dyn,828,bin_5,5,trial1,brow,19.4961
pp417,dyn,828,bin_5,5,trial1,cheek,3.5755
pp417,dyn,828,bin_6,6,trial1,brow,16.9219
pp417,dyn,828,bin_6,6,trial1,cheek,10.7871
pp417,dyn,828,bin_0,0,trial2,brow,14.3583
pp417,dyn,828,bin_0,0,trial2,cheek,2.9343
pp417,dyn,828,bin_1,1,trial2,brow,15.4072
pp417,dyn,828,bin_1,1,trial2,cheek,3.7343
pp417,dyn,828,bin_2,2,trial2,brow,8.6799
pp417,dyn,828,bin_2,2,trial2,cheek,4.0086
pp417,dyn,828,bin_3,3,trial2,brow,7.0795
pp417,dyn,828,bin_3,3,trial2,cheek,4.3316
pp417,dyn,828,bin_4,4,trial2,brow,10.3091
pp417,dyn,828,bin_4,4,trial2,cheek,3.1433
pp417,dyn,828,bin_5,5,trial2,brow,16.5501
pp417,dyn,828,bin_5,5,trial2,cheek,3.1034
pp417,dyn,828,bin_6,6,trial2,brow,16.5477
pp417,dyn,828,bin_6,6,trial2,cheek,3.1021
pp417,dyn,828,bin_0,0,trial3,brow,9.4899
pp417,dyn,828,bin_0,0,trial3,cheek,2.7052
pp417,dyn,828,bin_1,1,trial3,brow,11.4437
pp417,dyn,828,bin_1,1,trial3,cheek,2.6372
pp417,dyn,828,bin_2,2,trial3,brow,11.8279
pp417,dyn,828,bin_2,2,trial3,cheek,2.5589
pp417,dyn,828,bin_3,3,trial3,brow,30.4788
pp417,dyn,828,bin_3,3,trial3,cheek,2.9518
pp417,dyn,828,bin_4,4,trial3,brow,31.0749
pp417,dyn,828,bin_4,4,trial3,cheek,3.1996000000000002
pp417,dyn,828,bin_5,5,trial3,brow,54.8229
pp417,dyn,828,bin_5,5,trial3,cheek,3.6176
pp417,dyn,828,bin_6,6,trial3,brow,23.5021
pp417,dyn,828,bin_6,6,trial3,cheek,5.6249
pp417,dyn,828,bin_0,0,trial4,brow,7.7864
pp417,dyn,828,bin_0,0,trial4,cheek,3.1304
pp417,dyn,828,bin_1,1,trial4,brow,11.8989
pp417,dyn,828,bin_1,1,trial4,cheek,3.0867
pp417,dyn,828,bin_2,2,trial4,brow,11.2084
pp417,dyn,828,bin_2,2,trial4,cheek,2.7033
pp417,dyn,828,bin_3,3,trial4,brow,17.7368
pp417,dyn,828,bin_3,3,trial4,cheek,2.6008
pp417,dyn,828,bin_4,4,trial4,brow,15.3191
pp417,dyn,828,bin_4,4,trial4,cheek,2.5896
pp417,dyn,828,bin_5,5,trial4,brow,12.4923
pp417,dyn,828,bin_5,5,trial4,cheek,2.5439
pp417,dyn,828,bin_6,6,trial4,brow,12.6346
pp417,dyn,828,bin_6,6,trial4,cheek,2.4989
pp417,dyn,828,bin_0,0,trial5,brow,14.3676
pp417,dyn,828,bin_0,0,trial5,cheek,2.5804
pp417,dyn,828,bin_1,1,trial5,brow,9.164
pp417,dyn,828,bin_1,1,trial5,cheek,2.4168
pp417,dyn,828,bin_2,2,trial5,brow,11.0258
pp417,dyn,828,bin_2,2,trial5,cheek,2.4416
pp417,dyn,828,bin_3,3,trial5,brow,7.3329
pp417,dyn,828,bin_3,3,trial5,cheek,2.4564
pp417,dyn,828,bin_4,4,trial5,brow,9.3556
pp417,dyn,828,bin_4,4,trial5,cheek,2.4997
pp417,dyn,828,bin_5,5,trial5,brow,12.9359
pp417,dyn,828,bin_5,5,trial5,cheek,2.6048
pp417,dyn,828,bin_6,6,trial5,brow,17.0982
pp417,dyn,828,bin_6,6,trial5,cheek,4.2157
pp417,dyn,828,bin_0,0,trial6,brow,9.6541
pp417,dyn,828,bin_0,0,trial6,cheek,2.7321
pp417,dyn,828,bin_1,1,trial6,brow,10.6361
pp417,dyn,828,bin_1,1,trial6,cheek,3.3012
pp417,dyn,828,bin_2,2,trial6,brow,20.229
pp417,dyn,828,bin_2,2,trial6,cheek,3.4211
pp417,dyn,828,bin_3,3,trial6,brow,24.3937
pp417,dyn,828,bin_3,3,trial6,cheek,3.3521
pp417,dyn,828,bin_4,4,trial6,brow,19.8745
pp417,dyn,828,bin_4,4,trial6,cheek,3.8963
pp417,dyn,828,bin_5,5,trial6,brow,10.3212
pp417,dyn,828,bin_5,5,trial6,cheek,3.1533
pp417,dyn,828,bin_6,6,trial6,brow,15.9479
pp417,dyn,828,bin_6,6,trial6,cheek,3.1328
pp417,dyn,828,bin_0,0,trial7,brow,18.1998
pp417,dyn,828,bin_0,0,trial7,cheek,2.8756
pp417,dyn,828,bin_1,1,trial7,brow,16.685
pp417,dyn,828,bin_1,1,trial7,cheek,2.6365
pp417,dyn,828,bin_2,2,trial7,brow,10.9215
