pp_no,condition,emotion,trial,muscle,bin,Zdiff
pp404,dyn,828,trial3,brow,diff_bin5,1.1430461919269364
pp404,dyn,828,trial3,brow,diff_bin6,1.339427574407054
pp404,dyn,828,trial3,cheek,diff_bin1,-0.06873146436853722
pp404,dyn,828,trial3,cheek,diff_bin2,-0.04609078347459439
pp404,dyn,828,trial3,cheek,diff_bin3,6.190605068486536
pp404,dyn,828,trial3,cheek,diff_bin4,2.8948619730134615
pp404,dyn,828,trial3,cheek,diff_bin5,2.355060962780698
pp404,dyn,828,trial3,cheek,diff_bin6,3.0130652908736453
pp404,dyn,828,trial5,brow,diff_bin1,0.0028002446145437565
pp404,dyn,828,trial5,brow,diff_bin2,0.11280660215499458
pp404,dyn,828,trial5,brow,diff_bin3,-0.029573315075547557
pp404,dyn,828,trial5,brow,diff_bin4,0.03906682730534222
pp404,dyn,828,trial5,brow,diff_bin5,0.23198774489594248
pp404,dyn,828,trial5,brow,diff_bin6,0.32874416450416183
pp404,dyn,828,trial5,cheek,diff_bin1,-0.10553933741327601
pp404,dyn,828,trial5,cheek,diff_bin2,0.026636911392894008
pp404,dyn,828,trial5,cheek,diff_bin3,-0.1504044251908541
pp404,dyn,828,trial5,cheek,diff_bin4,-0.1681006958957009
pp404,dyn,828,trial5,cheek,diff_bin5,0.9450992624684166
pp404,dyn,828,trial5,cheek,diff_bin6,1.3230390616933094
pp404,dyn,828,trial6,brow,diff_bin1,0.09568640743843436
pp404,dyn,828,trial6,brow,diff_bin2,0.16544209442186594
pp404,dyn,828,trial6,brow,diff_bin3,0.046488613844702154
pp404,dyn,828,trial6,brow,diff_bin4,-0.14019436045821526
pp404,dyn,828,trial6,brow,diff_bin5,-0.062379432876828456
pp404,dyn,828,trial6,brow,diff_bin6,0.005350060848925087
pp404,dyn,828,trial6,cheek,diff_bin1,0.041992797106456814
pp404,dyn,828,trial6,cheek,diff_bin2,0.0018686077796021827
pp404,dyn,828,trial6,cheek,diff_bin3,-0.023482479448120097
pp404,dyn,828,trial6,cheek,diff_bin4,-0.21022300047203119
pp404,dyn,828,trial6,cheek,diff_bin5,-0.04471707924057999
pp404,dyn,828,trial6,cheek,diff_bin6,-0.07832426767273276
pp404,dyn,828,trial7,brow,diff_bin1,-0.11708665083413466
pp404,dyn,828,trial7,brow,diff_bin2,-0.13297746986626102
pp404,dyn,828,trial7,brow,diff_bin3,-0.20901663257013228
pp404,dyn,828,trial7,brow,diff_bin4,-0.12546461846138754
pp404,dyn,828,trial7,brow,diff_bin5,-0.17577795665766163
pp404,dyn,828,trial7,brow,diff_bin6,0.030893755625495026
pp404,dyn,828,trial7,cheek,diff_bin1,-0.09287535696636781
pp404,dyn,828,trial7,cheek,diff_bin2,-0.19454334608378474
pp404,dyn,828,trial7,cheek,diff_bin3,-0.2778166492123946
pp404,dyn,828,trial7,cheek,diff_bin4,-0.3351699572991955
pp404,dyn,828,trial7,cheek,diff_bin5,-0.3426767652850726
pp404,dyn,828,trial7,cheek,diff_bin6,-0.10673265624282394
pp404,dyn,828,trial8,brow,diff_bin1,0.08803695873529044
pp404,dyn,828,trial8,brow,diff_bin2,0.030051405619494043
pp404,dyn,828,trial8,brow,diff_bin3,0.09723451015216589
pp404,dyn,828,trial8,brow,diff_bin4,0.48583105751515343
pp404,dyn,828,trial8,brow,diff_bin5,0.3398996105295802
pp404,dyn,828,trial8,brow,diff_bin6,0.7192986064756922
pp404,dyn,828,trial8,cheek,diff_bin1,0.4110567093782392
pp404,dyn,828,trial8,cheek,diff_bin2,-0.053634593594721225
pp404,dyn,828,trial8,cheek,diff_bin3,-0.06627082244094218
pp404,dyn,828,trial8,cheek,diff_bin4,0.1812642051549779
pp404,dyn,828,trial8,cheek,diff_bin5,0.20223979000769096
pp404,dyn,828,trial8,cheek,diff_bin6,0.44218012954889097
pp404,dyn,929,trial1,brow,diff_bin1,-0.051906973342762425
pp404,dyn,929,trial1,brow,diff_bin2,0.01113267980903987
pp404,dyn,929,trial1,brow,diff_bin3,-0.047035003037783824
pp404,dyn,929,trial1,brow,diff_bin4,-0.05996621394071758
pp404,dyn,929,trial1,brow,diff_bin5,-0.03191823536252317
pp404,dyn,929,trial1,brow,diff_bin6,-0.03679020566750177
pp404,dyn,929,trial1,cheek,diff_bin1,-0.08195972736275087
pp404,dyn,929,trial1,cheek,diff_bin2,0.10830524694842975
pp404,dyn,929,trial1,cheek,diff_bin3,-0.20618051730526793
pp404,dyn,929,trial1,cheek,diff_bin4,-0.16051988364132447
pp404,dyn,929,trial1,cheek,diff_bin5,-0.11518301865206465
pp404,dyn,929,trial1,cheek,diff_bin6,-0.1433971460173457
pp404,dyn,929,trial2,brow,diff_bin1,0.06761566264386151
pp404,dyn,929,trial2,brow,diff_bin2,0.05304528416168258
pp404,dyn,929,trial2,brow,diff_bin3,-0.002800244614543812
pp404,dyn,929,trial2,brow,diff_bin4,-0.027638186683383137
pp404,dyn,929,trial2,brow,diff_bin5,-0.016619337956235325
pp404,dyn,929,trial2,brow,diff_bin6,0.3587728039072775
pp404,dyn,929,trial2,cheek,diff_bin1,-0.014407706023418065
pp404,dyn,929,trial2,cheek,diff_bin2,-0.08812983324886309
pp404,dyn,929,trial2,cheek,diff_bin3,-0.14433607517392794
pp404,dyn,929,trial2,cheek,diff_bin4,-0.18781358291714806
pp404,dyn,929,trial2,cheek,diff_bin5,-0.22668432494629914
pp404,dyn,929,trial2,cheek,diff_bin6,-0.12444280274801428
pp404,dyn,929,trial3,brow,diff_bin1,0.7520591918442163
pp404,dyn,929,trial3,brow,diff_bin2,0.03337527321074102
pp404,dyn,929,trial3,brow,diff_bin3,0.01595911768126157
pp404,dyn,929,trial3,brow,diff_bin4,0.012316523060716844
pp404,dyn,929,trial3,brow,diff_bin5,-0.030666093461710953
pp404,dyn,929,trial3,brow,diff_bin6,-0.02581688937311083
pp404,dyn,929,trial3,cheek,diff_bin1,0.17026069548251827
pp404,dyn,929,trial3,cheek,diff_bin2,0.003149806677992917
pp404,dyn,929,trial3,cheek,diff_bin3,-0.032714511943382485
pp404,dyn,929,trial3,cheek,diff_bin4,-0.03577181328575141
pp404,dyn,929,trial3,cheek,diff_bin5,0.1719396673240915
pp404,dyn,929,trial3,cheek,diff_bin6,0.4231147798768109
pp404,dyn,929,trial4,brow,diff_bin1,-0.001115544602541818
pp404,dyn,929,trial4,brow,diff_bin2,0.03774638675539471
pp404,dyn,929,trial4,brow,diff_bin3,0.08100219787436344
pp404,dyn,929,trial4,brow,diff_bin4,0.19317134597076271
pp404,dyn,929,trial4,brow,diff_bin5,0.027069031273923017
pp404,dyn,929,trial4,brow,diff_bin6,0.07075740050408136
pp404,dyn,929,trial4,cheek,diff_bin1,0.02157224426748705
pp404,dyn,929,trial4,cheek,diff_bin2,-0.047492239309295914
pp404,dyn,929,trial4,cheek,diff_bin3,-0.0644993452637449
pp404,dyn,929,trial4,cheek,diff_bin4,0.04964761362933234
pp404,dyn,929,trial4,cheek,diff_bin5,-0.06429583352537249
pp404,dyn,929,trial4,cheek,diff_bin6,-0.09364315125204592
pp404,dyn,929,trial5,brow,diff_bin1,NA
pp404,dyn,929,trial5,brow,diff_bin2,NA
pp404,dyn,929,trial5,brow,diff_bin3,NA
pp404,dyn,929,trial5,brow,diff_bin4,NA
pp404,dyn,929,trial5,brow,diff_bin5,NA
pp404,dyn,929,trial5,brow,diff_bin6,NA
pp404,dyn,929,trial5,cheek,diff_bin1,0.41326758689964976
pp404,dyn,929,trial5,cheek,diff_bin2,0.09339338684586151
pp404,dyn,929,trial5,cheek,diff_bin3,0.13061290863412656
pp404,dyn,929,trial5,cheek,diff_bin4,-0.08831946918689204
pp404,dyn,929,trial5,cheek,diff_bin5,-0.09083561431586151
pp404,dyn,929,trial5,cheek,diff_bin6,-0.10061342829130471
pp404,dyn,929,trial6,brow,diff_bin1,0.01709742850018181
pp404,dyn,929,trial6,brow,diff_bin2,0.047831820611027975
pp404,dyn,929,trial6,brow,diff_bin3,-0.026727538028246955
pp404,dyn,929,trial6,brow,diff_bin4,0.015321663622666293
pp404,dyn,929,trial6,brow,diff_bin5,0.0027774783981653894
pp404,dyn,929,trial6,brow,diff_bin6,0.03660807593647453
pp404,dyn,929,trial6,cheek,diff_bin1,0.1085966387556449
pp404,dyn,929,trial6,cheek,diff_bin2,0.26734504521977226
pp404,dyn,929,trial6,cheek,diff_bin3,0.3148141581951624
pp404,dyn,929,trial6,cheek,diff_bin4,0.20929794711579242
pp404,dyn,929,trial6,cheek,diff_bin5,0.2734087699699171
pp404,dyn,929,trial6,cheek,diff_bin6,1.637760714552848
pp404,dyn,929,trial7,brow,diff_bin1,0.062402199093206934
pp404,dyn,929,trial7,brow,diff_bin2,-0.0029823743455709706
pp404,dyn,929,trial7,brow,diff_bin3,0.0048264378722218115
pp404,dyn,929,trial7,brow,diff_bin4,0.054684451740927786
pp404,dyn,929,trial7,brow,diff_bin5,0.07064356942218941
pp404,dyn,929,trial7,brow,diff_bin6,0.06299412071904548
pp404,dyn,929,trial7,cheek,diff_bin1,-0.042011298173581624
pp404,dyn,929,trial7,cheek,diff_bin2,-0.04097523841459422
pp404,dyn,929,trial7,cheek,diff_bin3,-0.1814214642255384
pp404,dyn,929,trial7,cheek,diff_bin4,-0.19355816425939043
pp404,dyn,929,trial7,cheek,diff_bin5,-0.2543202939639311
pp404,dyn,929,trial7,cheek,diff_bin6,-0.2908645268021418
pp404,dyn,929,trial8,brow,diff_bin1,-0.11342128999721153
pp404,dyn,929,trial8,brow,diff_bin2,-0.1367338955686978
pp404,dyn,929,trial8,brow,diff_bin3,-0.13960243883237677
pp404,dyn,929,trial8,brow,diff_bin4,-0.06410966532158725
pp404,dyn,929,trial8,brow,diff_bin5,-0.12377991844938561
pp404,dyn,929,trial8,brow,diff_bin6,0.07351211268586834
pp404,dyn,929,trial8,cheek,diff_bin1,NA
pp404,dyn,929,trial8,cheek,diff_bin2,NA
pp404,dyn,929,trial8,cheek,diff_bin3,NA
pp404,dyn,929,trial8,cheek,diff_bin4,NA
pp404,dyn,929,trial8,cheek,diff_bin5,NA
pp404,dyn,929,trial8,cheek,diff_bin6,NA
pp405,dyn,626,trial1,brow,diff_bin1,NA
pp405,dyn,626,trial1,brow,diff_bin2,NA
pp405,dyn,626,trial1,brow,diff_bin3,NA
pp405,dyn,626,trial1,brow,diff_bin4,NA
pp405,dyn,626,trial1,brow,diff_bin5,NA
pp405,dyn,626,trial1,brow,diff_bin6,NA
pp405,dyn,626,trial1,cheek,diff_bin1,-0.0747952292402373
pp405,dyn,626,trial1,cheek,diff_bin2,-0.17655320308150946
pp405,dyn,626,trial1,cheek,diff_bin3,1.14749986720205
pp405,dyn,626,trial1,cheek,diff_bin4,1.2524242843594577
pp405,dyn,626,trial1,cheek,diff_bin5,3.9896706019171857
pp405,dyn,626,trial1,cheek,diff_bin6,1.7316127062013373
pp405,dyn,626,trial2,brow,diff_bin1,-0.23035916995991784
pp405,dyn,626,trial2,brow,diff_bin2,-0.11220155768770136
pp405,dyn,626,trial2,brow,diff_bin3,-1.1380443708324006
pp405,dyn,626,trial2,brow,diff_bin4,-1.1540731647877864
pp405,dyn,626,trial2,brow,diff_bin5,-0.8960358588174755
pp405,dyn,626,trial2,brow,diff_bin6,-1.0130548135955935
pp405,dyn,626,trial2,cheek,diff_bin1,-0.4048249803265697
pp405,dyn,626,trial2,cheek,diff_bin2,-0.6798737611054542
pp405,dyn,626,trial2,cheek,diff_bin3,2.4028507128082386
pp405,dyn,626,trial2,cheek,diff_bin4,0.4114457254421262
pp405,dyn,626,trial2,cheek,diff_bin5,0.22572902730937527
pp405,dyn,626,trial2,cheek,diff_bin6,2.929391855150512
pp405,dyn,626,trial3,brow,diff_bin1,0.23649040262044846
pp405,dyn,626,trial3,brow,diff_bin2,-0.36577182271962605
pp405,dyn,626,trial3,brow,diff_bin3,-0.9425456379994966
pp405,dyn,626,trial3,brow,diff_bin4,-0.8873645440547253
pp405,dyn,626,trial3,brow,diff_bin5,-0.8977876395776268
pp405,dyn,626,trial3,brow,diff_bin6,-0.6428159499375806
pp405,dyn,626,trial3,cheek,diff_bin1,NA
pp405,dyn,626,trial3,cheek,diff_bin2,NA
pp405,dyn,626,trial3,cheek,diff_bin3,NA
pp405,dyn,626,trial3,cheek,diff_bin4,NA
pp405,dyn,626,trial3,cheek,diff_bin5,NA
pp405,dyn,626,trial3,cheek,diff_bin6,NA
pp405,dyn,626,trial4,brow,diff_bin1,-0.9877415816114046
pp405,dyn,626,trial4,brow,diff_bin2,-1.2314142853484737
pp405,dyn,626,trial4,brow,diff_bin3,-1.5212464121155338
pp405,dyn,626,trial4,brow,diff_bin4,-1.7533573628356032
pp405,dyn,626,trial4,brow,diff_bin5,-1.312784501657509
pp405,dyn,626,trial4,brow,diff_bin6,-0.9788074997346319
pp405,dyn,626,trial4,cheek,diff_bin1,-0.18010345770869202
pp405,dyn,626,trial4,cheek,diff_bin2,-0.1868681320658911
pp405,dyn,626,trial4,cheek,diff_bin3,1.7217295649418831
pp405,dyn,626,trial4,cheek,diff_bin4,0.12891262409783055
pp405,dyn,626,trial4,cheek,diff_bin5,-0.27413722891514797
pp405,dyn,626,trial4,cheek,diff_bin6,-0.2127753955615473
pp405,dyn,626,trial5,brow,diff_bin1,-0.2519060733097809
pp405,dyn,626,trial5,brow,diff_bin2,0.041517204015589865
pp405,dyn,626,trial5,brow,diff_bin3,-0.42848557393304876
pp405,dyn,626,trial5,brow,diff_bin4,0.3041091399622946
pp405,dyn,626,trial5,brow,diff_bin5,4.755296462469165
pp405,dyn,626,trial5,brow,diff_bin6,9.23521298944252
pp405,dyn,626,trial5,cheek,diff_bin1,0.15419619421303565
pp405,dyn,626,trial5,cheek,diff_bin2,0.021061645693690956
pp405,dyn,626,trial5,cheek,diff_bin3,0.6796338790360499
pp405,dyn,626,trial5,cheek,diff_bin4,1.0414240161115014
pp405,dyn,626,trial5,cheek,diff_bin5,3.2698804644628687
pp405,dyn,626,trial5,cheek,diff_bin6,6.374626112347869
pp405,dyn,626,trial6,brow,diff_bin1,1.1162347003685145
pp405,dyn,626,trial6,brow,diff_bin2,-0.06017366911120306
pp405,dyn,626,trial6,brow,diff_bin3,-0.2303591699599182
pp405,dyn,626,trial6,brow,diff_bin4,0.05999849103518756
pp405,dyn,626,trial6,brow,diff_bin5,0.090567065299830607
pp405,dyn,626,trial6,brow,diff_bin6,-0.4791996269394341
pp405,dyn,626,trial6,cheek,diff_bin1,-0.20409166464911432
pp405,dyn,626,trial6,cheek,diff_bin2,0.05666014479327797
pp405,dyn,626,trial6,cheek,diff_bin3,2.381021444492455
pp405,dyn,626,trial6,cheek,diff_bin4,0.4156196734497598
pp405,dyn,626,trial6,cheek,diff_bin5,-0.4440217104672201
pp405,dyn,626,trial6,cheek,diff_bin6,0.4204173148378442
pp405,dyn,626,trial7,brow,diff_bin1,0.23517656705033443
pp405,dyn,626,trial7,brow,diff_bin2,0.3093644822427488
pp405,dyn,626,trial7,brow,diff_bin3,-0.24209610105293294
pp405,dyn,626,trial7,brow,diff_bin4,-0.24612519680128125
pp405,dyn,626,trial7,brow,diff_bin5,-0.147587529042761
pp405,dyn,626,trial7,brow,diff_bin6,-0.08066950400497491
pp405,dyn,626,trial7,cheek,diff_bin1,-0.007436344151531049
pp405,dyn,626,trial7,cheek,diff_bin2,0.0030225140744932766
pp405,dyn,626,trial7,cheek,diff_bin3,1.1702886637954513
pp405,dyn,626,trial7,cheek,diff_bin4,0.018279013688601964
pp405,dyn,626,trial7,cheek,diff_bin5,0.45966202139237555
pp405,dyn,626,trial7,cheek,diff_bin6,1.8738147969441612
pp405,dyn,626,trial8,brow,diff_bin1,-0.07953084651087716
pp405,dyn,626,trial8,brow,diff_bin2,0.0965231198843457
pp405,dyn,626,trial8,brow,diff_bin3,-0.877729749873893
pp405,dyn,626,trial8,brow,diff_bin4,-0.21468073215656258
pp405,dyn,626,trial8,brow,diff_bin5,-0.6936175919819734
pp405,dyn,626,trial8,brow,diff_bin6,-0.625210553298059
pp405,dyn,626,trial8,cheek,diff_bin1,0.046920932775466495
pp405,dyn,626,trial8,cheek,diff_bin2,0.1394674351516163
pp405,dyn,626,trial8,cheek,diff_bin3,2.4534658294525302
pp405,dyn,626,trial8,cheek,diff_bin4,2.4991873518809755
pp405,dyn,626,trial8,cheek,diff_bin5,1.6905928723332149
pp405,dyn,626,trial8,cheek,diff_bin6,0.5895341737678231
pp405,dyn,727,trial1,brow,diff_bin1,-1.0042959097948359
pp405,dyn,727,trial1,brow,diff_bin2,-0.4467916828766313
pp405,dyn,727,trial1,brow,diff_bin3,-0.5257969951594627
pp405,dyn,727,trial1,brow,diff_bin4,-1.0692869759964552
pp405,dyn,727,trial1,brow,diff_bin5,-0.7667544387182967
pp405,dyn,727,trial1,brow,diff_bin6,1.4538904418877103
pp405,dyn,727,trial1,cheek,diff_bin1,0.003502278213301846
pp405,dyn,727,trial1,cheek,diff_bin2,0.20740203720689282
pp405,dyn,727,trial1,cheek,diff_bin3,0.11475958200298131
pp405,dyn,727,trial1,cheek,diff_bin4,0.5112366663142838
pp405,dyn,727,trial1,cheek,diff_bin5,0.14863093020285773
pp405,dyn,727,trial1,cheek,diff_bin6,2.357369072449198
pp405,dyn,727,trial3,brow,diff_bin1,0.06761873734184654
pp405,dyn,727,trial3,brow,diff_bin2,1.2096922039225957
pp405,dyn,727,trial3,brow,diff_bin3,1.9411482603238404
pp405,dyn,727,trial3,brow,diff_bin4,0.921524268877679
pp405,dyn,727,trial3,brow,diff_bin5,1.1317379600958557
pp405,dyn,727,trial3,brow,diff_bin6,0.4671123396943888
pp405,dyn,727,trial3,cheek,diff_bin1,-0.05157464492190833
pp405,dyn,727,trial3,cheek,diff_bin2,-0.1913299385568098
pp405,dyn,727,trial3,cheek,diff_bin3,0.2509646210106999
pp405,dyn,727,trial3,cheek,diff_bin4,0.1120729028256538
pp405,dyn,727,trial3,cheek,diff_bin5,5.694320563517488
pp405,dyn,727,trial3,cheek,diff_bin6,0.4476199415082834
pp405,dyn,727,trial4,brow,diff_bin1,0.07523898364850556
pp405,dyn,727,trial4,brow,diff_bin2,0.41560998534593546
pp405,dyn,727,trial4,brow,diff_bin3,0.4318139573773365
pp405,dyn,727,trial4,brow,diff_bin4,0.5110820367741904
pp405,dyn,727,trial4,brow,diff_bin5,0.474207051773002
pp405,dyn,727,trial4,brow,diff_bin6,0.4073766157732237
pp405,dyn,727,trial4,cheek,diff_bin1,-0.001055481105378675
pp405,dyn,727,trial4,cheek,diff_bin2,0.07052532840484199
pp405,dyn,727,trial4,cheek,diff_bin3,0.09686437962542588
pp405,dyn,727,trial4,cheek,diff_bin4,0.030608952055979133
pp405,dyn,727,trial4,cheek,diff_bin5,0.7602822307697502
pp405,dyn,727,trial4,cheek,diff_bin6,0.44167086618705864
pp405,dyn,727,trial5,brow,diff_bin1,-0.03170723175874157
pp405,dyn,727,trial5,brow,diff_bin2,-0.08172057246106607
pp405,dyn,727,trial5,brow,diff_bin3,-0.17885681561146494
pp405,dyn,727,trial5,brow,diff_bin4,-0.3120797424209839
pp405,dyn,727,trial5,brow,diff_bin5,-0.06630490177173332
pp405,dyn,727,trial5,brow,diff_bin6,-0.4710538464047297
pp405,dyn,727,trial5,cheek,diff_bin1,-0.09456151175914529
pp405,dyn,727,trial5,cheek,diff_bin2,0.22673653200087324
pp405,dyn,727,trial5,cheek,diff_bin3,-0.07225247930455247
pp405,dyn,727,trial5,cheek,diff_bin4,-0.12785714299245188
pp405,dyn,727,trial5,cheek,diff_bin5,0.23374108842747668
pp405,dyn,727,trial5,cheek,diff_bin6,0.6700865726737614
pp405,dyn,727,trial6,brow,diff_bin1,-0.01383906800519663
pp405,dyn,727,trial6,brow,diff_bin2,0.3313493307826502
pp405,dyn,727,trial6,brow,diff_bin3,1.88377744042888
pp405,dyn,727,trial6,brow,diff_bin4,0.906896899530415
pp405,dyn,727,trial6,brow,diff_bin5,0.5139724750284406
pp405,dyn,727,trial6,brow,diff_bin6,0.1666819393284122
pp405,dyn,727,trial6,cheek,diff_bin1,0.19056231593471631
pp405,dyn,727,trial6,cheek,diff_bin2,0.5590691509534864
pp405,dyn,727,trial6,cheek,diff_bin3,1.0782219255581096
pp405,dyn,727,trial6,cheek,diff_bin4,0.4376408474210679
pp405,dyn,727,trial6,cheek,diff_bin5,0.3017236668966339
pp405,dyn,727,trial6,cheek,diff_bin6,0.5143551332165388
pp405,dyn,727,trial7,brow,diff_bin1,0.5050383931516679
pp405,dyn,727,trial7,brow,diff_bin2,0.33345146769483175
pp405,dyn,727,trial7,brow,diff_bin3,0.4460033815345633
pp405,dyn,727,trial7,brow,diff_bin4,0.06402758678353582
pp405,dyn,727,trial7,brow,diff_bin5,0.3395827003553616
pp405,dyn,727,trial7,brow,diff_bin6,0.028116081200430854
pp405,dyn,727,trial7,cheek,diff_bin1,0.28627526162700173
pp405,dyn,727,trial7,cheek,diff_bin2,0.056708121207158624
pp405,dyn,727,trial7,cheek,diff_bin3,-0.0447140177369475
pp405,dyn,727,trial7,cheek,diff_bin4,0.03190431523076187
pp405,dyn,727,trial7,cheek,diff_bin5,0.004797641388084362
pp405,dyn,727,trial7,cheek,diff_bin6,0.966053069904694
pp405,dyn,727,trial8,brow,diff_bin1,0.22711837555363745
pp405,dyn,727,trial8,brow,diff_bin2,-0.158010624565662
pp405,dyn,727,trial8,brow,diff_bin3,-0.3841655207012168
pp405,dyn,727,trial8,brow,diff_bin4,-0.5258845841974704
pp405,dyn,727,trial8,brow,diff_bin5,-0.8296433680077349
pp405,dyn,727,trial8,brow,diff_bin6,-0.5836057602444613
pp405,dyn,727,trial8,cheek,diff_bin1,0.5575339057092995
pp405,dyn,727,trial8,cheek,diff_bin2,-0.5976421877136856
pp405,dyn,727,trial8,cheek,diff_bin3,-0.7715087116178677
pp405,dyn,727,trial8,cheek,diff_bin4,-0.9030120620652636
pp405,dyn,727,trial8,cheek,diff_bin5,0.9151021183632368
pp405,dyn,727,trial8,cheek,diff_bin6,-0.8412664174006164
pp405,dyn,828,trial1,brow,diff_bin1,NA
pp405,dyn,828,trial1,brow,diff_bin2,NA
pp405,dyn,828,trial1,brow,diff_bin3,NA
pp405,dyn,828,trial1,brow,diff_bin4,NA
pp405,dyn,828,trial1,brow,diff_bin5,NA
pp405,dyn,828,trial1,brow,diff_bin6,NA
pp405,dyn,828,trial1,cheek,diff_bin1,-0.59903350371623
pp405,dyn,828,trial1,cheek,diff_bin2,-0.5892463152845379
pp405,dyn,828,trial1,cheek,diff_bin3,-0.5730782638066929
pp405,dyn,828,trial1,cheek,diff_bin4,0.8542200491484444
pp405,dyn,828,trial1,cheek,diff_bin5,2.1004073997033923
pp405,dyn,828,trial1,cheek,diff_bin6,1.9345049605034301
pp405,dyn,828,trial2,brow,diff_bin1,0.5370959810624397
pp405,dyn,828,trial2,brow,diff_bin2,0.10861040712939096
pp405,dyn,828,trial2,brow,diff_bin3,0.3544728368166493
pp405,dyn,828,trial2,brow,diff_bin4,0.3436117961037103
pp405,dyn,828,trial2,brow,diff_bin5,1.2684644484256775
pp405,dyn,828,trial2,brow,diff_bin6,0.36428280907349764
pp405,dyn,828,trial2,cheek,diff_bin1,-0.6451868138696026
pp405,dyn,828,trial2,cheek,diff_bin2,-1.811109624001897
pp405,dyn,828,trial2,cheek,diff_bin3,-1.4579552414249974
pp405,dyn,828,trial2,cheek,diff_bin4,-0.71259367537219
pp405,dyn,828,trial2,cheek,diff_bin5,-1.53135915466269
pp405,dyn,828,trial2,cheek,diff_bin6,-1.8874880749002023
pp405,dyn,828,trial3,brow,diff_bin1,0.05272860088055917
pp405,dyn,828,trial3,brow,diff_bin2,-0.002102136912181529
pp405,dyn,828,trial3,brow,diff_bin3,-0.07252372347027053
pp405,dyn,828,trial3,brow,diff_bin4,0.17018550084871514
pp405,dyn,828,trial3,brow,diff_bin5,-0.2872920446648405
pp405,dyn,828,trial3,brow,diff_bin6,0.4589665591596844
pp405,dyn,828,trial3,cheek,diff_bin1,-0.1129364782755089
pp405,dyn,828,trial3,cheek,diff_bin2,0.1742023588013482
pp405,dyn,828,trial3,cheek,diff_bin3,0.8328705449714686
pp405,dyn,828,trial3,cheek,diff_bin4,0.46047762042834994
pp405,dyn,828,trial3,cheek,diff_bin5,2.260600645651534
pp405,dyn,828,trial3,cheek,diff_bin6,1.2487780769045136
pp405,dyn,828,trial4,brow,diff_bin1,0.17079862411476787
pp405,dyn,828,trial4,brow,diff_bin2,-0.043969697079801695
pp405,dyn,828,trial4,brow,diff_bin3,0.2524316075378266
pp405,dyn,828,trial4,brow,diff_bin4,0.07050917559609676
pp405,dyn,828,trial4,brow,diff_bin5,0.32618157754020305
pp405,dyn,828,trial4,brow,diff_bin6,0.014364602233241985
pp405,dyn,828,trial4,cheek,diff_bin1,0.07685821503711371
pp405,dyn,828,trial4,cheek,diff_bin2,-0.04221924421514339
pp405,dyn,828,trial4,cheek,diff_bin3,0.016264004305606483
pp405,dyn,828,trial4,cheek,diff_bin4,0.3698021981935529
pp405,dyn,828,trial4,cheek,diff_bin5,0.2294232111782007
pp405,dyn,828,trial4,cheek,diff_bin6,0.17218734941835268
pp405,dyn,828,trial5,brow,diff_bin1,0.7495869872688127
pp405,dyn,828,trial5,brow,diff_bin2,0.06096197045327095
pp405,dyn,828,trial5,brow,diff_bin3,-0.4173617661060868
pp405,dyn,828,trial5,brow,diff_bin4,-0.3000800442139463
pp405,dyn,828,trial5,brow,diff_bin5,-0.06761873734184656
pp405,dyn,828,trial5,brow,diff_bin6,-0.2316730055300315
pp405,dyn,828,trial5,cheek,diff_bin1,-0.04394639511485404
pp405,dyn,828,trial5,cheek,diff_bin2,0.10914634157892228
pp405,dyn,828,trial5,cheek,diff_bin3,0.13419002962472337
pp405,dyn,828,trial5,cheek,diff_bin4,-0.15491584042124823
pp405,dyn,828,trial5,cheek,diff_bin5,-0.3266714021146732
pp405,dyn,828,trial5,cheek,diff_bin6,0.5072066475482928
pp405,dyn,828,trial6,brow,diff_bin1,2.0694662010049356
pp405,dyn,828,trial6,brow,diff_bin2,0.26486925093490177
pp405,dyn,828,trial6,brow,diff_bin3,0.37102716500008104
pp405,dyn,828,trial6,brow,diff_bin4,0.7445068230643735
pp405,dyn,828,trial6,brow,diff_bin5,0.5394608850886445
pp405,dyn,828,trial6,brow,diff_bin6,0.5506722819536138
pp405,dyn,828,trial6,cheek,diff_bin1,-0.15007022261928288
pp405,dyn,828,trial6,cheek,diff_bin2,1.08959233564787
pp405,dyn,828,trial6,cheek,diff_bin3,-0.2377711071934676
pp405,dyn,828,trial6,cheek,diff_bin4,-0.3754634150314926
pp405,dyn,828,trial6,cheek,diff_bin5,0.0424591262845479
pp405,dyn,828,trial6,cheek,diff_bin6,0.1855247924772274
pp405,dyn,828,trial7,brow,diff_bin1,-0.8715985172133623
pp405,dyn,828,trial7,brow,diff_bin2,-0.46457225759216925
pp405,dyn,828,trial7,brow,diff_bin3,-0.7187556458901472
pp405,dyn,828,trial7,brow,diff_bin4,-0.9048823516562404
pp405,dyn,828,trial7,brow,diff_bin5,-0.5596063638303862
pp405,dyn,828,trial7,brow,diff_bin6,-0.7703455892766078
pp405,dyn,828,trial7,cheek,diff_bin1,-1.0286143136053159
pp405,dyn,828,trial7,cheek,diff_bin2,-2.068311178817107
pp405,dyn,828,trial7,cheek,diff_bin3,-1.9456834649376673
pp405,dyn,828,trial7,cheek,diff_bin4,-1.9988413315176436
pp405,dyn,828,trial7,cheek,diff_bin5,-2.0689348721975582
pp405,dyn,828,trial7,cheek,diff_bin6,-1.9417493989994379
pp405,dyn,828,trial8,brow,diff_bin1,1.0984541256529772
