pp_no,condition,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp451,dyn,828,bin_4,4,trial6,cheek,119.7175,TRUE
pp451,dyn,828,bin_5,5,trial6,cheek,152.7278,TRUE
pp451,dyn,828,bin_6,6,trial6,cheek,25.3649,TRUE
pp451,dyn,929,bin_0,0,trial4,cheek,28.925,TRUE
pp451,dyn,929,bin_1,1,trial4,cheek,21.9542,TRUE
pp451,dyn,929,bin_2,2,trial4,cheek,6.7836,TRUE
pp451,dyn,929,bin_3,3,trial4,cheek,22.4183,TRUE
pp451,dyn,929,bin_4,4,trial4,cheek,40.0333,TRUE
pp451,dyn,929,bin_5,5,trial4,cheek,33.3652,TRUE
pp451,dyn,929,bin_6,6,trial4,cheek,24.6729,TRUE
pp452,dyn,626,bin_0,0,trial1,brow,10.3876,TRUE
pp452,dyn,626,bin_1,1,trial1,brow,9.185,TRUE
pp452,dyn,626,bin_2,2,trial1,brow,8.7688,TRUE
pp452,dyn,626,bin_3,3,trial1,brow,7.4728,TRUE
pp452,dyn,626,bin_4,4,trial1,brow,13.4566,TRUE
pp452,dyn,626,bin_5,5,trial1,brow,6.4051,TRUE
pp452,dyn,626,bin_6,6,trial1,brow,5.556,TRUE
pp452,dyn,727,bin_0,0,trial5,cheek,11.3032,TRUE
pp452,dyn,727,bin_1,1,trial5,cheek,17.7246,TRUE
pp452,dyn,727,bin_2,2,trial5,cheek,29.8422,TRUE
pp452,dyn,727,bin_3,3,trial5,cheek,6.3911,TRUE
pp452,dyn,727,bin_4,4,trial5,cheek,7.9657,TRUE
pp452,dyn,727,bin_5,5,trial5,cheek,7.3123,TRUE
pp452,dyn,727,bin_6,6,trial5,cheek,4.7155,TRUE
pp452,dyn,828,bin_0,0,trial1,brow,14.7487,TRUE
pp452,dyn,828,bin_1,1,trial1,brow,7.452,TRUE
pp452,dyn,828,bin_2,2,trial1,brow,6.3068,TRUE
pp452,dyn,828,bin_3,3,trial1,brow,6.4068,TRUE
pp452,dyn,828,bin_4,4,trial1,brow,6.4826,TRUE
pp452,dyn,828,bin_5,5,trial1,brow,8.1101,TRUE
pp452,dyn,828,bin_6,6,trial1,brow,7.6977,TRUE
pp452,dyn,828,bin_0,0,trial5,cheek,26.4885,TRUE
pp452,dyn,828,bin_1,1,trial5,cheek,43.1769,TRUE
pp452,dyn,828,bin_2,2,trial5,cheek,36.8303,TRUE
pp452,dyn,828,bin_3,3,trial5,cheek,7.9563,TRUE
pp452,dyn,828,bin_4,4,trial5,cheek,3.009,TRUE
pp452,dyn,828,bin_5,5,trial5,cheek,3.063,TRUE
pp452,dyn,828,bin_6,6,trial5,cheek,4.214,TRUE
pp452,dyn,929,bin_0,0,trial3,cheek,23.2513,TRUE
pp452,dyn,929,bin_1,1,trial3,cheek,25.9462,TRUE
pp452,dyn,929,bin_2,2,trial3,cheek,14.673,TRUE
pp452,dyn,929,bin_3,3,trial3,cheek,10.4624,TRUE
pp452,dyn,929,bin_4,4,trial3,cheek,6.7991,TRUE
pp452,dyn,929,bin_5,5,trial3,cheek,4.9809,TRUE
pp452,dyn,929,bin_6,6,trial3,cheek,3.5154,TRUE
pp452,dyn,929,bin_0,0,trial5,brow,16.5547,TRUE
pp452,dyn,929,bin_1,1,trial5,brow,12.4784,TRUE
pp452,dyn,929,bin_2,2,trial5,brow,9.8382,TRUE
pp452,dyn,929,bin_3,3,trial5,brow,8.9824,TRUE
pp452,dyn,929,bin_4,4,trial5,brow,8.4858,TRUE
pp452,dyn,929,bin_5,5,trial5,brow,8.4143,TRUE
pp452,dyn,929,bin_6,6,trial5,brow,7.3954,TRUE
pp453,dyn,626,bin_0,0,trial7,brow,5.3467,TRUE
pp453,dyn,626,bin_1,1,trial7,brow,5.0768,TRUE
pp453,dyn,626,bin_2,2,trial7,brow,4.3006,TRUE
pp453,dyn,626,bin_3,3,trial7,brow,4.7366,TRUE
pp453,dyn,626,bin_4,4,trial7,brow,3.2615,TRUE
pp453,dyn,626,bin_5,5,trial7,brow,4.745,TRUE
pp453,dyn,626,bin_6,6,trial7,brow,4.9844,TRUE
pp453,dyn,626,bin_0,0,trial7,cheek,5.5659,TRUE
pp453,dyn,626,bin_1,1,trial7,cheek,5.4135,TRUE
pp453,dyn,626,bin_2,2,trial7,cheek,4.7028,TRUE
pp453,dyn,626,bin_3,3,trial7,cheek,4.399,TRUE
pp453,dyn,626,bin_4,4,trial7,cheek,11.6251,TRUE
pp453,dyn,626,bin_5,5,trial7,cheek,8.8099,TRUE
pp453,dyn,626,bin_6,6,trial7,cheek,5.6024,TRUE
pp453,dyn,727,bin_0,0,trial1,cheek,5.0797,TRUE
pp453,dyn,727,bin_1,1,trial1,cheek,3.8008,TRUE
pp453,dyn,727,bin_2,2,trial1,cheek,3.4449,TRUE
pp453,dyn,727,bin_3,3,trial1,cheek,3.6758,TRUE
pp453,dyn,727,bin_4,4,trial1,cheek,3.8186,TRUE
pp453,dyn,727,bin_5,5,trial1,cheek,3.9358,TRUE
pp453,dyn,727,bin_6,6,trial1,cheek,3.7314,TRUE
pp453,dyn,828,bin_0,0,trial1,cheek,4.787,TRUE
pp453,dyn,828,bin_1,1,trial1,cheek,3.314,TRUE
pp453,dyn,828,bin_2,2,trial1,cheek,3.0771,TRUE
pp453,dyn,828,bin_3,3,trial1,cheek,3.0657,TRUE
pp453,dyn,828,bin_4,4,trial1,cheek,3.3898,TRUE
pp453,dyn,828,bin_5,5,trial1,cheek,3.8672,TRUE
pp453,dyn,828,bin_6,6,trial1,cheek,3.8568,TRUE
pp453,dyn,929,bin_0,0,trial1,brow,12.9763,TRUE
pp453,dyn,929,bin_1,1,trial1,brow,14.3465,TRUE
pp453,dyn,929,bin_2,2,trial1,brow,10.9442,TRUE
pp453,dyn,929,bin_3,3,trial1,brow,11.4253,TRUE
pp453,dyn,929,bin_4,4,trial1,brow,11.0848,TRUE
pp453,dyn,929,bin_5,5,trial1,brow,10.5404,TRUE
pp453,dyn,929,bin_6,6,trial1,brow,10.9692,TRUE
pp453,dyn,929,bin_0,0,trial1,cheek,4.0363,TRUE
pp453,dyn,929,bin_1,1,trial1,cheek,3.2168,TRUE
pp453,dyn,929,bin_2,2,trial1,cheek,3.2343,TRUE
pp453,dyn,929,bin_3,3,trial1,cheek,3.3101,TRUE
pp453,dyn,929,bin_4,4,trial1,cheek,3.0135,TRUE
pp453,dyn,929,bin_5,5,trial1,cheek,3.1514,TRUE
pp453,dyn,929,bin_6,6,trial1,cheek,3.1814,TRUE
pp455,dyn,626,bin_0,0,trial1,brow,10.2471,TRUE
pp455,dyn,626,bin_1,1,trial1,brow,9.098,TRUE
pp455,dyn,626,bin_2,2,trial1,brow,5.3167,TRUE
pp455,dyn,626,bin_3,3,trial1,brow,6.6667,TRUE
pp455,dyn,626,bin_4,4,trial1,brow,4.5829,TRUE
pp455,dyn,626,bin_5,5,trial1,brow,4.8426,TRUE
pp455,dyn,626,bin_6,6,trial1,brow,6.4186,TRUE
pp455,dyn,626,bin_0,0,trial6,cheek,62.0902,TRUE
pp455,dyn,626,bin_1,1,trial6,cheek,52.3912,TRUE
pp455,dyn,626,bin_2,2,trial6,cheek,40.4752,TRUE
pp455,dyn,626,bin_3,3,trial6,cheek,27.8438,TRUE
pp455,dyn,626,bin_4,4,trial6,cheek,21.3382,TRUE
pp455,dyn,626,bin_5,5,trial6,cheek,31.5276,TRUE
pp455,dyn,626,bin_6,6,trial6,cheek,67.9737,TRUE
pp455,dyn,727,bin_0,0,trial6,cheek,9.5611,TRUE
pp455,dyn,727,bin_1,1,trial6,cheek,7.6496,TRUE
pp455,dyn,727,bin_2,2,trial6,cheek,8.1406,TRUE
pp455,dyn,727,bin_3,3,trial6,cheek,4.7202,TRUE
pp455,dyn,727,bin_4,4,trial6,cheek,3.7831,TRUE
pp455,dyn,727,bin_5,5,trial6,cheek,4.0217,TRUE
pp455,dyn,727,bin_6,6,trial6,cheek,3.7199,TRUE
pp455,dyn,828,bin_0,0,trial1,cheek,100.2896,TRUE
pp455,dyn,828,bin_1,1,trial1,cheek,92.6489,TRUE
pp455,dyn,828,bin_2,2,trial1,cheek,110.3844,TRUE
pp455,dyn,828,bin_3,3,trial1,cheek,77.217,TRUE
pp455,dyn,828,bin_4,4,trial1,cheek,62.1865,TRUE
pp455,dyn,828,bin_5,5,trial1,cheek,41.1358,TRUE
pp455,dyn,828,bin_6,6,trial1,cheek,37.9023,TRUE
pp455,dyn,828,bin_0,0,trial8,brow,9.1017,TRUE
pp455,dyn,828,bin_1,1,trial8,brow,9.626,TRUE
pp455,dyn,828,bin_2,2,trial8,brow,10.3413,TRUE
pp455,dyn,828,bin_3,3,trial8,brow,9.9757,TRUE
pp455,dyn,828,bin_4,4,trial8,brow,12.7948,TRUE
pp455,dyn,828,bin_5,5,trial8,brow,8.5014,TRUE
pp455,dyn,828,bin_6,6,trial8,brow,7.848,TRUE
pp455,dyn,929,bin_0,0,trial2,cheek,19.7332,TRUE
pp455,dyn,929,bin_1,1,trial2,cheek,16.9354,TRUE
pp455,dyn,929,bin_2,2,trial2,cheek,9.7176,TRUE
pp455,dyn,929,bin_3,3,trial2,cheek,5.0075,TRUE
pp455,dyn,929,bin_4,4,trial2,cheek,5.0407,TRUE
pp455,dyn,929,bin_5,5,trial2,cheek,6.1875,TRUE
pp455,dyn,929,bin_6,6,trial2,cheek,7.4002,TRUE
pp456,dyn,626,bin_0,0,trial4,brow,10.7651,TRUE
pp456,dyn,626,bin_1,1,trial4,brow,10.097,TRUE
pp456,dyn,626,bin_2,2,trial4,brow,4.7058,TRUE
pp456,dyn,626,bin_3,3,trial4,brow,3.5273,TRUE
pp456,dyn,626,bin_4,4,trial4,brow,3.887,TRUE
pp456,dyn,626,bin_5,5,trial4,brow,5.9725,TRUE
pp456,dyn,626,bin_6,6,trial4,brow,6.6324,TRUE
pp456,dyn,626,bin_0,0,trial4,cheek,10.9558,TRUE
pp456,dyn,626,bin_1,1,trial4,cheek,11.2253,TRUE
pp456,dyn,626,bin_2,2,trial4,cheek,4.475,TRUE
pp456,dyn,626,bin_3,3,trial4,cheek,5.4153,TRUE
pp456,dyn,626,bin_4,4,trial4,cheek,4.9198,TRUE
pp456,dyn,626,bin_5,5,trial4,cheek,4.6968,TRUE
pp456,dyn,626,bin_6,6,trial4,cheek,4.4233,TRUE
pp456,dyn,727,bin_0,0,trial2,brow,19.2329,TRUE
pp456,dyn,727,bin_1,1,trial2,brow,7.5901,TRUE
pp456,dyn,727,bin_2,2,trial2,brow,4.4508,TRUE
pp456,dyn,727,bin_3,3,trial2,brow,3.5679,TRUE
pp456,dyn,727,bin_4,4,trial2,brow,8.9988,TRUE
pp456,dyn,727,bin_5,5,trial2,brow,11.9493,TRUE
pp456,dyn,727,bin_6,6,trial2,brow,5.1632,TRUE
pp456,dyn,828,bin_0,0,trial2,brow,15.0836,TRUE
pp456,dyn,828,bin_1,1,trial2,brow,7.8092,TRUE
pp456,dyn,828,bin_2,2,trial2,brow,6.2944,TRUE
pp456,dyn,828,bin_3,3,trial2,brow,5.2256,TRUE
pp456,dyn,828,bin_4,4,trial2,brow,5.5367,TRUE
pp456,dyn,828,bin_5,5,trial2,brow,4.2908,TRUE
pp456,dyn,828,bin_6,6,trial2,brow,3.9066,TRUE
pp456,dyn,828,bin_0,0,trial8,cheek,50.0136,TRUE
pp456,dyn,828,bin_1,1,trial8,cheek,45.375,TRUE
pp456,dyn,828,bin_2,2,trial8,cheek,41.2579,TRUE
pp456,dyn,828,bin_3,3,trial8,cheek,28.728,TRUE
pp456,dyn,828,bin_4,4,trial8,cheek,40.2167,TRUE
pp456,dyn,828,bin_5,5,trial8,cheek,24.9682,TRUE
pp456,dyn,828,bin_6,6,trial8,cheek,22.0778,TRUE
pp456,dyn,929,bin_0,0,trial1,cheek,40.7946,TRUE
pp456,dyn,929,bin_1,1,trial1,cheek,32.9775,TRUE
pp456,dyn,929,bin_2,2,trial1,cheek,28.9383,TRUE
pp456,dyn,929,bin_3,3,trial1,cheek,28.6219,TRUE
pp456,dyn,929,bin_4,4,trial1,cheek,27.4434,TRUE
pp456,dyn,929,bin_5,5,trial1,cheek,39.7313,TRUE
pp456,dyn,929,bin_6,6,trial1,cheek,36.3423,TRUE
pp457,dyn,626,bin_0,0,trial5,brow,84.7835,TRUE
pp457,dyn,626,bin_1,1,trial5,brow,9.4374,TRUE
pp457,dyn,626,bin_2,2,trial5,brow,5.4615,TRUE
pp457,dyn,626,bin_3,3,trial5,brow,6.3257,TRUE
pp457,dyn,626,bin_4,4,trial5,brow,5.1282,TRUE
pp457,dyn,626,bin_5,5,trial5,brow,4.2993,TRUE
pp457,dyn,626,bin_6,6,trial5,brow,3.6051,TRUE
pp457,dyn,626,bin_0,0,trial5,cheek,12.4368,TRUE
pp457,dyn,626,bin_1,1,trial5,cheek,2.9841,TRUE
pp457,dyn,626,bin_2,2,trial5,cheek,1.9797,TRUE
pp457,dyn,626,bin_3,3,trial5,cheek,1.8637,TRUE
pp457,dyn,626,bin_4,4,trial5,cheek,1.6461,TRUE
pp457,dyn,626,bin_5,5,trial5,cheek,1.8576,TRUE
pp457,dyn,626,bin_6,6,trial5,cheek,1.7021,TRUE
pp457,dyn,727,bin_0,0,trial1,brow,81.1205,TRUE
pp457,dyn,727,bin_1,1,trial1,brow,5.5734,TRUE
pp457,dyn,727,bin_2,2,trial1,brow,5.8296,TRUE
pp457,dyn,727,bin_3,3,trial1,brow,10.2995,TRUE
pp457,dyn,727,bin_4,4,trial1,brow,25.6667,TRUE
pp457,dyn,727,bin_5,5,trial1,brow,15.7981,TRUE
pp457,dyn,727,bin_6,6,trial1,brow,16.5922,TRUE
pp457,dyn,727,bin_0,0,trial1,cheek,14.1539,TRUE
pp457,dyn,727,bin_1,1,trial1,cheek,6.5967,TRUE
pp457,dyn,727,bin_2,2,trial1,cheek,3.8573,TRUE
pp457,dyn,727,bin_3,3,trial1,cheek,2.3567,TRUE
pp457,dyn,727,bin_4,4,trial1,cheek,3.7097,TRUE
pp457,dyn,727,bin_5,5,trial1,cheek,3.0182,TRUE
pp457,dyn,727,bin_6,6,trial1,cheek,3.4476,TRUE
pp457,dyn,828,bin_0,0,trial7,brow,64.763,TRUE
pp457,dyn,828,bin_1,1,trial7,brow,96.6519,TRUE
pp457,dyn,828,bin_2,2,trial7,brow,20.5223,TRUE
pp457,dyn,828,bin_3,3,trial7,brow,25.1159,TRUE
pp457,dyn,828,bin_4,4,trial7,brow,47.7271,TRUE
pp457,dyn,828,bin_5,5,trial7,brow,19.5907,TRUE
pp457,dyn,828,bin_6,6,trial7,brow,19.2324,TRUE
pp457,dyn,828,bin_0,0,trial7,cheek,16.3125,TRUE
pp457,dyn,828,bin_1,1,trial7,cheek,35.3011,TRUE
pp457,dyn,828,bin_2,2,trial7,cheek,4.7833,TRUE
pp457,dyn,828,bin_3,3,trial7,cheek,3.4135,TRUE
pp457,dyn,828,bin_4,4,trial7,cheek,8.4003,TRUE
pp457,dyn,828,bin_5,5,trial7,cheek,6.5538,TRUE
pp457,dyn,828,bin_6,6,trial7,cheek,5.2108,TRUE
pp457,dyn,929,bin_0,0,trial6,brow,38.3945,TRUE
pp457,dyn,929,bin_1,1,trial6,brow,74.0688,TRUE
pp457,dyn,929,bin_2,2,trial6,brow,56.41,TRUE
pp457,dyn,929,bin_3,3,trial6,brow,35.4519,TRUE
pp457,dyn,929,bin_4,4,trial6,brow,37.7235,TRUE
pp457,dyn,929,bin_5,5,trial6,brow,10.1345,TRUE
pp457,dyn,929,bin_6,6,trial6,brow,5.1171,TRUE
pp457,dyn,929,bin_0,0,trial6,cheek,31.2928,TRUE
pp457,dyn,929,bin_1,1,trial6,cheek,27.1404,TRUE
pp457,dyn,929,bin_2,2,trial6,cheek,30.1742,TRUE
pp457,dyn,929,bin_3,3,trial6,cheek,23.5859,TRUE
pp457,dyn,929,bin_4,4,trial6,cheek,16.2664,TRUE
pp457,dyn,929,bin_5,5,trial6,cheek,5.2653,TRUE
pp457,dyn,929,bin_6,6,trial6,cheek,2.8191,TRUE
pp458,dyn,626,bin_0,0,trial1,brow,3.0687,TRUE
pp458,dyn,626,bin_1,1,trial1,brow,1.9645,TRUE
pp458,dyn,626,bin_2,2,trial1,brow,1.8491,TRUE
pp458,dyn,626,bin_3,3,trial1,brow,1.8951,TRUE
pp458,dyn,626,bin_4,4,trial1,brow,2.1601,TRUE
pp458,dyn,626,bin_5,5,trial1,brow,1.8913,TRUE
pp458,dyn,626,bin_6,6,trial1,brow,4.4718,TRUE
pp458,dyn,626,bin_0,0,trial3,cheek,19.2636,TRUE
pp458,dyn,626,bin_1,1,trial3,cheek,17.1038,TRUE
pp458,dyn,626,bin_2,2,trial3,cheek,11.687,TRUE
pp458,dyn,626,bin_3,3,trial3,cheek,43.8669,TRUE
pp458,dyn,626,bin_4,4,trial3,cheek,45.9477,TRUE
pp458,dyn,626,bin_5,5,trial3,cheek,51.6187,TRUE
pp458,dyn,626,bin_6,6,trial3,cheek,49.8471,TRUE
pp458,dyn,727,bin_0,0,trial2,brow,2.2755,TRUE
pp458,dyn,727,bin_1,1,trial2,brow,13.1843,TRUE
pp458,dyn,727,bin_2,2,trial2,brow,2.5643,TRUE
pp458,dyn,727,bin_3,3,trial2,brow,2.401,TRUE
pp458,dyn,727,bin_4,4,trial2,brow,1.8009,TRUE
pp458,dyn,727,bin_5,5,trial2,brow,2.164,TRUE
pp458,dyn,727,bin_6,6,trial2,brow,1.9697,TRUE
pp458,dyn,828,bin_0,0,trial2,brow,17.2487,TRUE
pp458,dyn,828,bin_1,1,trial2,brow,3.4736,TRUE
pp458,dyn,828,bin_2,2,trial2,brow,2.2894,TRUE
pp458,dyn,828,bin_3,3,trial2,brow,9.4182,TRUE
pp458,dyn,828,bin_4,4,trial2,brow,6.0412,TRUE
pp458,dyn,828,bin_5,5,trial2,brow,13.7683,TRUE
pp458,dyn,828,bin_6,6,trial2,brow,5.7525,TRUE
pp458,dyn,929,bin_0,0,trial1,cheek,33.005,TRUE
pp458,dyn,929,bin_1,1,trial1,cheek,14.7098,TRUE
pp458,dyn,929,bin_2,2,trial1,cheek,16.2623,TRUE
pp458,dyn,929,bin_3,3,trial1,cheek,15.1522,TRUE
pp458,dyn,929,bin_4,4,trial1,cheek,9.2087,TRUE
pp458,dyn,929,bin_5,5,trial1,cheek,11.6363,TRUE
pp458,dyn,929,bin_6,6,trial1,cheek,8.5101,TRUE
pp458,dyn,929,bin_0,0,trial7,brow,4.3931,TRUE
pp458,dyn,929,bin_1,1,trial7,brow,4.2781,TRUE
pp458,dyn,929,bin_2,2,trial7,brow,3.477,TRUE
pp458,dyn,929,bin_3,3,trial7,brow,2.9061,TRUE
pp458,dyn,929,bin_4,4,trial7,brow,3.1257,TRUE
pp458,dyn,929,bin_5,5,trial7,brow,2.9458,TRUE
pp458,dyn,929,bin_6,6,trial7,brow,2.9502,TRUE
pp459,dyn,626,bin_0,0,trial4,brow,21.1718,TRUE
pp459,dyn,626,bin_1,1,trial4,brow,7.481,TRUE
pp459,dyn,626,bin_2,2,trial4,brow,4.0896,TRUE
pp459,dyn,626,bin_3,3,trial4,brow,3.4928,TRUE
pp459,dyn,626,bin_4,4,trial4,brow,2.7205,TRUE
pp459,dyn,626,bin_5,5,trial4,brow,2.9594,TRUE
pp459,dyn,626,bin_6,6,trial4,brow,2.5135,TRUE
pp459,dyn,626,bin_0,0,trial4,cheek,59.7249,TRUE
pp459,dyn,626,bin_1,1,trial4,cheek,21.9981,TRUE
pp459,dyn,626,bin_2,2,trial4,cheek,9.7628,TRUE
pp459,dyn,626,bin_3,3,trial4,cheek,15.3568,TRUE
pp459,dyn,626,bin_4,4,trial4,cheek,30.3851,TRUE
pp459,dyn,626,bin_5,5,trial4,cheek,48.4631,TRUE
pp459,dyn,626,bin_6,6,trial4,cheek,43.6472,TRUE
pp459,dyn,727,bin_0,0,trial1,cheek,17.9111,TRUE
pp459,dyn,727,bin_1,1,trial1,cheek,8.6299,TRUE
pp459,dyn,727,bin_2,2,trial1,cheek,13.4548,TRUE
pp459,dyn,727,bin_3,3,trial1,cheek,45.8866,TRUE
pp459,dyn,727,bin_4,4,trial1,cheek,25.964,TRUE
pp459,dyn,727,bin_5,5,trial1,cheek,14.7732,TRUE
pp459,dyn,727,bin_6,6,trial1,cheek,7.336,TRUE
pp459,dyn,727,bin_0,0,trial7,brow,17.0202,TRUE
pp459,dyn,727,bin_1,1,trial7,brow,12.2601,TRUE
pp459,dyn,727,bin_2,2,trial7,brow,33.8862,TRUE
pp459,dyn,727,bin_3,3,trial7,brow,69.897,TRUE
pp459,dyn,727,bin_4,4,trial7,brow,90.4419,TRUE
pp459,dyn,727,bin_5,5,trial7,brow,93.316,TRUE
pp459,dyn,727,bin_6,6,trial7,brow,92.231,TRUE
pp459,dyn,828,bin_0,0,trial1,brow,6.2969,TRUE
pp459,dyn,828,bin_1,1,trial1,brow,5.4575,TRUE
pp459,dyn,828,bin_2,2,trial1,brow,5.0406,TRUE
pp459,dyn,828,bin_3,3,trial1,brow,12.0719,TRUE
pp459,dyn,828,bin_4,4,trial1,brow,7.1722,TRUE
pp459,dyn,828,bin_5,5,trial1,brow,2.9347,TRUE
pp459,dyn,828,bin_6,6,trial1,brow,2.7744,TRUE
pp459,dyn,828,bin_0,0,trial5,cheek,14.5525,TRUE
pp459,dyn,828,bin_1,1,trial5,cheek,12.2906,TRUE
pp459,dyn,828,bin_2,2,trial5,cheek,9.3387,TRUE
pp459,dyn,828,bin_3,3,trial5,cheek,24.7611,TRUE
pp459,dyn,828,bin_4,4,trial5,cheek,35.6621,TRUE
pp459,dyn,828,bin_5,5,trial5,cheek,44.5062,TRUE
pp459,dyn,828,bin_6,6,trial5,cheek,28.2163,TRUE
pp459,dyn,929,bin_0,0,trial1,cheek,27.7106,TRUE
pp459,dyn,929,bin_1,1,trial1,cheek,30.0819,TRUE
pp459,dyn,929,bin_2,2,trial1,cheek,14.8476,TRUE
pp459,dyn,929,bin_3,3,trial1,cheek,13.4214,TRUE
pp459,dyn,929,bin_4,4,trial1,cheek,21.4823,TRUE
pp459,dyn,929,bin_5,5,trial1,cheek,16.2152,TRUE
pp459,dyn,929,bin_6,6,trial1,cheek,9.3117,TRUE
pp459,dyn,929,bin_0,0,trial6,brow,20.5193,TRUE
pp459,dyn,929,bin_1,1,trial6,brow,19.7507,TRUE
pp459,dyn,929,bin_2,2,trial6,brow,8.2292,TRUE
pp459,dyn,929,bin_3,3,trial6,brow,26.1232,TRUE
pp459,dyn,929,bin_4,4,trial6,brow,53.204,TRUE
pp459,dyn,929,bin_5,5,trial6,brow,52.4733,TRUE
pp459,dyn,929,bin_6,6,trial6,brow,52.8833,TRUE
pp460,dyn,626,bin_0,0,trial5,cheek,18.9436,TRUE
pp460,dyn,626,bin_1,1,trial5,cheek,21.0329,TRUE
pp460,dyn,626,bin_2,2,trial5,cheek,16.704,TRUE
pp460,dyn,626,bin_3,3,trial5,cheek,15.117,TRUE
pp460,dyn,626,bin_4,4,trial5,cheek,11.6466,TRUE
pp460,dyn,626,bin_5,5,trial5,cheek,11.1253,TRUE
pp460,dyn,626,bin_6,6,trial5,cheek,11.4,TRUE
pp460,dyn,626,bin_0,0,trial6,brow,9.4387,TRUE
pp460,dyn,626,bin_1,1,trial6,brow,4.3738,TRUE
pp460,dyn,626,bin_2,2,trial6,brow,2.2732,TRUE
pp460,dyn,626,bin_3,3,trial6,brow,1.7417,TRUE
pp460,dyn,626,bin_4,4,trial6,brow,1.426,TRUE
pp460,dyn,626,bin_5,5,trial6,brow,3.8874,TRUE
pp460,dyn,626,bin_6,6,trial6,brow,1.5663,TRUE
pp460,dyn,727,bin_0,0,trial2,cheek,16.3306,TRUE
pp460,dyn,727,bin_1,1,trial2,cheek,9.1319,TRUE
pp460,dyn,727,bin_2,2,trial2,cheek,7.3751,TRUE
pp460,dyn,727,bin_3,3,trial2,cheek,4.1004,TRUE
pp460,dyn,727,bin_4,4,trial2,cheek,3.2833,TRUE
pp460,dyn,727,bin_5,5,trial2,cheek,2.5838,TRUE
pp460,dyn,727,bin_6,6,trial2,cheek,2.8773,TRUE
pp460,dyn,727,bin_0,0,trial8,brow,9.7743,TRUE
pp460,dyn,727,bin_1,1,trial8,brow,8.4728,TRUE
pp460,dyn,727,bin_2,2,trial8,brow,5.5619,TRUE
pp460,dyn,727,bin_3,3,trial8,brow,5.9253,TRUE
pp460,dyn,727,bin_4,4,trial8,brow,5.5906,TRUE
pp460,dyn,727,bin_5,5,trial8,brow,9.3223,TRUE
pp460,dyn,727,bin_6,6,trial8,brow,6.3489,TRUE
pp460,dyn,828,bin_0,0,trial1,cheek,4.3339,TRUE
pp460,dyn,828,bin_1,1,trial1,cheek,6.1103,TRUE
pp460,dyn,828,bin_2,2,trial1,cheek,3.255,TRUE
pp460,dyn,828,bin_3,3,trial1,cheek,2.7109,TRUE
pp460,dyn,828,bin_4,4,trial1,cheek,2.9305,TRUE
pp460,dyn,828,bin_5,5,trial1,cheek,2.0362,TRUE
pp460,dyn,828,bin_6,6,trial1,cheek,1.8837,TRUE
pp460,dyn,929,bin_0,0,trial4,cheek,17.9636,TRUE
pp460,dyn,929,bin_1,1,trial4,cheek,13.4914,TRUE
pp460,dyn,929,bin_2,2,trial4,cheek,14.3986,TRUE
pp460,dyn,929,bin_3,3,trial4,cheek,15.3764,TRUE
pp460,dyn,929,bin_4,4,trial4,cheek,12.9963,TRUE
pp460,dyn,929,bin_5,5,trial4,cheek,7.0278,TRUE
pp460,dyn,929,bin_6,6,trial4,cheek,4.6909,TRUE
pp461,dyn,626,bin_0,0,trial1,brow,13.5303,TRUE
pp461,dyn,626,bin_1,1,trial1,brow,9.0025,TRUE
pp461,dyn,626,bin_2,2,trial1,brow,13.0037,TRUE
pp461,dyn,626,bin_3,3,trial1,brow,8.2046,TRUE
pp461,dyn,626,bin_4,4,trial1,brow,5.719,TRUE
pp461,dyn,626,bin_5,5,trial1,brow,17.3409,TRUE
pp461,dyn,626,bin_6,6,trial1,brow,9.9773,TRUE
pp461,dyn,626,bin_0,0,trial6,cheek,109.5139,TRUE
pp461,dyn,626,bin_1,1,trial6,cheek,27.7181,TRUE
pp461,dyn,626,bin_2,2,trial6,cheek,6.4108,TRUE
pp461,dyn,626,bin_3,3,trial6,cheek,57.1498,TRUE
pp461,dyn,626,bin_4,4,trial6,cheek,77.0126,TRUE
pp461,dyn,626,bin_5,5,trial6,cheek,96.0855,TRUE
pp461,dyn,626,bin_6,6,trial6,cheek,62.9624,TRUE
pp461,dyn,727,bin_0,0,trial1,cheek,9.5342,TRUE
pp461,dyn,727,bin_1,1,trial1,cheek,9.6906,TRUE
pp461,dyn,727,bin_2,2,trial1,cheek,5.7477,TRUE
pp461,dyn,727,bin_3,3,trial1,cheek,3.3101,TRUE
pp461,dyn,727,bin_4,4,trial1,cheek,3.1,TRUE
pp461,dyn,727,bin_5,5,trial1,cheek,7.673,TRUE
pp461,dyn,727,bin_6,6,trial1,cheek,19.6534,TRUE
pp461,dyn,727,bin_0,0,trial8,brow,13.1467,TRUE
pp461,dyn,727,bin_1,1,trial8,brow,12.2191,TRUE
pp461,dyn,727,bin_2,2,trial8,brow,7.4385,TRUE
pp461,dyn,727,bin_3,3,trial8,brow,15.5043,TRUE
pp461,dyn,727,bin_4,4,trial8,brow,75.1983,TRUE
pp461,dyn,727,bin_5,5,trial8,brow,110.7546,TRUE
pp461,dyn,727,bin_6,6,trial8,brow,175.5003,TRUE
pp461,dyn,828,bin_0,0,trial3,cheek,13.7863,TRUE
pp461,dyn,828,bin_1,1,trial3,cheek,28.6512,TRUE
pp461,dyn,828,bin_2,2,trial3,cheek,6.0744,TRUE
