pp_no,model,emotion,trial,muscle,bin,zdiff
pp402,child,121,trial7,cheek,diff_bin8,NA
pp402,child,121,trial7,cheek,diff_bin9,-0.2678825196342023
pp402,child,121,trial8,brow,diff_bin1,0.3837141325841379
pp402,child,121,trial8,brow,diff_bin10,-0.08610469438753432
pp402,child,121,trial8,brow,diff_bin2,0.38179389214692405
pp402,child,121,trial8,brow,diff_bin3,0.7612779298548806
pp402,child,121,trial8,brow,diff_bin4,0.24100408965612363
pp402,child,121,trial8,brow,diff_bin5,0.286282802574197
pp402,child,121,trial8,brow,diff_bin6,0.40837113298082717
pp402,child,121,trial8,brow,diff_bin7,1.0785350455684848
pp402,child,121,trial8,brow,diff_bin8,0.7859071006800156
pp402,child,121,trial8,brow,diff_bin9,0.3997161362275875
pp402,child,121,trial8,cheek,diff_bin1,-0.009178691251983478
pp402,child,121,trial8,cheek,diff_bin10,-0.2950900928611342
pp402,child,121,trial8,cheek,diff_bin2,0.048289577765697866
pp402,child,121,trial8,cheek,diff_bin3,-0.10162260482985422
pp402,child,121,trial8,cheek,diff_bin4,0.030067460185444567
pp402,child,121,trial8,cheek,diff_bin5,-0.14137116884107506
pp402,child,121,trial8,cheek,diff_bin6,0.21831758687349168
pp402,child,121,trial8,cheek,diff_bin7,-0.390992923773963
pp402,child,121,trial8,cheek,diff_bin8,-0.1747043107561728
pp402,child,121,trial8,cheek,diff_bin9,-0.16013434611618224
pp402,child,323,trial1,brow,diff_bin1,-0.3884729893198418
pp402,child,323,trial1,brow,diff_bin10,1.4259594168464345
pp402,child,323,trial1,brow,diff_bin2,0.8054991190539085
pp402,child,323,trial1,brow,diff_bin3,0.2895388624459944
pp402,child,323,trial1,brow,diff_bin4,-0.13886956205358603
pp402,child,323,trial1,brow,diff_bin5,-1.079843035431514
pp402,child,323,trial1,brow,diff_bin6,-0.37469735140069843
pp402,child,323,trial1,brow,diff_bin7,-0.5921019643791787
pp402,child,323,trial1,brow,diff_bin8,0.4390671504046957
pp402,child,323,trial1,brow,diff_bin9,1.167534015397617
pp402,child,323,trial1,cheek,diff_bin1,-0.007999954059623338
pp402,child,323,trial1,cheek,diff_bin10,0.13327459697879918
pp402,child,323,trial1,cheek,diff_bin2,-0.0393041221190194
pp402,child,323,trial1,cheek,diff_bin3,-0.031825904193719334
pp402,child,323,trial1,cheek,diff_bin4,-0.019091677804125462
pp402,child,323,trial1,cheek,diff_bin5,0.010763223215483841
pp402,child,323,trial1,cheek,diff_bin6,-0.00979704518895913
pp402,child,323,trial1,cheek,diff_bin7,0.13435671636850674
pp402,child,323,trial1,cheek,diff_bin8,-0.05151661237428995
pp402,child,323,trial1,cheek,diff_bin9,-0.0030531225638175674
pp402,child,323,trial2,brow,diff_bin1,1.673058182672846
pp402,child,323,trial2,brow,diff_bin10,0.6080761384510744
pp402,child,323,trial2,brow,diff_bin2,NA
pp402,child,323,trial2,brow,diff_bin3,0.7383741924660826
pp402,child,323,trial2,brow,diff_bin4,0.8463251005233695
pp402,child,323,trial2,brow,diff_bin5,0.6454234234763074
pp402,child,323,trial2,brow,diff_bin6,0.8454902133767547
pp402,child,323,trial2,brow,diff_bin7,0.9053794513605857
pp402,child,323,trial2,brow,diff_bin8,0.3561906863174049
pp402,child,323,trial2,brow,diff_bin9,0.013886956205358403
pp402,child,323,trial2,cheek,diff_bin1,0.8807292418587367
pp402,child,323,trial2,cheek,diff_bin10,-0.22117747383200442
pp402,child,323,trial2,cheek,diff_bin2,2.990108432927708
pp402,child,323,trial2,cheek,diff_bin3,2.022674374968656
pp402,child,323,trial2,cheek,diff_bin4,2.881625964109529
pp402,child,323,trial2,cheek,diff_bin5,NA
pp402,child,323,trial2,cheek,diff_bin6,2.505763388230941
pp402,child,323,trial2,cheek,diff_bin7,1.089713548996001
pp402,child,323,trial2,cheek,diff_bin8,-0.024057832860461842
pp402,child,323,trial2,cheek,diff_bin9,-0.04958425632124086
pp402,child,323,trial3,brow,diff_bin1,-1.9133108738970166
pp402,child,323,trial3,brow,diff_bin10,-1.2600951703856382
pp402,child,323,trial3,brow,diff_bin2,-0.8522249696927805
pp402,child,323,trial3,brow,diff_bin3,-0.28881529358559516
pp402,child,323,trial3,brow,diff_bin4,-0.7100158590527349
pp402,child,323,trial3,brow,diff_bin5,-0.04238443747647544
pp402,child,323,trial3,brow,diff_bin6,-0.790415491271735
pp402,child,323,trial3,brow,diff_bin7,-1.1496952600316148
pp402,child,323,trial3,brow,diff_bin8,-0.8383936726305296
pp402,child,323,trial3,brow,diff_bin9,-0.7129101344943328
pp402,child,323,trial3,cheek,diff_bin1,NA
pp402,child,323,trial3,cheek,diff_bin10,NA
pp402,child,323,trial3,cheek,diff_bin2,NA
pp402,child,323,trial3,cheek,diff_bin3,NA
pp402,child,323,trial3,cheek,diff_bin4,NA
pp402,child,323,trial3,cheek,diff_bin5,NA
pp402,child,323,trial3,cheek,diff_bin6,NA
pp402,child,323,trial3,cheek,diff_bin7,NA
pp402,child,323,trial3,cheek,diff_bin8,NA
pp402,child,323,trial3,cheek,diff_bin9,NA
pp402,child,323,trial4,brow,diff_bin1,0.3069323446671349
pp402,child,323,trial4,brow,diff_bin10,NA
pp402,child,323,trial4,brow,diff_bin2,-0.36022597419270963
pp402,child,323,trial4,brow,diff_bin3,-0.08059443921987675
pp402,child,323,trial4,brow,diff_bin4,-0.3750313062593442
pp402,child,323,trial4,brow,diff_bin5,-0.1884896881340561
pp402,child,323,trial4,brow,diff_bin6,0.15219992682786865
pp402,child,323,trial4,brow,diff_bin7,-0.3913950943329936
pp402,child,323,trial4,brow,diff_bin8,-0.19352684058529834
pp402,child,323,trial4,brow,diff_bin9,-0.04705980549751776
pp402,child,323,trial4,cheek,diff_bin1,0.35306077445260836
pp402,child,323,trial4,cheek,diff_bin10,0.4789537713087597
pp402,child,323,trial4,cheek,diff_bin2,0.42509900811028023
pp402,child,323,trial4,cheek,diff_bin3,0.8261015362390378
pp402,child,323,trial4,cheek,diff_bin4,0.2778921239889968
pp402,child,323,trial4,cheek,diff_bin5,0.32119622313782803
pp402,child,323,trial4,cheek,diff_bin6,-0.07346817713692816
pp402,child,323,trial4,cheek,diff_bin7,-0.06842472783846987
pp402,child,323,trial4,cheek,diff_bin8,-0.04370989391997143
pp402,child,323,trial4,cheek,diff_bin9,-0.0026473277926771233
pp402,child,323,trial5,brow,diff_bin1,NA
pp402,child,323,trial5,brow,diff_bin10,NA
pp402,child,323,trial5,brow,diff_bin2,NA
pp402,child,323,trial5,brow,diff_bin3,NA
pp402,child,323,trial5,brow,diff_bin4,NA
pp402,child,323,trial5,brow,diff_bin5,NA
pp402,child,323,trial5,brow,diff_bin6,NA
pp402,child,323,trial5,brow,diff_bin7,NA
pp402,child,323,trial5,brow,diff_bin8,NA
pp402,child,323,trial5,brow,diff_bin9,NA
pp402,child,323,trial5,cheek,diff_bin1,-0.013565139492404954
pp402,child,323,trial5,cheek,diff_bin10,0.06179674657651141
pp402,child,323,trial5,cheek,diff_bin2,0.007671453530605055
pp402,child,323,trial5,cheek,diff_bin3,-0.0014879141608478141
pp402,child,323,trial5,cheek,diff_bin4,-0.2280953085019205
pp402,child,323,trial5,cheek,diff_bin5,-0.08369034065755826
pp402,child,323,trial5,cheek,diff_bin6,-0.061835393697572516
pp402,child,323,trial5,cheek,diff_bin7,0.0984728644633841
pp402,child,323,trial5,cheek,diff_bin8,-0.0032656817296531915
pp402,child,323,trial5,cheek,diff_bin9,-0.019014383562003523
pp402,child,323,trial6,brow,diff_bin1,-0.7719366557599954
pp402,child,323,trial6,brow,diff_bin10,-0.6003673471306648
pp402,child,323,trial6,brow,diff_bin2,-0.9485709464121223
pp402,child,323,trial6,brow,diff_bin3,-0.3585840294710343
pp402,child,323,trial6,brow,diff_bin4,-1.1922466749374132
pp402,child,323,trial6,brow,diff_bin5,-1.407814536193341
pp402,child,323,trial6,brow,diff_bin6,-1.2339910322681509
pp402,child,323,trial6,brow,diff_bin7,-1.450115484955155
pp402,child,323,trial6,brow,diff_bin8,-1.1235354627710195
pp402,child,323,trial6,brow,diff_bin9,-0.4122951025699162
pp402,child,323,trial6,cheek,diff_bin1,-0.02971963609589566
pp402,child,323,trial6,cheek,diff_bin10,-0.14473346837338047
pp402,child,323,trial6,cheek,diff_bin2,-0.03190319843584126
pp402,child,323,trial6,cheek,diff_bin3,-0.0908207344933095
pp402,child,323,trial6,cheek,diff_bin4,-0.46904078475661753
pp402,child,323,trial6,cheek,diff_bin5,-0.17325504371638573
pp402,child,323,trial6,cheek,diff_bin6,-0.18979601153048642
pp402,child,323,trial6,cheek,diff_bin7,-0.20125488292506788
pp402,child,323,trial6,cheek,diff_bin8,0.07868553848016104
pp402,child,323,trial6,cheek,diff_bin9,-0.13982528399863559
pp402,child,323,trial7,brow,diff_bin1,-1.0603345057722828
pp402,child,323,trial7,brow,diff_bin10,-0.16049313915090796
pp402,child,323,trial7,brow,diff_bin2,-0.21462165582309733
pp402,child,323,trial7,brow,diff_bin3,-0.37361199811009926
pp402,child,323,trial7,brow,diff_bin4,-0.6381042461576513
pp402,child,323,trial7,brow,diff_bin5,-1.0173378177216237
pp402,child,323,trial7,brow,diff_bin6,-0.33150585634916196
pp402,child,323,trial7,brow,diff_bin7,-0.024072579394058297
pp402,child,323,trial7,brow,diff_bin8,-0.5703114098525336
pp402,child,323,trial7,brow,diff_bin9,0.13861909590960214
pp402,child,323,trial7,cheek,diff_bin1,0.23143828447369544
pp402,child,323,trial7,cheek,diff_bin10,-0.23847206050679423
pp402,child,323,trial7,cheek,diff_bin2,0.2173707324074977
pp402,child,323,trial7,cheek,diff_bin3,-0.2332160520425006
pp402,child,323,trial7,cheek,diff_bin4,-0.1448300861760329
pp402,child,323,trial7,cheek,diff_bin5,-0.30780499569019737
pp402,child,323,trial7,cheek,diff_bin6,-0.31818174769507124
pp402,child,323,trial7,cheek,diff_bin7,-0.18620182927181497
pp402,child,323,trial7,cheek,diff_bin8,-0.31866483670833345
pp402,child,323,trial7,cheek,diff_bin9,-0.2759984150570085
pp402,child,323,trial8,brow,diff_bin1,-0.9169008939838701
pp402,child,323,trial8,brow,diff_bin10,-0.6796259669159587
pp402,child,323,trial8,brow,diff_bin2,-0.35983636019095644
pp402,child,323,trial8,brow,diff_bin3,0.6157571001999297
pp402,child,323,trial8,brow,diff_bin4,1.3511813580813072
pp402,child,323,trial8,brow,diff_bin5,0.6029276677136165
pp402,child,323,trial8,brow,diff_bin6,-0.46197088779349404
pp402,child,323,trial8,brow,diff_bin7,0.22302618643235228
pp402,child,323,trial8,brow,diff_bin8,0.7464169386451377
pp402,child,323,trial8,brow,diff_bin9,0.19597584288203518
pp402,child,323,trial8,cheek,diff_bin1,0.008328454588641787
pp402,child,323,trial8,cheek,diff_bin10,2.3115422813389723
pp402,child,323,trial8,cheek,diff_bin2,0.2530806722678458
pp402,child,323,trial8,cheek,diff_bin3,0.20326453322023894
pp402,child,323,trial8,cheek,diff_bin4,0.03901426871106217
pp402,child,323,trial8,cheek,diff_bin5,0.0344152613048051
pp402,child,323,trial8,cheek,diff_bin6,1.668995246579072
pp402,child,323,trial8,cheek,diff_bin7,1.1013656559958875
pp402,child,323,trial8,cheek,diff_bin8,0.6986819781009774
pp402,child,323,trial8,cheek,diff_bin9,1.2686303959478211
pp402,child,424,trial1,brow,diff_bin1,0.20232098519630726
pp402,child,424,trial1,brow,diff_bin10,-0.6056549657258915
pp402,child,424,trial1,brow,diff_bin2,0.5392814375700199
pp402,child,424,trial1,brow,diff_bin3,0.1524225634002998
pp402,child,424,trial1,brow,diff_bin4,NA
pp402,child,424,trial1,brow,diff_bin5,0.7175576729438222
pp402,child,424,trial1,brow,diff_bin6,-0.2703086285023013
pp402,child,424,trial1,brow,diff_bin7,-0.37241532653328413
pp402,child,424,trial1,brow,diff_bin8,0.5372220492750368
pp402,child,424,trial1,brow,diff_bin9,-1.529847207456863
pp402,child,424,trial1,cheek,diff_bin1,-0.2845780759325468
pp402,child,424,trial1,cheek,diff_bin10,-0.27953462663408846
pp402,child,424,trial1,cheek,diff_bin2,0.0023574743847199486
pp402,child,424,trial1,cheek,diff_bin3,-0.08285942755474723
pp402,child,424,trial1,cheek,diff_bin4,-0.10809599760756888
pp402,child,424,trial1,cheek,diff_bin5,-0.231380313792104
pp402,child,424,trial1,cheek,diff_bin6,-0.17965114225197854
pp402,child,424,trial1,cheek,diff_bin7,-0.13545815931874478
pp402,child,424,trial1,cheek,diff_bin8,-0.08958402661935816
pp402,child,424,trial1,cheek,diff_bin9,-0.06370977906903008
pp402,child,424,trial2,brow,diff_bin1,0.6221857312288634
pp402,child,424,trial2,brow,diff_bin10,0.6730581880292555
pp402,child,424,trial2,brow,diff_bin2,0.17810925794447913
pp402,child,424,trial2,brow,diff_bin3,0.15573428241520412
pp402,child,424,trial2,brow,diff_bin4,-0.2813847979807239
pp402,child,424,trial2,brow,diff_bin5,-0.0982940467281099
pp402,child,424,trial2,brow,diff_bin6,-0.4163582200167746
pp402,child,424,trial2,brow,diff_bin7,-0.5992263346969581
pp402,child,424,trial2,brow,diff_bin8,-0.34224807096893906
pp402,child,424,trial2,brow,diff_bin9,1.126541056498832
pp402,child,424,trial2,cheek,diff_bin1,-0.25466520423134603
pp402,child,424,trial2,cheek,diff_bin10,0.23565082066934254
pp402,child,424,trial2,cheek,diff_bin2,-0.15062715433518034
pp402,child,424,trial2,cheek,diff_bin3,-0.12952582623588366
pp402,child,424,trial2,cheek,diff_bin4,0.06299480732940205
pp402,child,424,trial2,cheek,diff_bin5,0.22751560168600576
pp402,child,424,trial2,cheek,diff_bin6,0.6973293288638431
pp402,child,424,trial2,cheek,diff_bin7,NA
pp402,child,424,trial2,cheek,diff_bin8,1.9060373636066104
pp402,child,424,trial2,cheek,diff_bin9,0.880651947616615
pp402,child,424,trial3,brow,diff_bin1,-0.3200400728689861
pp402,child,424,trial3,brow,diff_bin10,0.41875156317040396
pp402,child,424,trial3,brow,diff_bin2,0.1926084647240227
pp402,child,424,trial3,brow,diff_bin3,-0.5567862380773746
pp402,child,424,trial3,brow,diff_bin4,0.3000584404933404
pp402,child,424,trial3,brow,diff_bin5,-0.1357248204680036
pp402,child,424,trial3,brow,diff_bin6,-0.008682826324792892
pp402,child,424,trial3,brow,diff_bin7,-1.1352517123951797
pp402,child,424,trial3,brow,diff_bin8,-0.27306375608612987
pp402,child,424,trial3,brow,diff_bin9,0.00712437031777946
pp402,child,424,trial3,cheek,diff_bin1,-0.1385306054430928
pp402,child,424,trial3,cheek,diff_bin10,-0.058125270075718105
pp402,child,424,trial3,cheek,diff_bin2,NA
pp402,child,424,trial3,cheek,diff_bin3,0.02152644643096746
pp402,child,424,trial3,cheek,diff_bin4,-0.04200942059328827
pp402,child,424,trial3,cheek,diff_bin5,-0.02819307481398703
pp402,child,424,trial3,cheek,diff_bin6,0.12216354967376652
pp402,child,424,trial3,cheek,diff_bin7,0.1535450119752847
pp402,child,424,trial3,cheek,diff_bin8,-0.031246197377804652
pp402,child,424,trial3,cheek,diff_bin9,0.0885792014717725
pp402,child,424,trial4,brow,diff_bin1,-0.2590933111661098
pp402,child,424,trial4,brow,diff_bin10,0.04764422650014821
pp402,child,424,trial4,brow,diff_bin2,-0.20797038822173364
pp402,child,424,trial4,brow,diff_bin3,-0.3697436876641176
pp402,child,424,trial4,brow,diff_bin4,-0.3657640589319209
pp402,child,424,trial4,brow,diff_bin5,0.04352544991018248
pp402,child,424,trial4,brow,diff_bin6,-0.3090195625336718
pp402,child,424,trial4,brow,diff_bin7,-1.0439985472701878
pp402,child,424,trial4,brow,diff_bin8,-0.5257562657948602
pp402,child,424,trial4,brow,diff_bin9,0.18406478625699818
pp402,child,424,trial4,cheek,diff_bin1,0.39972717313374495
pp402,child,424,trial4,cheek,diff_bin10,0.8122465433386751
pp402,child,424,trial4,cheek,diff_bin2,0.38336011736441866
pp402,child,424,trial4,cheek,diff_bin3,0.37016212552209304
pp402,child,424,trial4,cheek,diff_bin4,0.5291177344459153
pp402,child,424,trial4,cheek,diff_bin5,0.5986439052346233
pp402,child,424,trial4,cheek,diff_bin6,1.459083408536344
pp402,child,424,trial4,cheek,diff_bin7,0.9876851493950064
pp402,child,424,trial4,cheek,diff_bin8,1.0732885225450834
pp402,child,424,trial4,cheek,diff_bin9,NA
pp402,child,424,trial5,brow,diff_bin1,NA
pp402,child,424,trial5,brow,diff_bin10,0.46745331338959717
pp402,child,424,trial5,brow,diff_bin2,-0.3063200940929508
pp402,child,424,trial5,brow,diff_bin3,-0.30047588406664727
pp402,child,424,trial5,brow,diff_bin4,0.19792391289080336
pp402,child,424,trial5,brow,diff_bin5,-0.10116049259815307
pp402,child,424,trial5,brow,diff_bin6,0.11432387994311333
pp402,child,424,trial5,brow,diff_bin7,-0.560738037238018
pp402,child,424,trial5,brow,diff_bin8,-0.2950769471852055
pp402,child,424,trial5,brow,diff_bin9,-0.841928028217865
pp402,child,424,trial5,cheek,diff_bin1,-0.017159321751076373
pp402,child,424,trial5,cheek,diff_bin10,0.16365123413273153
pp402,child,424,trial5,cheek,diff_bin2,-0.15371892402005916
pp402,child,424,trial5,cheek,diff_bin3,-0.08981590934572403
pp402,child,424,trial5,cheek,diff_bin4,0.022975713470754222
pp402,child,424,trial5,cheek,diff_bin5,-0.026937043379505088
pp402,child,424,trial5,cheek,diff_bin6,-0.003439593774427596
pp402,child,424,trial5,cheek,diff_bin7,-0.08123624847018585
pp402,child,424,trial5,cheek,diff_bin8,-0.051033523361027844
pp402,child,424,trial5,cheek,diff_bin9,0.18479120935308907
pp402,child,424,trial6,brow,diff_bin1,0.06642918729898001
pp402,child,424,trial6,brow,diff_bin10,-0.9698049095076906
pp402,child,424,trial6,brow,diff_bin2,0.2801881264039093
pp402,child,424,trial6,brow,diff_bin3,0.24673698139621164
pp402,child,424,trial6,brow,diff_bin4,-0.8348593170431937
pp402,child,424,trial6,brow,diff_bin5,-0.503715245124231
pp402,child,424,trial6,brow,diff_bin6,-0.18061391938432392
pp402,child,424,trial6,brow,diff_bin7,-0.4664236192421056
pp402,child,424,trial6,brow,diff_bin8,-0.28057774040566286
pp402,child,424,trial6,brow,diff_bin9,-0.6586146403928204
pp402,child,424,trial6,cheek,diff_bin1,NA
pp402,child,424,trial6,cheek,diff_bin10,-0.29512873998219513
pp402,child,424,trial6,cheek,diff_bin2,-0.14807644434515557
pp402,child,424,trial6,cheek,diff_bin3,-0.2523850240887481
pp402,child,424,trial6,cheek,diff_bin4,-0.402123294639526
pp402,child,424,trial6,cheek,diff_bin5,0.511494647242107
pp402,child,424,trial6,cheek,diff_bin6,-0.340268577381423
pp402,child,424,trial6,cheek,diff_bin7,-0.2750129134699536
pp402,child,424,trial6,cheek,diff_bin8,-0.31481944816276575
pp402,child,424,trial6,cheek,diff_bin9,-0.09899460059770734
pp402,child,424,trial7,brow,diff_bin1,0.37859349141823373
pp402,child,424,trial7,brow,diff_bin10,0.8468816919544457
pp402,child,424,trial7,brow,diff_bin2,0.5501628000475645
pp402,child,424,trial7,brow,diff_bin3,-0.34227590054049273
pp402,child,424,trial7,brow,diff_bin4,0.44399298456972264
pp402,child,424,trial7,brow,diff_bin5,-0.08387832866322853
pp402,child,424,trial7,brow,diff_bin6,0.06384103714447442
pp402,child,424,trial7,brow,diff_bin7,0.9210753297169431
pp402,child,424,trial7,brow,diff_bin8,0.5300698493857032
pp402,child,424,trial7,brow,diff_bin9,0.6942921511248239
pp402,child,424,trial7,cheek,diff_bin1,NA
pp402,child,424,trial7,cheek,diff_bin10,NA
pp402,child,424,trial7,cheek,diff_bin2,NA
pp402,child,424,trial7,cheek,diff_bin3,NA
pp402,child,424,trial7,cheek,diff_bin4,NA
pp402,child,424,trial7,cheek,diff_bin5,NA
pp402,child,424,trial7,cheek,diff_bin6,NA
pp402,child,424,trial7,cheek,diff_bin7,NA
pp402,child,424,trial7,cheek,diff_bin8,NA
pp402,child,424,trial7,cheek,diff_bin9,NA
pp402,child,424,trial8,brow,diff_bin1,NA
pp402,child,424,trial8,brow,diff_bin10,NA
pp402,child,424,trial8,brow,diff_bin2,NA
pp402,child,424,trial8,brow,diff_bin3,NA
pp402,child,424,trial8,brow,diff_bin4,NA
pp402,child,424,trial8,brow,diff_bin5,NA
pp402,child,424,trial8,brow,diff_bin6,NA
pp402,child,424,trial8,brow,diff_bin7,NA
pp402,child,424,trial8,brow,diff_bin8,NA
pp402,child,424,trial8,brow,diff_bin9,NA
pp402,child,424,trial8,cheek,diff_bin1,0.36635538409758633
pp402,child,424,trial8,cheek,diff_bin10,NA
pp402,child,424,trial8,cheek,diff_bin2,0.13027944509657294
pp402,child,424,trial8,cheek,diff_bin3,0.5661030293012758
pp402,child,424,trial8,cheek,diff_bin4,0.2168103491521134
pp402,child,424,trial8,cheek,diff_bin5,0.19167039690194415
pp402,child,424,trial8,cheek,diff_bin6,0.2260083639646273
pp402,child,424,trial8,cheek,diff_bin7,0.23004698811550003
pp402,child,424,trial8,cheek,diff_bin8,0.5409630770511066
pp402,child,424,trial8,cheek,diff_bin9,1.4190449911171659
pp402,child,525,trial1,brow,diff_bin1,-0.6057662840121065
pp402,child,525,trial1,brow,diff_bin10,-0.46038460221492533
pp402,child,525,trial1,brow,diff_bin2,-0.36595886593279753
pp402,child,525,trial1,brow,diff_bin3,0.11485264180263566
pp402,child,525,trial1,brow,diff_bin4,-0.08643864924618
pp402,child,525,trial1,brow,diff_bin5,0.1833412173965988
pp402,child,525,trial1,brow,diff_bin6,-0.1289065754373167
pp402,child,525,trial1,brow,diff_bin7,-0.6205716160787416
pp402,child,525,trial1,brow,diff_bin8,0.6915648531125494
pp402,child,525,trial1,brow,diff_bin9,0.714802545359993
pp402,child,525,trial1,cheek,diff_bin1,0.17012462691044639
pp402,child,525,trial1,cheek,diff_bin10,0.018067529096009616
pp402,child,525,trial1,cheek,diff_bin2,-0.011961283968374092
pp402,child,525,trial1,cheek,diff_bin3,-0.10917811699727625
pp402,child,525,trial1,cheek,diff_bin4,0.09478206440206027
pp402,child,525,trial1,cheek,diff_bin5,-0.05710112136760198
pp402,child,525,trial1,cheek,diff_bin6,0.02850225178247484
pp402,child,525,trial1,cheek,diff_bin7,-0.11443412546156995
pp402,child,525,trial1,cheek,diff_bin8,-0.14448226208648401
pp402,child,525,trial1,cheek,diff_bin9,-0.20038532270119563
pp402,child,525,trial2,brow,diff_bin1,0.6822976057851257
pp402,child,525,trial2,brow,diff_bin10,-1.1783597187320547
pp402,child,525,trial2,brow,diff_bin2,-0.4120446364259319
pp402,child,525,trial2,brow,diff_bin3,0.6316199559856104
pp402,child,525,trial2,brow,diff_bin4,0.9817159661327276
pp402,child,525,trial2,brow,diff_bin5,-0.19110566786011574
pp402,child,525,trial2,brow,diff_bin6,-0.0539337096713125
pp402,child,525,trial2,brow,diff_bin7,-1.0431080009804652
pp402,child,525,trial2,brow,diff_bin8,-0.39882558993786477
pp402,child,525,trial2,brow,diff_bin9,-1.1833968711832967
pp402,child,525,trial2,cheek,diff_bin1,0.10968052957106889
pp402,child,525,trial2,cheek,diff_bin10,0.46608427999545216
pp402,child,525,trial2,cheek,diff_bin2,0.021796976278394276
pp402,child,525,trial2,cheek,diff_bin3,-0.22651077653842033
pp402,child,525,trial2,cheek,diff_bin4,-0.060927186352639495
pp402,child,525,trial2,cheek,diff_bin5,-0.10774817351802018
pp402,child,525,trial2,cheek,diff_bin6,0.013197991842325396
pp402,child,525,trial2,cheek,diff_bin7,0.6968655634111109
pp402,child,525,trial2,cheek,diff_bin8,0.8203624387614816
pp402,child,525,trial2,cheek,diff_bin9,0.8089615380484916
pp402,child,525,trial3,brow,diff_bin1,0.8904071418646279
pp402,child,525,trial3,brow,diff_bin10,-0.1762725062219268
pp402,child,525,trial3,brow,diff_bin2,0.7030306365927249
pp402,child,525,trial3,brow,diff_bin3,-0.048423454503655705
pp402,child,525,trial3,brow,diff_bin4,0.42634903620459785
pp402,child,525,trial3,brow,diff_bin5,0.47196170398131687
pp402,child,525,trial3,brow,diff_bin6,0.500793140111079
pp402,child,525,trial3,brow,diff_bin7,0.6654607149950613
pp402,child,525,trial3,brow,diff_bin8,-0.18169927267492292
pp402,child,525,trial3,brow,diff_bin9,-0.5823894439068942
pp402,child,525,trial3,cheek,diff_bin1,-0.3619109651755734
pp402,child,525,trial3,cheek,diff_bin10,1.8719506028308233
pp402,child,525,trial3,cheek,diff_bin2,-0.5017555727347396
pp402,child,525,trial3,cheek,diff_bin3,-0.2407522406493924
pp402,child,525,trial3,cheek,diff_bin4,-0.37037468468792867
pp402,child,525,trial3,cheek,diff_bin5,-0.2401532102729472
pp402,child,525,trial3,cheek,diff_bin6,0.18106176217070438
pp402,child,525,trial3,cheek,diff_bin7,2.1238332143457788
pp402,child,525,trial3,cheek,diff_bin8,4.263009335752767
pp402,child,525,trial3,cheek,diff_bin9,5.371312149979101
pp402,child,525,trial4,brow,diff_bin1,-0.33740572551857295
pp402,child,525,trial4,brow,diff_bin10,0.6805443427772349
pp402,child,525,trial4,brow,diff_bin2,0.17958422523683237
pp402,child,525,trial4,brow,diff_bin3,-0.3744747148282678
pp402,child,525,trial4,brow,diff_bin4,-0.049870592224454224
pp402,child,525,trial4,brow,diff_bin5,-0.18693123212704177
pp402,child,525,trial4,brow,diff_bin6,0.029861130277254233
pp402,child,525,trial4,brow,diff_bin7,-0.25717307072889584
pp402,child,525,trial4,brow,diff_bin8,-0.03628976130618761
pp402,child,525,trial4,brow,diff_bin9,NA
pp402,child,525,trial4,cheek,diff_bin1,-0.16813430017580555
pp402,child,525,trial4,cheek,diff_bin10,-1.6062902926576277
pp402,child,525,trial4,cheek,diff_bin2,-0.08129421915177715
pp402,child,525,trial4,cheek,diff_bin3,-0.10278201846168367
pp402,child,525,trial4,cheek,diff_bin4,-0.682392216573773
pp402,child,525,trial4,cheek,diff_bin5,-0.6570590287182989
pp402,child,525,trial4,cheek,diff_bin6,-0.15779619529199285
pp402,child,525,trial4,cheek,diff_bin7,-0.7666429404867154
pp402,child,525,trial4,cheek,diff_bin8,-0.3717659810461238
pp402,child,525,trial4,cheek,diff_bin9,-1.6285896815098146
pp402,child,525,trial5,brow,diff_bin1,NA
pp402,child,525,trial5,brow,diff_bin10,NA
pp402,child,525,trial5,brow,diff_bin2,NA
pp402,child,525,trial5,brow,diff_bin3,NA
pp402,child,525,trial5,brow,diff_bin4,NA
pp402,child,525,trial5,brow,diff_bin5,NA
pp402,child,525,trial5,brow,diff_bin6,NA
pp402,child,525,trial5,brow,diff_bin7,NA
pp402,child,525,trial5,brow,diff_bin8,NA
pp402,child,525,trial5,brow,diff_bin9,NA
pp402,child,525,trial5,cheek,diff_bin1,0.10950661752629476
pp402,child,525,trial5,cheek,diff_bin10,0.09744871575526809
pp402,child,525,trial5,cheek,diff_bin2,0.06515904610881706
pp402,child,525,trial5,cheek,diff_bin3,0.12100413604193722
pp402,child,525,trial5,cheek,diff_bin4,-0.006801893306732976
pp402,child,525,trial5,cheek,diff_bin5,0.25197922931760774
pp402,child,525,trial5,cheek,diff_bin6,NA
pp402,child,525,trial5,cheek,diff_bin7,0.287650522056895
pp402,child,525,trial5,cheek,diff_bin8,0.08871446639548597
pp402,child,525,trial5,cheek,diff_bin9,0.01182601904466074
pp402,child,525,trial6,brow,diff_bin1,-0.7196170612388049
pp402,child,525,trial6,brow,diff_bin10,0.2299000906061477
pp402,child,525,trial6,brow,diff_bin2,-0.07675395834544918
pp402,child,525,trial6,brow,diff_bin3,-0.1725711732052685
pp402,child,525,trial6,brow,diff_bin4,-1.1959480079540716
pp402,child,525,trial6,brow,diff_bin5,-1.0403250438250833
pp402,child,525,trial6,brow,diff_bin6,-0.24470542267278267
