pp_no,model,emotion,trial,muscle,bin,zdiff
pp426,adult,131,trial6,brow,diff_bin6,-0.5524088430143372
pp426,adult,131,trial6,brow,diff_bin7,-0.8539290614169958
pp426,adult,131,trial6,brow,diff_bin8,0.23278429974020254
pp426,adult,131,trial6,brow,diff_bin9,-0.5152420256598029
pp426,adult,131,trial6,cheek,diff_bin1,NA
pp426,adult,131,trial6,cheek,diff_bin10,NA
pp426,adult,131,trial6,cheek,diff_bin2,NA
pp426,adult,131,trial6,cheek,diff_bin3,NA
pp426,adult,131,trial6,cheek,diff_bin4,NA
pp426,adult,131,trial6,cheek,diff_bin5,NA
pp426,adult,131,trial6,cheek,diff_bin6,NA
pp426,adult,131,trial6,cheek,diff_bin7,NA
pp426,adult,131,trial6,cheek,diff_bin8,NA
pp426,adult,131,trial6,cheek,diff_bin9,NA
pp426,adult,131,trial7,brow,diff_bin1,-0.6273476362149312
pp426,adult,131,trial7,brow,diff_bin10,0.2579992368871048
pp426,adult,131,trial7,brow,diff_bin2,0.42704017551993845
pp426,adult,131,trial7,brow,diff_bin3,-0.006606313532488695
pp426,adult,131,trial7,brow,diff_bin4,0.7605329342248685
pp426,adult,131,trial7,brow,diff_bin5,0.6905866985793613
pp426,adult,131,trial7,brow,diff_bin6,0.10454112941105721
pp426,adult,131,trial7,brow,diff_bin7,0.43415078779536487
pp426,adult,131,trial7,brow,diff_bin8,-0.623212386522839
pp426,adult,131,trial7,brow,diff_bin9,-0.8207462041316721
pp426,adult,131,trial7,cheek,diff_bin1,0.41649944672420486
pp426,adult,131,trial7,cheek,diff_bin10,NA
pp426,adult,131,trial7,cheek,diff_bin2,0.648465128482177
pp426,adult,131,trial7,cheek,diff_bin3,0.14830522399589052
pp426,adult,131,trial7,cheek,diff_bin4,0.01571048103690187
pp426,adult,131,trial7,cheek,diff_bin5,-0.15306987808085293
pp426,adult,131,trial7,cheek,diff_bin6,0.2508525988515152
pp426,adult,131,trial7,cheek,diff_bin7,0.1186441791967125
pp426,adult,131,trial7,cheek,diff_bin8,0.10576673572384199
pp426,adult,131,trial7,cheek,diff_bin9,0.2281882983392635
pp426,adult,131,trial8,brow,diff_bin1,-0.18855729998453624
pp426,adult,131,trial8,brow,diff_bin10,-0.3032348341286479
pp426,adult,131,trial8,brow,diff_bin2,-0.21770576732635508
pp426,adult,131,trial8,brow,diff_bin3,-0.33147556373317855
pp426,adult,131,trial8,brow,diff_bin4,0.41498743556371853
pp426,adult,131,trial8,brow,diff_bin5,-0.6336513705016568
pp426,adult,131,trial8,brow,diff_bin6,-1.02589493275887
pp426,adult,131,trial8,brow,diff_bin7,0.11356807690964787
pp426,adult,131,trial8,brow,diff_bin8,0.3866458462106005
pp426,adult,131,trial8,brow,diff_bin9,0.04805967020199592
pp426,adult,131,trial8,cheek,diff_bin1,0.3254129965594349
pp426,adult,131,trial8,cheek,diff_bin10,2.0062627682616316
pp426,adult,131,trial8,cheek,diff_bin2,1.0841948907925347
pp426,adult,131,trial8,cheek,diff_bin3,0.7208363607997085
pp426,adult,131,trial8,cheek,diff_bin4,0.7974142246517111
pp426,adult,131,trial8,cheek,diff_bin5,1.777902770676063
pp426,adult,131,trial8,cheek,diff_bin6,1.7378539214754365
pp426,adult,131,trial8,cheek,diff_bin7,1.4679427062840726
pp426,adult,131,trial8,cheek,diff_bin8,1.8838412056462104
pp426,adult,131,trial8,cheek,diff_bin9,2.259390382126688
pp426,adult,232,trial1,brow,diff_bin1,-0.04876568844210949
pp426,adult,232,trial1,brow,diff_bin10,2.3240103269556966
pp426,adult,232,trial1,brow,diff_bin2,-0.22032812078963282
pp426,adult,232,trial1,brow,diff_bin3,0.4539192985185363
pp426,adult,232,trial1,brow,diff_bin4,-0.4346550865383032
pp426,adult,232,trial1,brow,diff_bin5,0.34786527287866487
pp426,adult,232,trial1,brow,diff_bin6,-0.38064469116963795
pp426,adult,232,trial1,brow,diff_bin7,0.015986270151136406
pp426,adult,232,trial1,brow,diff_bin8,0.586499438036949
pp426,adult,232,trial1,brow,diff_bin9,2.0742815894527755
pp426,adult,232,trial1,cheek,diff_bin1,0.7662937362589414
pp426,adult,232,trial1,cheek,diff_bin10,-0.1445278405771819
pp426,adult,232,trial1,cheek,diff_bin2,-0.6166578431041868
pp426,adult,232,trial1,cheek,diff_bin3,-0.5011471751525394
pp426,adult,232,trial1,cheek,diff_bin4,0.027257255350909153
pp426,adult,232,trial1,cheek,diff_bin5,0.8143266004127477
pp426,adult,232,trial1,cheek,diff_bin6,0.5992303696042358
pp426,adult,232,trial1,cheek,diff_bin7,0.4737611453669019
pp426,adult,232,trial1,cheek,diff_bin8,0.2642451400633008
pp426,adult,232,trial1,cheek,diff_bin9,-0.07859532999608548
pp426,adult,232,trial2,brow,diff_bin1,-0.4013713695043916
pp426,adult,232,trial2,brow,diff_bin10,-0.1573916376709646
pp426,adult,232,trial2,brow,diff_bin2,NA
pp426,adult,232,trial2,brow,diff_bin3,-0.40353985409902554
pp426,adult,232,trial2,brow,diff_bin4,-0.05325394725425775
pp426,adult,232,trial2,brow,diff_bin5,-0.9863074814382329
pp426,adult,232,trial2,brow,diff_bin6,-0.9399119970879327
pp426,adult,232,trial2,brow,diff_bin7,-0.37943437418658665
pp426,adult,232,trial2,brow,diff_bin8,0.1230488932768834
pp426,adult,232,trial2,brow,diff_bin9,0.19748338773453944
pp426,adult,232,trial2,cheek,diff_bin1,0.7332416313452403
pp426,adult,232,trial2,cheek,diff_bin10,-0.30257699680087824
pp426,adult,232,trial2,cheek,diff_bin2,0.5610272873013867
pp426,adult,232,trial2,cheek,diff_bin3,0.537289866499729
pp426,adult,232,trial2,cheek,diff_bin4,0.5105047840761585
pp426,adult,232,trial2,cheek,diff_bin5,-0.0010731202894060377
pp426,adult,232,trial2,cheek,diff_bin6,0.09701007416229031
pp426,adult,232,trial2,cheek,diff_bin7,-0.1835894191115559
pp426,adult,232,trial2,cheek,diff_bin8,-0.23024868929492293
pp426,adult,232,trial2,cheek,diff_bin9,-0.10005773578420313
pp426,adult,232,trial4,brow,diff_bin1,-1.39040206415449
pp426,adult,232,trial4,brow,diff_bin10,-0.6973443017347319
pp426,adult,232,trial4,brow,diff_bin2,-0.05360695637431445
pp426,adult,232,trial4,brow,diff_bin3,-0.37661030122613387
pp426,adult,232,trial4,brow,diff_bin4,-0.37943437418658704
pp426,adult,232,trial4,brow,diff_bin5,1.0493952541797829
pp426,adult,232,trial4,brow,diff_bin6,-0.2094352679421711
pp426,adult,232,trial4,brow,diff_bin7,0.3052015992261058
pp426,adult,232,trial4,brow,diff_bin8,-0.637332751325104
pp426,adult,232,trial4,brow,diff_bin9,1.5722017609836565
pp426,adult,232,trial4,cheek,diff_bin1,-0.2875103879376197
pp426,adult,232,trial4,cheek,diff_bin10,0.13143577304643034
pp426,adult,232,trial4,cheek,diff_bin2,0.196252238526545
pp426,adult,232,trial4,cheek,diff_bin3,-0.04597247319814729
pp426,adult,232,trial4,cheek,diff_bin4,0.22711517804985745
pp426,adult,232,trial4,cheek,diff_bin5,0.23248077949688686
pp426,adult,232,trial4,cheek,diff_bin6,-0.07636323979412152
pp426,adult,232,trial4,cheek,diff_bin7,-0.2718857565238703
pp426,adult,232,trial4,cheek,diff_bin8,-0.2539431852850043
pp426,adult,232,trial4,cheek,diff_bin9,-0.37370340958269893
pp426,adult,232,trial5,brow,diff_bin1,-0.2118054720339798
pp426,adult,232,trial5,brow,diff_bin10,NA
pp426,adult,232,trial5,brow,diff_bin2,-0.2552760236752395
pp426,adult,232,trial5,brow,diff_bin3,-0.1850272087839696
pp426,adult,232,trial5,brow,diff_bin4,0.13404260587293315
pp426,adult,232,trial5,brow,diff_bin5,0.2988978649393804
pp426,adult,232,trial5,brow,diff_bin6,-0.027030412621479538
pp426,adult,232,trial5,brow,diff_bin7,-0.4483215824719241
pp426,adult,232,trial5,brow,diff_bin8,-0.15033145526983183
pp426,adult,232,trial5,brow,diff_bin9,-0.3514962238278191
pp426,adult,232,trial5,cheek,diff_bin1,-0.09902754030637362
pp426,adult,232,trial5,cheek,diff_bin10,-0.6080728807889402
pp426,adult,232,trial5,cheek,diff_bin2,-0.6635746621570118
pp426,adult,232,trial5,cheek,diff_bin3,-0.7513559018304115
pp426,adult,232,trial5,cheek,diff_bin4,-0.7081735413847194
pp426,adult,232,trial5,cheek,diff_bin5,-0.649752872829464
pp426,adult,232,trial5,cheek,diff_bin6,-0.1663336448579094
pp426,adult,232,trial5,cheek,diff_bin7,0.23947752378381315
pp426,adult,232,trial5,cheek,diff_bin8,0.11169035972136221
pp426,adult,232,trial5,cheek,diff_bin9,0.06700563087050204
pp426,adult,232,trial6,brow,diff_bin1,-0.7420756002333364
pp426,adult,232,trial6,brow,diff_bin10,0.051791480899737674
pp426,adult,232,trial6,brow,diff_bin2,-0.6877626256189086
pp426,adult,232,trial6,brow,diff_bin3,0.6457545403321701
pp426,adult,232,trial6,brow,diff_bin4,0.8657800818760395
pp426,adult,232,trial6,brow,diff_bin5,0.14064891940542146
pp426,adult,232,trial6,brow,diff_bin6,-0.2935018683899434
pp426,adult,232,trial6,brow,diff_bin7,0.594164778929607
pp426,adult,232,trial6,brow,diff_bin8,-0.254872584680889
pp426,adult,232,trial6,brow,diff_bin9,-0.8989125092870691
pp426,adult,232,trial6,cheek,diff_bin1,0.21398018570752975
pp426,adult,232,trial6,cheek,diff_bin10,-0.5926628734330721
pp426,adult,232,trial6,cheek,diff_bin2,-0.21788634356096714
pp426,adult,232,trial6,cheek,diff_bin3,-0.37657937195830704
pp426,adult,232,trial6,cheek,diff_bin4,-0.19213145661522651
pp426,adult,232,trial6,cheek,diff_bin5,-0.14113678046265965
pp426,adult,232,trial6,cheek,diff_bin6,0.1193739009935083
pp426,adult,232,trial6,cheek,diff_bin7,-0.1744464342458179
pp426,adult,232,trial6,cheek,diff_bin8,-0.1657756223074185
pp426,adult,232,trial6,cheek,diff_bin9,-0.5397365807595749
pp426,adult,232,trial7,brow,diff_bin1,-0.6829213576867039
pp426,adult,232,trial7,brow,diff_bin10,-0.44680868624311043
pp426,adult,232,trial7,brow,diff_bin2,-1.1092050850922353
pp426,adult,232,trial7,brow,diff_bin3,-0.2196725324238139
pp426,adult,232,trial7,brow,diff_bin4,-0.33500565493374523
pp426,adult,232,trial7,brow,diff_bin5,-1.4580789554567761
pp426,adult,232,trial7,brow,diff_bin6,-0.5995103456047509
pp426,adult,232,trial7,brow,diff_bin7,0.3195741133998402
pp426,adult,232,trial7,brow,diff_bin8,-0.1105422844520203
pp426,adult,232,trial7,brow,diff_bin9,-1.2145026626176996
pp426,adult,232,trial7,cheek,diff_bin1,NA
pp426,adult,232,trial7,cheek,diff_bin10,-2.1462405788117325
pp426,adult,232,trial7,cheek,diff_bin2,-1.3907209702584264
pp426,adult,232,trial7,cheek,diff_bin3,-1.556367818131116
pp426,adult,232,trial7,cheek,diff_bin4,-2.0056618208995642
pp426,adult,232,trial7,cheek,diff_bin5,-2.2547974272880302
pp426,adult,232,trial7,cheek,diff_bin6,-2.467489868648273
pp426,adult,232,trial7,cheek,diff_bin7,-2.162552007210702
pp426,adult,232,trial7,cheek,diff_bin8,-1.9860022571976488
pp426,adult,232,trial7,cheek,diff_bin9,-1.8583867923815032
pp426,adult,232,trial8,brow,diff_bin1,-0.14049762978254
pp426,adult,232,trial8,brow,diff_bin10,-0.18648967513849013
pp426,adult,232,trial8,brow,diff_bin2,0.09289182844918809
pp426,adult,232,trial8,brow,diff_bin3,0.8703692004367753
pp426,adult,232,trial8,brow,diff_bin4,-0.043470551641260124
pp426,adult,232,trial8,brow,diff_bin5,1.2378516944157303
pp426,adult,232,trial8,brow,diff_bin6,0.6091928814691607
pp426,adult,232,trial8,brow,diff_bin7,0.349327739233185
pp426,adult,232,trial8,brow,diff_bin8,0.4418665585623169
pp426,adult,232,trial8,brow,diff_bin9,0.16107301849441225
pp426,adult,232,trial8,cheek,diff_bin1,-0.07872410443081446
pp426,adult,232,trial8,cheek,diff_bin10,0.11576821682110461
pp426,adult,232,trial8,cheek,diff_bin2,0.1777945695487636
pp426,adult,232,trial8,cheek,diff_bin3,0.28223063611374277
pp426,adult,232,trial8,cheek,diff_bin4,0.4597676567930492
pp426,adult,232,trial8,cheek,diff_bin5,0.2232948698195727
pp426,adult,232,trial8,cheek,diff_bin6,-0.08516282616724968
pp426,adult,232,trial8,cheek,diff_bin7,0.1714416974354812
pp426,adult,232,trial8,cheek,diff_bin8,0.1576628329195096
pp426,adult,232,trial8,cheek,diff_bin9,-0.05777679638161193
pp426,adult,434,trial1,brow,diff_bin1,-0.299906462425257
pp426,adult,434,trial1,brow,diff_bin10,-1.601904956942707
pp426,adult,434,trial1,brow,diff_bin2,-0.7926063342757288
pp426,adult,434,trial1,brow,diff_bin3,0.24130694849585577
pp426,adult,434,trial1,brow,diff_bin4,0.9408197348252213
pp426,adult,434,trial1,brow,diff_bin5,1.06023767715295
pp426,adult,434,trial1,brow,diff_bin6,-0.2477619724054626
pp426,adult,434,trial1,brow,diff_bin7,0.10252393443930519
pp426,adult,434,trial1,brow,diff_bin8,-0.1915830924421642
pp426,adult,434,trial1,brow,diff_bin9,0.10363339167376906
pp426,adult,434,trial1,cheek,diff_bin1,-0.5214076862165227
pp426,adult,434,trial1,cheek,diff_bin10,-0.7248712930878748
pp426,adult,434,trial1,cheek,diff_bin2,-0.551669678377768
pp426,adult,434,trial1,cheek,diff_bin3,-0.2672498768736371
pp426,adult,434,trial1,cheek,diff_bin4,0.22522648634050293
pp426,adult,434,trial1,cheek,diff_bin5,-0.07537596912786815
pp426,adult,434,trial1,cheek,diff_bin6,0.06820752559463653
pp426,adult,434,trial1,cheek,diff_bin7,0.3692821539903466
pp426,adult,434,trial1,cheek,diff_bin8,-0.16006662236777924
pp426,adult,434,trial1,cheek,diff_bin9,0.33704562049659437
pp426,adult,434,trial2,brow,diff_bin1,-0.03358629627967363
pp426,adult,434,trial2,brow,diff_bin10,-0.6179172497219894
pp426,adult,434,trial2,brow,diff_bin2,-0.1511887631328263
pp426,adult,434,trial2,brow,diff_bin3,-0.2574445082698729
pp426,adult,434,trial2,brow,diff_bin4,-0.31316951936452714
pp426,adult,434,trial2,brow,diff_bin5,-0.5514506754027546
pp426,adult,434,trial2,brow,diff_bin6,NA
pp426,adult,434,trial2,brow,diff_bin7,-0.442017848185198
pp426,adult,434,trial2,brow,diff_bin8,-0.216344160720422
pp426,adult,434,trial2,brow,diff_bin9,-0.25628462116111544
pp426,adult,434,trial2,cheek,diff_bin1,-0.3811723267969637
pp426,adult,434,trial2,cheek,diff_bin10,-0.2517969447061924
pp426,adult,434,trial2,cheek,diff_bin2,-0.24407047862247028
pp426,adult,434,trial2,cheek,diff_bin3,-0.3024052975545733
pp426,adult,434,trial2,cheek,diff_bin4,-0.5444583100329603
pp426,adult,434,trial2,cheek,diff_bin5,-0.43985054422167663
pp426,adult,434,trial2,cheek,diff_bin6,-0.5710287683986497
pp426,adult,434,trial2,cheek,diff_bin7,-0.499344333066338
pp426,adult,434,trial2,cheek,diff_bin8,-0.7908896532921237
pp426,adult,434,trial2,cheek,diff_bin9,-0.33519985359881643
pp426,adult,434,trial3,brow,diff_bin1,0.16036700025429884
pp426,adult,434,trial3,brow,diff_bin10,0.5158471841513285
pp426,adult,434,trial3,brow,diff_bin2,0.20656076510742372
pp426,adult,434,trial3,brow,diff_bin3,0.21019171605657772
pp426,adult,434,trial3,brow,diff_bin4,-0.08406660044777281
pp426,adult,434,trial3,brow,diff_bin5,-0.14861683954384286
pp426,adult,434,trial3,brow,diff_bin6,-0.44161440919084816
pp426,adult,434,trial3,brow,diff_bin7,-0.10343167217659388
pp426,adult,434,trial3,brow,diff_bin8,-0.4319823032007314
pp426,adult,434,trial3,brow,diff_bin9,0.3567913606286682
pp426,adult,434,trial3,cheek,diff_bin1,-0.11417999879278419
pp426,adult,434,trial3,cheek,diff_bin10,-0.5076717465121272
pp426,adult,434,trial3,cheek,diff_bin2,-0.3857652816356208
pp426,adult,434,trial3,cheek,diff_bin3,-0.09022795393324504
pp426,adult,434,trial3,cheek,diff_bin4,0.11559651757480005
pp426,adult,434,trial3,cheek,diff_bin5,-0.11439462285066525
pp426,adult,434,trial3,cheek,diff_bin6,-0.2029055843208611
pp426,adult,434,trial3,cheek,diff_bin7,0.006181172866977863
pp426,adult,434,trial3,cheek,diff_bin8,0.2290897193823646
pp426,adult,434,trial3,cheek,diff_bin9,0.40435172504813055
pp426,adult,434,trial4,brow,diff_bin1,2.4842260375871144
pp426,adult,434,trial4,brow,diff_bin10,-0.44060581170497204
pp426,adult,434,trial4,brow,diff_bin2,2.4374775441167573
pp426,adult,434,trial4,brow,diff_bin3,3.443452676529573
pp426,adult,434,trial4,brow,diff_bin4,0.23253215036873365
pp426,adult,434,trial4,brow,diff_bin5,1.2671010215061371
pp426,adult,434,trial4,brow,diff_bin6,1.245970904177033
pp426,adult,434,trial4,brow,diff_bin7,-0.2302123761512187
pp426,adult,434,trial4,brow,diff_bin8,0.30928641904390375
pp426,adult,434,trial4,brow,diff_bin9,-0.5496856298024719
pp426,adult,434,trial4,cheek,diff_bin1,NA
pp426,adult,434,trial4,cheek,diff_bin10,NA
pp426,adult,434,trial4,cheek,diff_bin2,NA
pp426,adult,434,trial4,cheek,diff_bin3,NA
pp426,adult,434,trial4,cheek,diff_bin4,NA
pp426,adult,434,trial4,cheek,diff_bin5,NA
pp426,adult,434,trial4,cheek,diff_bin6,NA
pp426,adult,434,trial4,cheek,diff_bin7,NA
pp426,adult,434,trial4,cheek,diff_bin8,NA
pp426,adult,434,trial4,cheek,diff_bin9,NA
pp426,adult,434,trial5,brow,diff_bin1,-0.37585385311172637
pp426,adult,434,trial5,brow,diff_bin10,-0.17877390437153762
pp426,adult,434,trial5,brow,diff_bin2,-0.04286539314973359
pp426,adult,434,trial5,brow,diff_bin3,0.6418210101372529
pp426,adult,434,trial5,brow,diff_bin4,NA
pp426,adult,434,trial5,brow,diff_bin5,-0.7159529253491456
pp426,adult,434,trial5,brow,diff_bin6,-0.6037968849197237
pp426,adult,434,trial5,brow,diff_bin7,-0.279129354216209
pp426,adult,434,trial5,brow,diff_bin8,-0.2450891890678909
pp426,adult,434,trial5,brow,diff_bin9,-0.6394508060454438
pp426,adult,434,trial5,cheek,diff_bin1,-0.26214182429606486
pp426,adult,434,trial5,cheek,diff_bin10,-0.7808023225717085
pp426,adult,434,trial5,cheek,diff_bin2,-0.21539670448954562
pp426,adult,434,trial5,cheek,diff_bin3,NA
pp426,adult,434,trial5,cheek,diff_bin4,-0.30249114717772557
pp426,adult,434,trial5,cheek,diff_bin5,0.41632774747789997
pp426,adult,434,trial5,cheek,diff_bin6,0.06241267603184536
pp426,adult,434,trial5,cheek,diff_bin7,-0.39795592812327163
pp426,adult,434,trial5,cheek,diff_bin8,-0.5311945432559038
pp426,adult,434,trial5,cheek,diff_bin9,-0.6618147448823861
pp426,adult,434,trial6,brow,diff_bin1,-0.40217824749309283
pp426,adult,434,trial6,brow,diff_bin10,-0.4864465674380404
pp426,adult,434,trial6,brow,diff_bin2,-0.6054610707714193
pp426,adult,434,trial6,brow,diff_bin3,0.26954767810038605
pp426,adult,434,trial6,brow,diff_bin4,-0.5398518043151795
pp426,adult,434,trial6,brow,diff_bin5,-0.7739977106613148
pp426,adult,434,trial6,brow,diff_bin6,-0.6269441972205804
pp426,adult,434,trial6,brow,diff_bin7,-0.8461124309014557
pp426,adult,434,trial6,brow,diff_bin8,NA
pp426,adult,434,trial6,brow,diff_bin9,-0.3916384037656876
pp426,adult,434,trial6,cheek,diff_bin1,-0.0735731270416663
pp426,adult,434,trial6,cheek,diff_bin10,-0.23333927572841145
pp426,adult,434,trial6,cheek,diff_bin2,-0.5017051977030307
pp426,adult,434,trial6,cheek,diff_bin3,-0.5588381219109989
pp426,adult,434,trial6,cheek,diff_bin4,-0.10469361543443634
pp426,adult,434,trial6,cheek,diff_bin5,0.015195383297987142
pp426,adult,434,trial6,cheek,diff_bin6,-0.525914791432027
pp426,adult,434,trial6,cheek,diff_bin7,-0.3658052442526717
pp426,adult,434,trial6,cheek,diff_bin8,-0.46272946879180976
pp426,adult,434,trial6,cheek,diff_bin9,-0.29888546300532187
pp426,adult,434,trial7,brow,diff_bin1,0.15638304018508864
pp426,adult,434,trial7,brow,diff_bin10,1.2201508085386055
pp426,adult,434,trial7,brow,diff_bin2,-0.3323328715961731
pp426,adult,434,trial7,brow,diff_bin3,0.21654588021759763
pp426,adult,434,trial7,brow,diff_bin4,0.4061622075623036
pp426,adult,434,trial7,brow,diff_bin5,0.2842732013941772
pp426,adult,434,trial7,brow,diff_bin6,0.08204940547602035
pp426,adult,434,trial7,brow,diff_bin7,-0.44892674096344964
pp426,adult,434,trial7,brow,diff_bin8,-0.6028387173081418
pp426,adult,434,trial7,brow,diff_bin9,1.0977575036275413
pp426,adult,434,trial7,cheek,diff_bin1,-0.2613691776876926
pp426,adult,434,trial7,cheek,diff_bin10,-0.6013336853714714
pp426,adult,434,trial7,cheek,diff_bin2,-0.6533585570018677
pp426,adult,434,trial7,cheek,diff_bin3,-0.5664787383715688
pp426,adult,434,trial7,cheek,diff_bin4,-0.42216552185226763
pp426,adult,434,trial7,cheek,diff_bin5,-0.5550607384922903
pp426,adult,434,trial7,cheek,diff_bin6,-0.5103760096414302
pp426,adult,434,trial7,cheek,diff_bin7,NA
pp426,adult,434,trial7,cheek,diff_bin8,-0.5269020620982805
pp426,adult,434,trial7,cheek,diff_bin9,-0.3834473418105042
pp426,adult,434,trial8,brow,diff_bin1,-0.16586385655232383
pp426,adult,434,trial8,brow,diff_bin10,0.7078841454621367
pp426,adult,434,trial8,brow,diff_bin2,-0.5034918649493465
pp426,adult,434,trial8,brow,diff_bin3,-0.2480141217769316
pp426,adult,434,trial8,brow,diff_bin4,-0.34055294110606327
pp426,adult,434,trial8,brow,diff_bin5,-0.4672832152063946
pp426,adult,434,trial8,brow,diff_bin6,0.6066209578801769
pp426,adult,434,trial8,brow,diff_bin7,0.7594234769904051
pp426,adult,434,trial8,brow,diff_bin8,1.7782077974738486
pp426,adult,434,trial8,brow,diff_bin9,0.7384446492841824
pp426,adult,434,trial8,cheek,diff_bin1,-0.19693903551176464
pp426,adult,434,trial8,cheek,diff_bin10,0.9844805535009418
pp426,adult,434,trial8,cheek,diff_bin2,0.2064254188701125
pp426,adult,434,trial8,cheek,diff_bin3,-0.05502960844073268
pp426,adult,434,trial8,cheek,diff_bin4,0.21702784732944252
pp426,adult,434,trial8,cheek,diff_bin5,-0.053398465600835776
pp426,adult,434,trial8,cheek,diff_bin6,0.8267318709582795
pp426,adult,434,trial8,cheek,diff_bin7,-0.22539818558680827
pp426,adult,434,trial8,cheek,diff_bin8,0.29433543297824133
pp426,adult,434,trial8,cheek,diff_bin9,0.7099763834709212
pp426,adult,535,trial1,brow,diff_bin1,0.22390864186449255
pp426,adult,535,trial1,brow,diff_bin10,-0.7494383618802323
pp426,adult,535,trial1,brow,diff_bin2,-0.729619421282767
pp426,adult,535,trial1,brow,diff_bin3,0.33490479518515703
pp426,adult,535,trial1,brow,diff_bin4,-0.48281561648888677
pp426,adult,535,trial1,brow,diff_bin5,-0.2416095277416188
pp426,adult,535,trial1,brow,diff_bin6,0.05012729504804159
pp426,adult,535,trial1,brow,diff_bin7,0.21669716984047815
pp426,adult,535,trial1,brow,diff_bin8,-0.03802412521752885
pp426,adult,535,trial1,brow,diff_bin9,-0.5066185171555626
pp426,adult,535,trial1,cheek,diff_bin1,0.05593102948383341
pp426,adult,535,trial1,cheek,diff_bin10,-0.567423084226246
pp426,adult,535,trial1,cheek,diff_bin2,-0.09104352535319388
pp426,adult,535,trial1,cheek,diff_bin3,-0.9167022760220673
pp426,adult,535,trial1,cheek,diff_bin4,-0.6029219033997921
pp426,adult,535,trial1,cheek,diff_bin5,-0.7114358270645134
pp426,adult,535,trial1,cheek,diff_bin6,-0.6588100080720498
pp426,adult,535,trial1,cheek,diff_bin7,-0.3515112819977857
pp426,adult,535,trial1,cheek,diff_bin8,-0.7227679773206392
pp426,adult,535,trial1,cheek,diff_bin9,-0.46865309278933004
pp426,adult,535,trial2,brow,diff_bin1,0.810256790278561
pp426,adult,535,trial2,brow,diff_bin10,-0.05522071235171602
pp426,adult,535,trial2,brow,diff_bin2,-0.42920866011457187
pp426,adult,535,trial2,brow,diff_bin3,0.5248741316499196
pp426,adult,535,trial2,brow,diff_bin4,0.5628478269931547
pp426,adult,535,trial2,brow,diff_bin5,0.3559340527656738
pp426,adult,535,trial2,brow,diff_bin6,-0.1211829879280125
pp426,adult,535,trial2,brow,diff_bin7,-0.06586141582770866
pp426,adult,535,trial2,brow,diff_bin8,0.5045508923095166
pp426,adult,535,trial2,brow,diff_bin9,-0.40404415284196327
pp426,adult,535,trial2,cheek,diff_bin1,-0.21689907289471372
pp426,adult,535,trial2,cheek,diff_bin10,0.15023684051682115
pp426,adult,535,trial2,cheek,diff_bin2,-0.24836295978009365
pp426,adult,535,trial2,cheek,diff_bin3,-0.35812170298052565
pp426,adult,535,trial2,cheek,diff_bin4,-0.07988307434337255
pp426,adult,535,trial2,cheek,diff_bin5,0.07348727741851363
pp426,adult,535,trial2,cheek,diff_bin6,0.0839609314431149
pp426,adult,535,trial2,cheek,diff_bin7,-0.007769390895298267
pp426,adult,535,trial2,cheek,diff_bin8,-0.030004443291787863
pp426,adult,535,trial2,cheek,diff_bin9,-0.08769539005024735
pp426,adult,535,trial3,brow,diff_bin1,0.7767713537474743
pp426,adult,535,trial3,brow,diff_bin10,0.7503965294918141
pp426,adult,535,trial3,brow,diff_bin2,0.2331373088602592
pp426,adult,535,trial3,brow,diff_bin3,-0.06313820261584327
pp426,adult,535,trial3,brow,diff_bin4,0.22769088243652844
pp426,adult,535,trial3,brow,diff_bin5,-0.19586963175713748
pp426,adult,535,trial3,brow,diff_bin6,-0.5252271407699762
pp426,adult,535,trial3,brow,diff_bin7,-0.29476261524728875
pp426,adult,535,trial3,brow,diff_bin8,-0.4316797239549684
pp426,adult,535,trial3,brow,diff_bin9,-0.22834647080234774
pp426,adult,535,trial3,cheek,diff_bin1,0.2439846289993176
pp426,adult,535,trial3,cheek,diff_bin10,0.18595028374824865
pp426,adult,535,trial3,cheek,diff_bin2,0.1851347123283002
pp426,adult,535,trial3,cheek,diff_bin3,0.42761697292244966
pp426,adult,535,trial3,cheek,diff_bin4,-0.16813648694411126
pp426,adult,535,trial3,cheek,diff_bin5,-0.20900090756468664
pp426,adult,535,trial3,cheek,diff_bin6,0.40096066493360794
pp426,adult,535,trial3,cheek,diff_bin7,-0.07125518721654966
pp426,adult,535,trial3,cheek,diff_bin8,0.5620145579676401
pp426,adult,535,trial3,cheek,diff_bin9,0.040563946939541795
pp426,adult,535,trial4,brow,diff_bin1,0.09455601430088387
pp426,adult,535,trial4,brow,diff_bin10,-0.0069593226525449595
pp426,adult,535,trial4,brow,diff_bin2,0.09853997437009455
pp426,adult,535,trial4,brow,diff_bin3,-0.8084413148039834
pp426,adult,535,trial4,brow,diff_bin4,-0.41170949373462173
pp426,adult,535,trial4,brow,diff_bin5,-0.6114117959380884
pp426,adult,535,trial4,brow,diff_bin6,1.4486485689638349
pp426,adult,535,trial4,brow,diff_bin7,0.541566420041169
pp426,adult,535,trial4,brow,diff_bin8,1.0002765566176164
pp426,adult,535,trial4,brow,diff_bin9,-0.4173072097812339
pp426,adult,535,trial4,cheek,diff_bin1,-0.0310775635811939
pp426,adult,535,trial4,cheek,diff_bin10,-0.20342068205977581
pp426,adult,535,trial4,cheek,diff_bin2,-0.2086145842605004
pp426,adult,535,trial4,cheek,diff_bin3,-0.06301362339391242
