pp_no,model,emotion,bin,bin_no,trial,muscle,rms
pp412,child,323,bin_8,8,trial2,brow,10.6144
pp412,child,323,bin_9,9,trial2,brow,8.7849
pp412,child,323,bin_10,10,trial2,brow,11.4399
pp412,child,323,bin_0,0,trial2,cheek,3.7236
pp412,child,323,bin_1,1,trial2,cheek,3.1293
pp412,child,323,bin_2,2,trial2,cheek,3.3415
pp412,child,323,bin_3,3,trial2,cheek,3.6238
pp412,child,323,bin_4,4,trial2,cheek,3.8319
pp412,child,323,bin_5,5,trial2,cheek,2.7325
pp412,child,323,bin_6,6,trial2,cheek,3.5963
pp412,child,323,bin_7,7,trial2,cheek,3.3528
pp412,child,323,bin_8,8,trial2,cheek,2.9756
pp412,child,323,bin_9,9,trial2,cheek,3.3526
pp412,child,323,bin_10,10,trial2,cheek,4.9112
pp412,child,323,bin_0,0,trial3,brow,11.8183
pp412,child,323,bin_1,1,trial3,brow,8.6972
pp412,child,323,bin_2,2,trial3,brow,6.2787
pp412,child,323,bin_3,3,trial3,brow,8.4313
pp412,child,323,bin_4,4,trial3,brow,9.1507
pp412,child,323,bin_5,5,trial3,brow,8.234
pp412,child,323,bin_6,6,trial3,brow,9.4656
pp412,child,323,bin_7,7,trial3,brow,7.9382
pp412,child,323,bin_8,8,trial3,brow,12.2396
pp412,child,323,bin_9,9,trial3,brow,7.8797
pp412,child,323,bin_10,10,trial3,brow,10.4233
pp412,child,323,bin_0,0,trial3,cheek,2.9415
pp412,child,323,bin_1,1,trial3,cheek,2.995
pp412,child,323,bin_2,2,trial3,cheek,3.2565
pp412,child,323,bin_3,3,trial3,cheek,3.1621
pp412,child,323,bin_4,4,trial3,cheek,3.822
pp412,child,323,bin_5,5,trial3,cheek,3.9501
pp412,child,323,bin_6,6,trial3,cheek,3.4133
pp412,child,323,bin_7,7,trial3,cheek,3.8151
pp412,child,323,bin_8,8,trial3,cheek,4.0895
pp412,child,323,bin_9,9,trial3,cheek,3.3603
pp412,child,323,bin_10,10,trial3,cheek,5.1911
pp412,child,323,bin_0,0,trial4,brow,10.6273
pp412,child,323,bin_1,1,trial4,brow,9.8519
pp412,child,323,bin_2,2,trial4,brow,8.789
pp412,child,323,bin_3,3,trial4,brow,8.6109000000000009
pp412,child,323,bin_4,4,trial4,brow,12.4657
pp412,child,323,bin_5,5,trial4,brow,15.7452
pp412,child,323,bin_6,6,trial4,brow,10.45
pp412,child,323,bin_7,7,trial4,brow,9.1806
pp412,child,323,bin_8,8,trial4,brow,12.5089
pp412,child,323,bin_9,9,trial4,brow,7.9145
pp412,child,323,bin_10,10,trial4,brow,12.0642
pp412,child,323,bin_0,0,trial4,cheek,3.1941
pp412,child,323,bin_1,1,trial4,cheek,3.4857
pp412,child,323,bin_2,2,trial4,cheek,3.0924
pp412,child,323,bin_3,3,trial4,cheek,3.1368
pp412,child,323,bin_4,4,trial4,cheek,3.5041
pp412,child,323,bin_5,5,trial4,cheek,3.9801
pp412,child,323,bin_6,6,trial4,cheek,3.3494
pp412,child,323,bin_7,7,trial4,cheek,4.1082
pp412,child,323,bin_8,8,trial4,cheek,3.5016
pp412,child,323,bin_9,9,trial4,cheek,4.3074
pp412,child,323,bin_10,10,trial4,cheek,4.3511
pp412,child,323,bin_0,0,trial5,brow,12.535
pp412,child,323,bin_1,1,trial5,brow,12.5446
pp412,child,323,bin_2,2,trial5,brow,5.883
pp412,child,323,bin_3,3,trial5,brow,9.3695
pp412,child,323,bin_4,4,trial5,brow,13.5895
pp412,child,323,bin_5,5,trial5,brow,8.1427
pp412,child,323,bin_6,6,trial5,brow,8.0398
pp412,child,323,bin_7,7,trial5,brow,6.7603
pp412,child,323,bin_8,8,trial5,brow,14.0248
pp412,child,323,bin_9,9,trial5,brow,14.7823
pp412,child,323,bin_10,10,trial5,brow,11.6304
pp412,child,323,bin_0,0,trial5,cheek,3.8402
pp412,child,323,bin_1,1,trial5,cheek,3.9095
pp412,child,323,bin_2,2,trial5,cheek,3.3848
pp412,child,323,bin_3,3,trial5,cheek,3.1853
pp412,child,323,bin_4,4,trial5,cheek,3.6942
pp412,child,323,bin_5,5,trial5,cheek,3.5586
pp412,child,323,bin_6,6,trial5,cheek,3.9027
pp412,child,323,bin_7,7,trial5,cheek,4.0157
pp412,child,323,bin_8,8,trial5,cheek,5.2637
pp412,child,323,bin_9,9,trial5,cheek,5.6276
pp412,child,323,bin_10,10,trial5,cheek,4.9492
pp412,child,323,bin_0,0,trial6,brow,9.8585
pp412,child,323,bin_1,1,trial6,brow,9.8461
pp412,child,323,bin_2,2,trial6,brow,14.7205
pp412,child,323,bin_3,3,trial6,brow,12.7696
pp412,child,323,bin_4,4,trial6,brow,9.9156
pp412,child,323,bin_5,5,trial6,brow,11.8389
pp412,child,323,bin_6,6,trial6,brow,11.1013
pp412,child,323,bin_7,7,trial6,brow,10.5867
pp412,child,323,bin_8,8,trial6,brow,12.8278
pp412,child,323,bin_9,9,trial6,brow,9.51
pp412,child,323,bin_10,10,trial6,brow,12.8513
pp412,child,323,bin_0,0,trial6,cheek,3.3183
pp412,child,323,bin_1,1,trial6,cheek,3.6078
pp412,child,323,bin_2,2,trial6,cheek,3.7922
pp412,child,323,bin_3,3,trial6,cheek,3.5667
pp412,child,323,bin_4,4,trial6,cheek,3.2964
pp412,child,323,bin_5,5,trial6,cheek,3.1864
pp412,child,323,bin_6,6,trial6,cheek,3.6531
pp412,child,323,bin_7,7,trial6,cheek,3.8454
pp412,child,323,bin_8,8,trial6,cheek,3.3479
pp412,child,323,bin_9,9,trial6,cheek,3.5172
pp412,child,323,bin_10,10,trial6,cheek,3.5159
pp412,child,323,bin_0,0,trial7,brow,10.5323
pp412,child,323,bin_1,1,trial7,brow,8.5229
pp412,child,323,bin_2,2,trial7,brow,12.7971
pp412,child,323,bin_3,3,trial7,brow,10.6576
pp412,child,323,bin_4,4,trial7,brow,9.7335
pp412,child,323,bin_5,5,trial7,brow,9.1018
pp412,child,323,bin_6,6,trial7,brow,8.2669
pp412,child,323,bin_7,7,trial7,brow,11.9291
pp412,child,323,bin_8,8,trial7,brow,9.4445
pp412,child,323,bin_9,9,trial7,brow,10.5822
pp412,child,323,bin_10,10,trial7,brow,8.0252
pp412,child,323,bin_0,0,trial7,cheek,3.1098
pp412,child,323,bin_1,1,trial7,cheek,2.8905
pp412,child,323,bin_2,2,trial7,cheek,3.1369
pp412,child,323,bin_3,3,trial7,cheek,3.3452
pp412,child,323,bin_4,4,trial7,cheek,2.9544
pp412,child,323,bin_5,5,trial7,cheek,3.1877
pp412,child,323,bin_6,6,trial7,cheek,2.9973
pp412,child,323,bin_7,7,trial7,cheek,3.4287
pp412,child,323,bin_8,8,trial7,cheek,3.308
pp412,child,323,bin_9,9,trial7,cheek,2.8696
pp412,child,323,bin_10,10,trial7,cheek,3.2357
pp412,child,323,bin_0,0,trial8,brow,11.1631
pp412,child,323,bin_1,1,trial8,brow,11.6673
pp412,child,323,bin_2,2,trial8,brow,9.516
pp412,child,323,bin_3,3,trial8,brow,7.5802
pp412,child,323,bin_4,4,trial8,brow,9.308
pp412,child,323,bin_5,5,trial8,brow,9.7037
pp412,child,323,bin_6,6,trial8,brow,12.8349
pp412,child,323,bin_7,7,trial8,brow,8.9907
pp412,child,323,bin_8,8,trial8,brow,8.2131
pp412,child,323,bin_9,9,trial8,brow,8.1258
pp412,child,323,bin_10,10,trial8,brow,9.1992
pp412,child,323,bin_0,0,trial8,cheek,3.6914
pp412,child,323,bin_1,1,trial8,cheek,3.7306
pp412,child,323,bin_2,2,trial8,cheek,3.0924
pp412,child,323,bin_3,3,trial8,cheek,3.6032
pp412,child,323,bin_4,4,trial8,cheek,3.4942
pp412,child,323,bin_5,5,trial8,cheek,3.8926
pp412,child,323,bin_6,6,trial8,cheek,3.2657
pp412,child,323,bin_7,7,trial8,cheek,3.0701
pp412,child,323,bin_8,8,trial8,cheek,2.962
pp412,child,323,bin_9,9,trial8,cheek,3.4948
pp412,child,323,bin_10,10,trial8,cheek,3.2554
pp412,child,424,bin_0,0,trial1,brow,11.0699
pp412,child,424,bin_1,1,trial1,brow,9.4954
pp412,child,424,bin_2,2,trial1,brow,8.4605
pp412,child,424,bin_3,3,trial1,brow,10.6337
pp412,child,424,bin_4,4,trial1,brow,11.8663
pp412,child,424,bin_5,5,trial1,brow,8.0924
pp412,child,424,bin_6,6,trial1,brow,15.162
pp412,child,424,bin_7,7,trial1,brow,19.3292
pp412,child,424,bin_8,8,trial1,brow,17.0493
pp412,child,424,bin_9,9,trial1,brow,14.4603
pp412,child,424,bin_10,10,trial1,brow,12.5233
pp412,child,424,bin_0,0,trial1,cheek,3.2894
pp412,child,424,bin_1,1,trial1,cheek,3.0492
pp412,child,424,bin_2,2,trial1,cheek,3.4008
pp412,child,424,bin_3,3,trial1,cheek,3.0184
pp412,child,424,bin_4,4,trial1,cheek,3.4971
pp412,child,424,bin_5,5,trial1,cheek,3.6541
pp412,child,424,bin_6,6,trial1,cheek,3.4366
pp412,child,424,bin_7,7,trial1,cheek,3.7468
pp412,child,424,bin_8,8,trial1,cheek,3.8641
pp412,child,424,bin_9,9,trial1,cheek,4.0054
pp412,child,424,bin_10,10,trial1,cheek,2.9211
pp412,child,424,bin_0,0,trial2,brow,13.1457
pp412,child,424,bin_1,1,trial2,brow,12.2892
pp412,child,424,bin_2,2,trial2,brow,10.2792
pp412,child,424,bin_3,3,trial2,brow,16.3832
pp412,child,424,bin_4,4,trial2,brow,10.8954
pp412,child,424,bin_5,5,trial2,brow,11.2261
pp412,child,424,bin_6,6,trial2,brow,11.6904
pp412,child,424,bin_7,7,trial2,brow,11.153
pp412,child,424,bin_8,8,trial2,brow,11.5906
pp412,child,424,bin_9,9,trial2,brow,10.6404
pp412,child,424,bin_10,10,trial2,brow,12.7342
pp412,child,424,bin_0,0,trial2,cheek,3.9816
pp412,child,424,bin_1,1,trial2,cheek,5.0484
pp412,child,424,bin_2,2,trial2,cheek,5.2165
pp412,child,424,bin_3,3,trial2,cheek,5.524
pp412,child,424,bin_4,4,trial2,cheek,6.4674
pp412,child,424,bin_5,5,trial2,cheek,8.8954
pp412,child,424,bin_6,6,trial2,cheek,14.317
pp412,child,424,bin_7,7,trial2,cheek,18.9264
pp412,child,424,bin_8,8,trial2,cheek,20.652
pp412,child,424,bin_9,9,trial2,cheek,21.5463
pp412,child,424,bin_10,10,trial2,cheek,16.7951
pp412,child,424,bin_0,0,trial3,brow,12.528
pp412,child,424,bin_1,1,trial3,brow,9.6888
pp412,child,424,bin_2,2,trial3,brow,9.0913
pp412,child,424,bin_3,3,trial3,brow,9.7748
pp412,child,424,bin_4,4,trial3,brow,10.2312
pp412,child,424,bin_5,5,trial3,brow,13.4717
pp412,child,424,bin_6,6,trial3,brow,9.6184
pp412,child,424,bin_7,7,trial3,brow,7.2432
pp412,child,424,bin_8,8,trial3,brow,8.8882
pp412,child,424,bin_9,9,trial3,brow,13.9809
pp412,child,424,bin_10,10,trial3,brow,14.7298
pp412,child,424,bin_0,0,trial3,cheek,3.8656
pp412,child,424,bin_1,1,trial3,cheek,3.3269
pp412,child,424,bin_2,2,trial3,cheek,3.5514
pp412,child,424,bin_3,3,trial3,cheek,4.57
pp412,child,424,bin_4,4,trial3,cheek,4.8166
pp412,child,424,bin_5,5,trial3,cheek,4.1539
pp412,child,424,bin_6,6,trial3,cheek,3.2523
pp412,child,424,bin_7,7,trial3,cheek,3.9815
pp412,child,424,bin_8,8,trial3,cheek,4.366
pp412,child,424,bin_9,9,trial3,cheek,11.0026
pp412,child,424,bin_10,10,trial3,cheek,12.5492
pp412,child,424,bin_0,0,trial4,brow,16.8069
pp412,child,424,bin_1,1,trial4,brow,13.9849
pp412,child,424,bin_2,2,trial4,brow,10.4351
pp412,child,424,bin_3,3,trial4,brow,8.7971
pp412,child,424,bin_4,4,trial4,brow,17.4216
pp412,child,424,bin_5,5,trial4,brow,117.8348
pp412,child,424,bin_6,6,trial4,brow,30.1565
pp412,child,424,bin_7,7,trial4,brow,13.3502
pp412,child,424,bin_8,8,trial4,brow,13.7636
pp412,child,424,bin_9,9,trial4,brow,10.416
pp412,child,424,bin_10,10,trial4,brow,10.5766
pp412,child,424,bin_0,0,trial4,cheek,4.303
pp412,child,424,bin_1,1,trial4,cheek,3.8981
pp412,child,424,bin_2,2,trial4,cheek,3.5998
pp412,child,424,bin_3,3,trial4,cheek,4.5804
pp412,child,424,bin_4,4,trial4,cheek,29.0617
pp412,child,424,bin_5,5,trial4,cheek,9.3505
pp412,child,424,bin_6,6,trial4,cheek,4.3892
pp412,child,424,bin_7,7,trial4,cheek,4.4184
pp412,child,424,bin_8,8,trial4,cheek,5.4542
pp412,child,424,bin_9,9,trial4,cheek,3.8299
pp412,child,424,bin_10,10,trial4,cheek,3.2741
pp412,child,424,bin_0,0,trial6,brow,12.0356
pp412,child,424,bin_1,1,trial6,brow,13.1076
pp412,child,424,bin_2,2,trial6,brow,8.5458
pp412,child,424,bin_3,3,trial6,brow,11.2486
pp412,child,424,bin_4,4,trial6,brow,10.419
pp412,child,424,bin_5,5,trial6,brow,9.3985
pp412,child,424,bin_6,6,trial6,brow,10.0594
pp412,child,424,bin_7,7,trial6,brow,8.7843
pp412,child,424,bin_8,8,trial6,brow,12.1213
pp412,child,424,bin_9,9,trial6,brow,9.5391
pp412,child,424,bin_10,10,trial6,brow,14.6088
pp412,child,424,bin_0,0,trial6,cheek,3.774
pp412,child,424,bin_1,1,trial6,cheek,3.8169
pp412,child,424,bin_2,2,trial6,cheek,3.5532
pp412,child,424,bin_3,3,trial6,cheek,3.3927
pp412,child,424,bin_4,4,trial6,cheek,3.2441
pp412,child,424,bin_5,5,trial6,cheek,3.8502
pp412,child,424,bin_6,6,trial6,cheek,3.1054
pp412,child,424,bin_7,7,trial6,cheek,3.7546
pp412,child,424,bin_8,8,trial6,cheek,3.5636
pp412,child,424,bin_9,9,trial6,cheek,3.6061
pp412,child,424,bin_10,10,trial6,cheek,3.2191
pp412,child,424,bin_0,0,trial7,brow,6.1596
pp412,child,424,bin_1,1,trial7,brow,5.6986
pp412,child,424,bin_2,2,trial7,brow,6.4665
pp412,child,424,bin_3,3,trial7,brow,7.4426
pp412,child,424,bin_4,4,trial7,brow,6.124
pp412,child,424,bin_5,5,trial7,brow,6.6314
pp412,child,424,bin_6,6,trial7,brow,7.9858
pp412,child,424,bin_7,7,trial7,brow,7.6982
pp412,child,424,bin_8,8,trial7,brow,7.4701
pp412,child,424,bin_9,9,trial7,brow,13.2187
pp412,child,424,bin_10,10,trial7,brow,9.4021
pp412,child,424,bin_0,0,trial7,cheek,3.2703
pp412,child,424,bin_1,1,trial7,cheek,3.4641
pp412,child,424,bin_2,2,trial7,cheek,3.2663
pp412,child,424,bin_3,3,trial7,cheek,3.0393
pp412,child,424,bin_4,4,trial7,cheek,2.9298
pp412,child,424,bin_5,5,trial7,cheek,3.6474
pp412,child,424,bin_6,6,trial7,cheek,3.6227
pp412,child,424,bin_7,7,trial7,cheek,3.2914
pp412,child,424,bin_8,8,trial7,cheek,3.4388
pp412,child,424,bin_9,9,trial7,cheek,3.2778
pp412,child,424,bin_10,10,trial7,cheek,3.4602
pp412,child,424,bin_0,0,trial8,brow,12.6756
pp412,child,424,bin_1,1,trial8,brow,12.4584
pp412,child,424,bin_2,2,trial8,brow,22.282
pp412,child,424,bin_3,3,trial8,brow,17.5766
pp412,child,424,bin_4,4,trial8,brow,9.9032
pp412,child,424,bin_5,5,trial8,brow,10.2071
pp412,child,424,bin_6,6,trial8,brow,9.2201
pp412,child,424,bin_7,7,trial8,brow,9.5751
pp412,child,424,bin_8,8,trial8,brow,11.7262
pp412,child,424,bin_9,9,trial8,brow,7.6566
pp412,child,424,bin_10,10,trial8,brow,9.8838
pp412,child,424,bin_0,0,trial8,cheek,4.9463
pp412,child,424,bin_1,1,trial8,cheek,5.5427
pp412,child,424,bin_2,2,trial8,cheek,6.9053
pp412,child,424,bin_3,3,trial8,cheek,4.0344
pp412,child,424,bin_4,4,trial8,cheek,4.1326
pp412,child,424,bin_5,5,trial8,cheek,3.3921
pp412,child,424,bin_6,6,trial8,cheek,3.6866
pp412,child,424,bin_7,7,trial8,cheek,5.5899
pp412,child,424,bin_8,8,trial8,cheek,4.2185
pp412,child,424,bin_9,9,trial8,cheek,6.0924
pp412,child,424,bin_10,10,trial8,cheek,4.7831
pp412,adult,434,bin_0,0,trial1,cheek,1.5854
pp412,adult,434,bin_1,1,trial1,cheek,1.3402
pp412,adult,434,bin_2,2,trial1,cheek,3.5892
pp412,adult,434,bin_3,3,trial1,cheek,2.2424
pp412,adult,434,bin_4,4,trial1,cheek,2.3731
pp412,adult,434,bin_5,5,trial1,cheek,1.1464
pp412,adult,434,bin_6,6,trial1,cheek,1.2971
pp412,adult,434,bin_7,7,trial1,cheek,1.3537
pp412,adult,434,bin_8,8,trial1,cheek,1.2714
pp412,adult,434,bin_9,9,trial1,cheek,1.5264
pp412,adult,434,bin_10,10,trial1,cheek,1.0762
pp412,adult,434,bin_0,0,trial2,brow,12.9286
pp412,adult,434,bin_1,1,trial2,brow,12.5799
pp412,adult,434,bin_2,2,trial2,brow,12.5169
pp412,adult,434,bin_3,3,trial2,brow,21.6876
pp412,adult,434,bin_4,4,trial2,brow,13.6735
pp412,adult,434,bin_5,5,trial2,brow,12.6596
pp412,adult,434,bin_6,6,trial2,brow,11.2907
pp412,adult,434,bin_7,7,trial2,brow,14.7715
pp412,adult,434,bin_8,8,trial2,brow,13.7582
pp412,adult,434,bin_9,9,trial2,brow,12.9109
pp412,adult,434,bin_10,10,trial2,brow,11.7067
pp412,adult,434,bin_0,0,trial2,cheek,1.6399
pp412,adult,434,bin_1,1,trial2,cheek,0.9427
pp412,adult,434,bin_2,2,trial2,cheek,1.4245
pp412,adult,434,bin_3,3,trial2,cheek,1.3487
pp412,adult,434,bin_4,4,trial2,cheek,1.2207
pp412,adult,434,bin_5,5,trial2,cheek,1.4406
pp412,adult,434,bin_6,6,trial2,cheek,1.2033
pp412,adult,434,bin_7,7,trial2,cheek,1.2212
pp412,adult,434,bin_8,8,trial2,cheek,1.4892
pp412,adult,434,bin_9,9,trial2,cheek,1.4971
pp412,adult,434,bin_10,10,trial2,cheek,1.6248
pp412,adult,434,bin_0,0,trial3,brow,15.4432
pp412,adult,434,bin_1,1,trial3,brow,13.9116
pp412,adult,434,bin_2,2,trial3,brow,27.0507
pp412,adult,434,bin_3,3,trial3,brow,22.222
pp412,adult,434,bin_4,4,trial3,brow,14.3798
pp412,adult,434,bin_5,5,trial3,brow,14.3574
pp412,adult,434,bin_6,6,trial3,brow,18.1045
pp412,adult,434,bin_7,7,trial3,brow,14.8746
pp412,adult,434,bin_8,8,trial3,brow,23.8724
pp412,adult,434,bin_9,9,trial3,brow,15.7615
pp412,adult,434,bin_10,10,trial3,brow,21.8567
pp412,adult,434,bin_0,0,trial3,cheek,1.3014
pp412,adult,434,bin_1,1,trial3,cheek,1.2896
pp412,adult,434,bin_2,2,trial3,cheek,1.6328
pp412,adult,434,bin_3,3,trial3,cheek,1.4887
pp412,adult,434,bin_4,4,trial3,cheek,1.3175
pp412,adult,434,bin_5,5,trial3,cheek,0.9657
pp412,adult,434,bin_6,6,trial3,cheek,2.2213
pp412,adult,434,bin_7,7,trial3,cheek,1.9974
pp412,adult,434,bin_8,8,trial3,cheek,3.0033
pp412,adult,434,bin_9,9,trial3,cheek,2.3501
pp412,adult,434,bin_10,10,trial3,cheek,2.018
pp412,adult,434,bin_0,0,trial4,brow,12.4928
pp412,adult,434,bin_1,1,trial4,brow,11.3161
pp412,adult,434,bin_2,2,trial4,brow,17.3199
pp412,adult,434,bin_3,3,trial4,brow,11.6036
pp412,adult,434,bin_4,4,trial4,brow,13.4829
pp412,adult,434,bin_5,5,trial4,brow,10.5855
pp412,adult,434,bin_6,6,trial4,brow,10.9211
pp412,adult,434,bin_7,7,trial4,brow,10.405
pp412,adult,434,bin_8,8,trial4,brow,11.7903
pp412,adult,434,bin_9,9,trial4,brow,8.0197
pp412,adult,434,bin_10,10,trial4,brow,13.0256
pp412,adult,434,bin_0,0,trial4,cheek,2.0967
pp412,adult,434,bin_1,1,trial4,cheek,4.7107
pp412,adult,434,bin_2,2,trial4,cheek,5.7998
pp412,adult,434,bin_3,3,trial4,cheek,3.3044
pp412,adult,434,bin_4,4,trial4,cheek,6.3858
pp412,adult,434,bin_5,5,trial4,cheek,8.4798
pp412,adult,434,bin_6,6,trial4,cheek,2.2074
pp412,adult,434,bin_7,7,trial4,cheek,2.5684
pp412,adult,434,bin_8,8,trial4,cheek,2.8675
pp412,adult,434,bin_9,9,trial4,cheek,1.4267
pp412,adult,434,bin_10,10,trial4,cheek,2.8859
pp412,adult,434,bin_0,0,trial5,brow,20.8588
pp412,adult,434,bin_1,1,trial5,brow,14.9587
pp412,adult,434,bin_2,2,trial5,brow,16.0273
pp412,adult,434,bin_3,3,trial5,brow,23.1347
pp412,adult,434,bin_4,4,trial5,brow,19.7208
pp412,adult,434,bin_5,5,trial5,brow,9.0665
pp412,adult,434,bin_6,6,trial5,brow,11.4005
pp412,adult,434,bin_7,7,trial5,brow,13.4853
pp412,adult,434,bin_8,8,trial5,brow,6.3333
pp412,adult,434,bin_9,9,trial5,brow,9.9558
pp412,adult,434,bin_10,10,trial5,brow,12.3249
pp412,adult,434,bin_0,0,trial6,brow,22.9264
pp412,adult,434,bin_1,1,trial6,brow,11.6318
pp412,adult,434,bin_2,2,trial6,brow,10.636
pp412,adult,434,bin_3,3,trial6,brow,16.8925
pp412,adult,434,bin_4,4,trial6,brow,15.5647
pp412,adult,434,bin_5,5,trial6,brow,18.9084
pp412,adult,434,bin_6,6,trial6,brow,16.2247
pp412,adult,434,bin_7,7,trial6,brow,11.9708
pp412,adult,434,bin_8,8,trial6,brow,10.6445
pp412,adult,434,bin_9,9,trial6,brow,12.2075
pp412,adult,434,bin_10,10,trial6,brow,12.2664
pp412,adult,434,bin_0,0,trial6,cheek,8.3876
pp412,adult,434,bin_1,1,trial6,cheek,5.4932
pp412,adult,434,bin_2,2,trial6,cheek,1.584
pp412,adult,434,bin_3,3,trial6,cheek,2.9818
pp412,adult,434,bin_4,4,trial6,cheek,6.1505
pp412,adult,434,bin_5,5,trial6,cheek,6.5798
pp412,adult,434,bin_6,6,trial6,cheek,3.4815
pp412,adult,434,bin_7,7,trial6,cheek,3.3886
pp412,adult,434,bin_8,8,trial6,cheek,2.5436
pp412,adult,434,bin_9,9,trial6,cheek,4.5397
pp412,adult,434,bin_10,10,trial6,cheek,8.268
pp412,adult,434,bin_0,0,trial7,brow,15.1763
pp412,adult,434,bin_1,1,trial7,brow,20.2035
pp412,adult,434,bin_2,2,trial7,brow,15.0472
pp412,adult,434,bin_3,3,trial7,brow,19.3316
pp412,adult,434,bin_4,4,trial7,brow,13.4013
pp412,adult,434,bin_5,5,trial7,brow,16.6913
pp412,adult,434,bin_6,6,trial7,brow,11.2037
pp412,adult,434,bin_7,7,trial7,brow,14.4238
pp412,adult,434,bin_8,8,trial7,brow,15.9622
pp412,adult,434,bin_9,9,trial7,brow,11.912
pp412,adult,434,bin_10,10,trial7,brow,12.6975
pp412,adult,434,bin_0,0,trial7,cheek,1.4989
pp412,adult,434,bin_1,1,trial7,cheek,1.3844
pp412,adult,434,bin_2,2,trial7,cheek,2.8817
pp412,adult,434,bin_3,3,trial7,cheek,2.5895
pp412,adult,434,bin_4,4,trial7,cheek,2.2925
pp412,adult,434,bin_5,5,trial7,cheek,2.0058
pp412,adult,434,bin_6,6,trial7,cheek,2.3987
pp412,adult,434,bin_7,7,trial7,cheek,1.58
pp412,adult,434,bin_8,8,trial7,cheek,3.7376
pp412,adult,434,bin_9,9,trial7,cheek,2.3286
pp412,adult,434,bin_10,10,trial7,cheek,1.9401
pp412,adult,434,bin_0,0,trial8,brow,13.4258
pp412,adult,434,bin_1,1,trial8,brow,11.1836
pp412,adult,434,bin_2,2,trial8,brow,17.5768
pp412,adult,434,bin_3,3,trial8,brow,12.541
pp412,adult,434,bin_4,4,trial8,brow,9.9837
pp412,adult,434,bin_5,5,trial8,brow,14.5014
pp412,adult,434,bin_6,6,trial8,brow,11.1023
pp412,adult,434,bin_7,7,trial8,brow,11.4099
pp412,adult,434,bin_8,8,trial8,brow,12.6913
pp412,adult,434,bin_9,9,trial8,brow,10.2903
pp412,adult,434,bin_10,10,trial8,brow,8.4622
pp412,adult,434,bin_0,0,trial8,cheek,1.4811
pp412,adult,434,bin_1,1,trial8,cheek,1.14
pp412,adult,434,bin_2,2,trial8,cheek,2.2781
pp412,adult,434,bin_3,3,trial8,cheek,1.227
pp412,adult,434,bin_4,4,trial8,cheek,1.9014
pp412,adult,434,bin_5,5,trial8,cheek,1.8017
pp412,adult,434,bin_6,6,trial8,cheek,1.9427
pp412,adult,434,bin_7,7,trial8,cheek,2.1706
pp412,adult,434,bin_8,8,trial8,cheek,1.6198
pp412,adult,434,bin_9,9,trial8,cheek,1.3265
pp412,adult,434,bin_10,10,trial8,cheek,0.9739
pp412,child,525,bin_0,0,trial2,brow,11.1415
pp412,child,525,bin_1,1,trial2,brow,7.8318
pp412,child,525,bin_2,2,trial2,brow,5.7874
pp412,child,525,bin_3,3,trial2,brow,8.5168
pp412,child,525,bin_4,4,trial2,brow,11.0063
pp412,child,525,bin_5,5,trial2,brow,9.7107
pp412,child,525,bin_6,6,trial2,brow,10.3937
pp412,child,525,bin_7,7,trial2,brow,10.1061
pp412,child,525,bin_8,8,trial2,brow,8.9158
pp412,child,525,bin_9,9,trial2,brow,6.4511
pp412,child,525,bin_10,10,trial2,brow,9.3082
pp412,child,525,bin_0,0,trial2,cheek,4.1408
pp412,child,525,bin_1,1,trial2,cheek,3.5433
pp412,child,525,bin_2,2,trial2,cheek,3.5433
pp412,child,525,bin_3,3,trial2,cheek,3.522
pp412,child,525,bin_4,4,trial2,cheek,3.3086
pp412,child,525,bin_5,5,trial2,cheek,3.2853
pp412,child,525,bin_6,6,trial2,cheek,3.6812
pp412,child,525,bin_7,7,trial2,cheek,2.9933
pp412,child,525,bin_8,8,trial2,cheek,3.3678
pp412,child,525,bin_9,9,trial2,cheek,3.1986
pp412,child,525,bin_10,10,trial2,cheek,3.1657
pp412,child,525,bin_0,0,trial3,brow,8.6643
pp412,child,525,bin_1,1,trial3,brow,9.415
pp412,child,525,bin_2,2,trial3,brow,8.5506
pp412,child,525,bin_3,3,trial3,brow,11.2503
pp412,child,525,bin_4,4,trial3,brow,9.0767
pp412,child,525,bin_5,5,trial3,brow,9.8635
pp412,child,525,bin_6,6,trial3,brow,7.0874
pp412,child,525,bin_7,7,trial3,brow,9.3038
pp412,child,525,bin_8,8,trial3,brow,8.1059
pp412,child,525,bin_9,9,trial3,brow,11.0698
pp412,child,525,bin_10,10,trial3,brow,11.619
pp412,child,525,bin_0,0,trial3,cheek,3.5395
pp412,child,525,bin_1,1,trial3,cheek,3.2913
pp412,child,525,bin_2,2,trial3,cheek,2.8416
pp412,child,525,bin_3,3,trial3,cheek,3.1394
pp412,child,525,bin_4,4,trial3,cheek,3.316
pp412,child,525,bin_5,5,trial3,cheek,3.1228
pp412,child,525,bin_6,6,trial3,cheek,3.0831
pp412,child,525,bin_7,7,trial3,cheek,3.4473
pp412,child,525,bin_8,8,trial3,cheek,3.458
pp412,child,525,bin_9,9,trial3,cheek,4.561
pp412,child,525,bin_10,10,trial3,cheek,5.5978
pp412,child,525,bin_0,0,trial4,brow,8.6114
pp412,child,525,bin_1,1,trial4,brow,9.7356
pp412,child,525,bin_2,2,trial4,brow,8.2772
pp412,child,525,bin_3,3,trial4,brow,9.2478
pp412,child,525,bin_4,4,trial4,brow,6.8142
