pp_no,model,emotion,bin,bin_no,trial,muscle,rms
pp455,adult,535,bin_1,1,trial2,cheek,3.7837
pp455,adult,535,bin_2,2,trial2,cheek,6.8139
pp455,adult,535,bin_3,3,trial2,cheek,8.9244
pp455,adult,535,bin_4,4,trial2,cheek,10.0093
pp455,adult,535,bin_5,5,trial2,cheek,13.9531
pp455,adult,535,bin_6,6,trial2,cheek,11.6639
pp455,adult,535,bin_7,7,trial2,cheek,7.6321
pp455,adult,535,bin_8,8,trial2,cheek,16.674
pp455,adult,535,bin_9,9,trial2,cheek,5.0791
pp455,adult,535,bin_10,10,trial2,cheek,4.448
pp455,adult,535,bin_0,0,trial3,brow,10.03
pp455,adult,535,bin_1,1,trial3,brow,9.5007
pp455,adult,535,bin_2,2,trial3,brow,11.8864
pp455,adult,535,bin_3,3,trial3,brow,10.9725
pp455,adult,535,bin_4,4,trial3,brow,11.5861
pp455,adult,535,bin_5,5,trial3,brow,13.5341
pp455,adult,535,bin_6,6,trial3,brow,12.6996
pp455,adult,535,bin_7,7,trial3,brow,11.8092
pp455,adult,535,bin_8,8,trial3,brow,10.9164
pp455,adult,535,bin_9,9,trial3,brow,10.6526
pp455,adult,535,bin_10,10,trial3,brow,9.927
pp455,adult,535,bin_0,0,trial3,cheek,15.003
pp455,adult,535,bin_1,1,trial3,cheek,12.9305
pp455,adult,535,bin_2,2,trial3,cheek,10.6494
pp455,adult,535,bin_3,3,trial3,cheek,6.4698
pp455,adult,535,bin_4,4,trial3,cheek,4.3755
pp455,adult,535,bin_5,5,trial3,cheek,4.4955
pp455,adult,535,bin_6,6,trial3,cheek,3.9356
pp455,adult,535,bin_7,7,trial3,cheek,5.9795
pp455,adult,535,bin_8,8,trial3,cheek,8.9696
pp455,adult,535,bin_9,9,trial3,cheek,4.9289
pp455,adult,535,bin_10,10,trial3,cheek,15.0233
pp455,adult,535,bin_0,0,trial4,brow,11.2311
pp455,adult,535,bin_1,1,trial4,brow,12.1254
pp455,adult,535,bin_2,2,trial4,brow,7.6839
pp455,adult,535,bin_3,3,trial4,brow,11.6965
pp455,adult,535,bin_4,4,trial4,brow,12.1702
pp455,adult,535,bin_5,5,trial4,brow,10.1755
pp455,adult,535,bin_6,6,trial4,brow,9.2033
pp455,adult,535,bin_7,7,trial4,brow,11.3545
pp455,adult,535,bin_8,8,trial4,brow,12.7295
pp455,adult,535,bin_9,9,trial4,brow,11.3527
pp455,adult,535,bin_10,10,trial4,brow,8.1779
pp455,adult,535,bin_0,0,trial4,cheek,5.9796
pp455,adult,535,bin_1,1,trial4,cheek,3.8218
pp455,adult,535,bin_2,2,trial4,cheek,4.7482
pp455,adult,535,bin_3,3,trial4,cheek,5.2511
pp455,adult,535,bin_4,4,trial4,cheek,21.7349
pp455,adult,535,bin_5,5,trial4,cheek,3.3432
pp455,adult,535,bin_6,6,trial4,cheek,4.2019
pp455,adult,535,bin_7,7,trial4,cheek,4.1325
pp455,adult,535,bin_8,8,trial4,cheek,4.8939
pp455,adult,535,bin_9,9,trial4,cheek,9.2478
pp455,adult,535,bin_10,10,trial4,cheek,2.9515
pp455,adult,535,bin_0,0,trial5,brow,11.6366
pp455,adult,535,bin_1,1,trial5,brow,10.5352
pp455,adult,535,bin_2,2,trial5,brow,15.0129
pp455,adult,535,bin_3,3,trial5,brow,12.54
pp455,adult,535,bin_4,4,trial5,brow,9.7729
pp455,adult,535,bin_5,5,trial5,brow,13.3379
pp455,adult,535,bin_6,6,trial5,brow,11.8299
pp455,adult,535,bin_7,7,trial5,brow,10.6047
pp455,adult,535,bin_8,8,trial5,brow,11.0529
pp455,adult,535,bin_9,9,trial5,brow,9.8562
pp455,adult,535,bin_10,10,trial5,brow,14.9194
pp455,adult,535,bin_0,0,trial5,cheek,12.3568
pp455,adult,535,bin_1,1,trial5,cheek,17.7648
pp455,adult,535,bin_2,2,trial5,cheek,9.2117
pp455,adult,535,bin_3,3,trial5,cheek,4.4728
pp455,adult,535,bin_4,4,trial5,cheek,3.7257
pp455,adult,535,bin_5,5,trial5,cheek,3.2099
pp455,adult,535,bin_6,6,trial5,cheek,3.6578
pp455,adult,535,bin_7,7,trial5,cheek,5.0625
pp455,adult,535,bin_8,8,trial5,cheek,3.9546
pp455,adult,535,bin_9,9,trial5,cheek,3.1334
pp455,adult,535,bin_10,10,trial5,cheek,4.0249
pp455,adult,535,bin_0,0,trial6,brow,14.5182
pp455,adult,535,bin_1,1,trial6,brow,14.5265
pp455,adult,535,bin_2,2,trial6,brow,14.0868
pp455,adult,535,bin_3,3,trial6,brow,14.1023
pp455,adult,535,bin_4,4,trial6,brow,13.6114
pp455,adult,535,bin_5,5,trial6,brow,14.5376
pp455,adult,535,bin_6,6,trial6,brow,13.8739
pp455,adult,535,bin_7,7,trial6,brow,16.9658
pp455,adult,535,bin_8,8,trial6,brow,10.3061
pp455,adult,535,bin_9,9,trial6,brow,8.2274
pp455,adult,535,bin_10,10,trial6,brow,20.6757
pp455,adult,535,bin_0,0,trial6,cheek,7.9842
pp455,adult,535,bin_1,1,trial6,cheek,3.5185
pp455,adult,535,bin_2,2,trial6,cheek,3.6693
pp455,adult,535,bin_3,3,trial6,cheek,3.7092
pp455,adult,535,bin_4,4,trial6,cheek,5.0742
pp455,adult,535,bin_5,5,trial6,cheek,3.5082
pp455,adult,535,bin_6,6,trial6,cheek,3.2998
pp455,adult,535,bin_7,7,trial6,cheek,3.0507
pp455,adult,535,bin_8,8,trial6,cheek,3.5042
pp455,adult,535,bin_9,9,trial6,cheek,4.5869
pp455,adult,535,bin_10,10,trial6,cheek,8.266
pp455,adult,535,bin_0,0,trial7,brow,14.0722
pp455,adult,535,bin_1,1,trial7,brow,11.0223
pp455,adult,535,bin_2,2,trial7,brow,10.5887
pp455,adult,535,bin_3,3,trial7,brow,14.5284
pp455,adult,535,bin_4,4,trial7,brow,16.0175
pp455,adult,535,bin_5,5,trial7,brow,12.6471
pp455,adult,535,bin_6,6,trial7,brow,12.3599
pp455,adult,535,bin_7,7,trial7,brow,11.7119
pp455,adult,535,bin_8,8,trial7,brow,15.1741
pp455,adult,535,bin_9,9,trial7,brow,12.0927
pp455,adult,535,bin_10,10,trial7,brow,12.6696
pp455,adult,535,bin_0,0,trial7,cheek,14.4743
pp455,adult,535,bin_1,1,trial7,cheek,5.3422
pp455,adult,535,bin_2,2,trial7,cheek,3.482
pp455,adult,535,bin_3,3,trial7,cheek,5.0843
pp455,adult,535,bin_4,4,trial7,cheek,4.1783
pp455,adult,535,bin_5,5,trial7,cheek,3.3633
pp455,adult,535,bin_6,6,trial7,cheek,3.8075
pp455,adult,535,bin_7,7,trial7,cheek,4.9946
pp455,adult,535,bin_8,8,trial7,cheek,3.5319
pp455,adult,535,bin_9,9,trial7,cheek,5.1708
pp455,adult,535,bin_10,10,trial7,cheek,3.5373
pp455,adult,535,bin_0,0,trial8,brow,12.5805
pp455,adult,535,bin_1,1,trial8,brow,9.4136
pp455,adult,535,bin_2,2,trial8,brow,9.6838
pp455,adult,535,bin_3,3,trial8,brow,11.3412
pp455,adult,535,bin_4,4,trial8,brow,10.1428
pp455,adult,535,bin_5,5,trial8,brow,15.9956
pp455,adult,535,bin_6,6,trial8,brow,14.5417
pp455,adult,535,bin_7,7,trial8,brow,14.1759
pp455,adult,535,bin_8,8,trial8,brow,15.234
pp455,adult,535,bin_9,9,trial8,brow,11.7633
pp455,adult,535,bin_10,10,trial8,brow,10.6362
pp455,adult,535,bin_0,0,trial8,cheek,7.3895
pp455,adult,535,bin_1,1,trial8,cheek,7.7173
pp455,adult,535,bin_2,2,trial8,cheek,6.5751
pp455,adult,535,bin_3,3,trial8,cheek,7.4198
pp455,adult,535,bin_4,4,trial8,cheek,8.4387
pp455,adult,535,bin_5,5,trial8,cheek,8.1389
pp455,adult,535,bin_6,6,trial8,cheek,11.439
pp455,adult,535,bin_7,7,trial8,cheek,10.7567
pp455,adult,535,bin_8,8,trial8,cheek,13.3002
pp455,adult,535,bin_9,9,trial8,cheek,12.7529
pp455,adult,535,bin_10,10,trial8,cheek,10.6789
pp456,child,121,bin_0,0,trial1,brow,3.5783
pp456,child,121,bin_1,1,trial1,brow,3.7256
pp456,child,121,bin_2,2,trial1,brow,2.7705
pp456,child,121,bin_3,3,trial1,brow,4.3052
pp456,child,121,bin_4,4,trial1,brow,4.7338
pp456,child,121,bin_5,5,trial1,brow,4.3779
pp456,child,121,bin_6,6,trial1,brow,4.1257
pp456,child,121,bin_7,7,trial1,brow,5.1963
pp456,child,121,bin_8,8,trial1,brow,3.9745
pp456,child,121,bin_9,9,trial1,brow,2.4744
pp456,child,121,bin_10,10,trial1,brow,2.8742
pp456,child,121,bin_0,0,trial2,brow,4.6669
pp456,child,121,bin_1,1,trial2,brow,5.6816
pp456,child,121,bin_2,2,trial2,brow,6.5394
pp456,child,121,bin_3,3,trial2,brow,6.7368
pp456,child,121,bin_4,4,trial2,brow,6.1819
pp456,child,121,bin_5,5,trial2,brow,5.2891
pp456,child,121,bin_6,6,trial2,brow,5.1498
pp456,child,121,bin_7,7,trial2,brow,5.5224
pp456,child,121,bin_8,8,trial2,brow,5.5812
pp456,child,121,bin_9,9,trial2,brow,11.4071
pp456,child,121,bin_10,10,trial2,brow,9.5686
pp456,child,121,bin_0,0,trial2,cheek,5.5195
pp456,child,121,bin_1,1,trial2,cheek,5.1993
pp456,child,121,bin_2,2,trial2,cheek,5.4463
pp456,child,121,bin_3,3,trial2,cheek,9.2408
pp456,child,121,bin_4,4,trial2,cheek,7.755
pp456,child,121,bin_5,5,trial2,cheek,6.5897
pp456,child,121,bin_6,6,trial2,cheek,5.919
pp456,child,121,bin_7,7,trial2,cheek,4.683
pp456,child,121,bin_8,8,trial2,cheek,6.7965
pp456,child,121,bin_9,9,trial2,cheek,11.4348
pp456,child,121,bin_10,10,trial2,cheek,12.0788
pp456,child,121,bin_0,0,trial3,brow,5.0255
pp456,child,121,bin_1,1,trial3,brow,5.2351
pp456,child,121,bin_2,2,trial3,brow,4.961
pp456,child,121,bin_3,3,trial3,brow,8.5369
pp456,child,121,bin_4,4,trial3,brow,4.5964
pp456,child,121,bin_5,5,trial3,brow,4.4668
pp456,child,121,bin_6,6,trial3,brow,4.3502
pp456,child,121,bin_7,7,trial3,brow,5.2591
pp456,child,121,bin_8,8,trial3,brow,5.3208
pp456,child,121,bin_9,9,trial3,brow,6.4035
pp456,child,121,bin_10,10,trial3,brow,4.8036
pp456,child,121,bin_0,0,trial3,cheek,3.8629
pp456,child,121,bin_1,1,trial3,cheek,3.6535
pp456,child,121,bin_2,2,trial3,cheek,4.3487
pp456,child,121,bin_3,3,trial3,cheek,4.7818
pp456,child,121,bin_4,4,trial3,cheek,4.4047
pp456,child,121,bin_5,5,trial3,cheek,4.4822
pp456,child,121,bin_6,6,trial3,cheek,4.3209
pp456,child,121,bin_7,7,trial3,cheek,4.0612
pp456,child,121,bin_8,8,trial3,cheek,4.8326
pp456,child,121,bin_9,9,trial3,cheek,3.7914
pp456,child,121,bin_10,10,trial3,cheek,4.3382
pp456,child,121,bin_0,0,trial4,brow,3.6518
pp456,child,121,bin_1,1,trial4,brow,4.538
pp456,child,121,bin_2,2,trial4,brow,4.7884
pp456,child,121,bin_3,3,trial4,brow,4.1018
pp456,child,121,bin_4,4,trial4,brow,5.4943
pp456,child,121,bin_5,5,trial4,brow,3.3793
pp456,child,121,bin_6,6,trial4,brow,5.8877
pp456,child,121,bin_7,7,trial4,brow,5.6964
pp456,child,121,bin_8,8,trial4,brow,4.5418
pp456,child,121,bin_9,9,trial4,brow,2.7947
pp456,child,121,bin_10,10,trial4,brow,3.3
pp456,child,121,bin_0,0,trial4,cheek,4.0919
pp456,child,121,bin_1,1,trial4,cheek,3.4438
pp456,child,121,bin_2,2,trial4,cheek,3.9647
pp456,child,121,bin_3,3,trial4,cheek,4.019
pp456,child,121,bin_4,4,trial4,cheek,4.7953
pp456,child,121,bin_5,5,trial4,cheek,3.9096
pp456,child,121,bin_6,6,trial4,cheek,4.2436
pp456,child,121,bin_7,7,trial4,cheek,3.83
pp456,child,121,bin_8,8,trial4,cheek,4.1292
pp456,child,121,bin_9,9,trial4,cheek,8.7839
pp456,child,121,bin_10,10,trial4,cheek,10.1796
pp456,child,121,bin_0,0,trial5,brow,4.0945
pp456,child,121,bin_1,1,trial5,brow,3.3974
pp456,child,121,bin_2,2,trial5,brow,3.9268
pp456,child,121,bin_3,3,trial5,brow,4.011
pp456,child,121,bin_4,4,trial5,brow,4.9516
pp456,child,121,bin_5,5,trial5,brow,4.5287
pp456,child,121,bin_6,6,trial5,brow,4.275
pp456,child,121,bin_7,7,trial5,brow,4.158
pp456,child,121,bin_8,8,trial5,brow,3.9851
pp456,child,121,bin_9,9,trial5,brow,4.9139
pp456,child,121,bin_10,10,trial5,brow,4.0412
pp456,child,121,bin_0,0,trial5,cheek,4.8487
pp456,child,121,bin_1,1,trial5,cheek,4.0578
pp456,child,121,bin_2,2,trial5,cheek,3.5769
pp456,child,121,bin_3,3,trial5,cheek,3.1783
pp456,child,121,bin_4,4,trial5,cheek,5.6504
pp456,child,121,bin_5,5,trial5,cheek,4.4103
pp456,child,121,bin_6,6,trial5,cheek,4.9352
pp456,child,121,bin_7,7,trial5,cheek,4.206
pp456,child,121,bin_8,8,trial5,cheek,4.7456
pp456,child,121,bin_9,9,trial5,cheek,4.6692
pp456,child,121,bin_10,10,trial5,cheek,3.8637
pp456,child,121,bin_0,0,trial6,brow,5.243
pp456,child,121,bin_1,1,trial6,brow,5.0311
pp456,child,121,bin_2,2,trial6,brow,6.7125
pp456,child,121,bin_3,3,trial6,brow,5.7605
pp456,child,121,bin_4,4,trial6,brow,5.6978
pp456,child,121,bin_5,5,trial6,brow,5.9306
pp456,child,121,bin_6,6,trial6,brow,5.8865
pp456,child,121,bin_7,7,trial6,brow,5.086
pp456,child,121,bin_8,8,trial6,brow,4.434
pp456,child,121,bin_9,9,trial6,brow,5.2891
pp456,child,121,bin_10,10,trial6,brow,5.8184
pp456,child,121,bin_0,0,trial6,cheek,4.075
pp456,child,121,bin_1,1,trial6,cheek,4.4647
pp456,child,121,bin_2,2,trial6,cheek,3.8911
pp456,child,121,bin_3,3,trial6,cheek,3.9808
pp456,child,121,bin_4,4,trial6,cheek,3.9017
pp456,child,121,bin_5,5,trial6,cheek,4.1202
pp456,child,121,bin_6,6,trial6,cheek,3.9012
pp456,child,121,bin_7,7,trial6,cheek,4.3819
pp456,child,121,bin_8,8,trial6,cheek,3.6984
pp456,child,121,bin_9,9,trial6,cheek,3.7531
pp456,child,121,bin_10,10,trial6,cheek,3.2004
pp456,child,121,bin_0,0,trial7,brow,5.1976
pp456,child,121,bin_1,1,trial7,brow,6.5154
pp456,child,121,bin_2,2,trial7,brow,5.4045
pp456,child,121,bin_3,3,trial7,brow,5.1915
pp456,child,121,bin_4,4,trial7,brow,5.0721
pp456,child,121,bin_5,5,trial7,brow,5.911
pp456,child,121,bin_6,6,trial7,brow,5.6712
pp456,child,121,bin_7,7,trial7,brow,6.587
pp456,child,121,bin_8,8,trial7,brow,4.7812
pp456,child,121,bin_9,9,trial7,brow,4.2106
pp456,child,121,bin_10,10,trial7,brow,4.4168
pp456,child,121,bin_0,0,trial7,cheek,4.1787
pp456,child,121,bin_1,1,trial7,cheek,4.1431
pp456,child,121,bin_2,2,trial7,cheek,4.1111
pp456,child,121,bin_3,3,trial7,cheek,3.6252
pp456,child,121,bin_4,4,trial7,cheek,4.1721
pp456,child,121,bin_5,5,trial7,cheek,3.9861
pp456,child,121,bin_6,6,trial7,cheek,3.7992
pp456,child,121,bin_7,7,trial7,cheek,3.8712
pp456,child,121,bin_8,8,trial7,cheek,3.9482
pp456,child,121,bin_9,9,trial7,cheek,4.0904
pp456,child,121,bin_10,10,trial7,cheek,3.9853
pp456,child,121,bin_0,0,trial8,brow,5.6891
pp456,child,121,bin_1,1,trial8,brow,6.4936
pp456,child,121,bin_2,2,trial8,brow,5.9494
pp456,child,121,bin_3,3,trial8,brow,5.6925
pp456,child,121,bin_4,4,trial8,brow,5.9622
pp456,child,121,bin_5,5,trial8,brow,6.7673
pp456,child,121,bin_6,6,trial8,brow,6.7056
pp456,child,121,bin_7,7,trial8,brow,6.405
pp456,child,121,bin_8,8,trial8,brow,6.7317
pp456,child,121,bin_9,9,trial8,brow,5.4911
pp456,child,121,bin_10,10,trial8,brow,3.5328
pp456,child,121,bin_0,0,trial8,cheek,4.2665
pp456,child,121,bin_1,1,trial8,cheek,4.3818
pp456,child,121,bin_2,2,trial8,cheek,3.9872
pp456,child,121,bin_3,3,trial8,cheek,3.8196
pp456,child,121,bin_4,4,trial8,cheek,3.8611
pp456,child,121,bin_5,5,trial8,cheek,4.1395
pp456,child,121,bin_6,6,trial8,cheek,3.7111
pp456,child,121,bin_7,7,trial8,cheek,3.7601
pp456,child,121,bin_8,8,trial8,cheek,4.777
pp456,child,121,bin_9,9,trial8,cheek,4.1273
pp456,child,121,bin_10,10,trial8,cheek,4.1923
pp456,adult,131,bin_0,0,trial1,brow,3.4762
pp456,adult,131,bin_1,1,trial1,brow,3.6633
pp456,adult,131,bin_2,2,trial1,brow,4.15
pp456,adult,131,bin_3,3,trial1,brow,3.2987
pp456,adult,131,bin_4,4,trial1,brow,4.1384
pp456,adult,131,bin_5,5,trial1,brow,5.6057
pp456,adult,131,bin_6,6,trial1,brow,4.8347
pp456,adult,131,bin_7,7,trial1,brow,3.9102
pp456,adult,131,bin_8,8,trial1,brow,4.147
pp456,adult,131,bin_9,9,trial1,brow,5.1197
pp456,adult,131,bin_10,10,trial1,brow,4.8748
pp456,adult,131,bin_0,0,trial1,cheek,3.633
pp456,adult,131,bin_1,1,trial1,cheek,3.7058
pp456,adult,131,bin_2,2,trial1,cheek,3.4609
pp456,adult,131,bin_3,3,trial1,cheek,4.2697
pp456,adult,131,bin_4,4,trial1,cheek,3.2798
pp456,adult,131,bin_5,5,trial1,cheek,3.4023
pp456,adult,131,bin_6,6,trial1,cheek,3.7596
pp456,adult,131,bin_7,7,trial1,cheek,3.4453
pp456,adult,131,bin_8,8,trial1,cheek,4.0122
pp456,adult,131,bin_9,9,trial1,cheek,3.4901
pp456,adult,131,bin_10,10,trial1,cheek,2.8293
pp456,adult,131,bin_0,0,trial2,brow,8.3363
pp456,adult,131,bin_1,1,trial2,brow,5.3783
pp456,adult,131,bin_2,2,trial2,brow,7.1927
pp456,adult,131,bin_3,3,trial2,brow,9.4707
pp456,adult,131,bin_4,4,trial2,brow,6.753
pp456,adult,131,bin_5,5,trial2,brow,7.8621
pp456,adult,131,bin_6,6,trial2,brow,8.4135
pp456,adult,131,bin_7,7,trial2,brow,6.2913
pp456,adult,131,bin_8,8,trial2,brow,7.8297
pp456,adult,131,bin_9,9,trial2,brow,5.9647
pp456,adult,131,bin_10,10,trial2,brow,3.9429
pp456,adult,131,bin_0,0,trial2,cheek,3.1833
pp456,adult,131,bin_1,1,trial2,cheek,3.5871
pp456,adult,131,bin_2,2,trial2,cheek,2.7294
pp456,adult,131,bin_3,3,trial2,cheek,2.6037
pp456,adult,131,bin_4,4,trial2,cheek,3.4195
pp456,adult,131,bin_5,5,trial2,cheek,2.677
pp456,adult,131,bin_6,6,trial2,cheek,3.5342
pp456,adult,131,bin_7,7,trial2,cheek,3.5617
pp456,adult,131,bin_8,8,trial2,cheek,3.0769
pp456,adult,131,bin_9,9,trial2,cheek,3.0694
pp456,adult,131,bin_10,10,trial2,cheek,3.3192
pp456,adult,131,bin_0,0,trial3,brow,8.7463
pp456,adult,131,bin_1,1,trial3,brow,11.3123
pp456,adult,131,bin_2,2,trial3,brow,10.3522
pp456,adult,131,bin_3,3,trial3,brow,7.5628
pp456,adult,131,bin_4,4,trial3,brow,8.8669
pp456,adult,131,bin_5,5,trial3,brow,8.1671
pp456,adult,131,bin_6,6,trial3,brow,10.6576
pp456,adult,131,bin_7,7,trial3,brow,8.049
pp456,adult,131,bin_8,8,trial3,brow,7.8223
pp456,adult,131,bin_9,9,trial3,brow,6.5367
pp456,adult,131,bin_10,10,trial3,brow,7.918
pp456,adult,131,bin_0,0,trial3,cheek,3.0327
pp456,adult,131,bin_1,1,trial3,cheek,2.4474
pp456,adult,131,bin_2,2,trial3,cheek,2.9889
pp456,adult,131,bin_3,3,trial3,cheek,3.0497
pp456,adult,131,bin_4,4,trial3,cheek,2.8042
pp456,adult,131,bin_5,5,trial3,cheek,2.6571
pp456,adult,131,bin_6,6,trial3,cheek,3.1503
pp456,adult,131,bin_7,7,trial3,cheek,2.8557
pp456,adult,131,bin_8,8,trial3,cheek,2.514
pp456,adult,131,bin_9,9,trial3,cheek,2.6761
pp456,adult,131,bin_10,10,trial3,cheek,3.0079
pp456,adult,131,bin_0,0,trial4,brow,6.0451
pp456,adult,131,bin_1,1,trial4,brow,5.7381
pp456,adult,131,bin_2,2,trial4,brow,7.8961
pp456,adult,131,bin_3,3,trial4,brow,6.4623
pp456,adult,131,bin_4,4,trial4,brow,6.2928
pp456,adult,131,bin_5,5,trial4,brow,7.749
pp456,adult,131,bin_6,6,trial4,brow,8.9072
pp456,adult,131,bin_7,7,trial4,brow,9.4634
pp456,adult,131,bin_8,8,trial4,brow,7.2801
pp456,adult,131,bin_9,9,trial4,brow,7.7111
pp456,adult,131,bin_10,10,trial4,brow,7.8143
pp456,adult,131,bin_0,0,trial4,cheek,3.0119
pp456,adult,131,bin_1,1,trial4,cheek,2.6876
pp456,adult,131,bin_2,2,trial4,cheek,3.1359
pp456,adult,131,bin_3,3,trial4,cheek,3.1823
pp456,adult,131,bin_4,4,trial4,cheek,2.9254
pp456,adult,131,bin_5,5,trial4,cheek,2.9751
pp456,adult,131,bin_6,6,trial4,cheek,2.8067
pp456,adult,131,bin_7,7,trial4,cheek,2.8536
pp456,adult,131,bin_8,8,trial4,cheek,2.4843
pp456,adult,131,bin_9,9,trial4,cheek,3.1003
pp456,adult,131,bin_10,10,trial4,cheek,2.4719
pp456,adult,131,bin_0,0,trial5,brow,4.1802
pp456,adult,131,bin_1,1,trial5,brow,6.0068
pp456,adult,131,bin_2,2,trial5,brow,8.2005
pp456,adult,131,bin_3,3,trial5,brow,10.6833
pp456,adult,131,bin_4,4,trial5,brow,7.871
pp456,adult,131,bin_5,5,trial5,brow,7.1872
pp456,adult,131,bin_6,6,trial5,brow,7.3992000000000004
pp456,adult,131,bin_7,7,trial5,brow,8.3854
pp456,adult,131,bin_8,8,trial5,brow,7.7382
pp456,adult,131,bin_9,9,trial5,brow,7.0173
pp456,adult,131,bin_10,10,trial5,brow,6.8936
pp456,adult,131,bin_0,0,trial5,cheek,2.9678
pp456,adult,131,bin_1,1,trial5,cheek,3.2383
pp456,adult,131,bin_2,2,trial5,cheek,3.1056
pp456,adult,131,bin_3,3,trial5,cheek,2.5142
pp456,adult,131,bin_4,4,trial5,cheek,2.7851
pp456,adult,131,bin_5,5,trial5,cheek,2.9667
pp456,adult,131,bin_6,6,trial5,cheek,3.1273
pp456,adult,131,bin_7,7,trial5,cheek,2.8681
pp456,adult,131,bin_8,8,trial5,cheek,3.368
pp456,adult,131,bin_9,9,trial5,cheek,3.0455
pp456,adult,131,bin_10,10,trial5,cheek,2.8351
pp456,adult,131,bin_0,0,trial6,brow,8.8534
pp456,adult,131,bin_1,1,trial6,brow,10.2537
pp456,adult,131,bin_2,2,trial6,brow,8.6307
pp456,adult,131,bin_3,3,trial6,brow,9.9925
pp456,adult,131,bin_4,4,trial6,brow,8.9686
pp456,adult,131,bin_5,5,trial6,brow,10.1318
pp456,adult,131,bin_6,6,trial6,brow,10.3072
pp456,adult,131,bin_7,7,trial6,brow,8.9544
pp456,adult,131,bin_8,8,trial6,brow,9.3494
pp456,adult,131,bin_9,9,trial6,brow,11.0153
pp456,adult,131,bin_10,10,trial6,brow,9.1327
pp456,adult,131,bin_0,0,trial6,cheek,3.3808
pp456,adult,131,bin_1,1,trial6,cheek,3.3465
pp456,adult,131,bin_2,2,trial6,cheek,3.663
pp456,adult,131,bin_3,3,trial6,cheek,3.7371
pp456,adult,131,bin_4,4,trial6,cheek,3.4597
pp456,adult,131,bin_5,5,trial6,cheek,3.2744
pp456,adult,131,bin_6,6,trial6,cheek,3.7445
pp456,adult,131,bin_7,7,trial6,cheek,3.7641
pp456,adult,131,bin_8,8,trial6,cheek,3.3545
pp456,adult,131,bin_9,9,trial6,cheek,3.4054
pp456,adult,131,bin_10,10,trial6,cheek,3.1605
pp456,adult,131,bin_0,0,trial7,brow,8.7142
pp456,adult,131,bin_1,1,trial7,brow,7.3347
pp456,adult,131,bin_2,2,trial7,brow,6.4664
pp456,adult,131,bin_3,3,trial7,brow,7.7371
pp456,adult,131,bin_4,4,trial7,brow,7.2954
pp456,adult,131,bin_5,5,trial7,brow,5.6215
pp456,adult,131,bin_6,6,trial7,brow,6.6065
pp456,adult,131,bin_7,7,trial7,brow,7.5773
pp456,adult,131,bin_8,8,trial7,brow,8.2768
pp456,adult,131,bin_9,9,trial7,brow,7.6473
pp456,adult,131,bin_10,10,trial7,brow,7.0639
pp456,adult,131,bin_0,0,trial8,brow,8.268
pp456,adult,131,bin_1,1,trial8,brow,9.6261
pp456,adult,131,bin_2,2,trial8,brow,7.1754
pp456,adult,131,bin_3,3,trial8,brow,9.6233
pp456,adult,131,bin_4,4,trial8,brow,8.0784
pp456,adult,131,bin_5,5,trial8,brow,8.1361
pp456,adult,131,bin_6,6,trial8,brow,6.8291
pp456,adult,131,bin_7,7,trial8,brow,7.7054
pp456,adult,131,bin_8,8,trial8,brow,6.5688
pp456,adult,131,bin_9,9,trial8,brow,7.4999
pp456,adult,131,bin_10,10,trial8,brow,6.8899
pp456,adult,131,bin_0,0,trial8,cheek,3.52
pp456,adult,131,bin_1,1,trial8,cheek,4.0048
pp456,adult,131,bin_2,2,trial8,cheek,3.807
pp456,adult,131,bin_3,3,trial8,cheek,3.6965
pp456,adult,131,bin_4,4,trial8,cheek,3.2689
pp456,adult,131,bin_5,5,trial8,cheek,3.7672
pp456,adult,131,bin_6,6,trial8,cheek,3.6704
pp456,adult,131,bin_7,7,trial8,cheek,3.9877
pp456,adult,131,bin_8,8,trial8,cheek,3.6085
pp456,adult,131,bin_9,9,trial8,cheek,3.7554
pp456,adult,131,bin_10,10,trial8,cheek,3.5344
pp456,adult,232,bin_0,0,trial1,brow,6.144
pp456,adult,232,bin_1,1,trial1,brow,6.3741
pp456,adult,232,bin_2,2,trial1,brow,7.7405
pp456,adult,232,bin_3,3,trial1,brow,8.0298
pp456,adult,232,bin_4,4,trial1,brow,5.3448
pp456,adult,232,bin_5,5,trial1,brow,7.9531
pp456,adult,232,bin_6,6,trial1,brow,7.3437
pp456,adult,232,bin_7,7,trial1,brow,6.5476
pp456,adult,232,bin_8,8,trial1,brow,5.6039
pp456,adult,232,bin_9,9,trial1,brow,5.7553
pp456,adult,232,bin_10,10,trial1,brow,4.896
pp456,adult,232,bin_0,0,trial1,cheek,5.6246
pp456,adult,232,bin_1,1,trial1,cheek,5.5558
pp456,adult,232,bin_2,2,trial1,cheek,5.4531
pp456,adult,232,bin_3,3,trial1,cheek,6.0434
pp456,adult,232,bin_4,4,trial1,cheek,6.0653
pp456,adult,232,bin_5,5,trial1,cheek,4.2292
pp456,adult,232,bin_6,6,trial1,cheek,5.2062
pp456,adult,232,bin_7,7,trial1,cheek,5.27
pp456,adult,232,bin_8,8,trial1,cheek,4.878
pp456,adult,232,bin_9,9,trial1,cheek,5.855
pp456,adult,232,bin_10,10,trial1,cheek,4.957
pp456,adult,232,bin_0,0,trial2,brow,4.5713
pp456,adult,232,bin_1,1,trial2,brow,4.3407
pp456,adult,232,bin_2,2,trial2,brow,6.7187
