pp_no,model,emotion,trial,muscle,bin,zdiff,emo
pp405,child,525,trial4,cheek,diff_bin4,-0.10774186795101837,Sad
pp405,child,525,trial4,cheek,diff_bin5,-0.05249836896331056,Sad
pp405,child,525,trial4,cheek,diff_bin6,0.05386196296235757,Sad
pp405,child,525,trial4,cheek,diff_bin7,-0.06331741082417053,Sad
pp405,child,525,trial4,cheek,diff_bin8,-0.06414274403412001,Sad
pp405,child,525,trial4,cheek,diff_bin9,0.06425039619193956,Sad
pp405,child,525,trial5,brow,diff_bin1,-0.3903758721991055,Sad
pp405,child,525,trial5,brow,diff_bin10,-0.07413254472059805,Sad
pp405,child,525,trial5,brow,diff_bin2,8.329499406810048e-4,Sad
pp405,child,525,trial5,brow,diff_bin3,NA,Sad
pp405,child,525,trial5,brow,diff_bin4,4.295893044064928,Sad
pp405,child,525,trial5,brow,diff_bin5,2.2828381374260625,Sad
pp405,child,525,trial5,brow,diff_bin6,-0.29032932932399075,Sad
pp405,child,525,trial5,brow,diff_bin7,-0.11068979211714805,Sad
pp405,child,525,trial5,brow,diff_bin8,0.15076393926323922,Sad
pp405,child,525,trial5,brow,diff_bin9,-0.5682569595311774,Sad
pp405,child,525,trial5,cheek,diff_bin1,-0.06787468550519621,Sad
pp405,child,525,trial5,cheek,diff_bin10,-0.06161291832536181,Sad
pp405,child,525,trial5,cheek,diff_bin2,0.03579434247498442,Sad
pp405,child,525,trial5,cheek,diff_bin3,0.038342110210045965,Sad
pp405,child,525,trial5,cheek,diff_bin4,-0.07840665494520416,Sad
pp405,child,525,trial5,cheek,diff_bin5,0.003301332839797999,Sad
pp405,child,525,trial5,cheek,diff_bin6,-0.05167303575336113,Sad
pp405,child,525,trial5,cheek,diff_bin7,-0.015232780331459583,Sad
pp405,child,525,trial5,cheek,diff_bin8,-0.054382281725151915,Sad
pp405,child,525,trial5,cheek,diff_bin9,0.06324564271895744,Sad
pp405,child,525,trial6,brow,diff_bin1,-0.2691353808333329,Sad
pp405,child,525,trial6,brow,diff_bin10,1.1197623702553283,Sad
pp405,child,525,trial6,brow,diff_bin2,1.6811706302742413,Sad
pp405,child,525,trial6,brow,diff_bin3,-0.5702005093927661,Sad
pp405,child,525,trial6,brow,diff_bin4,0.7895439937720649,Sad
pp405,child,525,trial6,brow,diff_bin5,0.953079832125744,Sad
pp405,child,525,trial6,brow,diff_bin6,0.28394337977877115,Sad
pp405,child,525,trial6,brow,diff_bin7,1.4837614943328734,Sad
pp405,child,525,trial6,brow,diff_bin8,0.4790387658849148,Sad
pp405,child,525,trial6,brow,diff_bin9,1.1432700685812114,Sad
pp405,child,525,trial6,cheek,diff_bin1,0.059083092616603494,Sad
pp405,child,525,trial6,cheek,diff_bin10,NA,Sad
pp405,child,525,trial6,cheek,diff_bin2,-0.0442629788901186,Sad
pp405,child,525,trial6,cheek,diff_bin3,0.024670286166969313,Sad
pp405,child,525,trial6,cheek,diff_bin4,-0.041912573444392864,Sad
pp405,child,525,trial6,cheek,diff_bin5,0.003893419707805379,Sad
pp405,child,525,trial6,cheek,diff_bin6,0.005544086127704351,Sad
pp405,child,525,trial6,cheek,diff_bin7,-0.04072839970837827,Sad
pp405,child,525,trial6,cheek,diff_bin8,-0.01277472272791419,Sad
pp405,child,525,trial6,cheek,diff_bin9,0.048587007229202006,Sad
pp405,child,525,trial7,brow,diff_bin1,0.3548366747300545,Sad
pp405,child,525,trial7,brow,diff_bin10,0.43479986903541873,Sad
pp405,child,525,trial7,brow,diff_bin2,0.3601120243543668,Sad
pp405,child,525,trial7,brow,diff_bin3,-0.21351283479453215,Sad
pp405,child,525,trial7,brow,diff_bin4,0.13854734013325304,Sad
pp405,child,525,trial7,brow,diff_bin5,-0.4370210688772345,Sad
pp405,child,525,trial7,brow,diff_bin6,0.28125942996991027,Sad
pp405,child,525,trial7,brow,diff_bin7,-0.46811786666265387,Sad
pp405,child,525,trial7,brow,diff_bin8,1.3355889548850854,Sad
pp405,child,525,trial7,brow,diff_bin9,NA,Sad
pp405,child,525,trial7,cheek,diff_bin1,-0.11841737360145252,Sad
pp405,child,525,trial7,cheek,diff_bin10,-0.06306622245592516,Sad
pp405,child,525,trial7,cheek,diff_bin2,0.038629182630897874,Sad
pp405,child,525,trial7,cheek,diff_bin3,0.190490493261609,Sad
pp405,child,525,trial7,cheek,diff_bin4,0.15344020894539712,Sad
pp405,child,525,trial7,cheek,diff_bin5,0.12733456067416782,Sad
pp405,child,525,trial7,cheek,diff_bin6,0.08893862438521195,Sad
pp405,child,525,trial7,cheek,diff_bin7,-0.11208383831640509,Sad
pp405,child,525,trial7,cheek,diff_bin8,-0.01031666512436899,Sad
pp405,child,525,trial7,cheek,diff_bin9,-0.009078665309444733,Sad
pp405,child,525,trial8,brow,diff_bin1,0.0169366487938446,Sad
pp405,child,525,trial8,brow,diff_bin10,-1.0770968232937854,Sad
pp405,child,525,trial8,brow,diff_bin2,-0.11929694150418346,Sad
pp405,child,525,trial8,brow,diff_bin3,-0.8748750876951501,Sad
pp405,child,525,trial8,brow,diff_bin4,-0.18963493649501328,Sad
pp405,child,525,trial8,brow,diff_bin5,-0.965666631229366,Sad
pp405,child,525,trial8,brow,diff_bin6,0.29791842878352814,Sad
pp405,child,525,trial8,brow,diff_bin7,-0.38945037226501533,Sad
pp405,child,525,trial8,brow,diff_bin8,-2.8202759491520477,Sad
pp405,child,525,trial8,brow,diff_bin9,-0.3624257741895913,Sad
pp405,child,525,trial8,cheek,diff_bin1,-0.03855741452568506,Sad
pp405,child,525,trial8,cheek,diff_bin10,NA,Sad
pp405,child,525,trial8,cheek,diff_bin2,-0.08653439286057663,Sad
pp405,child,525,trial8,cheek,diff_bin3,-0.08703676959706758,Sad
pp405,child,525,trial8,cheek,diff_bin4,0.1351393421160817,Sad
pp405,child,525,trial8,cheek,diff_bin5,0.36282365590432897,Sad
pp405,child,525,trial8,cheek,diff_bin6,0.00473669494405804,Sad
pp405,child,525,trial8,cheek,diff_bin7,0.03161385034632708,Sad
pp405,child,525,trial8,cheek,diff_bin8,0.4313980804353517,Sad
pp405,child,525,trial8,cheek,diff_bin9,0.2029781435686714,Sad
pp406,adult,131,trial1,brow,diff_bin1,-0.8817330345826546,Happy
pp406,adult,131,trial1,brow,diff_bin10,-2.341167571540454,Happy
pp406,adult,131,trial1,brow,diff_bin2,-0.17521770343559578,Happy
pp406,adult,131,trial1,brow,diff_bin3,-0.32809500114322226,Happy
pp406,adult,131,trial1,brow,diff_bin4,-0.5949321344525685,Happy
pp406,adult,131,trial1,brow,diff_bin5,-1.2272963316940237,Happy
pp406,adult,131,trial1,brow,diff_bin6,-2.077717148673911,Happy
pp406,adult,131,trial1,brow,diff_bin7,-2.5457961814530323,Happy
pp406,adult,131,trial1,brow,diff_bin8,-2.4134173943202724,Happy
pp406,adult,131,trial1,brow,diff_bin9,-2.2876931961277593,Happy
pp406,adult,131,trial1,cheek,diff_bin1,0.3329616493146146,Happy
pp406,adult,131,trial1,cheek,diff_bin10,0.7043795543738857,Happy
pp406,adult,131,trial1,cheek,diff_bin2,0.1718581824521108,Happy
pp406,adult,131,trial1,cheek,diff_bin3,-0.2647398170896298,Happy
pp406,adult,131,trial1,cheek,diff_bin4,-0.015969123148204936,Happy
pp406,adult,131,trial1,cheek,diff_bin5,0.05887935201583093,Happy
pp406,adult,131,trial1,cheek,diff_bin6,0.0914693992570654,Happy
pp406,adult,131,trial1,cheek,diff_bin7,1.7019609004280798,Happy
pp406,adult,131,trial1,cheek,diff_bin8,1.5184789344599277,Happy
pp406,adult,131,trial1,cheek,diff_bin9,0.266803853414908,Happy
pp406,adult,131,trial2,brow,diff_bin1,0.46748487305231334,Happy
pp406,adult,131,trial2,brow,diff_bin10,-1.0092991279282715,Happy
pp406,adult,131,trial2,brow,diff_bin2,1.2838603376861186,Happy
pp406,adult,131,trial2,brow,diff_bin3,0.7926090755614971,Happy
pp406,adult,131,trial2,brow,diff_bin4,0.6157871408635199,Happy
pp406,adult,131,trial2,brow,diff_bin5,0.26042020825982304,Happy
pp406,adult,131,trial2,brow,diff_bin6,0.7219040680713782,Happy
pp406,adult,131,trial2,brow,diff_bin7,0.09987825007637746,Happy
pp406,adult,131,trial2,brow,diff_bin8,-0.25911305686084596,Happy
pp406,adult,131,trial2,brow,diff_bin9,-0.11229618836665889,Happy
pp406,adult,131,trial2,cheek,diff_bin1,-0.1727272503785436,Happy
pp406,adult,131,trial2,cheek,diff_bin10,0.14524297720510276,Happy
pp406,adult,131,trial2,cheek,diff_bin2,-0.08114921763067436,Happy
pp406,adult,131,trial2,cheek,diff_bin3,0.42758141980499925,Happy
pp406,adult,131,trial2,cheek,diff_bin4,-0.12829615263966065,Happy
pp406,adult,131,trial2,cheek,diff_bin5,0.4248655825348964,Happy
pp406,adult,131,trial2,cheek,diff_bin6,0.1555631588314938,Happy
pp406,adult,131,trial2,cheek,diff_bin7,-0.14524297720510226,Happy
pp406,adult,131,trial2,cheek,diff_bin8,0.23486560711849813,Happy
pp406,adult,131,trial2,cheek,diff_bin9,NA,Happy
pp406,adult,131,trial3,brow,diff_bin1,-0.0016042312623807953,Happy
pp406,adult,131,trial3,brow,diff_bin10,-2.3367707895620766,Happy
pp406,adult,131,trial3,brow,diff_bin2,-0.32940215254219884,Happy
pp406,adult,131,trial3,brow,diff_bin3,-0.2723628187686578,Happy
pp406,adult,131,trial3,brow,diff_bin4,-0.3296992324056031,Happy
pp406,adult,131,trial3,brow,diff_bin5,-0.46201860356568186,Happy
pp406,adult,131,trial3,brow,diff_bin6,-0.9281369092463374,Happy
pp406,adult,131,trial3,brow,diff_bin7,0.23689148307823787,Happy
pp406,adult,131,trial3,brow,diff_bin8,-0.7935003151517082,Happy
pp406,adult,131,trial3,brow,diff_bin9,-2.000773464052312,Happy
pp406,adult,131,trial3,cheek,diff_bin1,NA,Happy
pp406,adult,131,trial3,cheek,diff_bin10,-0.45365345759798703,Happy
pp406,adult,131,trial3,cheek,diff_bin2,-0.21259574150365426,Happy
pp406,adult,131,trial3,cheek,diff_bin3,-0.3227501011790274,Happy
pp406,adult,131,trial3,cheek,diff_bin4,0.24116634958513666,Happy
pp406,adult,131,trial3,cheek,diff_bin5,0.15034875127289588,Happy
pp406,adult,131,trial3,cheek,diff_bin6,-0.4586505981749763,Happy
pp406,adult,131,trial3,cheek,diff_bin7,-0.7479415841863359,Happy
pp406,adult,131,trial3,cheek,diff_bin8,0.1480674479660094,Happy
pp406,adult,131,trial3,cheek,diff_bin9,0.7874841748390344,Happy
pp406,adult,131,trial4,brow,diff_bin1,-0.6406230174440822,Happy
pp406,adult,131,trial4,brow,diff_bin10,0.18413009933771193,Happy
pp406,adult,131,trial4,brow,diff_bin2,0.318885525377703,Happy
pp406,adult,131,trial4,brow,diff_bin3,0.7567812440349911,Happy
pp406,adult,131,trial4,brow,diff_bin4,-0.35263379786038085,Happy
pp406,adult,131,trial4,brow,diff_bin5,-0.1823476201572887,Happy
pp406,adult,131,trial4,brow,diff_bin6,0.40028540795036016,Happy
pp406,adult,131,trial4,brow,diff_bin7,0.535337913853755,Happy
pp406,adult,131,trial4,brow,diff_bin8,1.5839704156966976,Happy
pp406,adult,131,trial4,brow,diff_bin9,0.9393665280830029,Happy
pp406,adult,131,trial4,cheek,diff_bin1,-0.1156946677063832,Happy
pp406,adult,131,trial4,cheek,diff_bin10,NA,Happy
pp406,adult,131,trial4,cheek,diff_bin2,-0.4870039392748505,Happy
pp406,adult,131,trial4,cheek,diff_bin3,-0.2921154567722668,Happy
pp406,adult,131,trial4,cheek,diff_bin4,0.22693536228979733,Happy
pp406,adult,131,trial4,cheek,diff_bin5,-0.38358485602933223,Happy
pp406,adult,131,trial4,cheek,diff_bin6,-0.3436077314134177,Happy
pp406,adult,131,trial4,cheek,diff_bin7,-0.6440879669776012,Happy
pp406,adult,131,trial4,cheek,diff_bin8,0.004779873595381012,Happy
pp406,adult,131,trial4,cheek,diff_bin9,0.3101486162457499,Happy
pp406,adult,131,trial5,brow,diff_bin1,1.2335944247981856,Happy
pp406,adult,131,trial5,brow,diff_bin10,-0.2608361200685886,Happy
pp406,adult,131,trial5,brow,diff_bin2,1.2457152832250633,Happy
pp406,adult,131,trial5,brow,diff_bin3,1.1103656974582647,Happy
pp406,adult,131,trial5,brow,diff_bin4,0.5507860667507549,Happy
pp406,adult,131,trial5,brow,diff_bin5,0.1608390380468493,Happy
pp406,adult,131,trial5,brow,diff_bin6,0.05549451848384088,Happy
pp406,adult,131,trial5,brow,diff_bin7,0.6620127676091603,Happy
pp406,adult,131,trial5,brow,diff_bin8,0.21526406902243667,Happy
pp406,adult,131,trial5,brow,diff_bin9,0.42648785190258026,Happy
pp406,adult,131,trial5,cheek,diff_bin1,0.061812456267541976,Happy
pp406,adult,131,trial5,cheek,diff_bin10,0.23041163399552916,Happy
pp406,adult,131,trial5,cheek,diff_bin2,0.2646311835988259,Happy
pp406,adult,131,trial5,cheek,diff_bin3,-0.13894223473846376,Happy
pp406,adult,131,trial5,cheek,diff_bin4,-0.1910863103244393,Happy
pp406,adult,131,trial5,cheek,diff_bin5,-0.8346311098480201,Happy
pp406,adult,131,trial5,cheek,diff_bin6,-0.1392681352108763,Happy
pp406,adult,131,trial5,cheek,diff_bin7,-0.18380786644056363,Happy
pp406,adult,131,trial5,cheek,diff_bin8,-0.8684161254881,Happy
pp406,adult,131,trial5,cheek,diff_bin9,0.3758718781822401,Happy
pp406,adult,131,trial6,brow,diff_bin1,-0.39535388221785606,Happy
pp406,adult,131,trial6,brow,diff_bin10,-0.11354392379295536,Happy
pp406,adult,131,trial6,brow,diff_bin2,0.5461516208816545,Happy
pp406,adult,131,trial6,brow,diff_bin3,0.5955262941793759,Happy
pp406,adult,131,trial6,brow,diff_bin4,0.9194027612622642,Happy
pp406,adult,131,trial6,brow,diff_bin5,-0.23023689413799112,Happy
pp406,adult,131,trial6,brow,diff_bin6,0.1492529233740989,Happy
pp406,adult,131,trial6,brow,diff_bin7,0.29808993493943226,Happy
pp406,adult,131,trial6,brow,diff_bin8,-0.6817982865118573,Happy
pp406,adult,131,trial6,brow,diff_bin9,-0.02525178838932829,Happy
pp406,adult,131,trial6,cheek,diff_bin1,-0.2892909860113596,Happy
pp406,adult,131,trial6,cheek,diff_bin10,-0.24094908260352843,Happy
pp406,adult,131,trial6,cheek,diff_bin2,-0.8515779344134624,Happy
pp406,adult,131,trial6,cheek,diff_bin3,-0.004997140576989245,Happy
pp406,adult,131,trial6,cheek,diff_bin4,-0.7806402649183747,Happy
pp406,adult,131,trial6,cheek,diff_bin5,0.07441394120081946,Happy
pp406,adult,131,trial6,cheek,diff_bin6,0.31384215493309,Happy
pp406,adult,131,trial6,cheek,diff_bin7,-0.7921554149436112,Happy
pp406,adult,131,trial6,cheek,diff_bin8,0.08647225868007613,Happy
pp406,adult,131,trial6,cheek,diff_bin9,-0.08907946245937465,Happy
pp406,adult,131,trial7,brow,diff_bin1,0.6321859493234132,Happy
pp406,adult,131,trial7,brow,diff_bin10,-0.35132664646140377,Happy
pp406,adult,131,trial7,brow,diff_bin2,1.0987201668128337,Happy
pp406,adult,131,trial7,brow,diff_bin3,-0.5746712877684256,Happy
pp406,adult,131,trial7,brow,diff_bin4,0.3049227717977215,Happy
pp406,adult,131,trial7,brow,diff_bin5,-0.4803781391240403,Happy
pp406,adult,131,trial7,brow,diff_bin6,1.2379317908038818,Happy
pp406,adult,131,trial7,brow,diff_bin7,0.25269613181132283,Happy
pp406,adult,131,trial7,brow,diff_bin8,0.7763885150196461,Happy
pp406,adult,131,trial7,brow,diff_bin9,0.22548361632352937,Happy
pp406,adult,131,trial7,cheek,diff_bin1,0.06170382277673761,Happy
pp406,adult,131,trial7,cheek,diff_bin10,0.8533160702663279,Happy
pp406,adult,131,trial7,cheek,diff_bin2,-0.4496340184382345,Happy
pp406,adult,131,trial7,cheek,diff_bin3,-0.8157288824481043,Happy
pp406,adult,131,trial7,cheek,diff_bin4,0.5129673435770339,Happy
pp406,adult,131,trial7,cheek,diff_bin5,0.5371926120263516,Happy
pp406,adult,131,trial7,cheek,diff_bin6,0.34349909792261335,Happy
pp406,adult,131,trial7,cheek,diff_bin7,0.05833618456181017,Happy
pp406,adult,131,trial7,cheek,diff_bin8,0.3125385530434407,Happy
pp406,adult,131,trial7,cheek,diff_bin9,-0.3128644535158528,Happy
pp406,adult,131,trial8,brow,diff_bin1,0.21520465304975556,Happy
pp406,adult,131,trial8,brow,diff_bin10,-0.318885525377703,Happy
pp406,adult,131,trial8,brow,diff_bin2,0.6658153898607294,Happy
pp406,adult,131,trial8,brow,diff_bin3,-0.4629692591285746,Happy
pp406,adult,131,trial8,brow,diff_bin4,-0.07890441172006535,Happy
pp406,adult,131,trial8,brow,diff_bin5,0.029470322449662745,Happy
pp406,adult,131,trial8,brow,diff_bin6,-0.20914422383631714,Happy
pp406,adult,131,trial8,brow,diff_bin7,-0.7337872626075328,Happy
pp406,adult,131,trial8,brow,diff_bin8,-0.5551828487291325,Happy
pp406,adult,131,trial8,brow,diff_bin9,-0.9585578872588929,Happy
pp406,adult,131,trial8,cheek,diff_bin1,-0.13264149227182526,Happy
pp406,adult,131,trial8,cheek,diff_bin10,-0.2878787506309065,Happy
pp406,adult,131,trial8,cheek,diff_bin2,-0.10298454928230136,Happy
pp406,adult,131,trial8,cheek,diff_bin3,-1.0863349080386664e-4,Happy
pp406,adult,131,trial8,cheek,diff_bin4,-0.1853287353118211,Happy
pp406,adult,131,trial8,cheek,diff_bin5,0.1773984904831208,Happy
pp406,adult,131,trial8,cheek,diff_bin6,0.2571354727333416,Happy
pp406,adult,131,trial8,cheek,diff_bin7,-0.48602623785761323,Happy
pp406,adult,131,trial8,cheek,diff_bin8,0.20325326129450036,Happy
pp406,adult,131,trial8,cheek,diff_bin9,0.586186316379008,Happy
pp406,adult,232,trial1,brow,diff_bin1,0.2767596007470358,Angry
pp406,adult,232,trial1,brow,diff_bin10,0.33896812414380356,Angry
pp406,adult,232,trial1,brow,diff_bin2,0.14556913306789115,Angry
pp406,adult,232,trial1,brow,diff_bin3,-0.29987241411985543,Angry
pp406,adult,232,trial1,brow,diff_bin4,-0.38418367935387054,Angry
pp406,adult,232,trial1,brow,diff_bin5,-0.4099702114973256,Angry
pp406,adult,232,trial1,brow,diff_bin6,0.6081818963603809,Angry
pp406,adult,232,trial1,brow,diff_bin7,-0.7046734359939544,Angry
pp406,adult,232,trial1,brow,diff_bin8,0.27242223474133903,Angry
pp406,adult,232,trial1,brow,diff_bin9,-0.7905889324903503,Angry
pp406,adult,232,trial1,cheek,diff_bin1,-0.18163519662448158,Angry
pp406,adult,232,trial1,cheek,diff_bin10,-0.40074894757638246,Angry
pp406,adult,232,trial1,cheek,diff_bin2,-0.13839906728444348,Angry
pp406,adult,232,trial1,cheek,diff_bin3,0.11330473090869239,Angry
pp406,adult,232,trial1,cheek,diff_bin4,-0.32188103325259454,Angry
pp406,adult,232,trial1,cheek,diff_bin5,-0.24268721845639457,Angry
pp406,adult,232,trial1,cheek,diff_bin6,0.1367695649223812,Angry
pp406,adult,232,trial1,cheek,diff_bin7,0.05605488125492328,Angry
pp406,adult,232,trial1,cheek,diff_bin8,-0.42823322074982384,Angry
pp406,adult,232,trial1,cheek,diff_bin9,-0.20357916176691293,Angry
pp406,adult,232,trial2,brow,diff_bin1,0.9441198058974652,Angry
pp406,adult,232,trial2,brow,diff_bin10,0.033272944701231766,Angry
pp406,adult,232,trial2,brow,diff_bin2,0.060901371997790665,Angry
pp406,adult,232,trial2,brow,diff_bin3,-0.9140553237209946,Angry
pp406,adult,232,trial2,brow,diff_bin4,-0.34728636031911175,Angry
pp406,adult,232,trial2,brow,diff_bin5,-0.7629010892211112,Angry
pp406,adult,232,trial2,brow,diff_bin6,0.9166102105462676,Angry
pp406,adult,232,trial2,brow,diff_bin7,0.5208998324923267,Angry
pp406,adult,232,trial2,brow,diff_bin8,-0.06731829704731485,Angry
pp406,adult,232,trial2,brow,diff_bin9,-0.40527634965554504,Angry
pp406,adult,232,trial2,cheek,diff_bin1,0.3091709148285133,Angry
pp406,adult,232,trial2,cheek,diff_bin10,-0.7882446092746629,Angry
pp406,adult,232,trial2,cheek,diff_bin2,0.34849623849960315,Angry
pp406,adult,232,trial2,cheek,diff_bin3,-0.7002514817233293,Angry
pp406,adult,232,trial2,cheek,diff_bin4,-0.01998856230795698,Angry
pp406,adult,232,trial2,cheek,diff_bin5,-0.06528872797327329,Angry
pp406,adult,232,trial2,cheek,diff_bin6,-0.7732531875436948,Angry
pp406,adult,232,trial2,cheek,diff_bin7,-0.08256145301112794,Angry
pp406,adult,232,trial2,cheek,diff_bin8,-0.20173239242324242,Angry
pp406,adult,232,trial2,cheek,diff_bin9,-0.593138859790471,Angry
pp406,adult,232,trial3,brow,diff_bin1,0.2680848687356427,Angry
pp406,adult,232,trial3,brow,diff_bin10,-0.7696150941340376,Angry
pp406,adult,232,trial3,brow,diff_bin2,2.069577160416646,Angry
pp406,adult,232,trial3,brow,diff_bin3,0.34889059158149255,Angry
pp406,adult,232,trial3,brow,diff_bin4,0.585841490632411,Angry
pp406,adult,232,trial3,brow,diff_bin5,0.7399665237663329,Angry
pp406,adult,232,trial3,brow,diff_bin6,1.540240259803649,Angry
pp406,adult,232,trial3,brow,diff_bin7,-0.14408373375087163,Angry
pp406,adult,232,trial3,brow,diff_bin8,0.6864327323809576,Angry
pp406,adult,232,trial3,brow,diff_bin9,0.26184619160416195,Angry
pp406,adult,232,trial3,cheek,diff_bin1,-0.3099313492641417,Angry
pp406,adult,232,trial3,cheek,diff_bin10,0.030091476952739844,Angry
pp406,adult,232,trial3,cheek,diff_bin2,-0.5990050682938937,Angry
pp406,adult,232,trial3,cheek,diff_bin3,-0.09983417804898212,Angry
pp406,adult,232,trial3,cheek,diff_bin4,-0.5415379516585163,Angry
pp406,adult,232,trial3,cheek,diff_bin5,0.1018982143742603,Angry
pp406,adult,232,trial3,cheek,diff_bin6,0.03367638214927599,Angry
pp406,adult,232,trial3,cheek,diff_bin7,-0.03074327789756447,Angry
pp406,adult,232,trial3,cheek,diff_bin8,-0.1408976375729381,Angry
pp406,adult,232,trial3,cheek,diff_bin9,0.17685532302910004,Angry
pp406,adult,232,trial4,brow,diff_bin1,-0.6345031722579622,Angry
pp406,adult,232,trial4,brow,diff_bin10,-1.2071543169552414,Angry
pp406,adult,232,trial4,brow,diff_bin2,-0.6348002521213664,Angry
pp406,adult,232,trial4,brow,diff_bin3,-0.8532133676958835,Angry
pp406,adult,232,trial4,brow,diff_bin4,-0.3670124632491273,Angry
pp406,adult,232,trial4,brow,diff_bin5,NA,Angry
pp406,adult,232,trial4,brow,diff_bin6,0.4577406535326669,Angry
pp406,adult,232,trial4,brow,diff_bin7,-0.6068153289887226,Angry
pp406,adult,232,trial4,brow,diff_bin8,-0.8096614597208778,Angry
pp406,adult,232,trial4,brow,diff_bin9,-1.0981260070860253,Angry
pp406,adult,232,trial4,cheek,diff_bin1,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin10,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin2,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin3,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin4,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin5,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin6,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin7,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin8,NA,Angry
pp406,adult,232,trial4,cheek,diff_bin9,NA,Angry
pp406,adult,232,trial5,brow,diff_bin1,NA,Angry
pp406,adult,232,trial5,brow,diff_bin10,-0.7627228413030683,Angry
pp406,adult,232,trial5,brow,diff_bin2,-0.1480646039204836,Angry
pp406,adult,232,trial5,brow,diff_bin3,-0.8157813049069974,Angry
pp406,adult,232,trial5,brow,diff_bin4,-1.4624053355918378,Angry
pp406,adult,232,trial5,brow,diff_bin5,-0.32447062680969474,Angry
pp406,adult,232,trial5,brow,diff_bin6,-0.6966522796820499,Angry
pp406,adult,232,trial5,brow,diff_bin7,-0.10688933485270868,Angry
pp406,adult,232,trial5,brow,diff_bin8,-0.6397317778538706,Angry
pp406,adult,232,trial5,brow,diff_bin9,-0.10677050290734624,Angry
pp406,adult,232,trial5,cheek,diff_bin1,0.053121777003212245,Angry
pp406,adult,232,trial5,cheek,diff_bin10,0.5407775172228872,Angry
pp406,adult,232,trial5,cheek,diff_bin2,-0.01227558446086538,Angry
pp406,adult,232,trial5,cheek,diff_bin3,0.19499711599338754,Angry
pp406,adult,232,trial5,cheek,diff_bin4,0.13264149227182528,Angry
pp406,adult,232,trial5,cheek,diff_bin5,-0.06420239306523223,Angry
pp406,adult,232,trial5,cheek,diff_bin6,0.3645739951386119,Angry
pp406,adult,232,trial5,cheek,diff_bin7,0.11113206109261034,Angry
pp406,adult,232,trial5,cheek,diff_bin8,-0.15295595505219484,Angry
pp406,adult,232,trial5,cheek,diff_bin9,-0.3243796035410892,Angry
pp406,adult,232,trial6,brow,diff_bin1,-0.37972748140281365,Angry
pp406,adult,232,trial6,brow,diff_bin10,0.00487210975982344,Angry
pp406,adult,232,trial6,brow,diff_bin2,-1.0846385812874906,Angry
pp406,adult,232,trial6,brow,diff_bin3,-1.2362681435688205,Angry
pp406,adult,232,trial6,brow,diff_bin4,-0.617272540180539,Angry
pp406,adult,232,trial6,brow,diff_bin5,-0.8601056205268539,Angry
pp406,adult,232,trial6,brow,diff_bin6,-1.3857587308336425,Angry
pp406,adult,232,trial6,brow,diff_bin7,-1.0430474004109507,Angry
pp406,adult,232,trial6,brow,diff_bin8,NA,Angry
pp406,adult,232,trial6,brow,diff_bin9,-0.20278671475947463,Angry
pp406,adult,232,trial6,cheek,diff_bin1,0.44691818116813165,Angry
pp406,adult,232,trial6,cheek,diff_bin10,1.170743130395954,Angry
pp406,adult,232,trial6,cheek,diff_bin2,-0.24714119157936307,Angry
pp406,adult,232,trial6,cheek,diff_bin3,0.631269215062716,Angry
pp406,adult,232,trial6,cheek,diff_bin4,0.3922755352936615,Angry
pp406,adult,232,trial6,cheek,diff_bin5,0.5495768299780209,Angry
pp406,adult,232,trial6,cheek,diff_bin6,-0.25919950905861977,Angry
pp406,adult,232,trial6,cheek,diff_bin7,0.15165235316254558,Angry
pp406,adult,232,trial6,cheek,diff_bin8,0.09114349878465285,Angry
pp406,adult,232,trial6,cheek,diff_bin9,NA,Angry
pp406,adult,232,trial7,brow,diff_bin1,0.3508513186799582,Angry
pp406,adult,232,trial7,brow,diff_bin10,-0.024122884908393094,Angry
pp406,adult,232,trial7,brow,diff_bin2,-0.16779070685049974,Angry
pp406,adult,232,trial7,brow,diff_bin3,-0.056861085855498594,Angry
pp406,adult,232,trial7,brow,diff_bin4,0.21211502247035574,Angry
pp406,adult,232,trial7,brow,diff_bin5,-0.17694076664333838,Angry
pp406,adult,232,trial7,brow,diff_bin6,-0.47633785298174774,Angry
pp406,adult,232,trial7,brow,diff_bin7,-0.9284339891097411,Angry
pp406,adult,232,trial7,brow,diff_bin8,-0.09922467437688892,Angry
pp406,adult,232,trial7,brow,diff_bin9,0.4838836815122062,Angry
pp406,adult,232,trial7,cheek,diff_bin1,-0.58835898619509,Angry
pp406,adult,232,trial7,cheek,diff_bin10,-0.6910176350049793,Angry
pp406,adult,232,trial7,cheek,diff_bin2,-0.3500171073708605,Angry
pp406,adult,232,trial7,cheek,diff_bin3,-0.5644596182181847,Angry
pp406,adult,232,trial7,cheek,diff_bin4,-0.6201885990006959,Angry
pp406,adult,232,trial7,cheek,diff_bin5,-0.07528300912725225,Angry
pp406,adult,232,trial7,cheek,diff_bin6,-0.15165235316254555,Angry
