pp_no,model,emotion,trial,muscle,bin,zdiff,emo_type
pp404,adult,232,trial4,cheek,bin1,-0.1317008756326748,adult_angry
pp404,adult,232,trial4,cheek,in10,0.20047270161756364,adult_angry
pp404,adult,232,trial4,cheek,bin2,-0.004821535893285267,adult_angry
pp404,adult,232,trial4,cheek,bin3,0.22957983343090205,adult_angry
pp404,adult,232,trial4,cheek,bin4,0.09331717992723704,adult_angry
pp404,adult,232,trial4,cheek,bin5,0.16434498654411323,adult_angry
pp404,adult,232,trial4,cheek,bin6,0.016909179752687575,adult_angry
pp404,adult,232,trial4,cheek,bin7,0.1071234967286738,adult_angry
pp404,adult,232,trial4,cheek,bin8,0.06841599307763535,adult_angry
pp404,adult,232,trial4,cheek,bin9,0.08630727165434254,adult_angry
pp404,adult,232,trial5,brow,bin1,0.06611803805197314,adult_angry
pp404,adult,232,trial5,brow,in10,-0.02530576374953375,adult_angry
pp404,adult,232,trial5,brow,bin2,-0.11172225485166487,adult_angry
pp404,adult,232,trial5,brow,bin3,-0.14155075084579616,adult_angry
pp404,adult,232,trial5,brow,bin4,-0.10579962929326336,adult_angry
pp404,adult,232,trial5,brow,bin5,-0.03395638653483535,adult_angry
pp404,adult,232,trial5,brow,bin6,0.07537887074329186,adult_angry
pp404,adult,232,trial5,brow,bin7,0.07530708134258401,adult_angry
pp404,adult,232,trial5,brow,bin8,-0.09399027287681427,adult_angry
pp404,adult,232,trial5,brow,bin9,-0.010499199853529984,adult_angry
pp404,adult,232,trial5,cheek,bin1,-0.10985629345638084,adult_angry
pp404,adult,232,trial5,cheek,in10,NA,adult_angry
pp404,adult,232,trial5,cheek,bin2,-0.09495756962967575,adult_angry
pp404,adult,232,trial5,cheek,bin3,-0.20326954826857627,adult_angry
pp404,adult,232,trial5,cheek,bin4,-0.13802758472364243,adult_angry
pp404,adult,232,trial5,cheek,bin5,-0.11438960469479073,adult_angry
pp404,adult,232,trial5,cheek,bin6,-0.2398029128562957,adult_angry
pp404,adult,232,trial5,cheek,bin7,0.07947527983507487,adult_angry
pp404,adult,232,trial5,cheek,bin8,-0.23884928066485625,adult_angry
pp404,adult,232,trial5,cheek,bin9,0.20437974693920735,adult_angry
pp404,adult,232,trial6,brow,bin1,0.005114994800437644,adult_angry
pp404,adult,232,trial6,brow,in10,-0.03557164805076307,adult_angry
pp404,adult,232,trial6,brow,bin2,-0.04032769584766127,adult_angry
pp404,adult,232,trial6,brow,bin3,-0.020621505353343506,adult_angry
pp404,adult,232,trial6,brow,bin4,-0.06882808792869644,adult_angry
pp404,adult,232,trial6,brow,bin5,-0.09454664073230046,adult_angry
pp404,adult,232,trial6,brow,bin6,-0.05683925801047751,adult_angry
pp404,adult,232,trial6,brow,bin7,0.0477578988209284,adult_angry
pp404,adult,232,trial6,brow,bin8,0.0040022590894651655,adult_angry
pp404,adult,232,trial6,brow,bin9,-0.05050384339800562,adult_angry
pp404,adult,232,trial6,cheek,bin1,NA,adult_angry
pp404,adult,232,trial6,cheek,in10,-0.1308646683006291,adult_angry
pp404,adult,232,trial6,cheek,bin2,-0.15510756427181177,adult_angry
pp404,adult,232,trial6,cheek,bin3,-0.14582032539249473,adult_angry
pp404,adult,232,trial6,cheek,bin4,-0.08857748560262008,adult_angry
pp404,adult,232,trial6,cheek,bin5,-0.12050637237047895,adult_angry
pp404,adult,232,trial6,cheek,bin6,-0.0879939196347243,adult_angry
pp404,adult,232,trial6,cheek,bin7,-0.12332456899592686,adult_angry
pp404,adult,232,trial6,cheek,bin8,-0.1385008424902897,adult_angry
pp404,adult,232,trial6,cheek,bin9,-0.12680105649979379,adult_angry
pp404,adult,232,trial7,brow,bin1,-0.05299852507260494,adult_angry
pp404,adult,232,trial7,brow,in10,-0.08756512151345741,adult_angry
pp404,adult,232,trial7,brow,bin2,-0.06927677168312063,adult_angry
pp404,adult,232,trial7,brow,bin3,-0.020477926551927705,adult_angry
pp404,adult,232,trial7,brow,bin4,0.11581425069201495,adult_angry
pp404,adult,232,trial7,brow,bin5,0.07676081670691892,adult_angry
pp404,adult,232,trial7,brow,bin6,-0.045011954243851515,adult_angry
pp404,adult,232,trial7,brow,bin7,0.050288475195881865,adult_angry
pp404,adult,232,trial7,brow,bin8,-0.033633334231649825,adult_angry
pp404,adult,232,trial7,brow,bin9,0.0030331021799085978,adult_angry
pp404,adult,232,trial7,cheek,bin1,-0.09269803066861587,adult_angry
pp404,adult,232,trial7,cheek,in10,-0.15792220256818706,adult_angry
pp404,adult,232,trial7,cheek,bin2,-0.12684019811959163,adult_angry
pp404,adult,232,trial7,cheek,bin3,-0.03827338750418918,adult_angry
pp404,adult,232,trial7,cheek,bin4,0.02009032594353405,adult_angry
pp404,adult,232,trial7,cheek,bin5,-0.01098812017598888,adult_angry
pp404,adult,232,trial7,cheek,bin6,-0.07238352999351211,adult_angry
pp404,adult,232,trial7,cheek,bin7,0.02646685164151724,adult_angry
pp404,adult,232,trial7,cheek,bin8,0.02650599326131514,adult_angry
pp404,adult,232,trial7,cheek,bin9,-0.08169211884726435,adult_angry
pp404,adult,232,trial8,brow,bin1,0.049947475542519326,adult_angry
pp404,adult,232,trial8,brow,in10,0.1614005201415295,adult_angry
pp404,adult,232,trial8,brow,bin2,0.3280955085852666,adult_angry
pp404,adult,232,trial8,brow,bin3,0.49947475542519376,adult_angry
pp404,adult,232,trial8,brow,bin4,0.3615673166653235,adult_angry
pp404,adult,232,trial8,brow,bin5,0.5868065613863506,adult_angry
pp404,adult,232,trial8,brow,bin6,0.743433086380805,adult_angry
pp404,adult,232,trial8,brow,bin7,0.5550218042229292,adult_angry
pp404,adult,232,trial8,brow,bin8,0.13078234073961142,adult_angry
pp404,adult,232,trial8,brow,bin9,0.026023657756612528,adult_angry
pp404,adult,232,trial8,cheek,bin1,-0.310332553403017,adult_angry
pp404,adult,232,trial8,cheek,in10,-0.03791043793879059,adult_angry
pp404,adult,232,trial8,cheek,bin2,0.6258495922647179,adult_angry
pp404,adult,232,trial8,cheek,bin3,0.5358594500203012,adult_angry
pp404,adult,232,trial8,cheek,bin4,0.34652431839977316,adult_angry
pp404,adult,232,trial8,cheek,bin5,0.08987627571409544,adult_angry
pp404,adult,232,trial8,cheek,bin6,0.09466934497480038,adult_angry
pp404,adult,232,trial8,cheek,bin7,-0.4462180240249933,adult_angry
pp404,adult,232,trial8,cheek,bin8,-0.3179900775671129,adult_angry
pp404,adult,232,trial8,cheek,bin9,-0.3030522121206099,adult_angry
pp404,adult,434,trial1,brow,bin1,-0.13550249383615576,adult_fear
pp404,adult,434,trial1,brow,in10,-0.19214433099468653,adult_fear
pp404,adult,434,trial1,brow,bin2,0.1091737311265345,adult_fear
pp404,adult,434,trial1,brow,bin3,0.1821476569461118,adult_fear
pp404,adult,434,trial1,brow,bin4,0.22662119068465408,adult_fear
pp404,adult,434,trial1,brow,bin5,-0.026777446464045618,adult_fear
pp404,adult,434,trial1,brow,bin6,-0.1391817006224355,adult_fear
pp404,adult,434,trial1,brow,bin7,-0.11882940552174659,adult_fear
pp404,adult,434,trial1,brow,bin8,-0.25205258588542667,adult_fear
pp404,adult,434,trial1,brow,bin9,-0.14352495936526322,adult_fear
pp404,adult,434,trial1,cheek,bin1,-0.3087206303331585,adult_fear
pp404,adult,434,trial1,cheek,in10,-0.441901770860008,adult_fear
pp404,adult,434,trial1,cheek,bin2,-0.462903029046111,adult_fear
pp404,adult,434,trial1,cheek,bin3,NA,adult_fear
pp404,adult,434,trial1,cheek,bin4,-0.28998602776626037,adult_fear
pp404,adult,434,trial1,cheek,bin5,-0.4727880672096139,adult_fear
pp404,adult,434,trial1,cheek,bin6,-0.472542542503609,adult_fear
pp404,adult,434,trial1,cheek,bin7,-0.4395639486593523,adult_fear
pp404,adult,434,trial1,cheek,bin8,-0.38216454239028613,adult_fear
pp404,adult,434,trial1,cheek,bin9,-0.453210140652525,adult_fear
pp404,adult,434,trial2,brow,bin1,0.37784556327583935,adult_fear
pp404,adult,434,trial2,brow,in10,-0.17042803728054762,adult_fear
pp404,adult,434,trial2,brow,bin2,0.05746741526667165,adult_fear
pp404,adult,434,trial2,brow,bin3,-0.061308148204544,adult_fear
pp404,adult,434,trial2,brow,bin4,0.36350563048443685,adult_fear
pp404,adult,434,trial2,brow,bin5,0.31519136380802215,adult_fear
pp404,adult,434,trial2,brow,bin6,-0.09120843359938319,adult_fear
pp404,adult,434,trial2,brow,bin7,-0.22834413630164357,adult_fear
pp404,adult,434,trial2,brow,bin8,0.06148762170631389,adult_fear
pp404,adult,434,trial2,brow,bin9,0.05147300030756219,adult_fear
pp404,adult,434,trial2,cheek,bin1,-0.06191492586211336,adult_fear
pp404,adult,434,trial2,cheek,in10,-0.675516749459165,adult_fear
pp404,adult,434,trial2,cheek,bin2,-0.47583755522477666,adult_fear
pp404,adult,434,trial2,cheek,bin3,-0.6148970553794544,adult_fear
pp404,adult,434,trial2,cheek,bin4,-0.09673673416594336,adult_fear
pp404,adult,434,trial2,cheek,bin5,NA,adult_fear
pp404,adult,434,trial2,cheek,bin6,-0.6048163091169619,adult_fear
pp404,adult,434,trial2,cheek,bin7,-0.5613086195470733,adult_fear
pp404,adult,434,trial2,cheek,bin8,-0.4312232253133297,adult_fear
pp404,adult,434,trial2,cheek,bin9,-0.37211937941851914,adult_fear
pp404,adult,434,trial3,brow,bin1,NA,adult_fear
pp404,adult,434,trial3,brow,in10,NA,adult_fear
pp404,adult,434,trial3,brow,bin2,NA,adult_fear
pp404,adult,434,trial3,brow,bin3,NA,adult_fear
pp404,adult,434,trial3,brow,bin4,NA,adult_fear
pp404,adult,434,trial3,brow,bin5,NA,adult_fear
pp404,adult,434,trial3,brow,bin6,NA,adult_fear
pp404,adult,434,trial3,brow,bin7,NA,adult_fear
pp404,adult,434,trial3,brow,bin8,NA,adult_fear
pp404,adult,434,trial3,brow,bin9,NA,adult_fear
pp404,adult,434,trial3,cheek,bin1,0.7167435500935583,adult_fear
pp404,adult,434,trial3,cheek,in10,5.527223714950459,adult_fear
pp404,adult,434,trial3,cheek,bin2,1.410194278078301,adult_fear
pp404,adult,434,trial3,cheek,bin3,0.3505594635680279,adult_fear
pp404,adult,434,trial3,cheek,bin4,0.010639403926880384,adult_fear
pp404,adult,434,trial3,cheek,bin5,0.055563308467637934,adult_fear
pp404,adult,434,trial3,cheek,bin6,4.101988379882551,adult_fear
pp404,adult,434,trial3,cheek,bin7,12.618802756717736,adult_fear
pp404,adult,434,trial3,cheek,bin8,13.16545817714411,adult_fear
pp404,adult,434,trial3,cheek,bin9,4.571680700799059,adult_fear
pp404,adult,434,trial4,brow,bin1,-0.5109251648381035,adult_fear
pp404,adult,434,trial4,brow,in10,-0.7282855228314389,adult_fear
pp404,adult,434,trial4,brow,bin2,-0.6288751502011783,adult_fear
pp404,adult,434,trial4,brow,bin3,-0.11462972558033463,adult_fear
pp404,adult,434,trial4,brow,bin4,-0.5760919933306969,adult_fear
pp404,adult,434,trial4,brow,bin5,-0.24663248613198038,adult_fear
pp404,adult,434,trial4,brow,bin6,-0.46372363387266113,adult_fear
pp404,adult,434,trial4,brow,bin7,-0.6933240846866928,adult_fear
pp404,adult,434,trial4,brow,bin8,-0.41043795119722454,adult_fear
pp404,adult,434,trial4,brow,bin9,-0.7209091619087024,adult_fear
pp404,adult,434,trial4,cheek,bin1,NA,adult_fear
pp404,adult,434,trial4,cheek,in10,NA,adult_fear
pp404,adult,434,trial4,cheek,bin2,NA,adult_fear
pp404,adult,434,trial4,cheek,bin3,NA,adult_fear
pp404,adult,434,trial4,cheek,bin4,NA,adult_fear
pp404,adult,434,trial4,cheek,bin5,NA,adult_fear
pp404,adult,434,trial4,cheek,bin6,NA,adult_fear
pp404,adult,434,trial4,cheek,bin7,NA,adult_fear
pp404,adult,434,trial4,cheek,bin8,NA,adult_fear
pp404,adult,434,trial4,cheek,bin9,NA,adult_fear
pp404,adult,434,trial5,brow,bin1,0.06112867470277439,adult_fear
pp404,adult,434,trial5,brow,in10,0.07098176994993322,adult_fear
pp404,adult,434,trial5,brow,bin2,0.1561957885902071,adult_fear
pp404,adult,434,trial5,brow,bin3,-0.016978193267417674,adult_fear
pp404,adult,434,trial5,brow,bin4,-0.030313074448909516,adult_fear
pp404,adult,434,trial5,brow,bin5,0.03501528019527678,adult_fear
pp404,adult,434,trial5,brow,bin6,0.14813742836074562,adult_fear
pp404,adult,434,trial5,brow,bin7,0.027764550723779147,adult_fear
pp404,adult,434,trial5,brow,bin8,0.03880217108261841,adult_fear
pp404,adult,434,trial5,brow,bin9,0.11244014885874376,adult_fear
pp404,adult,434,trial5,cheek,bin1,0.24237558477573878,adult_fear
pp404,adult,434,trial5,cheek,in10,-0.14427601057501432,adult_fear
pp404,adult,434,trial5,cheek,bin2,0.030847154729808146,adult_fear
pp404,adult,434,trial5,cheek,bin3,-0.1483111557432693,adult_fear
pp404,adult,434,trial5,cheek,bin4,-0.16941916380154842,adult_fear
pp404,adult,434,trial5,cheek,bin5,0.019837684579384063,adult_fear
pp404,adult,434,trial5,cheek,bin6,0.21652432406377012,adult_fear
pp404,adult,434,trial5,cheek,bin7,-0.12402200149414372,adult_fear
pp404,adult,434,trial5,cheek,bin8,-0.10855750334490544,adult_fear
pp404,adult,434,trial5,cheek,bin9,-0.17712650457265977,adult_fear
pp404,adult,434,trial6,brow,bin1,-0.12390850562183042,adult_fear
pp404,adult,434,trial6,brow,in10,-0.39979517254227875,adult_fear
pp404,adult,434,trial6,brow,bin2,-0.29247001848397264,adult_fear
pp404,adult,434,trial6,brow,bin3,-0.36933851929195344,adult_fear
pp404,adult,434,trial6,brow,bin4,-0.4009976450041361,adult_fear
pp404,adult,434,trial6,brow,bin5,-0.3886139733820239,adult_fear
pp404,adult,434,trial6,brow,bin6,-0.15233710830215763,adult_fear
pp404,adult,434,trial6,brow,bin7,-0.31555031081156165,adult_fear
pp404,adult,434,trial6,brow,bin8,-0.31047121071147793,adult_fear
pp404,adult,434,trial6,brow,bin9,-0.38274518987415324,adult_fear
pp404,adult,434,trial6,cheek,bin1,-0.566802679635068,adult_fear
pp404,adult,434,trial6,cheek,in10,-0.9298518782476948,adult_fear
pp404,adult,434,trial6,cheek,bin2,-0.6739048263893066,adult_fear
pp404,adult,434,trial6,cheek,bin3,-0.7245718740531361,adult_fear
pp404,adult,434,trial6,cheek,bin4,-0.8881660531629443,adult_fear
pp404,adult,434,trial6,cheek,bin5,-0.9194330907233116,adult_fear
pp404,adult,434,trial6,cheek,bin6,-0.9231551029331835,adult_fear
pp404,adult,434,trial6,cheek,bin7,-0.9330436994257589,adult_fear
pp404,adult,434,trial6,cheek,bin8,-0.795585447353722,adult_fear
pp404,adult,434,trial6,cheek,bin9,-0.8602651949051954,adult_fear
pp404,adult,434,trial7,brow,bin1,-0.16507972692780926,adult_fear
pp404,adult,434,trial7,brow,in10,-0.1077199957621996,adult_fear
pp404,adult,434,trial7,brow,bin2,-0.12509303073351064,adult_fear
pp404,adult,434,trial7,brow,bin3,-0.18426544426699487,adult_fear
pp404,adult,434,trial7,brow,bin4,-0.1652592004295791,adult_fear
pp404,adult,434,trial7,brow,bin5,-0.16089799433657426,adult_fear
pp404,adult,434,trial7,brow,bin6,-0.20285889905034016,adult_fear
pp404,adult,434,trial7,brow,bin7,-0.18318860325637631,adult_fear
pp404,adult,434,trial7,brow,bin8,-0.1657078841840034,adult_fear
pp404,adult,434,trial7,brow,bin9,-0.15456257972410237,adult_fear
pp404,adult,434,trial7,cheek,bin1,-0.027338642264288338,adult_fear
pp404,adult,434,trial7,cheek,in10,-0.10882437802534561,adult_fear
pp404,adult,434,trial7,cheek,bin2,0.3831110579235806,adult_fear
pp404,adult,434,trial7,cheek,bin3,0.4088662437505907,adult_fear
pp404,adult,434,trial7,cheek,bin4,-0.10771417935471461,adult_fear
pp404,adult,434,trial7,cheek,bin5,-0.043290631496463894,adult_fear
pp404,adult,434,trial7,cheek,bin6,-0.16935155554917025,adult_fear
pp404,adult,434,trial7,cheek,bin7,-0.08246071792693194,adult_fear
pp404,adult,434,trial7,cheek,bin8,-0.1621352641900688,adult_fear
pp404,adult,434,trial7,cheek,bin9,-0.1441123274376777,adult_fear
pp404,adult,434,trial8,brow,bin1,-0.35069122245807716,adult_fear
pp404,adult,434,trial8,brow,in10,-0.44968880603426725,adult_fear
pp404,adult,434,trial8,brow,bin2,-0.5692002108627389,adult_fear
pp404,adult,434,trial8,brow,bin3,-0.34534291210533885,adult_fear
pp404,adult,434,trial8,brow,bin4,-0.2737688795995655,adult_fear
pp404,adult,434,trial8,brow,bin5,-0.44958112193320543,adult_fear
pp404,adult,434,trial8,brow,bin6,-0.021590662262899935,adult_fear
pp404,adult,434,trial8,brow,bin7,-0.1333667591650958,adult_fear
pp404,adult,434,trial8,brow,bin8,-0.43495403153897133,adult_fear
pp404,adult,434,trial8,brow,bin9,-0.08526786069080464,adult_fear
pp404,adult,434,trial8,cheek,bin1,-0.47182731836002945,adult_fear
pp404,adult,434,trial8,cheek,in10,NA,adult_fear
pp404,adult,434,trial8,cheek,bin2,-0.405165581515154,adult_fear
pp404,adult,434,trial8,cheek,bin3,-0.5628849593262065,adult_fear
pp404,adult,434,trial8,cheek,bin4,-0.37996905335253184,adult_fear
pp404,adult,434,trial8,cheek,bin5,-0.48335630455504364,adult_fear
pp404,adult,434,trial8,cheek,bin6,-0.5606645619849445,adult_fear
pp404,adult,434,trial8,cheek,bin7,-0.10102807902742084,adult_fear
pp404,adult,434,trial8,cheek,bin8,-0.3688172500392064,adult_fear
pp404,adult,434,trial8,cheek,bin9,0.04093145932137306,adult_fear
pp404,adult,535,trial1,brow,bin1,-0.0262569733089133,adult_sad
pp404,adult,535,trial1,brow,in10,-0.001310156562919107,adult_sad
pp404,adult,535,trial1,brow,bin2,-0.0031946283315014146,adult_sad
pp404,adult,535,trial1,brow,bin3,-0.014878353296711722,adult_sad
pp404,adult,535,trial1,brow,bin4,-0.04144043155863353,adult_sad
pp404,adult,535,trial1,brow,bin5,-0.045101690994736376,adult_sad
pp404,adult,535,trial1,brow,bin6,-0.047363057117035146,adult_sad
pp404,adult,535,trial1,brow,bin7,-0.014178406639809737,adult_sad
pp404,adult,535,trial1,brow,bin8,NA,adult_sad
pp404,adult,535,trial1,brow,bin9,0.13228991815447738,adult_sad
pp404,adult,535,trial1,cheek,bin1,-0.03680023926815956,adult_sad
pp404,adult,535,trial1,cheek,in10,2.7754966765775047e-4,adult_sad
pp404,adult,535,trial1,cheek,bin2,NA,adult_sad
pp404,adult,535,trial1,cheek,bin3,0.019816334604948804,adult_sad
pp404,adult,535,trial1,cheek,bin4,0.08046805364631221,adult_sad
pp404,adult,535,trial1,cheek,bin5,0.04383149751548926,adult_sad
pp404,adult,535,trial1,cheek,bin6,-0.07702359110409807,adult_sad
pp404,adult,535,trial1,cheek,bin7,0.03472217508979897,adult_sad
pp404,adult,535,trial1,cheek,bin8,-0.06919526714452051,adult_sad
pp404,adult,535,trial1,cheek,bin9,0.1627722050940526,adult_sad
pp404,adult,535,trial2,brow,bin1,0.10664315475158109,adult_sad
pp404,adult,535,trial2,brow,in10,-0.0988719521249512,adult_sad
pp404,adult,535,trial2,brow,bin2,0.4026308538702408,adult_sad
pp404,adult,535,trial2,brow,bin3,0.4041743259854605,adult_sad
pp404,adult,535,trial2,brow,bin4,-0.10240758010981516,adult_sad
pp404,adult,535,trial2,brow,bin5,-0.11814740621502157,adult_sad
pp404,adult,535,trial2,brow,bin6,NA,adult_sad
pp404,adult,535,trial2,brow,bin7,-0.043504376828985614,adult_sad
pp404,adult,535,trial2,brow,bin8,-0.08826506817035945,adult_sad
pp404,adult,535,trial2,brow,bin9,-0.1183448270669683,adult_sad
pp404,adult,535,trial2,cheek,bin1,-0.04573520356929559,adult_sad
pp404,adult,535,trial2,cheek,in10,0.07121639805772055,adult_sad
pp404,adult,535,trial2,cheek,bin2,1.2365798443002334,adult_sad
pp404,adult,535,trial2,cheek,bin3,NA,adult_sad
pp404,adult,535,trial2,cheek,bin4,-0.07114523147626978,adult_sad
pp404,adult,535,trial2,cheek,bin5,0.9631151384177544,adult_sad
pp404,adult,535,trial2,cheek,bin6,-0.001846772788645798,adult_sad
pp404,adult,535,trial2,cheek,bin7,0.07917282186390943,adult_sad
pp404,adult,535,trial2,cheek,bin8,0.15291563356312993,adult_sad
pp404,adult,535,trial2,cheek,bin9,0.3308427621771102,adult_sad
pp404,adult,535,trial3,brow,bin1,NA,adult_sad
pp404,adult,535,trial3,brow,in10,0.19575174838025836,adult_sad
pp404,adult,535,trial3,brow,bin2,9.91006013662059,adult_sad
pp404,adult,535,trial3,brow,bin3,1.5227070310650277,adult_sad
pp404,adult,535,trial3,brow,bin4,1.1196274934403627,adult_sad
pp404,adult,535,trial3,brow,bin5,0.3808068760550401,adult_sad
pp404,adult,535,trial3,brow,bin6,0.30713300357856077,adult_sad
pp404,adult,535,trial3,brow,bin7,0.31375557579386415,adult_sad
pp404,adult,535,trial3,brow,bin8,0.3899420772951199,adult_sad
pp404,adult,535,trial3,brow,bin9,0.4597572694835499,adult_sad
pp404,adult,535,trial3,cheek,bin1,-0.08936387632765042,adult_sad
pp404,adult,535,trial3,cheek,in10,-0.2119732211799976,adult_sad
pp404,adult,535,trial3,cheek,bin2,0.7499249686949496,adult_sad
pp404,adult,535,trial3,cheek,bin3,NA,adult_sad
pp404,adult,535,trial3,cheek,bin4,-0.413840787793995,adult_sad
pp404,adult,535,trial3,cheek,bin5,-0.46049404026400476,adult_sad
pp404,adult,535,trial3,cheek,bin6,-0.15812858565439422,adult_sad
pp404,adult,535,trial3,cheek,bin7,-0.06408194826728747,adult_sad
pp404,adult,535,trial3,cheek,bin8,0.14314446192994812,adult_sad
pp404,adult,535,trial3,cheek,bin9,-0.133682864926077,adult_sad
pp404,adult,535,trial4,brow,bin1,-0.1483348492126923,adult_sad
pp404,adult,535,trial4,brow,in10,-0.13325907506403395,adult_sad
pp404,adult,535,trial4,brow,bin2,-0.20971478681794437,adult_sad
pp404,adult,535,trial4,brow,bin3,-0.04289416692296849,adult_sad
pp404,adult,535,trial4,brow,bin4,0.12782102796041078,adult_sad
pp404,adult,535,trial4,brow,bin5,0.11637061854750114,adult_sad
pp404,adult,535,trial4,brow,bin6,0.1856114955302679,adult_sad
pp404,adult,535,trial4,brow,bin7,0.1294901315268694,adult_sad
pp404,adult,535,trial4,brow,bin8,0.09486969303548598,adult_sad
pp404,adult,535,trial4,brow,bin9,0.12380082152076849,adult_sad
pp404,adult,535,trial4,cheek,bin1,-0.0910611992952497,adult_sad
pp404,adult,535,trial4,cheek,in10,-0.007145124777650835,adult_sad
pp404,adult,535,trial4,cheek,bin2,-0.0468169356073464,adult_sad
pp404,adult,535,trial4,cheek,bin3,0.2619570696619002,adult_sad
pp404,adult,535,trial4,cheek,bin4,0.043376031394204706,adult_sad
pp404,adult,535,trial4,cheek,bin5,0.09585071022688207,adult_sad
pp404,adult,535,trial4,cheek,bin6,0.09246673927890103,adult_sad
pp404,adult,535,trial4,cheek,bin7,0.4048275402532632,adult_sad
pp404,adult,535,trial4,cheek,bin8,0.22643071220170824,adult_sad
pp404,adult,535,trial4,cheek,bin9,0.15261317559196444,adult_sad
pp404,adult,535,trial5,brow,bin1,-0.5276520952030435,adult_sad
pp404,adult,535,trial5,brow,in10,0.54066392408135,adult_sad
pp404,adult,535,trial5,brow,bin2,-0.08449612463319481,adult_sad
pp404,adult,535,trial5,brow,bin3,0.1994489025167152,adult_sad
pp404,adult,535,trial5,brow,bin4,0.6270086257827732,adult_sad
pp404,adult,535,trial5,brow,bin5,0.04043537994872315,adult_sad
pp404,adult,535,trial5,brow,bin6,-0.2536319527010003,adult_sad
pp404,adult,535,trial5,brow,bin7,-0.4237728323787164,adult_sad
pp404,adult,535,trial5,brow,bin8,0.7031412852334978,adult_sad
pp404,adult,535,trial5,brow,bin9,0.4961724429926305,adult_sad
pp404,adult,535,trial5,cheek,bin1,0.02913204011684606,adult_sad
pp404,adult,535,trial5,cheek,in10,1.4758205411630687,adult_sad
pp404,adult,535,trial5,cheek,bin2,0.05915010417275357,adult_sad
pp404,adult,535,trial5,cheek,bin3,0.03350522654699195,adult_sad
pp404,adult,535,trial5,cheek,bin4,0.928577996439727,adult_sad
pp404,adult,535,trial5,cheek,bin5,0.8071215502068813,adult_sad
pp404,adult,535,trial5,cheek,bin6,0.5114101709629119,adult_sad
pp404,adult,535,trial5,cheek,bin7,-0.46581374222744487,adult_sad
pp404,adult,535,trial5,cheek,bin8,0.31825339391848073,adult_sad
pp404,adult,535,trial5,cheek,bin9,2.073331600694116,adult_sad
pp404,adult,535,trial6,brow,bin1,-0.0812117595508085,adult_sad
pp404,adult,535,trial6,brow,in10,-0.03241291441961547,adult_sad
pp404,adult,535,trial6,brow,bin2,-0.02679539381422258,adult_sad
pp404,adult,535,trial6,brow,bin3,-0.06211577896250786,adult_sad
pp404,adult,535,trial6,brow,bin4,-0.05583420640056691,adult_sad
pp404,adult,535,trial6,brow,bin5,0.010678673355299706,adult_sad
pp404,adult,535,trial6,brow,bin6,-0.027387656370062685,adult_sad
pp404,adult,535,trial6,brow,bin7,-0.033633334231649825,adult_sad
pp404,adult,535,trial6,brow,bin8,-0.009673621745389105,adult_sad
pp404,adult,535,trial6,brow,bin9,0.004199679941411905,adult_sad
pp404,adult,535,trial6,cheek,bin1,-0.07443668586836488,adult_sad
pp404,adult,535,trial6,cheek,in10,0.12519269175900782,adult_sad
pp404,adult,535,trial6,cheek,bin2,0.29398203131471756,adult_sad
pp404,adult,535,trial6,cheek,bin3,0.1268473147777367,adult_sad
pp404,adult,535,trial6,cheek,bin4,-0.07989160433656156,adult_sad
pp404,adult,535,trial6,cheek,bin5,0.17248644346207387,adult_sad
pp404,adult,535,trial6,cheek,bin6,0.05631055757287046,adult_sad
pp404,adult,535,trial6,cheek,bin7,0.1075896378371759,adult_sad
pp404,adult,535,trial6,cheek,bin8,-0.018232878167670608,adult_sad
pp404,adult,535,trial6,cheek,bin9,0.054663051212286595,adult_sad
pp404,adult,535,trial7,brow,bin1,-0.10536889288901594,adult_sad
pp404,adult,535,trial7,brow,in10,0.615127479965616,adult_sad
pp404,adult,535,trial7,brow,bin2,-0.11943961542776374,adult_sad
pp404,adult,535,trial7,brow,bin3,0.29184186122777867,adult_sad
pp404,adult,535,trial7,brow,bin4,0.3207729897130612,adult_sad
pp404,adult,535,trial7,brow,bin5,0.5126481104550931,adult_sad
pp404,adult,535,trial7,brow,bin6,0.10088205534477235,adult_sad
pp404,adult,535,trial7,brow,bin7,-0.26122368182586053,adult_sad
pp404,adult,535,trial7,brow,bin8,-0.06547193344560212,adult_sad
pp404,adult,535,trial7,brow,bin9,0.20208716299273022,adult_sad
pp404,adult,535,trial7,cheek,bin1,0.2979388932433767,adult_sad
pp404,adult,535,trial7,cheek,in10,0.4838082123472557,adult_sad
pp404,adult,535,trial7,cheek,bin2,1.039053439154729,adult_sad
pp404,adult,535,trial7,cheek,bin3,1.3062697191858363,adult_sad
pp404,adult,535,trial7,cheek,bin4,1.0011180929124308,adult_sad
pp404,adult,535,trial7,cheek,bin5,0.5846975165408477,adult_sad
pp404,adult,535,trial7,cheek,bin6,0.39197129731419333,adult_sad
pp404,adult,535,trial7,cheek,bin7,0.17114851173080062,adult_sad
pp404,adult,535,trial7,cheek,bin8,0.6572340546844788,adult_sad
pp404,adult,535,trial7,cheek,bin9,0.9628447054082416,adult_sad
pp404,child,121,trial1,brow,bin1,-0.21206588969112802,child_happy
pp404,child,121,trial1,brow,in10,0.054936838891718215,child_happy
pp404,child,121,trial1,brow,bin2,-0.31580157371403916,child_happy
pp404,child,121,trial1,brow,bin3,-0.4252804097935823,child_happy
