pp_no,model,emotion,trial,muscle,bin,zdiff,emo_type
pp440,adult,535,trial2,cheek,bin9,0.1489107803035524,adult_sad
pp440,adult,535,trial3,brow,bin1,-0.11849698135174225,adult_sad
pp440,adult,535,trial3,brow,in10,-0.5106165788514759,adult_sad
pp440,adult,535,trial3,brow,bin2,0.03811331224075165,adult_sad
pp440,adult,535,trial3,brow,bin3,0.3126479330778652,adult_sad
pp440,adult,535,trial3,brow,bin4,-0.4623651679735068,adult_sad
pp440,adult,535,trial3,brow,bin5,-0.049354300269465856,adult_sad
pp440,adult,535,trial3,brow,bin6,-0.4280271309574927,adult_sad
pp440,adult,535,trial3,brow,bin7,-0.7996160182462925,adult_sad
pp440,adult,535,trial3,brow,bin8,-0.6781285098906848,adult_sad
pp440,adult,535,trial3,brow,bin9,-0.6117854711098992,adult_sad
pp440,adult,535,trial3,cheek,bin1,-0.27174192859674645,adult_sad
pp440,adult,535,trial3,cheek,in10,0.18628432974878065,adult_sad
pp440,adult,535,trial3,cheek,bin2,-0.19264096793494476,adult_sad
pp440,adult,535,trial3,cheek,bin3,-0.410151194307814,adult_sad
pp440,adult,535,trial3,cheek,bin4,-0.37713150663393114,adult_sad
pp440,adult,535,trial3,cheek,bin5,0.0377479815575639,adult_sad
pp440,adult,535,trial3,cheek,bin6,0.19986837847537794,adult_sad
pp440,adult,535,trial3,cheek,bin7,0.2788213078369539,adult_sad
pp440,adult,535,trial3,cheek,bin8,0.29676792605843927,adult_sad
pp440,adult,535,trial3,cheek,bin9,-0.14393867016067613,adult_sad
pp440,adult,535,trial4,brow,bin1,-0.05486874722694762,adult_sad
pp440,adult,535,trial4,brow,in10,-0.023860587796797728,adult_sad
pp440,adult,535,trial4,brow,bin2,-0.04702126501822279,adult_sad
pp440,adult,535,trial4,brow,bin3,0.45916254685589225,adult_sad
pp440,adult,535,trial4,brow,bin4,-0.13957913625842402,adult_sad
pp440,adult,535,trial4,brow,bin5,-0.14734178082164895,adult_sad
pp440,adult,535,trial4,brow,bin6,NA,adult_sad
pp440,adult,535,trial4,brow,bin7,0.09160344772832929,adult_sad
pp440,adult,535,trial4,brow,bin8,-0.06333130236554516,adult_sad
pp440,adult,535,trial4,brow,bin9,-0.1790286414157966,adult_sad
pp440,adult,535,trial4,cheek,bin1,NA,adult_sad
pp440,adult,535,trial4,cheek,in10,-0.17488591963139866,adult_sad
pp440,adult,535,trial4,cheek,bin2,-0.11925227391714821,adult_sad
pp440,adult,535,trial4,cheek,bin3,-0.18447312325190096,adult_sad
pp440,adult,535,trial4,cheek,bin4,-0.12794258201275344,adult_sad
pp440,adult,535,trial4,cheek,bin5,-0.1701837489183457,adult_sad
pp440,adult,535,trial4,cheek,bin6,-0.14466141121471948,adult_sad
pp440,adult,535,trial4,cheek,bin7,-0.10937771541973701,adult_sad
pp440,adult,535,trial4,cheek,bin8,-0.16915623754030812,adult_sad
pp440,adult,535,trial4,cheek,bin9,-0.21275580931856009,adult_sad
pp440,adult,535,trial5,brow,bin1,NA,adult_sad
pp440,adult,535,trial5,brow,in10,NA,adult_sad
pp440,adult,535,trial5,brow,bin2,NA,adult_sad
pp440,adult,535,trial5,brow,bin3,NA,adult_sad
pp440,adult,535,trial5,brow,bin4,NA,adult_sad
pp440,adult,535,trial5,brow,bin5,NA,adult_sad
pp440,adult,535,trial5,brow,bin6,NA,adult_sad
pp440,adult,535,trial5,brow,bin7,NA,adult_sad
pp440,adult,535,trial5,brow,bin8,NA,adult_sad
pp440,adult,535,trial5,brow,bin9,NA,adult_sad
pp440,adult,535,trial5,cheek,bin1,-0.09333808865410087,adult_sad
pp440,adult,535,trial5,cheek,in10,-0.1960718110107649,adult_sad
pp440,adult,535,trial5,cheek,bin2,-0.104901945518794,adult_sad
pp440,adult,535,trial5,cheek,bin3,-0.21524621825176968,adult_sad
pp440,adult,535,trial5,cheek,bin4,-0.17494687369619744,adult_sad
pp440,adult,535,trial5,cheek,bin5,-0.21721416377241778,adult_sad
pp440,adult,535,trial5,cheek,bin6,NA,adult_sad
pp440,adult,535,trial5,cheek,bin7,0.013845280432878075,adult_sad
pp440,adult,535,trial5,cheek,bin8,-0.16234679772992414,adult_sad
pp440,adult,535,trial5,cheek,bin9,-0.10974343980852999,adult_sad
pp440,adult,535,trial6,brow,bin1,0.11397937672888184,adult_sad
pp440,adult,535,trial6,brow,in10,-0.12600511297846806,adult_sad
pp440,adult,535,trial6,brow,bin2,0.018430978484815452,adult_sad
pp440,adult,535,trial6,brow,bin3,0.17845598730867346,adult_sad
pp440,adult,535,trial6,brow,bin4,0.09576049235781556,adult_sad
pp440,adult,535,trial6,brow,bin5,0.10848613918277455,adult_sad
pp440,adult,535,trial6,brow,bin6,-0.02697837126891295,adult_sad
pp440,adult,535,trial6,brow,bin7,0.03508036641413667,adult_sad
pp440,adult,535,trial6,brow,bin8,3.7324746325831946,adult_sad
pp440,adult,535,trial6,brow,bin9,3.7180946516709916,adult_sad
pp440,adult,535,trial6,cheek,bin1,-0.06310487251387892,adult_sad
pp440,adult,535,trial6,cheek,in10,0.592882772851177,adult_sad
pp440,adult,535,trial6,cheek,bin2,-0.017363200744125062,adult_sad
pp440,adult,535,trial6,cheek,bin3,-0.07805603383667875,adult_sad
pp440,adult,535,trial6,cheek,bin4,-0.05430136401221869,adult_sad
pp440,adult,535,trial6,cheek,bin5,0.12097640317860095,adult_sad
pp440,adult,535,trial6,cheek,bin6,0.2656029834991497,adult_sad
pp440,adult,535,trial6,cheek,bin7,0.4695030379747934,adult_sad
pp440,adult,535,trial6,cheek,bin8,0.38478559562795617,adult_sad
pp440,adult,535,trial6,cheek,bin9,0.487188424489998,adult_sad
pp440,adult,535,trial7,brow,bin1,0.6291983978487178,adult_sad
pp440,adult,535,trial7,brow,in10,0.6661239830524736,adult_sad
pp440,adult,535,trial7,brow,bin2,2.71062640195037,adult_sad
pp440,adult,535,trial7,brow,bin3,NA,adult_sad
pp440,adult,535,trial7,brow,bin4,2.5941231052678715,adult_sad
pp440,adult,535,trial7,brow,bin5,0.9252181524086367,adult_sad
pp440,adult,535,trial7,brow,bin6,3.6219735993198015,adult_sad
pp440,adult,535,trial7,brow,bin7,1.7768184379348861,adult_sad
pp440,adult,535,trial7,brow,bin8,1.0717327661866638,adult_sad
pp440,adult,535,trial7,brow,bin9,1.359883829126483,adult_sad
pp440,adult,535,trial7,cheek,bin1,0.058306916841856404,adult_sad
pp440,adult,535,trial7,cheek,in10,-0.5852199761336089,adult_sad
pp440,adult,535,trial7,cheek,bin2,-0.09257180898234396,adult_sad
pp440,adult,535,trial7,cheek,bin3,0.19677713661772311,adult_sad
pp440,adult,535,trial7,cheek,bin4,-0.3762520265561192,adult_sad
pp440,adult,535,trial7,cheek,bin5,-0.30019876913425936,adult_sad
pp440,adult,535,trial7,cheek,bin6,0.08478710413517843,adult_sad
pp440,adult,535,trial7,cheek,bin7,0.8214431003997202,adult_sad
pp440,adult,535,trial7,cheek,bin8,NA,adult_sad
pp440,adult,535,trial7,cheek,bin9,-0.0031696113695394157,adult_sad
pp440,adult,535,trial8,brow,bin1,NA,adult_sad
pp440,adult,535,trial8,brow,in10,-0.3614507886515826,adult_sad
pp440,adult,535,trial8,brow,bin2,-0.031432347657648685,adult_sad
pp440,adult,535,trial8,brow,bin3,-0.6013504407134328,adult_sad
pp440,adult,535,trial8,brow,bin4,-0.37472788017228964,adult_sad
pp440,adult,535,trial8,brow,bin5,-0.3891926987299932,adult_sad
pp440,adult,535,trial8,brow,bin6,-0.19548714464274347,adult_sad
pp440,adult,535,trial8,brow,bin7,-0.2881298535284446,adult_sad
pp440,adult,535,trial8,brow,bin8,-0.33845978672115695,adult_sad
pp440,adult,535,trial8,brow,bin9,-0.20435267859746492,adult_sad
pp440,adult,535,trial8,cheek,bin1,-0.06373182860895267,adult_sad
pp440,adult,535,trial8,cheek,in10,0.33440270720994814,adult_sad
pp440,adult,535,trial8,cheek,bin2,-0.025400429574028605,adult_sad
pp440,adult,535,trial8,cheek,bin3,-0.01941822350020017,adult_sad
pp440,adult,535,trial8,cheek,bin4,0.08019813382818064,adult_sad
pp440,adult,535,trial8,cheek,bin5,0.05559010709653689,adult_sad
pp440,adult,535,trial8,cheek,bin6,0.14156146163352157,adult_sad
pp440,adult,535,trial8,cheek,bin7,0.20400454715815608,adult_sad
pp440,adult,535,trial8,cheek,bin8,0.08823536265808407,adult_sad
pp440,adult,535,trial8,cheek,bin9,0.26739677454894384,adult_sad
pp440,child,121,trial1,brow,bin1,NA,child_happy
pp440,child,121,trial1,brow,in10,NA,child_happy
pp440,child,121,trial1,brow,bin2,NA,child_happy
pp440,child,121,trial1,brow,bin3,NA,child_happy
pp440,child,121,trial1,brow,bin4,NA,child_happy
pp440,child,121,trial1,brow,bin5,NA,child_happy
pp440,child,121,trial1,brow,bin6,NA,child_happy
pp440,child,121,trial1,brow,bin7,NA,child_happy
pp440,child,121,trial1,brow,bin8,NA,child_happy
pp440,child,121,trial1,brow,bin9,NA,child_happy
pp440,child,121,trial1,cheek,bin1,0.022805527958306704,child_happy
pp440,child,121,trial1,cheek,in10,0.06767642737379154,child_happy
pp440,child,121,trial1,cheek,bin2,-0.015107900346568282,child_happy
pp440,child,121,trial1,cheek,bin3,-0.05997009203851045,child_happy
pp440,child,121,trial1,cheek,bin4,-0.021377461297305556,child_happy
pp440,child,121,trial1,cheek,bin5,-0.012896138566724835,child_happy
pp440,child,121,trial1,cheek,bin6,-0.027803761271811223,child_happy
pp440,child,121,trial1,cheek,bin7,7.31448777586019e-4,child_happy
pp440,child,121,trial1,cheek,bin8,0.05552044530819533,child_happy
pp440,child,121,trial1,cheek,bin9,NA,child_happy
pp440,child,121,trial2,brow,bin1,0.18575202482165004,child_happy
pp440,child,121,trial2,brow,in10,-0.18513695189177704,child_happy
pp440,child,121,trial2,brow,bin2,-0.11406421437438163,child_happy
pp440,child,121,trial2,brow,bin3,-0.10443514161016276,child_happy
pp440,child,121,trial2,brow,bin4,-0.007741435151850051,child_happy
pp440,child,121,trial2,brow,bin5,0.06002263419105619,child_happy
pp440,child,121,trial2,brow,bin6,0.15654666535836942,child_happy
pp440,child,121,trial2,brow,bin7,0.21075792083269437,child_happy
pp440,child,121,trial2,brow,bin8,0.014804169139702117,child_happy
pp440,child,121,trial2,brow,bin9,0.10653487333628087,child_happy
pp440,child,121,trial2,cheek,bin1,-0.10784515607622347,child_happy
pp440,child,121,trial2,cheek,in10,-0.040142605531803766,child_happy
pp440,child,121,trial2,cheek,bin2,-0.14955515184571155,child_happy
pp440,child,121,trial2,cheek,bin3,-0.07999785618669875,child_happy
pp440,child,121,trial2,cheek,bin4,-0.08506575128854471,child_happy
pp440,child,121,trial2,cheek,bin5,-0.05715749733422126,child_happy
pp440,child,121,trial2,cheek,bin6,-0.005538112173151255,child_happy
pp440,child,121,trial2,cheek,bin7,-0.07629707368105526,child_happy
pp440,child,121,trial2,cheek,bin8,-0.08715560493879049,child_happy
pp440,child,121,trial2,cheek,bin9,NA,child_happy
pp440,child,121,trial3,brow,bin1,-0.8901802048172499,child_happy
pp440,child,121,trial3,brow,in10,-0.5067776753926133,child_happy
pp440,child,121,trial3,brow,bin2,-0.7743131904759992,child_happy
pp440,child,121,trial3,brow,bin3,-0.598805311348441,child_happy
pp440,child,121,trial3,brow,bin4,-0.6538649432777631,child_happy
pp440,child,121,trial3,brow,bin5,-0.3660320215085679,child_happy
pp440,child,121,trial3,brow,bin6,-0.24142672968084528,child_happy
pp440,child,121,trial3,brow,bin7,-0.4691097607907349,child_happy
pp440,child,121,trial3,brow,bin8,-0.6119339369895237,child_happy
pp440,child,121,trial3,brow,bin9,-0.25875481877416423,child_happy
pp440,child,121,trial3,cheek,bin1,0.0051288491666448,child_happy
pp440,child,121,trial3,cheek,in10,0.0038401060823265998,child_happy
pp440,child,121,trial3,cheek,bin2,0.02101173690851249,child_happy
pp440,child,121,trial3,cheek,bin3,0.017319662126411672,child_happy
pp440,child,121,trial3,cheek,bin4,-0.016727536925508713,child_happy
pp440,child,121,trial3,cheek,bin5,0.013418601979286293,child_happy
pp440,child,121,trial3,cheek,bin6,NA,child_happy
pp440,child,121,trial3,cheek,bin7,-0.03698170188580707,child_happy
pp440,child,121,trial3,cheek,bin8,-0.01802498773336958,child_happy
pp440,child,121,trial3,cheek,bin9,-0.036746593350154455,child_happy
pp440,child,121,trial4,brow,bin1,-0.6244686991121083,child_happy
pp440,child,121,trial4,brow,in10,-0.058559184806185965,child_happy
pp440,child,121,trial4,brow,bin2,-0.3887260916797446,child_happy
pp440,child,121,trial4,brow,bin3,-0.5028963531110008,child_happy
pp440,child,121,trial4,brow,bin4,-0.45500550222640546,child_happy
pp440,child,121,trial4,brow,bin5,0.07790216798012325,child_happy
pp440,child,121,trial4,brow,bin6,-0.2863270535615753,child_happy
pp440,child,121,trial4,brow,bin7,-0.3227648223037076,child_happy
pp440,child,121,trial4,brow,bin8,-0.10248387576366899,child_happy
pp440,child,121,trial4,brow,bin9,-0.3405383090359003,child_happy
pp440,child,121,trial4,cheek,bin1,-0.07189967329199656,child_happy
pp440,child,121,trial4,cheek,in10,0.08197450943088955,child_happy
pp440,child,121,trial4,cheek,bin2,-0.14216229455796722,child_happy
pp440,child,121,trial4,cheek,bin3,-0.07769901717142844,child_happy
pp440,child,121,trial4,cheek,bin4,-0.06346188917912929,child_happy
pp440,child,121,trial4,cheek,bin5,0.02136004585022014,child_happy
pp440,child,121,trial4,cheek,bin6,0.041997350646396925,child_happy
pp440,child,121,trial4,cheek,bin7,0.034752524658878264,child_happy
pp440,child,121,trial4,cheek,bin8,-0.09997337399363113,child_happy
pp440,child,121,trial4,cheek,bin9,0.13727726165051776,child_happy
pp440,child,121,trial5,brow,bin1,0.7370694641016196,child_happy
pp440,child,121,trial5,brow,in10,-6.362823412464635e-5,child_happy
pp440,child,121,trial5,brow,bin2,NA,child_happy
pp440,child,121,trial5,brow,bin3,0.8431377303876519,child_happy
pp440,child,121,trial5,brow,bin4,0.7522129838233205,child_happy
pp440,child,121,trial5,brow,bin5,0.21900838185754273,child_happy
pp440,child,121,trial5,brow,bin6,0.7431353557548498,child_happy
pp440,child,121,trial5,brow,bin7,0.4681977561016129,child_happy
pp440,child,121,trial5,brow,bin8,0.37228879786417257,child_happy
pp440,child,121,trial5,brow,bin9,0.6264835931927266,child_happy
pp440,child,121,trial5,cheek,bin1,NA,child_happy
pp440,child,121,trial5,cheek,in10,0.007976274765104596,child_happy
pp440,child,121,trial5,cheek,bin2,0.8998039045603934,child_happy
pp440,child,121,trial5,cheek,bin3,0.14112607545638697,child_happy
pp440,child,121,trial5,cheek,bin4,0.48286939361282344,child_happy
pp440,child,121,trial5,cheek,bin5,0.09792705896109882,child_happy
pp440,child,121,trial5,cheek,bin6,0.1346388214170825,child_happy
pp440,child,121,trial5,cheek,bin7,0.07352801759447963,child_happy
pp440,child,121,trial5,cheek,bin8,0.08571012283070381,child_happy
pp440,child,121,trial5,cheek,bin9,0.08687695778542442,child_happy
pp440,child,121,trial6,brow,bin1,0.1925814552843779,child_happy
pp440,child,121,trial6,brow,in10,0.11923931074986466,child_happy
pp440,child,121,trial6,brow,bin2,NA,child_happy
pp440,child,121,trial6,brow,bin3,0.3234647328790803,child_happy
pp440,child,121,trial6,brow,bin4,-0.1309044870060773,child_happy
pp440,child,121,trial6,brow,bin5,0.10144461460629717,child_happy
pp440,child,121,trial6,brow,bin6,-0.010922846858089877,child_happy
pp440,child,121,trial6,brow,bin7,-0.23620921448261223,child_happy
pp440,child,121,trial6,brow,bin8,0.1041382098509136,child_happy
pp440,child,121,trial6,brow,bin9,0.18575202482165007,child_happy
pp440,child,121,trial6,cheek,bin1,NA,child_happy
pp440,child,121,trial6,cheek,in10,NA,child_happy
pp440,child,121,trial6,cheek,bin2,NA,child_happy
pp440,child,121,trial6,cheek,bin3,NA,child_happy
pp440,child,121,trial6,cheek,bin4,NA,child_happy
pp440,child,121,trial6,cheek,bin5,NA,child_happy
pp440,child,121,trial6,cheek,bin6,NA,child_happy
pp440,child,121,trial6,cheek,bin7,NA,child_happy
pp440,child,121,trial6,cheek,bin8,NA,child_happy
pp440,child,121,trial6,cheek,bin9,NA,child_happy
pp440,child,121,trial7,brow,bin1,-0.07105152810602053,child_happy
pp440,child,121,trial7,brow,in10,-0.11607910845500008,child_happy
pp440,child,121,trial7,brow,bin2,-0.30441868146439177,child_happy
pp440,child,121,trial7,brow,bin3,-0.002502710542241937,child_happy
pp440,child,121,trial7,brow,bin4,-0.1987321845831082,child_happy
pp440,child,121,trial7,brow,bin5,0.10621673216565691,child_happy
pp440,child,121,trial7,brow,bin6,0.34711322656212884,child_happy
pp440,child,121,trial7,brow,bin7,0.08324693964660612,child_happy
pp440,child,121,trial7,brow,bin8,-0.399394425601335,child_happy
pp440,child,121,trial7,brow,bin9,-0.5587195238498204,child_happy
pp440,child,121,trial7,cheek,bin1,-0.039916204719693815,child_happy
pp440,child,121,trial7,cheek,in10,0.06062317130421213,child_happy
pp440,child,121,trial7,cheek,bin2,-0.07484288384942595,child_happy
pp440,child,121,trial7,cheek,bin3,-0.006077991032798047,child_happy
pp440,child,121,trial7,cheek,bin4,-0.012930969460895614,child_happy
pp440,child,121,trial7,cheek,bin5,0.02364146941840506,child_happy
pp440,child,121,trial7,cheek,bin6,-0.028953180779446308,child_happy
pp440,child,121,trial7,cheek,bin7,0.001158127231177919,child_happy
pp440,child,121,trial7,cheek,bin8,0.02740320598884738,child_happy
pp440,child,121,trial7,cheek,bin9,0.03551009660709237,child_happy
pp440,child,121,trial8,brow,bin1,-0.2949380745797975,child_happy
pp440,child,121,trial8,brow,in10,-0.8695646569608165,child_happy
pp440,child,121,trial8,brow,bin2,-0.11512468494312811,child_happy
pp440,child,121,trial8,brow,bin3,-0.4601169703677639,child_happy
pp440,child,121,trial8,brow,bin4,-0.7163266597769364,child_happy
pp440,child,121,trial8,brow,bin5,-0.8016309123269109,child_happy
pp440,child,121,trial8,brow,bin6,-0.757006310794055,child_happy
pp440,child,121,trial8,brow,bin7,-0.8370718387344215,child_happy
pp440,child,121,trial8,brow,bin8,-0.8221828319492194,child_happy
pp440,child,121,trial8,brow,bin9,-0.9432037332545786,child_happy
pp440,child,121,trial8,cheek,bin1,-0.04103079333315829,child_happy
pp440,child,121,trial8,cheek,in10,3.0786591971359853,child_happy
pp440,child,121,trial8,cheek,bin2,0.013244447508432455,child_happy
pp440,child,121,trial8,cheek,bin3,-0.04888515996866527,child_happy
pp440,child,121,trial8,cheek,bin4,0.040856638862304395,child_happy
pp440,child,121,trial8,cheek,bin5,0.3501898099928462,child_happy
pp440,child,121,trial8,cheek,bin6,0.9364111743338648,child_happy
pp440,child,121,trial8,cheek,bin7,1.9797967323896837,child_happy
pp440,child,121,trial8,cheek,bin8,1.5134720135079727,child_happy
pp440,child,121,trial8,cheek,bin9,3.236451855453082,child_happy
pp440,child,323,trial1,brow,bin1,0.01798558084594226,child_angry
pp440,child,323,trial1,brow,in10,-0.3189047094334697,child_angry
pp440,child,323,trial1,brow,bin2,0.11557008258200185,child_angry
pp440,child,323,trial1,brow,bin3,0.06500684586416505,child_angry
pp440,child,323,trial1,brow,bin4,-0.4323326414666035,child_angry
pp440,child,323,trial1,brow,bin5,-0.011368244496963165,child_angry
pp440,child,323,trial1,brow,bin6,0.17005706040420077,child_angry
pp440,child,323,trial1,brow,bin7,-0.8388534292899157,child_angry
pp440,child,323,trial1,brow,bin8,-0.33228784801105155,child_angry
pp440,child,323,trial1,brow,bin9,-0.34872514182662356,child_angry
pp440,child,323,trial1,cheek,bin1,-0.059647906267430884,child_angry
pp440,child,323,trial1,cheek,in10,-0.07684566026424483,child_angry
pp440,child,323,trial1,cheek,bin2,-0.02861357956128141,child_angry
pp440,child,323,trial1,cheek,bin3,-0.03070343321152713,child_angry
pp440,child,323,trial1,cheek,bin4,-0.04386080348453275,child_angry
pp440,child,323,trial1,cheek,bin5,-0.11781549953260417,child_angry
pp440,child,323,trial1,cheek,bin6,-0.10850694306546793,child_angry
pp440,child,323,trial1,cheek,bin7,-0.11223384874173953,child_angry
pp440,child,323,trial1,cheek,bin8,-0.054440687588901804,child_angry
pp440,child,323,trial1,cheek,bin9,-0.09858013822680056,child_angry
pp440,child,323,trial2,brow,bin1,0.21629357720155146,child_angry
pp440,child,323,trial2,brow,in10,-0.1437361808879109,child_angry
pp440,child,323,trial2,brow,bin2,-0.3087666107962527,child_angry
pp440,child,323,trial2,brow,bin3,-0.547478535821107,child_angry
pp440,child,323,trial2,brow,bin4,-0.2924565734489304,child_angry
pp440,child,323,trial2,brow,bin5,-0.054126417828825255,child_angry
pp440,child,323,trial2,brow,bin6,-0.1894212529895133,child_angry
pp440,child,323,trial2,brow,bin7,0.8273791377360777,child_angry
pp440,child,323,trial2,brow,bin8,0.8813782990966533,child_angry
pp440,child,323,trial2,brow,bin9,0.21943257008504113,child_angry
pp440,child,323,trial2,cheek,bin1,-0.11972249098845344,child_angry
pp440,child,323,trial2,cheek,in10,-0.20243715692047176,child_angry
pp440,child,323,trial2,cheek,bin2,-0.18605792893667067,child_angry
pp440,child,323,trial2,cheek,bin3,-0.08612809356075296,child_angry
pp440,child,323,trial2,cheek,bin4,-0.13232256695472683,child_angry
pp440,child,323,trial2,cheek,bin5,-0.13937582302430618,child_angry
pp440,child,323,trial2,cheek,bin6,-0.14408670146090186,child_angry
pp440,child,323,trial2,cheek,bin7,-0.11603912392989535,child_angry
pp440,child,323,trial2,cheek,bin8,-0.10888137517780361,child_angry
pp440,child,323,trial2,cheek,bin9,-0.16312178512522357,child_angry
pp440,child,323,trial3,brow,bin1,-1.5808222674191443,child_angry
pp440,child,323,trial3,brow,in10,-0.2355305133186143,child_angry
pp440,child,323,trial3,brow,bin2,-1.9681485379481434,child_angry
pp440,child,323,trial3,brow,bin3,-1.6675051317084892,child_angry
pp440,child,323,trial3,brow,bin4,-1.458295497906165,child_angry
pp440,child,323,trial3,brow,bin5,-1.469748580048628,child_angry
pp440,child,323,trial3,brow,bin6,-1.3519727186836334,child_angry
pp440,child,323,trial3,brow,bin7,0.7336759582816303,child_angry
pp440,child,323,trial3,brow,bin8,-0.07599332095637945,child_angry
pp440,child,323,trial3,brow,bin9,-0.5406915241811288,child_angry
pp440,child,323,trial3,cheek,bin1,-0.024251010066393408,child_angry
pp440,child,323,trial3,cheek,in10,NA,child_angry
pp440,child,323,trial3,cheek,bin2,-0.008333291430354939,child_angry
pp440,child,323,trial3,cheek,bin3,0.03945469537193125,child_angry
pp440,child,323,trial3,cheek,bin4,0.04270267625335489,child_angry
pp440,child,323,trial3,cheek,bin5,0.021368753573762833,child_angry
pp440,child,323,trial3,cheek,bin6,0.013766910920993913,child_angry
pp440,child,323,trial3,cheek,bin7,-0.009369510531935188,child_angry
pp440,child,323,trial3,cheek,bin8,0.014646390998805603,child_angry
pp440,child,323,trial3,cheek,bin9,0.06988818915363498,child_angry
pp440,child,323,trial5,brow,bin1,-0.06473112351629129,child_angry
pp440,child,323,trial5,brow,in10,0.0962483088194388,child_angry
pp440,child,323,trial5,brow,bin2,0.2011712668912251,child_angry
pp440,child,323,trial5,brow,bin3,0.05788048364218801,child_angry
pp440,child,323,trial5,brow,bin4,0.4894071674765441,child_angry
pp440,child,323,trial5,brow,bin5,0.044264041539481935,child_angry
pp440,child,323,trial5,brow,bin6,-0.30032526506903023,child_angry
pp440,child,323,trial5,brow,bin7,-0.2807913971927182,child_angry
pp440,child,323,trial5,brow,bin8,-0.10123252049254805,child_angry
pp440,child,323,trial5,brow,bin9,-0.5559835097824544,child_angry
pp440,child,323,trial5,cheek,bin1,0.023902701124685732,child_angry
pp440,child,323,trial5,cheek,in10,0.012234351577480262,child_angry
pp440,child,323,trial5,cheek,bin2,0.030955957194265082,child_angry
pp440,child,323,trial5,cheek,bin3,0.03871453887080245,child_angry
pp440,child,323,trial5,cheek,bin4,0.04629025835294337,child_angry
pp440,child,323,trial5,cheek,bin5,0.009561080449874304,child_angry
pp440,child,323,trial5,cheek,bin6,0.01471605278714716,child_angry
pp440,child,323,trial5,cheek,bin7,0.015151438964281616,child_angry
pp440,child,323,trial5,cheek,bin8,0.0044409390067722265,child_angry
pp440,child,323,trial5,cheek,bin9,0.051314614837075834,child_angry
pp440,child,323,trial6,brow,bin1,0.13397985165544235,child_angry
pp440,child,323,trial6,brow,in10,-0.24708964251795196,child_angry
pp440,child,323,trial6,brow,bin2,0.08314089258973137,child_angry
pp440,child,323,trial6,brow,bin3,0.12729888707233866,child_angry
pp440,child,323,trial6,brow,bin4,0.12984401643733057,child_angry
pp440,child,323,trial6,brow,bin5,0.0223335101778028,child_angry
pp440,child,323,trial6,brow,bin6,0.11894237899061594,child_angry
pp440,child,323,trial6,brow,bin7,-0.07866570678962088,child_angry
pp440,child,323,trial6,brow,bin8,-0.07514494450138236,child_angry
pp440,child,323,trial6,brow,bin9,-0.12239951304472962,child_angry
pp440,child,323,trial6,cheek,bin1,-0.4218282515785622,child_angry
pp440,child,323,trial6,cheek,in10,0.04430489738520982,child_angry
pp440,child,323,trial6,cheek,bin2,-0.5183272438786597,child_angry
pp440,child,323,trial6,cheek,bin3,-0.49802083257710517,child_angry
pp440,child,323,trial6,cheek,bin4,-0.36725694813652,child_angry
pp440,child,323,trial6,cheek,bin5,-0.37341330868120226,child_angry
pp440,child,323,trial6,cheek,bin6,0.003744321123356903,child_angry
pp440,child,323,trial6,cheek,bin7,0.02595772388076073,child_angry
pp440,child,323,trial6,cheek,bin8,-0.3753028846899661,child_angry
pp440,child,323,trial6,cheek,bin9,-0.3491274677206382,child_angry
pp440,child,323,trial7,brow,bin1,-0.020318616097184106,child_angry
pp440,child,323,trial7,brow,in10,-0.042630916863612034,child_angry
pp440,child,323,trial7,brow,bin2,-0.02006410316068513,child_angry
pp440,child,323,trial7,brow,bin3,-0.344249956026513,child_angry
pp440,child,323,trial7,brow,bin4,-0.17601690500055658,child_angry
pp440,child,323,trial7,brow,bin5,-0.42111286284926475,child_angry
pp440,child,323,trial7,brow,bin6,-0.2813640512998411,child_angry
pp440,child,323,trial7,brow,bin7,0.041655283940365606,child_angry
pp440,child,323,trial7,brow,bin8,0.21421505488680814,child_angry
pp440,child,323,trial7,brow,bin9,-0.39018954106461473,child_angry
pp440,child,323,trial7,cheek,bin1,-0.019844901953791905,child_angry
pp440,child,323,trial7,cheek,in10,-0.005451034937724308,child_angry
pp440,child,323,trial7,cheek,bin2,-0.03464803197636601,child_angry
pp440,child,323,trial7,cheek,bin3,-0.007662796717567699,child_angry
pp440,child,323,trial7,cheek,bin4,-0.013679833685566967,child_angry
pp440,child,323,trial7,cheek,bin5,-0.023397653159209608,child_angry
pp440,child,323,trial7,cheek,bin6,-0.05007811809401369,child_angry
pp440,child,323,trial7,cheek,bin7,-0.031269435241802035,child_angry
pp440,child,323,trial7,cheek,bin8,-0.025243690550260045,child_angry
pp440,child,323,trial7,cheek,bin9,-0.056025493273671456,child_angry
pp440,child,323,trial8,brow,bin1,0.3597964545643377,child_angry
pp440,child,323,trial8,brow,in10,0.7603149789685444,child_angry
pp440,child,323,trial8,brow,bin2,0.1594099358939851,child_angry
pp440,child,323,trial8,brow,bin3,0.05802894952181259,child_angry
pp440,child,323,trial8,brow,bin4,0.5918062055947138,child_angry
pp440,child,323,trial8,brow,bin5,0.6182331321678782,child_angry
pp440,child,323,trial8,brow,bin6,0.06977896342352441,child_angry
pp440,child,323,trial8,brow,bin7,2.516814800806246,child_angry
pp440,child,323,trial8,brow,bin8,2.6543154147499273,child_angry
pp440,child,323,trial8,brow,bin9,0.8097329074721349,child_angry
pp440,child,323,trial8,cheek,bin1,-0.016953937737618552,child_angry
