pp_no,model,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp403,adult,535,bin_2,2,trial7,cheek,6.3042,TRUE
pp403,adult,535,bin_3,3,trial7,cheek,3.3588,TRUE
pp403,adult,535,bin_4,4,trial7,cheek,2.9647,TRUE
pp403,adult,535,bin_5,5,trial7,cheek,3.8006,TRUE
pp403,adult,535,bin_6,6,trial7,cheek,8.5143,TRUE
pp403,adult,535,bin_7,7,trial7,cheek,5.9412,TRUE
pp403,adult,535,bin_8,8,trial7,cheek,4.3165,TRUE
pp403,adult,535,bin_9,9,trial7,cheek,3.297,TRUE
pp403,adult,535,bin_10,10,trial7,cheek,3.9432,TRUE
pp404,child,121,bin_0,0,trial1,cheek,24.9405,TRUE
pp404,child,121,bin_1,1,trial1,cheek,17.5117,TRUE
pp404,child,121,bin_2,2,trial1,cheek,13.6851,TRUE
pp404,child,121,bin_3,3,trial1,cheek,14.4307,TRUE
pp404,child,121,bin_4,4,trial1,cheek,14.3146,TRUE
pp404,child,121,bin_5,5,trial1,cheek,12.53,TRUE
pp404,child,121,bin_6,6,trial1,cheek,10.6863,TRUE
pp404,child,121,bin_7,7,trial1,cheek,9.9754,TRUE
pp404,child,121,bin_8,8,trial1,cheek,16.3418,TRUE
pp404,child,121,bin_9,9,trial1,cheek,18.5088,TRUE
pp404,child,121,bin_10,10,trial1,cheek,11.5367,TRUE
pp404,adult,131,bin_0,0,trial3,brow,21.7115,TRUE
pp404,adult,131,bin_1,1,trial3,brow,10.9925,TRUE
pp404,adult,131,bin_2,2,trial3,brow,7.045,TRUE
pp404,adult,131,bin_3,3,trial3,brow,7.5561,TRUE
pp404,adult,131,bin_4,4,trial3,brow,2.6247,TRUE
pp404,adult,131,bin_5,5,trial3,brow,2.625,TRUE
pp404,adult,131,bin_6,6,trial3,brow,1.7654,TRUE
pp404,adult,131,bin_7,7,trial3,brow,5.5904,TRUE
pp404,adult,131,bin_8,8,trial3,brow,15.8823,TRUE
pp404,adult,131,bin_9,9,trial3,brow,28.1242,TRUE
pp404,adult,131,bin_10,10,trial3,brow,14.4523,TRUE
pp404,adult,131,bin_0,0,trial3,cheek,218.8938,TRUE
pp404,adult,131,bin_1,1,trial3,cheek,67.6917,TRUE
pp404,adult,131,bin_2,2,trial3,cheek,45.4204,TRUE
pp404,adult,131,bin_3,3,trial3,cheek,26.5455,TRUE
pp404,adult,131,bin_4,4,trial3,cheek,9.1757,TRUE
pp404,adult,131,bin_5,5,trial3,cheek,13.329,TRUE
pp404,adult,131,bin_6,6,trial3,cheek,10.5413,TRUE
pp404,adult,131,bin_7,7,trial3,cheek,22.9861,TRUE
pp404,adult,131,bin_8,8,trial3,cheek,65.0568,TRUE
pp404,adult,131,bin_9,9,trial3,cheek,173.1781,TRUE
pp404,adult,131,bin_10,10,trial3,cheek,93.3808,TRUE
pp404,adult,232,bin_0,0,trial1,brow,3.1868,TRUE
pp404,adult,232,bin_1,1,trial1,brow,4.3018,TRUE
pp404,adult,232,bin_2,2,trial1,brow,7.859,TRUE
pp404,adult,232,bin_3,3,trial1,brow,7.705,TRUE
pp404,adult,232,bin_4,4,trial1,brow,8.2784,TRUE
pp404,adult,232,bin_5,5,trial1,brow,6.7746,TRUE
pp404,adult,232,bin_6,6,trial1,brow,4.5622,TRUE
pp404,adult,232,bin_7,7,trial1,brow,5.0072,TRUE
pp404,adult,232,bin_8,8,trial1,brow,3.6473,TRUE
pp404,adult,232,bin_9,9,trial1,brow,3.9684,TRUE
pp404,adult,232,bin_10,10,trial1,brow,1.4371,TRUE
pp404,adult,232,bin_0,0,trial1,cheek,29.6715,TRUE
pp404,adult,232,bin_1,1,trial1,cheek,30.4934,TRUE
pp404,adult,232,bin_2,2,trial1,cheek,39.9986,TRUE
pp404,adult,232,bin_3,3,trial1,cheek,46.7777,TRUE
pp404,adult,232,bin_4,4,trial1,cheek,87.3481,TRUE
pp404,adult,232,bin_5,5,trial1,cheek,46.3911,TRUE
pp404,adult,232,bin_6,6,trial1,cheek,50.099,TRUE
pp404,adult,232,bin_7,7,trial1,cheek,31.9611,TRUE
pp404,adult,232,bin_8,8,trial1,cheek,23.4828,TRUE
pp404,adult,232,bin_9,9,trial1,cheek,12.5385,TRUE
pp404,adult,232,bin_10,10,trial1,cheek,24.5368,TRUE
pp404,child,323,bin_0,0,trial2,brow,41.4059,TRUE
pp404,child,323,bin_1,1,trial2,brow,12.6726,TRUE
pp404,child,323,bin_2,2,trial2,brow,16.3928,TRUE
pp404,child,323,bin_3,3,trial2,brow,16.7374,TRUE
pp404,child,323,bin_4,4,trial2,brow,18.228,TRUE
pp404,child,323,bin_5,5,trial2,brow,41.3646,TRUE
pp404,child,323,bin_6,6,trial2,brow,20.2549,TRUE
pp404,child,323,bin_7,7,trial2,brow,21.7641,TRUE
pp404,child,323,bin_8,8,trial2,brow,11.3043,TRUE
pp404,child,323,bin_9,9,trial2,brow,12.1547,TRUE
pp404,child,323,bin_10,10,trial2,brow,6.7733,TRUE
pp404,child,323,bin_0,0,trial2,cheek,159.4839,TRUE
pp404,child,323,bin_1,1,trial2,cheek,50.5868,TRUE
pp404,child,323,bin_2,2,trial2,cheek,47.915,TRUE
pp404,child,323,bin_3,3,trial2,cheek,31.0714,TRUE
pp404,child,323,bin_4,4,trial2,cheek,51.7343,TRUE
pp404,child,323,bin_5,5,trial2,cheek,61.1956,TRUE
pp404,child,323,bin_6,6,trial2,cheek,56.509,TRUE
pp404,child,323,bin_7,7,trial2,cheek,31.6279,TRUE
pp404,child,323,bin_8,8,trial2,cheek,23.671,TRUE
pp404,child,323,bin_9,9,trial2,cheek,24.6466,TRUE
pp404,child,323,bin_10,10,trial2,cheek,25.3655,TRUE
pp404,child,424,bin_0,0,trial5,brow,20.9119,TRUE
pp404,child,424,bin_1,1,trial5,brow,11.3222,TRUE
pp404,child,424,bin_2,2,trial5,brow,18.8719,TRUE
pp404,child,424,bin_3,3,trial5,brow,14.5031,TRUE
pp404,child,424,bin_4,4,trial5,brow,19.1502,TRUE
pp404,child,424,bin_5,5,trial5,brow,14.0085,TRUE
pp404,child,424,bin_6,6,trial5,brow,14.9804,TRUE
pp404,child,424,bin_7,7,trial5,brow,24.4194,TRUE
pp404,child,424,bin_8,8,trial5,brow,23.6374,TRUE
pp404,child,424,bin_9,9,trial5,brow,26.0745,TRUE
pp404,child,424,bin_10,10,trial5,brow,27.4799,TRUE
pp404,child,424,bin_0,0,trial7,cheek,98.9836,TRUE
pp404,child,424,bin_1,1,trial7,cheek,30.9531,TRUE
pp404,child,424,bin_2,2,trial7,cheek,24.0095,TRUE
pp404,child,424,bin_3,3,trial7,cheek,28.875,TRUE
pp404,child,424,bin_4,4,trial7,cheek,66.97,TRUE
pp404,child,424,bin_5,5,trial7,cheek,96.5645,TRUE
pp404,child,424,bin_6,6,trial7,cheek,66.4382,TRUE
pp404,child,424,bin_7,7,trial7,cheek,31.0274,TRUE
pp404,child,424,bin_8,8,trial7,cheek,31.2101,TRUE
pp404,child,424,bin_9,9,trial7,cheek,20.6658,TRUE
pp404,child,424,bin_10,10,trial7,cheek,15.52,TRUE
pp404,adult,434,bin_0,0,trial3,brow,7.1282,TRUE
pp404,adult,434,bin_1,1,trial3,brow,4.4817,TRUE
pp404,adult,434,bin_2,2,trial3,brow,4.6212,TRUE
pp404,adult,434,bin_3,3,trial3,brow,4.7752,TRUE
pp404,adult,434,bin_4,4,trial3,brow,4.1264,TRUE
pp404,adult,434,bin_5,5,trial3,brow,3.0787,TRUE
pp404,adult,434,bin_6,6,trial3,brow,18.3319,TRUE
pp404,adult,434,bin_7,7,trial3,brow,75.3053,TRUE
pp404,adult,434,bin_8,8,trial3,brow,77.4808,TRUE
pp404,adult,434,bin_9,9,trial3,brow,26.6087,TRUE
pp404,adult,434,bin_10,10,trial3,brow,19.5981,TRUE
pp404,adult,434,bin_0,0,trial4,cheek,52.5236,TRUE
pp404,adult,434,bin_1,1,trial4,cheek,19.4711,TRUE
pp404,adult,434,bin_2,2,trial4,cheek,29.1648,TRUE
pp404,adult,434,bin_3,3,trial4,cheek,34.1358,TRUE
pp404,adult,434,bin_4,4,trial4,cheek,39.2822,TRUE
pp404,adult,434,bin_5,5,trial4,cheek,18.4336,TRUE
pp404,adult,434,bin_6,6,trial4,cheek,34.9906,TRUE
pp404,adult,434,bin_7,7,trial4,cheek,13.9541,TRUE
pp404,adult,434,bin_8,8,trial4,cheek,20.9312,TRUE
pp404,adult,434,bin_9,9,trial4,cheek,15.3454,TRUE
pp404,adult,434,bin_10,10,trial4,cheek,26.5687,TRUE
pp404,child,525,bin_0,0,trial6,brow,23.4792,TRUE
pp404,child,525,bin_1,1,trial6,brow,45.5305,TRUE
pp404,child,525,bin_2,2,trial6,brow,31.5803,TRUE
pp404,child,525,bin_3,3,trial6,brow,20.9141,TRUE
pp404,child,525,bin_4,4,trial6,brow,12.6473,TRUE
pp404,child,525,bin_5,5,trial6,brow,13.2442,TRUE
pp404,child,525,bin_6,6,trial6,brow,20.2858,TRUE
pp404,child,525,bin_7,7,trial6,brow,10.8007,TRUE
pp404,child,525,bin_8,8,trial6,brow,8.2019,TRUE
pp404,child,525,bin_9,9,trial6,brow,6.4417,TRUE
pp404,child,525,bin_10,10,trial6,brow,3.9063,TRUE
pp404,child,525,bin_0,0,trial6,cheek,121.4602,TRUE
pp404,child,525,bin_1,1,trial6,cheek,143.6444,TRUE
pp404,child,525,bin_2,2,trial6,cheek,90.7546,TRUE
pp404,child,525,bin_3,3,trial6,cheek,85.0982,TRUE
pp404,child,525,bin_4,4,trial6,cheek,87.9307,TRUE
pp404,child,525,bin_5,5,trial6,cheek,49.9621,TRUE
pp404,child,525,bin_6,6,trial6,cheek,65.3947,TRUE
pp404,child,525,bin_7,7,trial6,cheek,48.5021,TRUE
pp404,child,525,bin_8,8,trial6,cheek,45.2051,TRUE
pp404,child,525,bin_9,9,trial6,cheek,41.2876,TRUE
pp404,child,525,bin_10,10,trial6,cheek,15.2825,TRUE
pp404,adult,535,bin_0,0,trial8,brow,7.5056,TRUE
pp404,adult,535,bin_1,1,trial8,brow,6.1411,TRUE
pp404,adult,535,bin_2,2,trial8,brow,7.5203,TRUE
pp404,adult,535,bin_3,3,trial8,brow,6.2094,TRUE
pp404,adult,535,bin_4,4,trial8,brow,8.8687,TRUE
pp404,adult,535,bin_5,5,trial8,brow,4.4661,TRUE
pp404,adult,535,bin_6,6,trial8,brow,2.3061,TRUE
pp404,adult,535,bin_7,7,trial8,brow,2.5178,TRUE
pp404,adult,535,bin_8,8,trial8,brow,4.23,TRUE
pp404,adult,535,bin_9,9,trial8,brow,2.337,TRUE
pp404,adult,535,bin_10,10,trial8,brow,4.8709,TRUE
pp404,adult,535,bin_0,0,trial8,cheek,49.7573,TRUE
pp404,adult,535,bin_1,1,trial8,cheek,38.7144,TRUE
pp404,adult,535,bin_2,2,trial8,cheek,28.7872,TRUE
pp404,adult,535,bin_3,3,trial8,cheek,45.1691,TRUE
pp404,adult,535,bin_4,4,trial8,cheek,58.8385,TRUE
pp404,adult,535,bin_5,5,trial8,cheek,47.3152,TRUE
pp404,adult,535,bin_6,6,trial8,cheek,24.5876,TRUE
pp404,adult,535,bin_7,7,trial8,cheek,38.2043,TRUE
pp404,adult,535,bin_8,8,trial8,cheek,23.1303,TRUE
pp404,adult,535,bin_9,9,trial8,cheek,30.0469,TRUE
pp404,adult,535,bin_10,10,trial8,cheek,42.6336,TRUE
pp405,child,121,bin_0,0,trial2,cheek,48.2328,TRUE
pp405,child,121,bin_1,1,trial2,cheek,46.7121,TRUE
pp405,child,121,bin_2,2,trial2,cheek,63.1413,TRUE
pp405,child,121,bin_3,3,trial2,cheek,64.0161,TRUE
pp405,child,121,bin_4,4,trial2,cheek,79.7217,TRUE
pp405,child,121,bin_5,5,trial2,cheek,68.5041,TRUE
pp405,child,121,bin_6,6,trial2,cheek,49.0505,TRUE
pp405,child,121,bin_7,7,trial2,cheek,55.2007,TRUE
pp405,child,121,bin_8,8,trial2,cheek,56.0024,TRUE
pp405,child,121,bin_9,9,trial2,cheek,45.7279,TRUE
pp405,child,121,bin_10,10,trial2,cheek,32.4397,TRUE
pp405,child,121,bin_0,0,trial3,brow,12.1612,TRUE
pp405,child,121,bin_1,1,trial3,brow,10.4252,TRUE
pp405,child,121,bin_2,2,trial3,brow,9.7877,TRUE
pp405,child,121,bin_3,3,trial3,brow,6.3057,TRUE
pp405,child,121,bin_4,4,trial3,brow,21.4121,TRUE
pp405,child,121,bin_5,5,trial3,brow,18.5765,TRUE
pp405,child,121,bin_6,6,trial3,brow,10.3327,TRUE
pp405,child,121,bin_7,7,trial3,brow,7.5914,TRUE
pp405,child,121,bin_8,8,trial3,brow,5.2199,TRUE
pp405,child,121,bin_9,9,trial3,brow,5.4277,TRUE
pp405,child,121,bin_10,10,trial3,brow,4.5512,TRUE
pp405,adult,131,bin_0,0,trial3,cheek,6.7105,TRUE
pp405,adult,131,bin_1,1,trial3,cheek,8.2897,TRUE
pp405,adult,131,bin_2,2,trial3,cheek,6.9959,TRUE
pp405,adult,131,bin_3,3,trial3,cheek,8.1871,TRUE
pp405,adult,131,bin_4,4,trial3,cheek,6.5106,TRUE
pp405,adult,131,bin_5,5,trial3,cheek,6.3338,TRUE
pp405,adult,131,bin_6,6,trial3,cheek,6.1398,TRUE
pp405,adult,131,bin_7,7,trial3,cheek,5.0198,TRUE
pp405,adult,131,bin_8,8,trial3,cheek,6.1093,TRUE
pp405,adult,131,bin_9,9,trial3,cheek,10.9684,TRUE
pp405,adult,131,bin_10,10,trial3,cheek,15.0246,TRUE
pp405,adult,131,bin_0,0,trial8,brow,4.5633,TRUE
pp405,adult,131,bin_1,1,trial8,brow,2.9551,TRUE
pp405,adult,131,bin_2,2,trial8,brow,2.3719,TRUE
pp405,adult,131,bin_3,3,trial8,brow,2.3933,TRUE
pp405,adult,131,bin_4,4,trial8,brow,2.0402,TRUE
pp405,adult,131,bin_5,5,trial8,brow,1.807,TRUE
pp405,adult,131,bin_6,6,trial8,brow,2.011,TRUE
pp405,adult,131,bin_7,7,trial8,brow,2.4363,TRUE
pp405,adult,131,bin_8,8,trial8,brow,2.3126,TRUE
pp405,adult,131,bin_9,9,trial8,brow,1.9708,TRUE
pp405,adult,131,bin_10,10,trial8,brow,2.4549,TRUE
pp405,adult,232,bin_0,0,trial2,brow,3.91,TRUE
pp405,adult,232,bin_1,1,trial2,brow,2.0695,TRUE
pp405,adult,232,bin_2,2,trial2,brow,2.8824,TRUE
pp405,adult,232,bin_3,3,trial2,brow,2.0464,TRUE
pp405,adult,232,bin_4,4,trial2,brow,2.621,TRUE
pp405,adult,232,bin_5,5,trial2,brow,1.7806,TRUE
pp405,adult,232,bin_6,6,trial2,brow,2.4915,TRUE
pp405,adult,232,bin_7,7,trial2,brow,2.2574,TRUE
pp405,adult,232,bin_8,8,trial2,brow,2.2822,TRUE
pp405,adult,232,bin_9,9,trial2,brow,2.9238,TRUE
pp405,adult,232,bin_10,10,trial2,brow,3.9845,TRUE
pp405,adult,232,bin_0,0,trial2,cheek,10.9892,TRUE
pp405,adult,232,bin_1,1,trial2,cheek,4.3324,TRUE
pp405,adult,232,bin_2,2,trial2,cheek,4.1354,TRUE
pp405,adult,232,bin_3,3,trial2,cheek,4.3038,TRUE
pp405,adult,232,bin_4,4,trial2,cheek,7.5555,TRUE
pp405,adult,232,bin_5,5,trial2,cheek,4.9993,TRUE
pp405,adult,232,bin_6,6,trial2,cheek,5.4653,TRUE
pp405,adult,232,bin_7,7,trial2,cheek,4.4899,TRUE
pp405,adult,232,bin_8,8,trial2,cheek,6.2093,TRUE
pp405,adult,232,bin_9,9,trial2,cheek,5.0062,TRUE
pp405,adult,232,bin_10,10,trial2,cheek,5.8889,TRUE
pp405,child,323,bin_0,0,trial3,brow,6.5854,TRUE
pp405,child,323,bin_1,1,trial3,brow,7.4256,TRUE
pp405,child,323,bin_2,2,trial3,brow,11.8102,TRUE
pp405,child,323,bin_3,3,trial3,brow,10.0584,TRUE
pp405,child,323,bin_4,4,trial3,brow,7.9714,TRUE
pp405,child,323,bin_5,5,trial3,brow,22.5356,TRUE
pp405,child,323,bin_6,6,trial3,brow,5.1238,TRUE
pp405,child,323,bin_7,7,trial3,brow,3.5968,TRUE
pp405,child,323,bin_8,8,trial3,brow,3.2364,TRUE
pp405,child,323,bin_9,9,trial3,brow,2.4982,TRUE
pp405,child,323,bin_10,10,trial3,brow,2.2035,TRUE
pp405,child,323,bin_0,0,trial7,cheek,46.0064,TRUE
pp405,child,323,bin_1,1,trial7,cheek,32.0791,TRUE
pp405,child,323,bin_2,2,trial7,cheek,43.1773,TRUE
pp405,child,323,bin_3,3,trial7,cheek,16.586,TRUE
pp405,child,323,bin_4,4,trial7,cheek,14.3394,TRUE
pp405,child,323,bin_5,5,trial7,cheek,23.8084,TRUE
pp405,child,323,bin_6,6,trial7,cheek,12.1434,TRUE
pp405,child,323,bin_7,7,trial7,cheek,20.7991,TRUE
pp405,child,323,bin_8,8,trial7,cheek,17.0542,TRUE
pp405,child,323,bin_9,9,trial7,cheek,11.9788,TRUE
pp405,child,323,bin_10,10,trial7,cheek,11.8507,TRUE
pp405,child,424,bin_0,0,trial3,brow,9.8718,TRUE
pp405,child,424,bin_1,1,trial3,brow,1.8821,TRUE
pp405,child,424,bin_2,2,trial3,brow,2.7883,TRUE
pp405,child,424,bin_3,3,trial3,brow,2.7294,TRUE
pp405,child,424,bin_4,4,trial3,brow,2.5973,TRUE
pp405,child,424,bin_5,5,trial3,brow,2.6356,TRUE
pp405,child,424,bin_6,6,trial3,brow,2.4683,TRUE
pp405,child,424,bin_7,7,trial3,brow,2.7082,TRUE
pp405,child,424,bin_8,8,trial3,brow,2.819,TRUE
pp405,child,424,bin_9,9,trial3,brow,3.1613,TRUE
pp405,child,424,bin_10,10,trial3,brow,2.656,TRUE
pp405,adult,434,bin_0,0,trial1,brow,5.1364,TRUE
pp405,adult,434,bin_1,1,trial1,brow,2.4271,TRUE
pp405,adult,434,bin_2,2,trial1,brow,3.1291,TRUE
pp405,adult,434,bin_3,3,trial1,brow,4.0927,TRUE
pp405,adult,434,bin_4,4,trial1,brow,2.3401,TRUE
pp405,adult,434,bin_5,5,trial1,brow,2.6515,TRUE
pp405,adult,434,bin_6,6,trial1,brow,3.2818,TRUE
pp405,adult,434,bin_7,7,trial1,brow,3.4314,TRUE
pp405,adult,434,bin_8,8,trial1,brow,3.4018,TRUE
pp405,adult,434,bin_9,9,trial1,brow,3.2795,TRUE
pp405,adult,434,bin_10,10,trial1,brow,3.3757,TRUE
pp405,adult,434,bin_0,0,trial4,cheek,6.0595,TRUE
pp405,adult,434,bin_1,1,trial4,cheek,8.442,TRUE
pp405,adult,434,bin_2,2,trial4,cheek,5.3726,TRUE
pp405,adult,434,bin_3,3,trial4,cheek,5.2444,TRUE
pp405,adult,434,bin_4,4,trial4,cheek,4.7453,TRUE
pp405,adult,434,bin_5,5,trial4,cheek,4.8404,TRUE
pp405,adult,434,bin_6,6,trial4,cheek,4.0305,TRUE
pp405,adult,434,bin_7,7,trial4,cheek,3.3953,TRUE
pp405,adult,434,bin_8,8,trial4,cheek,6.5564,TRUE
pp405,adult,434,bin_9,9,trial4,cheek,4.4813,TRUE
pp405,adult,434,bin_10,10,trial4,cheek,3.3768,TRUE
pp405,child,525,bin_0,0,trial1,brow,5.1729,TRUE
pp405,child,525,bin_1,1,trial1,brow,5.2035,TRUE
pp405,child,525,bin_2,2,trial1,brow,6.3104,TRUE
pp405,child,525,bin_3,3,trial1,brow,6.0164,TRUE
pp405,child,525,bin_4,4,trial1,brow,5.446,TRUE
pp405,child,525,bin_5,5,trial1,brow,4.7852,TRUE
pp405,child,525,bin_6,6,trial1,brow,5.1881,TRUE
pp405,child,525,bin_7,7,trial1,brow,6.2446,TRUE
pp405,child,525,bin_8,8,trial1,brow,4.8722,TRUE
pp405,child,525,bin_9,9,trial1,brow,4.3125,TRUE
pp405,child,525,bin_10,10,trial1,brow,4.9842,TRUE
pp405,child,525,bin_0,0,trial1,cheek,8.258,TRUE
pp405,child,525,bin_1,1,trial1,cheek,8.5914,TRUE
pp405,child,525,bin_2,2,trial1,cheek,9.3149,TRUE
pp405,child,525,bin_3,3,trial1,cheek,8.5526,TRUE
pp405,child,525,bin_4,4,trial1,cheek,9.4869,TRUE
pp405,child,525,bin_5,5,trial1,cheek,6.8635,TRUE
pp405,child,525,bin_6,6,trial1,cheek,6.4387,TRUE
pp405,child,525,bin_7,7,trial1,cheek,6.5623,TRUE
pp405,child,525,bin_8,8,trial1,cheek,6.6197,TRUE
pp405,child,525,bin_9,9,trial1,cheek,6.4827,TRUE
pp405,child,525,bin_10,10,trial1,cheek,7.4644,TRUE
pp405,adult,535,bin_0,0,trial2,cheek,7.8277,TRUE
pp405,adult,535,bin_1,1,trial2,cheek,6.8372,TRUE
pp405,adult,535,bin_2,2,trial2,cheek,7.5999,TRUE
pp405,adult,535,bin_3,3,trial2,cheek,7.612,TRUE
pp405,adult,535,bin_4,4,trial2,cheek,6.3899,TRUE
pp405,adult,535,bin_5,5,trial2,cheek,5.129,TRUE
pp405,adult,535,bin_6,6,trial2,cheek,4.6513,TRUE
pp405,adult,535,bin_7,7,trial2,cheek,4.481,TRUE
pp405,adult,535,bin_8,8,trial2,cheek,6.1815,TRUE
pp405,adult,535,bin_9,9,trial2,cheek,5.2355,TRUE
pp405,adult,535,bin_10,10,trial2,cheek,5.5826,TRUE
pp405,adult,535,bin_0,0,trial5,brow,6.0382,TRUE
pp405,adult,535,bin_1,1,trial5,brow,3.1442,TRUE
pp405,adult,535,bin_2,2,trial5,brow,2.3227,TRUE
pp405,adult,535,bin_3,3,trial5,brow,4.2174,TRUE
pp405,adult,535,bin_4,4,trial5,brow,6.5555,TRUE
pp405,adult,535,bin_5,5,trial5,brow,7.4495,TRUE
pp405,adult,535,bin_6,6,trial5,brow,5.2872,TRUE
pp405,adult,535,bin_7,7,trial5,brow,3.6745,TRUE
pp405,adult,535,bin_8,8,trial5,brow,2.6682,TRUE
pp405,adult,535,bin_9,9,trial5,brow,2.6988,TRUE
pp405,adult,535,bin_10,10,trial5,brow,2.6104,TRUE
pp406,child,121,bin_0,0,trial8,brow,6.7221,TRUE
pp406,child,121,bin_1,1,trial8,brow,4.7782,TRUE
pp406,child,121,bin_2,2,trial8,brow,5.9932,TRUE
pp406,child,121,bin_3,3,trial8,brow,5.1516,TRUE
pp406,child,121,bin_4,4,trial8,brow,4.8629,TRUE
pp406,child,121,bin_5,5,trial8,brow,5.6453,TRUE
pp406,child,121,bin_6,6,trial8,brow,5.0966,TRUE
pp406,child,121,bin_7,7,trial8,brow,6.1782,TRUE
pp406,child,121,bin_8,8,trial8,brow,5.3888,TRUE
pp406,child,121,bin_9,9,trial8,brow,4.8303,TRUE
pp406,child,121,bin_10,10,trial8,brow,6.5089,TRUE
pp406,child,121,bin_0,0,trial8,cheek,4.2632,TRUE
pp406,child,121,bin_1,1,trial8,cheek,2.6786,TRUE
pp406,child,121,bin_2,2,trial8,cheek,2.4147,TRUE
pp406,child,121,bin_3,3,trial8,cheek,2.9235,TRUE
pp406,child,121,bin_4,4,trial8,cheek,2.552,TRUE
pp406,child,121,bin_5,5,trial8,cheek,2.4932,TRUE
pp406,child,121,bin_6,6,trial8,cheek,2.5603,TRUE
pp406,child,121,bin_7,7,trial8,cheek,2.7144,TRUE
pp406,child,121,bin_8,8,trial8,cheek,2.4483,TRUE
pp406,child,121,bin_9,9,trial8,cheek,2.2001,TRUE
pp406,child,121,bin_10,10,trial8,cheek,2.573,TRUE
pp406,adult,232,bin_0,0,trial4,cheek,4.2848,TRUE
pp406,adult,232,bin_1,1,trial4,cheek,6.0504,TRUE
pp406,adult,232,bin_2,2,trial4,cheek,3.4079,TRUE
pp406,adult,232,bin_3,3,trial4,cheek,3.7181,TRUE
pp406,adult,232,bin_4,4,trial4,cheek,2.661,TRUE
pp406,adult,232,bin_5,5,trial4,cheek,3.4225,TRUE
pp406,adult,232,bin_6,6,trial4,cheek,3.4333,TRUE
pp406,adult,232,bin_7,7,trial4,cheek,2.9726,TRUE
pp406,adult,232,bin_8,8,trial4,cheek,3.278,TRUE
pp406,adult,232,bin_9,9,trial4,cheek,3.4021,TRUE
pp406,adult,232,bin_10,10,trial4,cheek,3.2074,TRUE
pp406,child,323,bin_0,0,trial8,cheek,5.8301,TRUE
pp406,child,323,bin_1,1,trial8,cheek,2.6606,TRUE
pp406,child,323,bin_2,2,trial8,cheek,3.2695,TRUE
pp406,child,323,bin_3,3,trial8,cheek,2.4678,TRUE
pp406,child,323,bin_4,4,trial8,cheek,2.3141,TRUE
pp406,child,323,bin_5,5,trial8,cheek,2.629,TRUE
pp406,child,323,bin_6,6,trial8,cheek,2.8593,TRUE
pp406,child,323,bin_7,7,trial8,cheek,2.4634,TRUE
pp406,child,323,bin_8,8,trial8,cheek,2.6242,TRUE
pp406,child,323,bin_9,9,trial8,cheek,2.3568,TRUE
pp406,child,323,bin_10,10,trial8,cheek,3.2649,TRUE
pp406,child,424,bin_0,0,trial4,brow,7.4977,TRUE
pp406,child,424,bin_1,1,trial4,brow,7.2101,TRUE
pp406,child,424,bin_2,2,trial4,brow,7.8975,TRUE
pp406,child,424,bin_3,3,trial4,brow,5.7323,TRUE
pp406,child,424,bin_4,4,trial4,brow,5.3503,TRUE
pp406,child,424,bin_5,5,trial4,brow,4.9863,TRUE
pp406,child,424,bin_6,6,trial4,brow,6.2209,TRUE
pp406,child,424,bin_7,7,trial4,brow,5.8807,TRUE
pp406,child,424,bin_8,8,trial4,brow,5.7699,TRUE
pp406,child,424,bin_9,9,trial4,brow,6.0655,TRUE
pp406,child,424,bin_10,10,trial4,brow,5.7643,TRUE
pp406,child,424,bin_0,0,trial7,cheek,3.3599,TRUE
pp406,child,424,bin_1,1,trial7,cheek,3.5272,TRUE
pp406,child,424,bin_2,2,trial7,cheek,3.6163,TRUE
pp406,child,424,bin_3,3,trial7,cheek,3.1569,TRUE
pp406,child,424,bin_4,4,trial7,cheek,2.7434,TRUE
pp406,child,424,bin_5,5,trial7,cheek,2.3938,TRUE
pp406,child,424,bin_6,6,trial7,cheek,3.6068,TRUE
pp406,child,424,bin_7,7,trial7,cheek,2.868,TRUE
pp406,child,424,bin_8,8,trial7,cheek,2.924,TRUE
pp406,child,424,bin_9,9,trial7,cheek,4.2983,TRUE
pp406,child,424,bin_10,10,trial7,cheek,4.0161,TRUE
pp406,adult,434,bin_0,0,trial1,cheek,10.7258,TRUE
pp406,adult,434,bin_1,1,trial1,cheek,6.8876,TRUE
pp406,adult,434,bin_2,2,trial1,cheek,4.9554,TRUE
pp406,adult,434,bin_3,3,trial1,cheek,4.5401,TRUE
pp406,adult,434,bin_4,4,trial1,cheek,3.7548,TRUE
pp406,adult,434,bin_5,5,trial1,cheek,4.3729,TRUE
pp406,adult,434,bin_6,6,trial1,cheek,3.6616,TRUE
pp406,adult,434,bin_7,7,trial1,cheek,3.6008,TRUE
pp406,adult,434,bin_8,8,trial1,cheek,3.2602,TRUE
pp406,adult,434,bin_9,9,trial1,cheek,3.5241,TRUE
pp406,adult,434,bin_10,10,trial1,cheek,3.1341,TRUE
pp406,adult,434,bin_0,0,trial6,brow,8.8333,TRUE
pp406,adult,434,bin_1,1,trial6,brow,6.2326,TRUE
pp406,adult,434,bin_2,2,trial6,brow,8.6629,TRUE
pp406,adult,434,bin_3,3,trial6,brow,10.7787,TRUE
pp406,adult,434,bin_4,4,trial6,brow,8.6457,TRUE
pp406,adult,434,bin_5,5,trial6,brow,6.9425,TRUE
pp406,adult,434,bin_6,6,trial6,brow,8.4867,TRUE
