pp_no,muscle,condition,trial,bin,bin_no,rms
pp5417,cheek,285,trial8,bin_20,20,4.6042
pp5417,cheek,429,trial1,bin_0,0,7.8293
pp5417,cheek,429,trial1,bin_1,1,12.0351
pp5417,cheek,429,trial1,bin_2,2,6.9918
pp5417,cheek,429,trial1,bin_3,3,4.1679
pp5417,cheek,429,trial1,bin_4,4,5.733
pp5417,cheek,429,trial1,bin_5,5,4.009
pp5417,cheek,429,trial1,bin_6,6,3.5127
pp5417,cheek,429,trial1,bin_7,7,4.7191
pp5417,cheek,429,trial1,bin_8,8,3.7791
pp5417,cheek,429,trial1,bin_9,9,5.4887
pp5417,cheek,429,trial1,bin_10,10,5.0586
pp5417,cheek,429,trial1,bin_11,11,5.6894
pp5417,cheek,429,trial1,bin_12,12,5.9775
pp5417,cheek,429,trial1,bin_13,13,7.9922
pp5417,cheek,429,trial1,bin_14,14,13.8364
pp5417,cheek,429,trial1,bin_15,15,9.829
pp5417,cheek,429,trial1,bin_16,16,8.2688
pp5417,cheek,429,trial1,bin_17,17,5.392
pp5417,cheek,429,trial1,bin_18,18,4.716
pp5417,cheek,429,trial1,bin_19,19,4.8525
pp5417,cheek,429,trial1,bin_20,20,3.7917
pp5417,cheek,429,trial2,bin_0,0,3.5978
pp5417,cheek,429,trial2,bin_1,1,3.3934
pp5417,cheek,429,trial2,bin_2,2,3.6629
pp5417,cheek,429,trial2,bin_3,3,3.5256
pp5417,cheek,429,trial2,bin_4,4,3.3978
pp5417,cheek,429,trial2,bin_5,5,4.2023
pp5417,cheek,429,trial2,bin_6,6,3.849
pp5417,cheek,429,trial2,bin_7,7,3.3033
pp5417,cheek,429,trial2,bin_8,8,2.9121
pp5417,cheek,429,trial2,bin_9,9,3.1885
pp5417,cheek,429,trial2,bin_10,10,3.1063
pp5417,cheek,429,trial2,bin_11,11,2.902
pp5417,cheek,429,trial2,bin_12,12,3.5696
pp5417,cheek,429,trial2,bin_13,13,3.1872
pp5417,cheek,429,trial2,bin_14,14,3.0662
pp5417,cheek,429,trial2,bin_15,15,3.2754
pp5417,cheek,429,trial2,bin_16,16,3.047
pp5417,cheek,429,trial2,bin_17,17,3.7131
pp5417,cheek,429,trial2,bin_18,18,2.4657
pp5417,cheek,429,trial2,bin_19,19,3.0278
pp5417,cheek,429,trial2,bin_20,20,4.29
pp5417,cheek,429,trial3,bin_0,0,6.7916
pp5417,cheek,429,trial3,bin_1,1,9.186
pp5417,cheek,429,trial3,bin_2,2,5.7782
pp5417,cheek,429,trial3,bin_3,3,7.3172
pp5417,cheek,429,trial3,bin_4,4,4.8133
pp5417,cheek,429,trial3,bin_5,5,8.8373
pp5417,cheek,429,trial3,bin_6,6,5.6522
pp5417,cheek,429,trial3,bin_7,7,4.6129
pp5417,cheek,429,trial3,bin_8,8,5.8942
pp5417,cheek,429,trial3,bin_9,9,3.2087
pp5417,cheek,429,trial3,bin_10,10,3.8828
pp5417,cheek,429,trial3,bin_11,11,5.625
pp5417,cheek,429,trial3,bin_12,12,4.5767
pp5417,cheek,429,trial3,bin_13,13,6.1794
pp5417,cheek,429,trial3,bin_14,14,4.5618
pp5417,cheek,429,trial3,bin_15,15,3.4755
pp5417,cheek,429,trial3,bin_16,16,3.2918
pp5417,cheek,429,trial3,bin_17,17,3.1024
pp5417,cheek,429,trial3,bin_18,18,4.7133
pp5417,cheek,429,trial3,bin_19,19,3.556
pp5417,cheek,429,trial3,bin_20,20,3.3281
pp5417,cheek,429,trial4,bin_0,0,3.7958
pp5417,cheek,429,trial4,bin_1,1,3.2694
pp5417,cheek,429,trial4,bin_2,2,3.7849
pp5417,cheek,429,trial4,bin_3,3,6.0996
pp5417,cheek,429,trial4,bin_4,4,3.9061
pp5417,cheek,429,trial4,bin_5,5,8.2648
pp5417,cheek,429,trial4,bin_6,6,8.1859
pp5417,cheek,429,trial4,bin_7,7,4.5894
pp5417,cheek,429,trial4,bin_8,8,3.9615
pp5417,cheek,429,trial4,bin_9,9,5.1182
pp5417,cheek,429,trial4,bin_10,10,5.6052
pp5417,cheek,429,trial4,bin_11,11,2.9718
pp5417,cheek,429,trial4,bin_12,12,3.1067
pp5417,cheek,429,trial4,bin_13,13,3.9397
pp5417,cheek,429,trial4,bin_14,14,2.9453
pp5417,cheek,429,trial4,bin_15,15,3.4106
pp5417,cheek,429,trial4,bin_16,16,2.9991
pp5417,cheek,429,trial4,bin_17,17,3.3286
pp5417,cheek,429,trial4,bin_18,18,3.2934
pp5417,cheek,429,trial4,bin_19,19,3.1495
pp5417,cheek,429,trial4,bin_20,20,3.3652
pp5417,cheek,429,trial5,bin_0,0,7.8771
pp5417,cheek,429,trial5,bin_1,1,8.954
pp5417,cheek,429,trial5,bin_2,2,11.3852
pp5417,cheek,429,trial5,bin_3,3,11.7403
pp5417,cheek,429,trial5,bin_4,4,9.2259
pp5417,cheek,429,trial5,bin_5,5,5.917
pp5417,cheek,429,trial5,bin_6,6,5.7959
pp5417,cheek,429,trial5,bin_7,7,7.5546
pp5417,cheek,429,trial5,bin_8,8,4.5516
pp5417,cheek,429,trial5,bin_9,9,5.1919
pp5417,cheek,429,trial5,bin_10,10,4.4563
pp5417,cheek,429,trial5,bin_11,11,6.4706
pp5417,cheek,429,trial5,bin_12,12,5.1176
pp5417,cheek,429,trial5,bin_13,13,3.669
pp5417,cheek,429,trial5,bin_14,14,4.5594
pp5417,cheek,429,trial5,bin_15,15,4.6626
pp5417,cheek,429,trial5,bin_16,16,4.9493
pp5417,cheek,429,trial5,bin_17,17,4.2154
pp5417,cheek,429,trial5,bin_18,18,4.1726
pp5417,cheek,429,trial5,bin_19,19,4.4495
pp5417,cheek,429,trial5,bin_20,20,2.6151
pp5417,cheek,429,trial6,bin_0,0,3.9068
pp5417,cheek,429,trial6,bin_1,1,5.1
pp5417,cheek,429,trial6,bin_2,2,5.4035
pp5417,cheek,429,trial6,bin_3,3,3.4217
pp5417,cheek,429,trial6,bin_4,4,4.8836
pp5417,cheek,429,trial6,bin_5,5,3.9427
pp5417,cheek,429,trial6,bin_6,6,5.1879
pp5417,cheek,429,trial6,bin_7,7,2.9149
pp5417,cheek,429,trial6,bin_8,8,4.8301
pp5417,cheek,429,trial6,bin_9,9,4.3706
pp5417,cheek,429,trial6,bin_10,10,3.6227
pp5417,cheek,429,trial6,bin_11,11,4.4991
pp5417,cheek,429,trial6,bin_12,12,4.1556
pp5417,cheek,429,trial6,bin_13,13,2.888
pp5417,cheek,429,trial6,bin_14,14,2.8728
pp5417,cheek,429,trial6,bin_15,15,3.5144
pp5417,cheek,429,trial6,bin_16,16,3.8507
pp5417,cheek,429,trial6,bin_17,17,2.7307
pp5417,cheek,429,trial6,bin_18,18,5.3415
pp5417,cheek,429,trial6,bin_19,19,3.834
pp5417,cheek,429,trial6,bin_20,20,3.4839
pp5417,cheek,429,trial7,bin_0,0,4.1269
pp5417,cheek,429,trial7,bin_1,1,7.9006
pp5417,cheek,429,trial7,bin_2,2,4.8834
pp5417,cheek,429,trial7,bin_3,3,4.6821
pp5417,cheek,429,trial7,bin_4,4,5.2061
pp5417,cheek,429,trial7,bin_5,5,4.7002
pp5417,cheek,429,trial7,bin_6,6,6.5487
pp5417,cheek,429,trial7,bin_7,7,5.0652
pp5417,cheek,429,trial7,bin_8,8,3.5888
pp5417,cheek,429,trial7,bin_9,9,6.7084
pp5417,cheek,429,trial7,bin_10,10,4.9938
pp5417,cheek,429,trial7,bin_11,11,3.6863
pp5417,cheek,429,trial7,bin_12,12,3.4079
pp5417,cheek,429,trial7,bin_13,13,3.6484
pp5417,cheek,429,trial7,bin_14,14,3.2865
pp5417,cheek,429,trial7,bin_15,15,4.4399
pp5417,cheek,429,trial7,bin_16,16,4.3216
pp5417,cheek,429,trial7,bin_17,17,6.5174
pp5417,cheek,429,trial7,bin_18,18,5.1739
pp5417,cheek,429,trial7,bin_19,19,5.1792
pp5417,cheek,429,trial7,bin_20,20,3.9451
pp5417,cheek,429,trial8,bin_0,0,5.8427
pp5417,cheek,429,trial8,bin_1,1,7.6967
pp5417,cheek,429,trial8,bin_2,2,8.097
pp5417,cheek,429,trial8,bin_3,3,5.8716
pp5417,cheek,429,trial8,bin_4,4,4.5176
pp5417,cheek,429,trial8,bin_5,5,5.8277
pp5417,cheek,429,trial8,bin_6,6,5.6626
pp5417,cheek,429,trial8,bin_7,7,12.1197
pp5417,cheek,429,trial8,bin_8,8,10.842
pp5417,cheek,429,trial8,bin_9,9,15.9561
pp5417,cheek,429,trial8,bin_10,10,9.1702
pp5417,cheek,429,trial8,bin_11,11,5.2574
pp5417,cheek,429,trial8,bin_12,12,9.7136
pp5417,cheek,429,trial8,bin_13,13,6.4972
pp5417,cheek,429,trial8,bin_14,14,7.181
pp5417,cheek,429,trial8,bin_15,15,5.9289
pp5417,cheek,429,trial8,bin_16,16,4.8587
pp5417,cheek,429,trial8,bin_17,17,4.1744
pp5417,cheek,429,trial8,bin_18,18,5.5977
pp5417,cheek,429,trial8,bin_19,19,5.6321
pp5417,cheek,429,trial8,bin_20,20,7.6276
pp5417,cheek,673,trial1,bin_0,0,26.7172
pp5417,cheek,673,trial1,bin_1,1,8.2311
pp5417,cheek,673,trial1,bin_2,2,15.2102
pp5417,cheek,673,trial1,bin_3,3,22.1939
pp5417,cheek,673,trial1,bin_4,4,27.5704
pp5417,cheek,673,trial1,bin_5,5,15.8893
pp5417,cheek,673,trial1,bin_6,6,15.3305
pp5417,cheek,673,trial1,bin_7,7,18.6139
pp5417,cheek,673,trial1,bin_8,8,16.3346
pp5417,cheek,673,trial1,bin_9,9,26.1309
pp5417,cheek,673,trial1,bin_10,10,8.9932
pp5417,cheek,673,trial1,bin_11,11,17.3653
pp5417,cheek,673,trial1,bin_12,12,19.4692
pp5417,cheek,673,trial1,bin_13,13,8.8244
pp5417,cheek,673,trial1,bin_14,14,4.9259
pp5417,cheek,673,trial1,bin_15,15,7.4803
pp5417,cheek,673,trial1,bin_16,16,5.2867
pp5417,cheek,673,trial1,bin_17,17,5.6862
pp5417,cheek,673,trial1,bin_18,18,3.455
pp5417,cheek,673,trial1,bin_19,19,17.8423
pp5417,cheek,673,trial1,bin_20,20,4.4497
pp5417,cheek,673,trial2,bin_0,0,7.9616
pp5417,cheek,673,trial2,bin_1,1,9.8027
pp5417,cheek,673,trial2,bin_2,2,9.2698
pp5417,cheek,673,trial2,bin_3,3,11.8951
pp5417,cheek,673,trial2,bin_4,4,12.2164
pp5417,cheek,673,trial2,bin_5,5,11.8241
pp5417,cheek,673,trial2,bin_6,6,14.7543
pp5417,cheek,673,trial2,bin_7,7,20.3948
pp5417,cheek,673,trial2,bin_8,8,12.9635
pp5417,cheek,673,trial2,bin_9,9,12.7975
pp5417,cheek,673,trial2,bin_10,10,11.636
pp5417,cheek,673,trial2,bin_11,11,14.0873
pp5417,cheek,673,trial2,bin_12,12,8.2148
pp5417,cheek,673,trial2,bin_13,13,11.0237
pp5417,cheek,673,trial2,bin_14,14,11.5001
pp5417,cheek,673,trial2,bin_15,15,15.6963
pp5417,cheek,673,trial2,bin_16,16,14.2771
pp5417,cheek,673,trial2,bin_17,17,17.8341
pp5417,cheek,673,trial2,bin_18,18,13.8726
pp5417,cheek,673,trial2,bin_19,19,8.7025
pp5417,cheek,673,trial2,bin_20,20,7.7991
pp5417,cheek,673,trial3,bin_0,0,4.2518
pp5417,cheek,673,trial3,bin_1,1,3.8837
pp5417,cheek,673,trial3,bin_2,2,3.6547
pp5417,cheek,673,trial3,bin_3,3,2.6226
pp5417,cheek,673,trial3,bin_4,4,2.752
pp5417,cheek,673,trial3,bin_5,5,3.7574
pp5417,cheek,673,trial3,bin_6,6,4.3118
pp5417,cheek,673,trial3,bin_7,7,3.5881
pp5417,cheek,673,trial3,bin_8,8,3.5926
pp5417,cheek,673,trial3,bin_9,9,3.5941
pp5417,cheek,673,trial3,bin_10,10,3.6728
pp5417,cheek,673,trial3,bin_11,11,4.0344
pp5417,cheek,673,trial3,bin_12,12,4.2816
pp5417,cheek,673,trial3,bin_13,13,3.7562
pp5417,cheek,673,trial3,bin_14,14,3.0426
pp5417,cheek,673,trial3,bin_15,15,4.0619
pp5417,cheek,673,trial3,bin_16,16,3.481
pp5417,cheek,673,trial3,bin_17,17,2.8396
pp5417,cheek,673,trial3,bin_18,18,3.2545
pp5417,cheek,673,trial3,bin_19,19,3.5804
pp5417,cheek,673,trial3,bin_20,20,3.6248
pp5417,cheek,673,trial4,bin_0,0,3.262
pp5417,cheek,673,trial4,bin_1,1,2.8191
pp5417,cheek,673,trial4,bin_2,2,3.3556
pp5417,cheek,673,trial4,bin_3,3,2.7129
pp5417,cheek,673,trial4,bin_4,4,3.025
pp5417,cheek,673,trial4,bin_5,5,3.5596
pp5417,cheek,673,trial4,bin_6,6,2.647
pp5417,cheek,673,trial4,bin_7,7,3.7461
pp5417,cheek,673,trial4,bin_8,8,3.6332
pp5417,cheek,673,trial4,bin_9,9,4.2949
pp5417,cheek,673,trial4,bin_10,10,3.5339
pp5417,cheek,673,trial4,bin_11,11,3.3505
pp5417,cheek,673,trial4,bin_12,12,8.7041
pp5417,cheek,673,trial4,bin_13,13,4.0892
pp5417,cheek,673,trial4,bin_14,14,3.324
pp5417,cheek,673,trial4,bin_15,15,4.2264
pp5417,cheek,673,trial4,bin_16,16,2.3521
pp5417,cheek,673,trial4,bin_17,17,3.0598
pp5417,cheek,673,trial4,bin_18,18,4.5063
pp5417,cheek,673,trial4,bin_19,19,7.2634
pp5417,cheek,673,trial4,bin_20,20,6.052
pp5417,cheek,673,trial5,bin_0,0,3.4128
pp5417,cheek,673,trial5,bin_1,1,4.9213
pp5417,cheek,673,trial5,bin_2,2,3.5065
pp5417,cheek,673,trial5,bin_3,3,2.8624
pp5417,cheek,673,trial5,bin_4,4,3.8043
pp5417,cheek,673,trial5,bin_5,5,4.7455
pp5417,cheek,673,trial5,bin_6,6,4.3361
pp5417,cheek,673,trial5,bin_7,7,3.8795
pp5417,cheek,673,trial5,bin_8,8,6.28
pp5417,cheek,673,trial5,bin_9,9,12.8863
pp5417,cheek,673,trial5,bin_10,10,14.3792
pp5417,cheek,673,trial5,bin_11,11,8.7045
pp5417,cheek,673,trial5,bin_12,12,6.8149
pp5417,cheek,673,trial5,bin_13,13,7.2688
pp5417,cheek,673,trial5,bin_14,14,6.2726
pp5417,cheek,673,trial5,bin_15,15,9.6084
pp5417,cheek,673,trial5,bin_16,16,10.2937
pp5417,cheek,673,trial5,bin_17,17,7.1826
pp5417,cheek,673,trial5,bin_18,18,5.6242
pp5417,cheek,673,trial5,bin_19,19,5.1594
pp5417,cheek,673,trial5,bin_20,20,6.332
pp5417,cheek,673,trial6,bin_0,0,9.1591
pp5417,cheek,673,trial6,bin_1,1,8.5741
pp5417,cheek,673,trial6,bin_2,2,7.121
pp5417,cheek,673,trial6,bin_3,3,5.0578
pp5417,cheek,673,trial6,bin_4,4,5.5902
pp5417,cheek,673,trial6,bin_5,5,6.5013
pp5417,cheek,673,trial6,bin_6,6,4.8025
pp5417,cheek,673,trial6,bin_7,7,4.4965
pp5417,cheek,673,trial6,bin_8,8,3.4838
pp5417,cheek,673,trial6,bin_9,9,5.3179
pp5417,cheek,673,trial6,bin_10,10,4.4173
pp5417,cheek,673,trial6,bin_11,11,5.7742000000000004
pp5417,cheek,673,trial6,bin_12,12,3.5321
pp5417,cheek,673,trial6,bin_13,13,4.3977
pp5417,cheek,673,trial6,bin_14,14,3.8747
pp5417,cheek,673,trial6,bin_15,15,3.2139
pp5417,cheek,673,trial6,bin_16,16,4.9888
pp5417,cheek,673,trial6,bin_17,17,4.5354
pp5417,cheek,673,trial6,bin_18,18,4.4124
pp5417,cheek,673,trial6,bin_19,19,3.9799
pp5417,cheek,673,trial6,bin_20,20,3.0355
pp5417,cheek,673,trial7,bin_0,0,7.7624
pp5417,cheek,673,trial7,bin_1,1,10.682
pp5417,cheek,673,trial7,bin_2,2,10.3419
pp5417,cheek,673,trial7,bin_3,3,7.2663
pp5417,cheek,673,trial7,bin_4,4,5.8798
pp5417,cheek,673,trial7,bin_5,5,6.1
pp5417,cheek,673,trial7,bin_6,6,4.4734
pp5417,cheek,673,trial7,bin_7,7,4.6092
pp5417,cheek,673,trial7,bin_8,8,3.6461
pp5417,cheek,673,trial7,bin_9,9,3.5808
pp5417,cheek,673,trial7,bin_10,10,5.2477
pp5417,cheek,673,trial7,bin_11,11,4.2361
pp5417,cheek,673,trial7,bin_12,12,3.1252
pp5417,cheek,673,trial7,bin_13,13,3.5607
pp5417,cheek,673,trial7,bin_14,14,3.1789
pp5417,cheek,673,trial7,bin_15,15,4.2557
pp5417,cheek,673,trial7,bin_16,16,3.983
pp5417,cheek,673,trial7,bin_17,17,3.5197
pp5417,cheek,673,trial7,bin_18,18,3.5398
pp5417,cheek,673,trial7,bin_19,19,2.8213
pp5417,cheek,673,trial7,bin_20,20,3.9475
pp5417,cheek,673,trial8,bin_0,0,3.5491
pp5417,cheek,673,trial8,bin_1,1,3.6775
pp5417,cheek,673,trial8,bin_2,2,3.5024
pp5417,cheek,673,trial8,bin_3,3,2.945
pp5417,cheek,673,trial8,bin_4,4,3.3589
pp5417,cheek,673,trial8,bin_5,5,2.6311
pp5417,cheek,673,trial8,bin_6,6,2.7647
pp5417,cheek,673,trial8,bin_7,7,2.3798
pp5417,cheek,673,trial8,bin_8,8,2.4213
pp5417,cheek,673,trial8,bin_9,9,2.8336
pp5417,cheek,673,trial8,bin_10,10,3.8875
pp5417,cheek,673,trial8,bin_11,11,3.5648
pp5417,cheek,673,trial8,bin_12,12,3.4377
pp5417,cheek,673,trial8,bin_13,13,2.8685
pp5417,cheek,673,trial8,bin_14,14,2.4898
pp5417,cheek,673,trial8,bin_15,15,2.9706
pp5417,cheek,673,trial8,bin_16,16,3.0069
pp5417,cheek,673,trial8,bin_17,17,3.699
pp5417,cheek,673,trial8,bin_18,18,3.095
pp5417,cheek,673,trial8,bin_19,19,3.9549
pp5417,cheek,673,trial8,bin_20,20,3.0798
pp5417,cheek,913,trial1,bin_0,0,4.5518
pp5417,cheek,913,trial1,bin_1,1,4.3099
pp5417,cheek,913,trial1,bin_2,2,3.0651
pp5417,cheek,913,trial1,bin_3,3,2.8421
pp5417,cheek,913,trial1,bin_4,4,3.3872
pp5417,cheek,913,trial1,bin_5,5,3.1681
pp5417,cheek,913,trial1,bin_6,6,3.0203
pp5417,cheek,913,trial1,bin_7,7,3.6745
pp5417,cheek,913,trial1,bin_8,8,3.8162
pp5417,cheek,913,trial1,bin_9,9,3.1047
pp5417,cheek,913,trial1,bin_10,10,3.4062
pp5417,cheek,913,trial1,bin_11,11,5.2072
pp5417,cheek,913,trial1,bin_12,12,4.9326
pp5417,cheek,913,trial1,bin_13,13,4.0845
pp5417,cheek,913,trial1,bin_14,14,5.0353
pp5417,cheek,913,trial1,bin_15,15,3.2768
pp5417,cheek,913,trial1,bin_16,16,3.2212
pp5417,cheek,913,trial1,bin_17,17,4.5818
pp5417,cheek,913,trial1,bin_18,18,4.1463
pp5417,cheek,913,trial1,bin_19,19,4.5914
pp5417,cheek,913,trial1,bin_20,20,7.2866
pp5417,cheek,913,trial2,bin_0,0,4.5791
pp5417,cheek,913,trial2,bin_1,1,4.451
pp5417,cheek,913,trial2,bin_2,2,4.2216
pp5417,cheek,913,trial2,bin_3,3,4.5038
pp5417,cheek,913,trial2,bin_4,4,3.7549
pp5417,cheek,913,trial2,bin_5,5,4.0126
pp5417,cheek,913,trial2,bin_6,6,4.5913
pp5417,cheek,913,trial2,bin_7,7,3.7812
pp5417,cheek,913,trial2,bin_8,8,2.6513
pp5417,cheek,913,trial2,bin_9,9,3.7491
pp5417,cheek,913,trial2,bin_10,10,4.0519
pp5417,cheek,913,trial2,bin_11,11,5.9782
pp5417,cheek,913,trial2,bin_12,12,3.1232
pp5417,cheek,913,trial2,bin_13,13,3.8696
pp5417,cheek,913,trial2,bin_14,14,2.9056
pp5417,cheek,913,trial2,bin_15,15,3.1159
pp5417,cheek,913,trial2,bin_16,16,3.8785
pp5417,cheek,913,trial2,bin_17,17,4.1612
pp5417,cheek,913,trial2,bin_18,18,3.0628
pp5417,cheek,913,trial2,bin_19,19,3.7509
pp5417,cheek,913,trial2,bin_20,20,3.6585
pp5417,cheek,913,trial3,bin_0,0,3.7321
pp5417,cheek,913,trial3,bin_1,1,6.2413
pp5417,cheek,913,trial3,bin_2,2,8.0348
pp5417,cheek,913,trial3,bin_3,3,13.7547
pp5417,cheek,913,trial3,bin_4,4,10.0202
pp5417,cheek,913,trial3,bin_5,5,4.1667
pp5417,cheek,913,trial3,bin_6,6,4.883
pp5417,cheek,913,trial3,bin_7,7,5.2094
pp5417,cheek,913,trial3,bin_8,8,7.5307
pp5417,cheek,913,trial3,bin_9,9,3.3763
pp5417,cheek,913,trial3,bin_10,10,4.0588
pp5417,cheek,913,trial3,bin_11,11,3.9722
pp5417,cheek,913,trial3,bin_12,12,2.8035
pp5417,cheek,913,trial3,bin_13,13,3.0464
pp5417,cheek,913,trial3,bin_14,14,3.2706
pp5417,cheek,913,trial3,bin_15,15,3.7325
pp5417,cheek,913,trial3,bin_16,16,3.6511
pp5417,cheek,913,trial3,bin_17,17,3.0858
pp5417,cheek,913,trial3,bin_18,18,4.0458
pp5417,cheek,913,trial3,bin_19,19,6.7404
pp5417,cheek,913,trial3,bin_20,20,5.0473
pp5417,cheek,913,trial4,bin_0,0,8.2419
pp5417,cheek,913,trial4,bin_1,1,7.7348
pp5417,cheek,913,trial4,bin_2,2,7.2911
pp5417,cheek,913,trial4,bin_3,3,3.9679
pp5417,cheek,913,trial4,bin_4,4,5.5438
pp5417,cheek,913,trial4,bin_5,5,5.4803
pp5417,cheek,913,trial4,bin_6,6,4.1526
pp5417,cheek,913,trial4,bin_7,7,63.6255
pp5417,cheek,913,trial4,bin_8,8,53.4841
pp5417,cheek,913,trial4,bin_9,9,32.8076
pp5417,cheek,913,trial4,bin_10,10,11.7577
pp5417,cheek,913,trial4,bin_11,11,18.2185
pp5417,cheek,913,trial4,bin_12,12,69.0855
pp5417,cheek,913,trial4,bin_13,13,54.5898
pp5417,cheek,913,trial4,bin_14,14,19.4015
pp5417,cheek,913,trial4,bin_15,15,35.3948
pp5417,cheek,913,trial4,bin_16,16,18.064
pp5417,cheek,913,trial4,bin_17,17,12.8901
pp5417,cheek,913,trial4,bin_18,18,14.1385
pp5417,cheek,913,trial4,bin_19,19,49.9628
pp5417,cheek,913,trial4,bin_20,20,20.7957
pp5417,cheek,913,trial5,bin_0,0,13.8369
pp5417,cheek,913,trial5,bin_1,1,49.2522
pp5417,cheek,913,trial5,bin_2,2,13.2242
pp5417,cheek,913,trial5,bin_3,3,9.1156
pp5417,cheek,913,trial5,bin_4,4,6.3934
pp5417,cheek,913,trial5,bin_5,5,5.1568
pp5417,cheek,913,trial5,bin_6,6,3.7161
pp5417,cheek,913,trial5,bin_7,7,6.3485
pp5417,cheek,913,trial5,bin_8,8,8.9476
pp5417,cheek,913,trial5,bin_9,9,5.2054
pp5417,cheek,913,trial5,bin_10,10,4.5117
pp5417,cheek,913,trial5,bin_11,11,6.8291
pp5417,cheek,913,trial5,bin_12,12,8.008
pp5417,cheek,913,trial5,bin_13,13,8.1358
pp5417,cheek,913,trial5,bin_14,14,5.1125
pp5417,cheek,913,trial5,bin_15,15,5.9613
pp5417,cheek,913,trial5,bin_16,16,5.7806
pp5417,cheek,913,trial5,bin_17,17,7.445
pp5417,cheek,913,trial5,bin_18,18,7.0036
pp5417,cheek,913,trial5,bin_19,19,7.2365
pp5417,cheek,913,trial5,bin_20,20,7.5611
pp5417,cheek,913,trial6,bin_0,0,4.6327
pp5417,cheek,913,trial6,bin_1,1,3.511
pp5417,cheek,913,trial6,bin_2,2,3.3935
pp5417,cheek,913,trial6,bin_3,3,3.4943
pp5417,cheek,913,trial6,bin_4,4,3.1218
pp5417,cheek,913,trial6,bin_5,5,3.3078
pp5417,cheek,913,trial6,bin_6,6,3.4229
pp5417,cheek,913,trial6,bin_7,7,4.4943
pp5417,cheek,913,trial6,bin_8,8,3.4742
pp5417,cheek,913,trial6,bin_9,9,3.6641
pp5417,cheek,913,trial6,bin_10,10,5.0081
pp5417,cheek,913,trial6,bin_11,11,3.8625
pp5417,cheek,913,trial6,bin_12,12,4.5273
pp5417,cheek,913,trial6,bin_13,13,5.563
pp5417,cheek,913,trial6,bin_14,14,3.8431
pp5417,cheek,913,trial6,bin_15,15,3.538
pp5417,cheek,913,trial6,bin_16,16,4.2526
pp5417,cheek,913,trial6,bin_17,17,4.9314
pp5417,cheek,913,trial6,bin_18,18,4.2886
pp5417,cheek,913,trial6,bin_19,19,3.1442
pp5417,cheek,913,trial6,bin_20,20,5.5526
pp5417,cheek,913,trial7,bin_0,0,5.1877
pp5417,cheek,913,trial7,bin_1,1,8.1726
pp5417,cheek,913,trial7,bin_2,2,6.1832
pp5417,cheek,913,trial7,bin_3,3,9.7156
pp5417,cheek,913,trial7,bin_4,4,5.1078
pp5417,cheek,913,trial7,bin_5,5,11.8858
pp5417,cheek,913,trial7,bin_6,6,15.5638
pp5417,cheek,913,trial7,bin_7,7,20.3194
pp5417,cheek,913,trial7,bin_8,8,15.9828
pp5417,cheek,913,trial7,bin_9,9,18.7856
pp5417,cheek,913,trial7,bin_10,10,28.0896
pp5417,cheek,913,trial7,bin_11,11,9.8132
pp5417,cheek,913,trial7,bin_12,12,9.6546
pp5417,cheek,913,trial7,bin_13,13,100.5407
pp5417,cheek,913,trial7,bin_14,14,71.2212
pp5417,cheek,913,trial7,bin_15,15,76.5083
pp5417,cheek,913,trial7,bin_16,16,99.96
pp5417,cheek,913,trial7,bin_17,17,75.0885
pp5417,cheek,913,trial7,bin_18,18,37.9605
pp5417,cheek,913,trial7,bin_19,19,111.9789
pp5417,cheek,913,trial7,bin_20,20,91.1944
pp5417,cheek,913,trial8,bin_0,0,3.8835
pp5417,cheek,913,trial8,bin_1,1,4.4115
pp5417,cheek,913,trial8,bin_2,2,4.2741
pp5417,cheek,913,trial8,bin_3,3,5.6073
pp5417,cheek,913,trial8,bin_4,4,4.8929
pp5417,cheek,913,trial8,bin_5,5,3.7971
pp5417,cheek,913,trial8,bin_6,6,2.7741
pp5417,cheek,913,trial8,bin_7,7,4.286
pp5417,cheek,913,trial8,bin_8,8,3.8851
pp5417,cheek,913,trial8,bin_9,9,5.4929
pp5417,cheek,913,trial8,bin_10,10,3.0915
pp5417,cheek,913,trial8,bin_11,11,5.0667
pp5417,cheek,913,trial8,bin_12,12,5.2082
pp5417,cheek,913,trial8,bin_13,13,3.2706
pp5417,cheek,913,trial8,bin_14,14,4.2728
pp5417,cheek,913,trial8,bin_15,15,4.2567
pp5417,cheek,913,trial8,bin_16,16,3.7213
pp5417,cheek,913,trial8,bin_17,17,3.5532
pp5417,cheek,913,trial8,bin_18,18,3.9376
pp5417,cheek,913,trial8,bin_19,19,2.8734
pp5417,cheek,913,trial8,bin_20,20,2.8873
pp5418,brow,285,trial1,bin_0,0,10.9821
pp5418,brow,285,trial1,bin_1,1,11.3379
pp5418,brow,285,trial1,bin_2,2,15.0525
pp5418,brow,285,trial1,bin_3,3,9.7299
pp5418,brow,285,trial1,bin_4,4,11.4081
pp5418,brow,285,trial1,bin_5,5,11.6691
pp5418,brow,285,trial1,bin_6,6,11.5937
pp5418,brow,285,trial1,bin_7,7,7.0609
pp5418,brow,285,trial1,bin_8,8,14.691
pp5418,brow,285,trial1,bin_9,9,11.717
pp5418,brow,285,trial1,bin_10,10,13.1217
pp5418,brow,285,trial1,bin_11,11,11.8025
pp5418,brow,285,trial1,bin_12,12,12.4908
pp5418,brow,285,trial1,bin_13,13,12.3729
