pp_no,muscle,condition,trial,bin,bin_no,rms
pp483,cheek,285,trial4,bin_1,1,11.1258
pp483,cheek,285,trial4,bin_2,2,12.9588
pp483,cheek,285,trial4,bin_3,3,6.2871
pp483,cheek,285,trial4,bin_4,4,5.067
pp483,cheek,285,trial4,bin_5,5,5.0045
pp483,cheek,285,trial4,bin_6,6,5.7807
pp483,cheek,285,trial4,bin_7,7,4.2639
pp483,cheek,285,trial4,bin_8,8,5.6655
pp483,cheek,285,trial4,bin_9,9,8.5844
pp483,cheek,285,trial4,bin_10,10,14.1612
pp483,cheek,285,trial4,bin_11,11,13.9528
pp483,cheek,285,trial4,bin_12,12,20.985
pp483,cheek,285,trial4,bin_13,13,43.3635
pp483,cheek,285,trial4,bin_14,14,40.064
pp483,cheek,285,trial4,bin_15,15,31.6764
pp483,cheek,285,trial4,bin_16,16,14.0081
pp483,cheek,285,trial4,bin_17,17,11.8277
pp483,cheek,285,trial4,bin_18,18,13.3742
pp483,cheek,285,trial4,bin_19,19,17.2341
pp483,cheek,285,trial4,bin_20,20,17.3565
pp483,cheek,285,trial5,bin_0,0,11.0927
pp483,cheek,285,trial5,bin_1,1,31.8694
pp483,cheek,285,trial5,bin_2,2,31.5718
pp483,cheek,285,trial5,bin_3,3,19.4038
pp483,cheek,285,trial5,bin_4,4,23.503
pp483,cheek,285,trial5,bin_5,5,19.7028
pp483,cheek,285,trial5,bin_6,6,17.1037
pp483,cheek,285,trial5,bin_7,7,83.0193
pp483,cheek,285,trial5,bin_8,8,41.8203
pp483,cheek,285,trial5,bin_9,9,15.5435
pp483,cheek,285,trial5,bin_10,10,18.8729
pp483,cheek,285,trial5,bin_11,11,45.9632
pp483,cheek,285,trial5,bin_12,12,27.8887
pp483,cheek,285,trial5,bin_13,13,18.1602
pp483,cheek,285,trial5,bin_14,14,27.2402
pp483,cheek,285,trial5,bin_15,15,21.1577
pp483,cheek,285,trial5,bin_16,16,16.1138
pp483,cheek,285,trial5,bin_17,17,24.1148
pp483,cheek,285,trial5,bin_18,18,19.0539
pp483,cheek,285,trial5,bin_19,19,68.6693
pp483,cheek,285,trial5,bin_20,20,79.3094
pp483,cheek,285,trial6,bin_0,0,6.9094
pp483,cheek,285,trial6,bin_1,1,4.9415
pp483,cheek,285,trial6,bin_2,2,5.0982
pp483,cheek,285,trial6,bin_3,3,6.8666
pp483,cheek,285,trial6,bin_4,4,5.9168
pp483,cheek,285,trial6,bin_5,5,5.4355
pp483,cheek,285,trial6,bin_6,6,9.9117
pp483,cheek,285,trial6,bin_7,7,7.6983
pp483,cheek,285,trial6,bin_8,8,6.8644
pp483,cheek,285,trial6,bin_9,9,7.4407
pp483,cheek,285,trial6,bin_10,10,6.2288
pp483,cheek,285,trial6,bin_11,11,8.2063
pp483,cheek,285,trial6,bin_12,12,8.7153
pp483,cheek,285,trial6,bin_13,13,8.1854
pp483,cheek,285,trial6,bin_14,14,13.5899
pp483,cheek,285,trial6,bin_15,15,17.7222
pp483,cheek,285,trial6,bin_16,16,27.4809
pp483,cheek,285,trial6,bin_17,17,34.7612
pp483,cheek,285,trial6,bin_18,18,43.3443
pp483,cheek,285,trial6,bin_19,19,31.0259
pp483,cheek,285,trial6,bin_20,20,23.3265
pp483,cheek,285,trial7,bin_0,0,12.6752
pp483,cheek,285,trial7,bin_1,1,9.0877
pp483,cheek,285,trial7,bin_2,2,12.097
pp483,cheek,285,trial7,bin_3,3,11.0319
pp483,cheek,285,trial7,bin_4,4,10.1238
pp483,cheek,285,trial7,bin_5,5,11.5832
pp483,cheek,285,trial7,bin_6,6,6.9554
pp483,cheek,285,trial7,bin_7,7,7.5782
pp483,cheek,285,trial7,bin_8,8,6.5904
pp483,cheek,285,trial7,bin_9,9,9.254
pp483,cheek,285,trial7,bin_10,10,9.7078
pp483,cheek,285,trial7,bin_11,11,17.563
pp483,cheek,285,trial7,bin_12,12,20.5294
pp483,cheek,285,trial7,bin_13,13,43.3226
pp483,cheek,285,trial7,bin_14,14,36.4058
pp483,cheek,285,trial7,bin_15,15,32.7127
pp483,cheek,285,trial7,bin_16,16,23.2626
pp483,cheek,285,trial7,bin_17,17,22.6847
pp483,cheek,285,trial7,bin_18,18,22.8454
pp483,cheek,285,trial7,bin_19,19,17.7513
pp483,cheek,285,trial7,bin_20,20,12.9347
pp483,cheek,285,trial8,bin_0,0,15.8053
pp483,cheek,285,trial8,bin_1,1,15.8403
pp483,cheek,285,trial8,bin_2,2,15.2071
pp483,cheek,285,trial8,bin_3,3,12.9429
pp483,cheek,285,trial8,bin_4,4,19.9683
pp483,cheek,285,trial8,bin_5,5,14.6184
pp483,cheek,285,trial8,bin_6,6,13.9956
pp483,cheek,285,trial8,bin_7,7,10.8696
pp483,cheek,285,trial8,bin_8,8,13.5106
pp483,cheek,285,trial8,bin_9,9,11.1658
pp483,cheek,285,trial8,bin_10,10,12.5092
pp483,cheek,285,trial8,bin_11,11,26.8521
pp483,cheek,285,trial8,bin_12,12,23.882
pp483,cheek,285,trial8,bin_13,13,43.5549
pp483,cheek,285,trial8,bin_14,14,36.6744
pp483,cheek,285,trial8,bin_15,15,31.4556
pp483,cheek,285,trial8,bin_16,16,44.428
pp483,cheek,285,trial8,bin_17,17,53.3275
pp483,cheek,285,trial8,bin_18,18,40.8634
pp483,cheek,285,trial8,bin_19,19,29.9929
pp483,cheek,285,trial8,bin_20,20,31.92
pp483,cheek,429,trial1,bin_0,0,5.4505
pp483,cheek,429,trial1,bin_1,1,5.5249
pp483,cheek,429,trial1,bin_2,2,5.1654
pp483,cheek,429,trial1,bin_3,3,6.5812
pp483,cheek,429,trial1,bin_4,4,5.6987
pp483,cheek,429,trial1,bin_5,5,4.9198
pp483,cheek,429,trial1,bin_6,6,7.374
pp483,cheek,429,trial1,bin_7,7,7.5564
pp483,cheek,429,trial1,bin_8,8,8.2743
pp483,cheek,429,trial1,bin_9,9,5.9054
pp483,cheek,429,trial1,bin_10,10,4.9748
pp483,cheek,429,trial1,bin_11,11,7.7193
pp483,cheek,429,trial1,bin_12,12,7.294
pp483,cheek,429,trial1,bin_13,13,4.9334
pp483,cheek,429,trial1,bin_14,14,4.249
pp483,cheek,429,trial1,bin_15,15,5.8425
pp483,cheek,429,trial1,bin_16,16,6.3293
pp483,cheek,429,trial1,bin_17,17,6.8174
pp483,cheek,429,trial1,bin_18,18,4.1873
pp483,cheek,429,trial1,bin_19,19,5.5138
pp483,cheek,429,trial1,bin_20,20,4.9965
pp483,cheek,429,trial2,bin_0,0,4.5982
pp483,cheek,429,trial2,bin_1,1,5.3792
pp483,cheek,429,trial2,bin_2,2,5.1278
pp483,cheek,429,trial2,bin_3,3,4.5068
pp483,cheek,429,trial2,bin_4,4,5.1809
pp483,cheek,429,trial2,bin_5,5,4.834
pp483,cheek,429,trial2,bin_6,6,4.1525
pp483,cheek,429,trial2,bin_7,7,3.8104
pp483,cheek,429,trial2,bin_8,8,3.6623
pp483,cheek,429,trial2,bin_9,9,5.7984
pp483,cheek,429,trial2,bin_10,10,8.745
pp483,cheek,429,trial2,bin_11,11,4.5714
pp483,cheek,429,trial2,bin_12,12,3.4504
pp483,cheek,429,trial2,bin_13,13,4.1204
pp483,cheek,429,trial2,bin_14,14,4.0504
pp483,cheek,429,trial2,bin_15,15,4.6661
pp483,cheek,429,trial2,bin_16,16,4.7235
pp483,cheek,429,trial2,bin_17,17,4.4395
pp483,cheek,429,trial2,bin_18,18,4.7103
pp483,cheek,429,trial2,bin_19,19,4.1795
pp483,cheek,429,trial2,bin_20,20,6.0273
pp483,cheek,429,trial3,bin_0,0,4.5208
pp483,cheek,429,trial3,bin_1,1,5.7826
pp483,cheek,429,trial3,bin_2,2,4.0525
pp483,cheek,429,trial3,bin_3,3,4.9949
pp483,cheek,429,trial3,bin_4,4,4.3615
pp483,cheek,429,trial3,bin_5,5,6.407
pp483,cheek,429,trial3,bin_6,6,6.5551
pp483,cheek,429,trial3,bin_7,7,4.7962
pp483,cheek,429,trial3,bin_8,8,5.1275
pp483,cheek,429,trial3,bin_9,9,4.099
pp483,cheek,429,trial3,bin_10,10,4.1269
pp483,cheek,429,trial3,bin_11,11,3.3827
pp483,cheek,429,trial3,bin_12,12,4.4456
pp483,cheek,429,trial3,bin_13,13,3.8091
pp483,cheek,429,trial3,bin_14,14,3.9152
pp483,cheek,429,trial3,bin_15,15,4.4144
pp483,cheek,429,trial3,bin_16,16,3.6804
pp483,cheek,429,trial3,bin_17,17,4.7758
pp483,cheek,429,trial3,bin_18,18,4.8814
pp483,cheek,429,trial3,bin_19,19,3.6954
pp483,cheek,429,trial3,bin_20,20,5.2781
pp483,cheek,429,trial4,bin_0,0,4.11
pp483,cheek,429,trial4,bin_1,1,4.5927
pp483,cheek,429,trial4,bin_2,2,4.0275
pp483,cheek,429,trial4,bin_3,3,4.3298
pp483,cheek,429,trial4,bin_4,4,4.5245
pp483,cheek,429,trial4,bin_5,5,4.3896
pp483,cheek,429,trial4,bin_6,6,3.9229
pp483,cheek,429,trial4,bin_7,7,4.6627
pp483,cheek,429,trial4,bin_8,8,4.9412
pp483,cheek,429,trial4,bin_9,9,3.7891
pp483,cheek,429,trial4,bin_10,10,6.392
pp483,cheek,429,trial4,bin_11,11,6.4883
pp483,cheek,429,trial4,bin_12,12,6.1285
pp483,cheek,429,trial4,bin_13,13,7.1508
pp483,cheek,429,trial4,bin_14,14,8.0637
pp483,cheek,429,trial4,bin_15,15,8.22
pp483,cheek,429,trial4,bin_16,16,6.6337
pp483,cheek,429,trial4,bin_17,17,7.9333
pp483,cheek,429,trial4,bin_18,18,7.9111
pp483,cheek,429,trial4,bin_19,19,6.1558
pp483,cheek,429,trial4,bin_20,20,7.0149
pp483,cheek,429,trial5,bin_0,0,4.764
pp483,cheek,429,trial5,bin_1,1,3.9234
pp483,cheek,429,trial5,bin_2,2,4.4991
pp483,cheek,429,trial5,bin_3,3,3.5337
pp483,cheek,429,trial5,bin_4,4,3.8126
pp483,cheek,429,trial5,bin_5,5,4.212
pp483,cheek,429,trial5,bin_6,6,6.7944
pp483,cheek,429,trial5,bin_7,7,6.0745
pp483,cheek,429,trial5,bin_8,8,5.4473
pp483,cheek,429,trial5,bin_9,9,7.4181
pp483,cheek,429,trial5,bin_10,10,4.5178
pp483,cheek,429,trial5,bin_11,11,6.7971
pp483,cheek,429,trial5,bin_12,12,5.4369
pp483,cheek,429,trial5,bin_13,13,6.3867
pp483,cheek,429,trial5,bin_14,14,4.0611
pp483,cheek,429,trial5,bin_15,15,4.3686
pp483,cheek,429,trial5,bin_16,16,3.7211
pp483,cheek,429,trial5,bin_17,17,4.9671
pp483,cheek,429,trial5,bin_18,18,5.0924
pp483,cheek,429,trial5,bin_19,19,12.2233
pp483,cheek,429,trial5,bin_20,20,8.4523
pp483,cheek,429,trial6,bin_0,0,7.0829
pp483,cheek,429,trial6,bin_1,1,7.418
pp483,cheek,429,trial6,bin_2,2,8.3997
pp483,cheek,429,trial6,bin_3,3,25.8774
pp483,cheek,429,trial6,bin_4,4,13.1671
pp483,cheek,429,trial6,bin_5,5,5.6169
pp483,cheek,429,trial6,bin_6,6,8.8411
pp483,cheek,429,trial6,bin_7,7,9.4955
pp483,cheek,429,trial6,bin_8,8,18.301
pp483,cheek,429,trial6,bin_9,9,30.1021
pp483,cheek,429,trial6,bin_10,10,16.9605
pp483,cheek,429,trial6,bin_11,11,11.5333
pp483,cheek,429,trial6,bin_12,12,26.3547
pp483,cheek,429,trial6,bin_13,13,75.8343
pp483,cheek,429,trial6,bin_14,14,145.504
pp483,cheek,429,trial6,bin_15,15,70.3441
pp483,cheek,429,trial6,bin_16,16,55.9552
pp483,cheek,429,trial6,bin_17,17,35.272
pp483,cheek,429,trial6,bin_18,18,154.677
pp483,cheek,429,trial6,bin_19,19,223.9359
pp483,cheek,429,trial6,bin_20,20,22.4524
pp483,cheek,429,trial7,bin_0,0,7.3819
pp483,cheek,429,trial7,bin_1,1,7.3011
pp483,cheek,429,trial7,bin_2,2,6.4378
pp483,cheek,429,trial7,bin_3,3,8.5525
pp483,cheek,429,trial7,bin_4,4,4.4196
pp483,cheek,429,trial7,bin_5,5,5.2587
pp483,cheek,429,trial7,bin_6,6,5.2844
pp483,cheek,429,trial7,bin_7,7,10.0482
pp483,cheek,429,trial7,bin_8,8,7.7744
pp483,cheek,429,trial7,bin_9,9,7.0228
pp483,cheek,429,trial7,bin_10,10,5.1108
pp483,cheek,429,trial7,bin_11,11,5.5909
pp483,cheek,429,trial7,bin_12,12,5.3122
pp483,cheek,429,trial7,bin_13,13,8.3671
pp483,cheek,429,trial7,bin_14,14,8.6095
pp483,cheek,429,trial7,bin_15,15,17.4422
pp483,cheek,429,trial7,bin_16,16,13.0472
pp483,cheek,429,trial7,bin_17,17,8.6325
pp483,cheek,429,trial7,bin_18,18,8.6326
pp483,cheek,429,trial7,bin_19,19,5.3879
pp483,cheek,429,trial7,bin_20,20,6.9229
pp483,cheek,429,trial8,bin_0,0,7.2153
pp483,cheek,429,trial8,bin_1,1,8.4601
pp483,cheek,429,trial8,bin_2,2,5.2749
pp483,cheek,429,trial8,bin_3,3,7.624
pp483,cheek,429,trial8,bin_4,4,6.5445
pp483,cheek,429,trial8,bin_5,5,5.1452
pp483,cheek,429,trial8,bin_6,6,4.6051
pp483,cheek,429,trial8,bin_7,7,5.188
pp483,cheek,429,trial8,bin_8,8,3.6215
pp483,cheek,429,trial8,bin_9,9,3.954
pp483,cheek,429,trial8,bin_10,10,5.4182
pp483,cheek,429,trial8,bin_11,11,4.867
pp483,cheek,429,trial8,bin_12,12,4.7307
pp483,cheek,429,trial8,bin_13,13,4.3868
pp483,cheek,429,trial8,bin_14,14,3.3644
pp483,cheek,429,trial8,bin_15,15,3.3142
pp483,cheek,429,trial8,bin_16,16,3.7059
pp483,cheek,429,trial8,bin_17,17,3.6448
pp483,cheek,429,trial8,bin_18,18,4.156
pp483,cheek,429,trial8,bin_19,19,4.5352
pp483,cheek,429,trial8,bin_20,20,5.5803
pp483,cheek,673,trial1,bin_0,0,4.9248
pp483,cheek,673,trial1,bin_1,1,5.7919
pp483,cheek,673,trial1,bin_2,2,5.0558
pp483,cheek,673,trial1,bin_3,3,7.1535
pp483,cheek,673,trial1,bin_4,4,3.9686
pp483,cheek,673,trial1,bin_5,5,4.9631
pp483,cheek,673,trial1,bin_6,6,5.8752
pp483,cheek,673,trial1,bin_7,7,8.954
pp483,cheek,673,trial1,bin_8,8,4.4209
pp483,cheek,673,trial1,bin_9,9,5.29
pp483,cheek,673,trial1,bin_10,10,5.5237
pp483,cheek,673,trial1,bin_11,11,3.5493
pp483,cheek,673,trial1,bin_12,12,4.6722
pp483,cheek,673,trial1,bin_13,13,3.557
pp483,cheek,673,trial1,bin_14,14,6.7267
pp483,cheek,673,trial1,bin_15,15,4.5423
pp483,cheek,673,trial1,bin_16,16,3.9514
pp483,cheek,673,trial1,bin_17,17,4.3578
pp483,cheek,673,trial1,bin_18,18,4.8336
pp483,cheek,673,trial1,bin_19,19,5.0813
pp483,cheek,673,trial1,bin_20,20,4.0278
pp483,cheek,673,trial2,bin_0,0,4.449
pp483,cheek,673,trial2,bin_1,1,4.9267
pp483,cheek,673,trial2,bin_2,2,7.3188
pp483,cheek,673,trial2,bin_3,3,6.6104
pp483,cheek,673,trial2,bin_4,4,5.4136
pp483,cheek,673,trial2,bin_5,5,3.6185
pp483,cheek,673,trial2,bin_6,6,4.4893
pp483,cheek,673,trial2,bin_7,7,4.2068
pp483,cheek,673,trial2,bin_8,8,4.3766
pp483,cheek,673,trial2,bin_9,9,4.7831
pp483,cheek,673,trial2,bin_10,10,3.8509
pp483,cheek,673,trial2,bin_11,11,4.5135
pp483,cheek,673,trial2,bin_12,12,7.9353
pp483,cheek,673,trial2,bin_13,13,8.3986
pp483,cheek,673,trial2,bin_14,14,5.5125
pp483,cheek,673,trial2,bin_15,15,4.2332
pp483,cheek,673,trial2,bin_16,16,3.423
pp483,cheek,673,trial2,bin_17,17,14.3431
pp483,cheek,673,trial2,bin_18,18,142.5028
pp483,cheek,673,trial2,bin_19,19,81.4092
pp483,cheek,673,trial2,bin_20,20,41.4905
pp483,cheek,673,trial3,bin_0,0,12.9659
pp483,cheek,673,trial3,bin_1,1,5.1537
pp483,cheek,673,trial3,bin_2,2,6.6104
pp483,cheek,673,trial3,bin_3,3,4.9875
pp483,cheek,673,trial3,bin_4,4,5.6341
pp483,cheek,673,trial3,bin_5,5,5.8264
pp483,cheek,673,trial3,bin_6,6,19.9323
pp483,cheek,673,trial3,bin_7,7,11.8379
pp483,cheek,673,trial3,bin_8,8,6.9294
pp483,cheek,673,trial3,bin_9,9,3.6981
pp483,cheek,673,trial3,bin_10,10,4.3393
pp483,cheek,673,trial3,bin_11,11,4.4066
pp483,cheek,673,trial3,bin_12,12,3.3875
pp483,cheek,673,trial3,bin_13,13,2.9281
pp483,cheek,673,trial3,bin_14,14,4.0892
pp483,cheek,673,trial3,bin_15,15,3.7208
pp483,cheek,673,trial3,bin_16,16,4.7022
pp483,cheek,673,trial3,bin_17,17,3.2644
pp483,cheek,673,trial3,bin_18,18,4.1568
pp483,cheek,673,trial3,bin_19,19,3.932
pp483,cheek,673,trial3,bin_20,20,3.5275
pp483,cheek,673,trial4,bin_0,0,5.5674
pp483,cheek,673,trial4,bin_1,1,4.4737
pp483,cheek,673,trial4,bin_2,2,4.4892
pp483,cheek,673,trial4,bin_3,3,9.6619
pp483,cheek,673,trial4,bin_4,4,5.6196
pp483,cheek,673,trial4,bin_5,5,4.7646
pp483,cheek,673,trial4,bin_6,6,4.1652
pp483,cheek,673,trial4,bin_7,7,3.8056
pp483,cheek,673,trial4,bin_8,8,4.8277
pp483,cheek,673,trial4,bin_9,9,5.6917
pp483,cheek,673,trial4,bin_10,10,6.3639
pp483,cheek,673,trial4,bin_11,11,5.6807
pp483,cheek,673,trial4,bin_12,12,4.1164
pp483,cheek,673,trial4,bin_13,13,3.4708
pp483,cheek,673,trial4,bin_14,14,4.4711
pp483,cheek,673,trial4,bin_15,15,6.0408
pp483,cheek,673,trial4,bin_16,16,11.9997
pp483,cheek,673,trial4,bin_17,17,8.7675
pp483,cheek,673,trial4,bin_18,18,3.9064
pp483,cheek,673,trial4,bin_19,19,4.1332
pp483,cheek,673,trial4,bin_20,20,4.4654
pp483,cheek,673,trial5,bin_0,0,6.8031
pp483,cheek,673,trial5,bin_1,1,6.6254
pp483,cheek,673,trial5,bin_2,2,18.1718
pp483,cheek,673,trial5,bin_3,3,10.7012
pp483,cheek,673,trial5,bin_4,4,5.6343
pp483,cheek,673,trial5,bin_5,5,4.3826
pp483,cheek,673,trial5,bin_6,6,8.5623
pp483,cheek,673,trial5,bin_7,7,4.1987
pp483,cheek,673,trial5,bin_8,8,6.8131
pp483,cheek,673,trial5,bin_9,9,8.3108
pp483,cheek,673,trial5,bin_10,10,3.8844
pp483,cheek,673,trial5,bin_11,11,4.5878
pp483,cheek,673,trial5,bin_12,12,5.8675
pp483,cheek,673,trial5,bin_13,13,6.9828
pp483,cheek,673,trial5,bin_14,14,8.1351
pp483,cheek,673,trial5,bin_15,15,5.5326
pp483,cheek,673,trial5,bin_16,16,4.6642
pp483,cheek,673,trial5,bin_17,17,3.5573
pp483,cheek,673,trial5,bin_18,18,3.8609
pp483,cheek,673,trial5,bin_19,19,3.8036
pp483,cheek,673,trial5,bin_20,20,3.4837
pp483,cheek,673,trial6,bin_0,0,5.0204
pp483,cheek,673,trial6,bin_1,1,3.0929
pp483,cheek,673,trial6,bin_2,2,2.9767
pp483,cheek,673,trial6,bin_3,3,4.6369
pp483,cheek,673,trial6,bin_4,4,3.1184
pp483,cheek,673,trial6,bin_5,5,3.6447
pp483,cheek,673,trial6,bin_6,6,2.9297
pp483,cheek,673,trial6,bin_7,7,3.227
pp483,cheek,673,trial6,bin_8,8,3.1509
pp483,cheek,673,trial6,bin_9,9,2.9795
pp483,cheek,673,trial6,bin_10,10,4.6639
pp483,cheek,673,trial6,bin_11,11,3.9372
pp483,cheek,673,trial6,bin_12,12,3.1223
pp483,cheek,673,trial6,bin_13,13,3.9861
pp483,cheek,673,trial6,bin_14,14,3.9277
pp483,cheek,673,trial6,bin_15,15,3.9121
pp483,cheek,673,trial6,bin_16,16,5.5248
pp483,cheek,673,trial6,bin_17,17,3.8635
pp483,cheek,673,trial6,bin_18,18,3.9627
pp483,cheek,673,trial6,bin_19,19,3.435
pp483,cheek,673,trial6,bin_20,20,2.5865
pp483,cheek,673,trial7,bin_0,0,3.4538
pp483,cheek,673,trial7,bin_1,1,3.6238
pp483,cheek,673,trial7,bin_2,2,3.1817
pp483,cheek,673,trial7,bin_3,3,4.3095
pp483,cheek,673,trial7,bin_4,4,4.3856
pp483,cheek,673,trial7,bin_5,5,4.3651
pp483,cheek,673,trial7,bin_6,6,3.241
pp483,cheek,673,trial7,bin_7,7,2.9197
pp483,cheek,673,trial7,bin_8,8,3.3353
pp483,cheek,673,trial7,bin_9,9,3.8582
pp483,cheek,673,trial7,bin_10,10,3.6803
pp483,cheek,673,trial7,bin_11,11,3.9276
pp483,cheek,673,trial7,bin_12,12,6.2919
pp483,cheek,673,trial7,bin_13,13,3.7079
pp483,cheek,673,trial7,bin_14,14,6.1061
pp483,cheek,673,trial7,bin_15,15,6.1829
pp483,cheek,673,trial7,bin_16,16,3.8393
pp483,cheek,673,trial7,bin_17,17,3.3902
pp483,cheek,673,trial7,bin_18,18,3.3912
pp483,cheek,673,trial7,bin_19,19,3.536
pp483,cheek,673,trial7,bin_20,20,3.4783
pp483,cheek,673,trial8,bin_0,0,8.5016
pp483,cheek,673,trial8,bin_1,1,11.675
pp483,cheek,673,trial8,bin_2,2,11.9081
pp483,cheek,673,trial8,bin_3,3,5.6381
pp483,cheek,673,trial8,bin_4,4,4.8484
pp483,cheek,673,trial8,bin_5,5,5.1357
pp483,cheek,673,trial8,bin_6,6,6.171
pp483,cheek,673,trial8,bin_7,7,4.0711
pp483,cheek,673,trial8,bin_8,8,3.4339
pp483,cheek,673,trial8,bin_9,9,3.3954
pp483,cheek,673,trial8,bin_10,10,4.2218
pp483,cheek,673,trial8,bin_11,11,4.0486
pp483,cheek,673,trial8,bin_12,12,5.4569
pp483,cheek,673,trial8,bin_13,13,6.3135
pp483,cheek,673,trial8,bin_14,14,5.0119
pp483,cheek,673,trial8,bin_15,15,4.1318
pp483,cheek,673,trial8,bin_16,16,3.6363
pp483,cheek,673,trial8,bin_17,17,4.1805
pp483,cheek,673,trial8,bin_18,18,5.3231
pp483,cheek,673,trial8,bin_19,19,4.795
pp483,cheek,673,trial8,bin_20,20,4.5592
pp483,cheek,913,trial1,bin_0,0,12.6642
pp483,cheek,913,trial1,bin_1,1,11.0379
pp483,cheek,913,trial1,bin_2,2,11.9013
pp483,cheek,913,trial1,bin_3,3,11.5948
pp483,cheek,913,trial1,bin_4,4,10.9163
pp483,cheek,913,trial1,bin_5,5,16.817
pp483,cheek,913,trial1,bin_6,6,12.1965
pp483,cheek,913,trial1,bin_7,7,9.5196
pp483,cheek,913,trial1,bin_8,8,8.4437
pp483,cheek,913,trial1,bin_9,9,7.5292
pp483,cheek,913,trial1,bin_10,10,8.8854
pp483,cheek,913,trial1,bin_11,11,10.6907
pp483,cheek,913,trial1,bin_12,12,11.69
pp483,cheek,913,trial1,bin_13,13,10.876
pp483,cheek,913,trial1,bin_14,14,7.6319
pp483,cheek,913,trial1,bin_15,15,15.1344
pp483,cheek,913,trial1,bin_16,16,103.1335
pp483,cheek,913,trial1,bin_17,17,70.361
pp483,cheek,913,trial1,bin_18,18,37.6536
pp483,cheek,913,trial1,bin_19,19,32.0894
pp483,cheek,913,trial1,bin_20,20,33.8126
pp483,cheek,913,trial2,bin_0,0,8.8011
pp483,cheek,913,trial2,bin_1,1,10.0398
pp483,cheek,913,trial2,bin_2,2,6.94
pp483,cheek,913,trial2,bin_3,3,11.217
pp483,cheek,913,trial2,bin_4,4,8.9987
pp483,cheek,913,trial2,bin_5,5,8.7069
pp483,cheek,913,trial2,bin_6,6,6.5531
pp483,cheek,913,trial2,bin_7,7,7.7944
pp483,cheek,913,trial2,bin_8,8,9.6235
pp483,cheek,913,trial2,bin_9,9,9.6293
pp483,cheek,913,trial2,bin_10,10,9.2839
pp483,cheek,913,trial2,bin_11,11,6.3007
pp483,cheek,913,trial2,bin_12,12,10.8793
pp483,cheek,913,trial2,bin_13,13,16.5826
pp483,cheek,913,trial2,bin_14,14,9.7218
pp483,cheek,913,trial2,bin_15,15,7.5438
pp483,cheek,913,trial2,bin_16,16,10.112
pp483,cheek,913,trial2,bin_17,17,8.3214
pp483,cheek,913,trial2,bin_18,18,11.1077
pp483,cheek,913,trial2,bin_19,19,10.7643
pp483,cheek,913,trial2,bin_20,20,7.8319
pp483,cheek,913,trial3,bin_0,0,11.8525
pp483,cheek,913,trial3,bin_1,1,12.5651
pp483,cheek,913,trial3,bin_2,2,7.4135
pp483,cheek,913,trial3,bin_3,3,13.2893
pp483,cheek,913,trial3,bin_4,4,11.3795
pp483,cheek,913,trial3,bin_5,5,7.0421
pp483,cheek,913,trial3,bin_6,6,8.4313
pp483,cheek,913,trial3,bin_7,7,7.5305
pp483,cheek,913,trial3,bin_8,8,8.4859000000000009
pp483,cheek,913,trial3,bin_9,9,7.619
pp483,cheek,913,trial3,bin_10,10,7.2082
pp483,cheek,913,trial3,bin_11,11,6.5665
pp483,cheek,913,trial3,bin_12,12,8.0453
pp483,cheek,913,trial3,bin_13,13,8.3159
pp483,cheek,913,trial3,bin_14,14,6.9607
pp483,cheek,913,trial3,bin_15,15,5.1599
pp483,cheek,913,trial3,bin_16,16,5.6632
pp483,cheek,913,trial3,bin_17,17,5.4503
pp483,cheek,913,trial3,bin_18,18,9.1436
pp483,cheek,913,trial3,bin_19,19,11.5935
pp483,cheek,913,trial3,bin_20,20,23.6963
pp483,cheek,913,trial4,bin_0,0,12.1594
pp483,cheek,913,trial4,bin_1,1,10.8985
pp483,cheek,913,trial4,bin_2,2,9.0459
pp483,cheek,913,trial4,bin_3,3,11.5064
pp483,cheek,913,trial4,bin_4,4,13.4564
pp483,cheek,913,trial4,bin_5,5,10.2414
pp483,cheek,913,trial4,bin_6,6,8.5589
pp483,cheek,913,trial4,bin_7,7,12.2643
pp483,cheek,913,trial4,bin_8,8,9.0235
pp483,cheek,913,trial4,bin_9,9,8.2188
pp483,cheek,913,trial4,bin_10,10,8.3209
pp483,cheek,913,trial4,bin_11,11,7.2979
pp483,cheek,913,trial4,bin_12,12,9.6005
pp483,cheek,913,trial4,bin_13,13,9.0518
pp483,cheek,913,trial4,bin_14,14,11.6011
pp483,cheek,913,trial4,bin_15,15,7.2628
pp483,cheek,913,trial4,bin_16,16,8.1589
pp483,cheek,913,trial4,bin_17,17,6.5268
pp483,cheek,913,trial4,bin_18,18,11.8083
pp483,cheek,913,trial4,bin_19,19,9.9931
pp483,cheek,913,trial4,bin_20,20,8.3086
pp483,cheek,913,trial5,bin_0,0,36.8429
pp483,cheek,913,trial5,bin_1,1,11.0487
pp483,cheek,913,trial5,bin_2,2,8.5607
pp483,cheek,913,trial5,bin_3,3,6.976
pp483,cheek,913,trial5,bin_4,4,9.1906
pp483,cheek,913,trial5,bin_5,5,4.4548
pp483,cheek,913,trial5,bin_6,6,6.2305
pp483,cheek,913,trial5,bin_7,7,5.713
pp483,cheek,913,trial5,bin_8,8,4.4947
pp483,cheek,913,trial5,bin_9,9,5.8985
pp483,cheek,913,trial5,bin_10,10,4.6762
pp483,cheek,913,trial5,bin_11,11,5.3712
pp483,cheek,913,trial5,bin_12,12,5.6432
pp483,cheek,913,trial5,bin_13,13,5.2357
pp483,cheek,913,trial5,bin_14,14,4.3837
